公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率
1213 大飲,1213,1213,2022/3/31,2,飲料乳品,M12C,TEJN02  傳產- 食品,7.9,1,-0.47,-6.25,-2.39,-1.29,-355.67,-355.67,-115.63,-97.31,-95.82,-95.82,-95.82,-10.15,-20.59,-10.98,-1.22
1213 大飲,1213,1213,2021/12/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,8.42,4,-0.3,-3.79,-1.49,13.84,-27.54,-27.54,-30.24,-1.27,1.3,1.3,1.3,-10.55,-17.61,-11.8,-0.06
1213 大飲,1213,1213,2021/9/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,8.45,3,-0.71,-8.44,-3.37,-19.54,-165.16,-165.16,-267.11,-546.2,-547.73,-547.73,-541.21,-9.01,-17.11,-9.62,-2.8
1213 大飲,1213,1213,2021/6/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,8.88,2,-0.41,-4.55,-1.88,18.97,95.94,95.94,4.86,-390.55,-361.32,-361.32,-348.62,-4.38,-10.8,-10.36,-2.62
1213 大飲,1213,1213,2021/3/31,2,飲料乳品,M12C,TEJN02  傳產- 食品,9.68,1,-0.24,-2.58,-1.09,27.73,248.18,248.18,14.1,12.79,-8.18,-8.18,-8.18,-2.22,-5.14,-7.42,-0.13
1215 卜蜂,1215,1215,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,94,2,2.04,4.52,1.66,8.38,26.22,26.22,25.58,25.96,21.73,21.73,21.83,2,3.29,10.03,0.59
1215 卜蜂,1215,1215,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,83.1,1,1.43,0.77,0.28,0.45,10.92,10.92,28.03,33.1,32.96,32.96,34.15,7.24,8.12,10.1,0.57
1215 卜蜂,1215,1215,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,78.3,4,1.22,5.52,1.99,13.7,20.07,20.07,41.94,38.17,37.6,37.6,38.25,13.88,10.41,11.14,0.63
1215 卜蜂,1215,1215,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,79.5,3,1.28,3.27,1.17,15.7,16.37,16.37,42.72,35.3,35.47,35.47,31.91,9.62,7.52,12.53,0.61
1215 卜蜂,1215,1215,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,70.8,2,1.82,7.1,2.58,11.95,18.51,18.51,35.06,23.47,27.44,27.44,27.66,15.77,5.84,12.57,0.62
1215 卜蜂,1215,1215,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,71.15,1,1.22,2.86,1.07,25.89,2.13,2.13,-6.42,-17.62,-18.43,-18.43,-18.56,14.53,-4.89,15.64,-0.16
1215 卜蜂,1215,1215,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,70.54,4,1.08,3.39,1.26,16.43,-16.13,-16.13,-31.57,-36.39,-35.25,-35.25,-33.26,18.58,-1.61,15.35,-0.53
1215 卜蜂,1215,1215,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,70.1,3,1.07,1.1,0.42,9.4,-22.68,-22.68,-48.14,-47.33,-47.46,-47.46,-47.77,16.48,-0.62,20.15,-1.12
1215 卜蜂,1215,1215,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,70.54,2,1.46,1.1,0.46,12.55,-2.23,-2.23,-16.72,-13.71,-16.46,-16.46,-15.8,15.03,0.39,25.35,-0.31
1215 卜蜂,1215,1215,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,63.53,1,1.44,5.71,2.56,9.12,46.36,46.36,110.1,62.52,65.46,63.85,140.32,13.61,9.72,26.43,0.8
1216 統一,1216,1216,2023/6/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,73.15,2,1.09,4.96,1.59,5.26,9.09,9.09,10.35,117.68,41.52,41.52,-105.84,20.12,5.32,18.18,0.61
1216 統一,1216,1216,2023/3/31,2,飲料乳品,M12C,TEJN02  傳產- 食品,68.93,1,0.88,3.55,1.26,5.8,5.31,5.31,-14.76,20.8,19.63,19.63,15.4,5.15,3.37,0.69,0.35
1216 統一,1216,1216,2022/12/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,63.85,4,0.45,3.02,1.05,10.84,9.98,9.98,-5.68,-16.58,-20.98,-20.98,-10.29,7.27,6.19,1.64,-0.09
1216 統一,1216,1216,2022/9/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,64.52,3,0.97,6.47,2.17,13.48,10.9,10.9,1.71,10.71,3.29,3.29,-2.62,7.81,6.79,-0.3,0.12
1216 統一,1216,1216,2022/6/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,61.7,2,0.85,3.34,1.16,11.25,5.2,5.2,3.5,1.02,-1.07,-1.07,2.53,5.61,3.76,-1.26,0.06
1216 統一,1216,1216,2022/3/31,2,飲料乳品,M12C,TEJN02  傳產- 食品,60.41,1,0.75,5.81,2.1,7.57,3.56,3.56,7.14,-10.18,-17.39,-17.39,-11.72,4.33,2.63,-1.61,-0.28
1216 統一,1216,1216,2021/12/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,63.17,4,0.59,3.65,1.28,8.71,3.85,3.85,25.57,16.13,3.77,3.77,-0.72,3.78,0.22,-4.02,0.01
1216 統一,1216,1216,2021/9/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,62.9,3,1.01,4.33,1.47,2.33,-5.22,-5.22,-10.83,-18.97,-19.49,-19.49,-8.43,2.73,-0.11,-3.97,-0.38
1216 統一,1216,1216,2021/6/30,2,飲料乳品,M12C,TEJN02  傳產- 食品,64.84,2,0.95,3.13,1.1,6.24,2.48,2.48,-18.92,-12.28,-15.43,-15.43,-20.17,4.4,2.21,-3.26,-0.25
1216 統一,1216,1216,2021/3/31,2,飲料乳品,M12C,TEJN02  傳產- 食品,64.66,1,0.95,4.17,1.54,6.62,5.44,5.44,3.07,6.73,17.56,17.56,23.25,5.48,4.71,-3.49,0.25
1217 愛之味,1217,1217,2023/6/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,12.8,2,0.04,0.8,0.43,5.32,-1.22,-1.22,-22,726.13,246.84,246.84,358.37,2.18,6.11,-6.89,0.33
1217 愛之味,1217,1217,2023/3/31,2,罐頭加工,M12A,TEJN02  傳產- 食品,11.21,1,0.13,3.4,1.85,3.63,-6.52,-6.52,-25.45,22.56,28.11,28.11,17.49,0.45,0.4,-6.91,0.16
1217 愛之味,1217,1217,2022/12/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,10.34,4,-0.03,2.23,1.2,3.29,6.86,6.86,-34.22,-2.89,82.24,82.24,97.16,-0.59,1.62,-4.3,0.39
1217 愛之味,1217,1217,2022/9/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,8.97,3,0.52,2.65,1.38,6.77,4.02,4.02,58.6,163.35,177.93,177.93,-4.32,-1.28,-0.29,-0.72,1.21
1217 愛之味,1217,1217,2022/6/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,9.82,2,-0.04,-2.66,-1.4,-6.57,-13.06,-13.06,-43.64,-104.78,-114.92,-114.92,-110.21,-0.39,-1.87,-1.37,-0.98
1217 愛之味,1217,1217,2022/3/31,2,罐頭加工,M12A,TEJN02  傳產- 食品,10.8,1,0.1,1.83,0.98,3.14,-1.78,-1.78,5.3,-20.27,-25.02,-25.02,-14.37,2.12,4.2,-0.43,-0.16
1217 愛之味,1217,1217,2021/12/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,10.19,4,-0.15,0.27,0.14,11.73,-1.48,-1.48,35.4,-142.01,-356.39,-356.39,-67.41,3.72,7.86,-3.72,-0.41
1217 愛之味,1217,1217,2021/9/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,10,3,0.18,0.71,0.37,-7.62,-14.41,-14.41,-50.23,-52.23,-48.35,-48.35,-47.68,4.61,10.14,-3.64,-0.61
1217 愛之味,1217,1217,2021/6/30,2,罐頭加工,M12A,TEJN02  傳產- 食品,10.94,2,0.23,1.48,0.78,18.06,13.6,13.6,42.15,99.25,115.19,115.19,130.86,8.88,13.22,-0.53,0.49
1217 愛之味,1217,1217,2021/3/31,2,罐頭加工,M12A,TEJN02  傳產- 食品,8.49,1,0.14,5.45,2.84,-4.91,-6.75,-6.75,-19.79,156.26,173.75,173.75,113.3,8.14,15.75,-1.31,0.33
1218 泰山,1218,1218,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,27.53,2,-0.79,-3.58,-2.95,-4.29,-19.51,-18.09,-1004.96,-225.71,-387.52,-387.52,-377.8,43.22,75.19,5.11,-3.4
1218 泰山,1218,1218,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,28.31,1,-0.14,0.28,0.22,2.96,-26.5,-26.15,-211.67,-144.63,-149.89,-149.89,-151.73,37.93,89.53,4.82,-1.22
1218 泰山,1218,1218,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,31.89,4,11.28,57.57,40.99,3.84,-45.78,-45.92,-1303.14,3351.07,3589.92,3589.92,-597.97,56.55,79.77,1.99,49.78
1218 泰山,1218,1218,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,34.83,3,0.32,2.29,1.5,14.19,6.49,6.58,-79.21,8.15,10.32,10.32,8.49,9.17,1.96,-0.51,0.17
1218 泰山,1218,1218,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,29.88,2,0.27,1.96,1.25,13.37,6.48,6.81,-16.17,0.16,-2.29,-2.29,6.62,-4.01,-7.85,8.07,-0.02
1218 泰山,1218,1218,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,26.5,1,0.29,2.13,1.35,13.92,7.18,6.75,25.68,-15.16,-15.14,-15.14,-11.29,17.14,-7.64,15.84,-0.2
1218 泰山,1218,1218,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,25.84,4,0.31,2.69,1.81,23.72,8.49,8.44,849.36,6.91,-4.09,-4.09,0.18,15.13,-0.58,23.03,-0.05
1218 泰山,1218,1218,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,25.56,3,0.29,1.8,1.25,9.13,-25.62,-25.34,-64.44,-60.46,-58.49,-58.49,-56.46,7.98,-0.92,26.85,-1.88
1218 泰山,1218,1218,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,26.6,2,0.28,2.19,1.6,23.16,-5.83,-6,-56.49,-41.98,-40.2,-40.2,-39.04,16.81,12.76,25.06,-0.93
1218 泰山,1218,1218,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,27.05,1,0.34,2.36,1.81,22.9,10.99,10.87,1.17,30.05,30.46,30.46,15.5,8.11,7.13,20.67,0.4
1219 福壽,1219,1219,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,20.38,2,0.23,1.95,0.9,-4.69,-22.28,-22.86,-40.94,-40.03,-31.7,-31.7,-31.88,-3.7,-0.57,1,-0.32
1219 福壽,1219,1219,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,20.38,1,0.19,1.44,0.65,0.53,-29.66,-28.93,-64.05,-68.69,-67.1,-67.1,-68.03,3.53,-3.72,2.08,-1.1
1219 福壽,1219,1219,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,17.78,4,0.05,0.31,0.13,8.02,-12.99,-13.14,-89.02,-64.73,-76.37,-76.37,-64.26,12.3,-0.9,0.99,-0.3
1219 福壽,1219,1219,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,18.53,3,-0.1,-0.75,-0.32,15.93,-1.81,-0.98,-67.22,-32.4,8.32,8.32,-10.8,15.15,-0.03,-2.34,0.1
1219 福壽,1219,1219,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,18.52,2,0.42,2.89,1.36,23.92,40.56,41.89,199.6,166.35,276.28,276.28,265.36,8.31,-6.86,-3.81,1.05
1219 福壽,1219,1219,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,17.94,1,0.63,4.32,2.16,13.5,3.51,2.34,-3.54,-9.66,-15.2,-15.2,-15.83,5.78,-1.53,-6.44,-0.37
1219 福壽,1219,1219,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,18.25,4,0.21,1.27,0.62,19.69,-15.79,-15.79,-52.4,-61.07,-55.93,-55.93,-43.14,7.02,0.69,-7.2,-0.78
1219 福壽,1219,1219,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,18.25,3,-0.09,-0.82,-0.41,17.62,-44.78,-44.78,-127.64,-121.23,-129.33,-129.33,-129.75,4.95,2.38,-6.75,-1.73
1219 福壽,1219,1219,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,20.58,2,0.15,0.7,0.37,17.91,0.43,0.43,-36.49,-24.59,-42.85,-42.85,-39.3,8.8,14.19,-5.26,-0.21
1219 福壽,1219,1219,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,18.82,1,0.73,4.95,2.64,24.48,87.32,87.32,4604.94,-4.65,-8.05,-8.05,855.86,-1.19,12.8,-4.3,-0.24
1220 台榮,1220,1220,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.65,2,0.2,1.76,1.41,-0.27,29.5,29.5,66.25,107.89,121.21,121.21,105.75,-8.01,-1.15,,0.89
1220 台榮,1220,1220,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,16.13,1,-0.04,-0.02,-0.02,-19.87,-48.62,-48.62,-126.15,-107.3,-101.13,-101.13,-119.09,-5.68,-7.68,18.96,-1.2
1220 台榮,1220,1220,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,15.14,4,0.06,0.64,0.47,6.06,-24.86,-24.86,-77.06,-68.4,-60.98,-60.98,-57.02,-2.7,-6.15,28.19,-0.51
1220 台榮,1220,1220,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.11,3,-0.08,-0.17,-0.13,13.5,-46.38,-46.38,-145.71,-106.34,-111.53,-111.53,-96.26,5.83,-5.74,30.07,-1.1
1220 台榮,1220,1220,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.64,2,0.1,0.76,0.59,5.59,-37.5,-37.5,-65.96,-66.8,-68.83,-68.83,-62.07,0.2,-9.64,47.56,-1.28
1220 台榮,1220,1220,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,15.75,1,0.19,1.62,1.31,15.62,-28.66,-28.66,-49.92,-43.9,-42,-42,-52.21,-1.87,0.55,30.71,-0.9
1220 台榮,1220,1220,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.55,4,0.16,1.08,0.86,28.65,-20.9,-20.9,-49.38,-42.88,-39.2,-39.2,-42.81,6.14,1.77,20.6,-0.76
1220 台榮,1220,1220,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.04,3,0.16,1.4,1.14,-2.12,-28.02,-28.02,-56.99,-41.23,-36.78,-36.78,-55.05,6.87,2.9,15.95,-0.65
1220 台榮,1220,1220,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,14.51,2,0.32,2.32,1.89,23.14,48.11,48.11,110.41,24.96,17.03,17.03,129.37,10.37,11.12,-4.04,0.3
1220 台榮,1220,1220,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,12.16,1,0.37,2.82,2.3,17.76,39.6,39.6,96.85,231.9,299.63,299.63,110.11,4.31,5,-1.93,1.79
1225 福懋油,1225,1225,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,56.1,2,0.18,1.18,0.52,-8.56,-43.1,-43.05,-72.48,-72.2,-69.15,-69.15,-69.15,-10.84,-5.62,-2.04,-1.13
1225 福懋油,1225,1225,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,59,1,0.3,1.62,0.7,8.31,-42.58,-42.17,-66.05,-69.52,-68.38,-68.38,-68.38,-0.28,-3.9,-1.09,-1.2
1225 福懋油,1225,1225,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,57.7,4,0.13,0.53,0.22,10.22,-43.51,-43.83,-90.07,-90.53,-89.95,-89.95,-89.95,3.64,-0.52,2.03,-0.94
1225 福懋油,1225,1225,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,52.5,3,-0.05,-0.44,-0.18,23.47,-48.12,-47.16,-196.71,-148.26,-145.39,-145.39,-145.39,12.49,2.24,3.33,-0.4
1225 福懋油,1225,1225,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,48.25,2,0.67,3.88,1.69,20.17,21.55,22.03,35.65,36.92,40.1,40.1,40.1,11.13,-4.12,5.32,0.66
1225 福懋油,1225,1225,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,56.8,1,0.94,5.1,2.3,13.26,1.27,0.83,-2.37,-4.9,-6.22,-6.22,-6.22,10.81,3.39,9.4,-0.11
1225 福懋油,1225,1225,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,51.17,4,0.56,3.26,1.43,34.22,-16.67,-16.85,-25.52,-25.57,-24.03,-24.03,-24.03,18.4,3.73,9.39,-0.48
1225 福懋油,1225,1225,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,44.56,3,0.13,1.03,0.47,26.83,-34.77,-34.31,-69.5,-68,-57.92,-57.92,-57.92,10.19,5.09,10.63,-0.65
1225 福懋油,1225,1225,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,42.86,2,0.47,2.75,1.33,28.9,25.42,25.33,50.88,44.98,60.06,60.06,60.06,16.91,16.18,13.3,0.55
1225 福懋油,1225,1225,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,50.76,1,0.91,5.44,2.71,22.78,62.25,62.21,129.93,139.21,141.5,141.5,141.5,1.28,5.66,12.5,1.55
1227 佳格,1227,1227,2023/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,40.24,2,0.2,0.13,0.08,5.53,-4.03,-4.03,-18.26,-5.85,8.63,8.63,-15.76,-0.41,-0.74,-3.14,0.04
1227 佳格,1227,1227,2023/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,39.56,1,0.29,1.93,1.3,-12.63,-8.68,-8.68,-28.09,-22.74,-20.03,-20.03,-31.75,-3.97,-3.74,-11.58,-0.24
1227 佳格,1227,1227,2022/12/30,2,其他食品,M12Z,TEJN02  傳產- 食品,38.59,4,0.26,0.63,0.41,-14.44,-17.44,-17.44,-47.31,-55.42,-55.97,-55.97,-57.31,-1.27,-3.37,-9.1,-1.07
1227 佳格,1227,1227,2022/9/30,2,其他食品,M12Z,TEJN02  傳產- 食品,37.04,3,0.54,3.4,2.18,-11.44,-13.81,-13.81,-31.34,-19.05,-14.36,-14.36,-18.32,-2.67,-0.44,-2.1,-0.31
1227 佳格,1227,1227,2022/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,43.13,2,0.18,0,0,-19.11,-29.8,-29.8,-77.74,-75.75,-79.3,-79.3,-76.13,1.13,-0.27,-2.05,-2.44
1227 佳格,1227,1227,2022/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,46.05,1,0.36,2.31,1.57,-18.61,-30.13,-30.13,-44.18,-40.34,-41.74,-41.74,-37.33,-0.43,1.24,6.1,-0.85
1227 佳格,1227,1227,2021/12/30,2,其他食品,M12Z,TEJN02  傳產- 食品,49.02,4,0.53,3.62,2.37,-2.73,-16.4,-16.4,-34.36,-29.04,-28.23,-28.23,-25.43,1.67,2.56,3.47,-0.72
1227 佳格,1227,1227,2021/9/30,2,其他食品,M12Z,TEJN02  傳產- 食品,47.81,3,0.65,3.55,2.27,-9.71,-25.48,-25.48,-35.34,-38.42,-37.12,-37.12,-32.64,7.43,4.3,-4.25,-1.28
1227 佳格,1227,1227,2021/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,47.84,2,0.9,4.6,3.03,-6.85,-19.17,-19.17,-25.98,-25,-16.55,-16.55,-18.35,9.28,8.08,-19.94,-0.59
1227 佳格,1227,1227,2021/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,51.82,1,0.62,3.61,2.42,23.95,11.08,11.08,-2.56,-5.49,-5.93,-5.93,-3.29,4.79,7.17,-20.62,-0.11
1229 聯華,1229,1229,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,62.17,2,0.78,4.68,3.49,-9.06,-28.62,-28.62,-37.42,-17.34,-18.8,-18.8,-18.83,10.53,11.17,-2.59,-0.54
1229 聯華,1229,1229,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,51.35,1,0.74,4.3,3.25,10.5,-10.61,-10.61,-47.18,-18.19,-18.12,-18.12,-18.12,-3.74,-5.98,-2.21,-0.33
1229 聯華,1229,1229,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,45.94,4,0.41,6.51,4.93,-5.94,-16.34,-16.34,-84,32.66,27.31,27.31,27.4,-2.46,-5.3,-0.99,0.24
1229 聯華,1229,1229,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,46.49,3,0.44,-0.12,-0.09,2.15,-39.54,-39.54,-140.14,-29.17,-27.25,-27.25,-27.18,4.59,1.32,0.2,-0.33
1229 聯華,1229,1229,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,49,2,0.95,-12.53,-9.45,23.79,33.86,33.86,43.43,6.44,5.46,5.46,5.46,9.44,6.61,3.06,0.17
1229 聯華,1229,1229,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,54.54,1,0.91,5.76,4.47,16.77,-4.88,-4.88,-7.72,6.02,7.07,7.07,7.07,23.44,24.02,2.71,0.15
1229 聯華,1229,1229,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,52.58,4,0.33,13.38,10.46,33.53,28.94,28.94,260.68,-43.83,-40.17,-40.17,-39.95,28.01,26.94,2.64,-0.49
1229 聯華,1229,1229,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,47.57,3,0.62,4.5,3.46,10.97,-6.88,-6.88,-30.67,-14.08,-14.69,-14.69,-14.69,24.72,21.76,5.96,-0.22
1229 聯華,1229,1229,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,38.61,2,1.18,1.89,1.44,19.28,31.34,31.34,34.71,41.91,43.75,43.75,43.75,21.62,20.78,4.15,1.05
1229 聯華,1229,1229,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,35.39,1,0.98,8.56,6.66,8.68,37.69,37.69,97.23,431.21,498.43,498.43,496.5,31.46,25.16,2.95,1.97
1231 聯華食,1231,1231,2023/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,84.44,2,0.39,1.69,0.8,-1.16,-11.62,-11.62,-32.04,-36.68,-37.06,-37.06,-70.54,14.34,10.05,60.69,-0.49
1231 聯華食,1231,1231,2023/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,80.41,1,1.04,4.42,2.17,9.88,-0.72,-0.72,-8.83,2.67,5.69,5.69,-12.73,14.96,12.66,34.64,0.13
1231 聯華食,1231,1231,2022/12/30,2,其他食品,M12Z,TEJN02  傳產- 食品,66.82,4,1.18,5.4,2.65,17.4,20.57,20.57,24.06,-0.61,-1.69,-1.69,28.61,14.22,13.2,30.1,-0.06
1231 聯華食,1231,1231,2022/9/30,2,其他食品,M12Z,TEJN02  傳產- 食品,63.51,3,1.04,4.88,2.36,15.12,7.62,7.62,9.44,13.07,15.21,15.21,9.83,9.96,13.48,10.83,0.32
1231 聯華食,1231,1231,2022/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,70.09,2,0.69,3.19,1.56,13.52,18.33,18.33,48.69,6.06,-0.89,-0.89,36.86,7.21,13.35,5.28,-0.03
1231 聯華食,1231,1231,2022/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,64.62,1,1.09,4.9,2.45,6.35,8.47,8.47,24.45,18.49,17.46,17.46,20.14,7.2,12.87,-8,0.34
1231 聯華食,1231,1231,2021/12/30,2,其他食品,M12Z,TEJN02  傳產- 食品,54.88,4,1.33,5.65,2.74,9.95,10.4,10.4,15.62,8.82,7.73,7.73,16.24,4.38,12.36,-6.09,0.22
1231 聯華食,1231,1231,2021/9/30,2,其他食品,M12Z,TEJN02  傳產- 食品,53.85,3,1,4.76,2.2,1.74,12.02,12.02,22.52,2.29,2.1,2.1,25.53,4.44,13.36,-2.59,0.04
1231 聯華食,1231,1231,2021/6/30,2,其他食品,M12Z,TEJN02  傳產- 食品,45.37,2,0.85,3.68,1.71,7.55,17.12,17.12,21.74,11.6,10.69,10.69,14.5,5.94,14.13,-1.68,0.18
1231 聯華食,1231,1231,2021/3/31,2,其他食品,M12Z,TEJN02  傳產- 食品,41.64,1,1.02,4.45,2.09,13.13,29.81,29.81,67.57,84.54,91.46,91.46,67.12,18.65,13.38,8.76,0.97
1232 大統益,1232,1232,2023/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,146.5,2,1.62,5.14,3.57,-4.61,-16.24,-16.24,-26.93,-28.17,-29.69,-29.69,-27.65,4.39,1.56,-0.54,-1.47
1232 大統益,1232,1232,2023/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,142.64,1,2.17,6.61,4.81,8.95,-17.79,-17.79,-26.67,-26.42,-26.44,-26.44,-24.23,4.34,3.39,-0.45,-1.68
1232 大統益,1232,1232,2022/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,135.43,4,1.55,5.54,4.02,18.95,-9.77,-9.77,-16.75,-28.87,-28.03,-28.03,-15.13,5.57,6.32,-3.57,-1.42
1232 大統益,1232,1232,2022/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,148.4,3,0.78,2.73,1.91,25.05,-15.6,-15.6,-58.03,0.14,-3.79,-3.79,-74.75,6.02,8.97,-2.04,-0.01
1232 大統益,1232,1232,2022/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,145.52,2,2.36,7.5,5.3,20.68,21.93,21.93,24.49,39.83,40.08,40.08,19.64,2.68,9.45,-4.67,1.57
1232 大統益,1232,1232,2022/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,145.73,1,2.98,9.4,6.86,17.66,5.19,5.19,4.13,-2.14,-2.11,-2.11,4.3,6.65,6,-3.87,-0.09
1232 大統益,1232,1232,2021/12/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,146.66,4,2.18,8,5.71,18.58,-11.52,-11.52,-17.49,-16.59,-17.26,-17.26,-17.68,10.31,6.82,5.75,-1.07
1232 大統益,1232,1232,2021/9/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,145.27,3,0.85,3.17,2.12,8.55,-48.76,-48.76,-61.85,-60.96,-60.06,-60.06,-60.56,11.32,8.82,9.21,-2.9
1232 大統益,1232,1232,2021/6/30,2,油脂飼料,M12B,TEJN02  傳產- 食品,147.02,2,1.68,5.76,3.96,24.45,8.58,8.58,11.71,7.68,5.92,5.92,9.15,7.95,15.17,16.96,0.3
1232 大統益,1232,1232,2021/3/31,2,油脂飼料,M12B,TEJN02  傳產- 食品,126.52,1,3.05,10.18,7.57,18.88,51.93,51.93,72.21,82.22,82.24,82.24,70.44,6.28,16.67,22.63,3.59
