公司,年月,上市別,證期會代碼,TSE 產業別,TEJ產業_名稱,ROA－綜合損益,季別,實收資本額(元),ROE(A)－稅後,當季季底P/E,當季季底P/B,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率,季底每股稅後淨利,收盤價(元),市值(百萬元),公司規模
1101 台泥,2023/6/30,TSE,1101,01,水泥製造,0.25 ,2,73561817420 ,2.20 ,21.71 ,1.27 ,12.07 ,281.10 ,281.10 ,296.34 ,884.96 ,6289.75 ,6289.75 ,1713.68 ,0.90 ,7.20 ,20.68 ,1.32 ,0.63 ,37.53 ,272293 ,大
1101 台泥,2023/3/31,TSE,1101,01,水泥製造,0.54 ,1,73561817420 ,0.42 ,39.62 ,1.18 ,14.46 ,18.32 ,18.32 ,-20.02 ,26.34 ,17.41 ,17.41 ,-33.31 ,1.95 ,1.83 ,22.69 ,0.14 ,0.19 ,35.91 ,260485 ,大
1101 台泥,2022/12/30,TSE,1101,01,水泥製造,1.17 ,4,73561817420 ,1.79 ,35.58 ,1.11 ,6.44 ,-64.04 ,-64.04 ,-94.13 ,-74.51 ,-80.39 ,-79.37 ,-78.14 ,4.33 ,5.59 ,22.82 ,-3.14 ,0.69 ,33.19 ,240806 ,大
1101 台泥,2022/9/30,TSE,1101,01,水泥製造,0.42 ,3,73561817420 ,0.69 ,22.81 ,1.13 ,3.08 ,-77.21 ,-77.21 ,-107.76 ,-85.32 ,-90.43 ,-89.76 ,-85.44 ,14.29 ,0.34 ,25.13 ,-2.81 ,0.35 ,33.34 ,227683 ,大
1101 台泥,2022/6/30,TSE,1101,01,水泥製造,0.15 ,2,73561817420 ,-0.04 ,19.53 ,1.21 ,-3.74 ,-84.30 ,-84.30 ,-116.00 ,-94.97 ,-100.70 ,-100.73 ,-97.60 ,16.62 ,-5.02 ,24.73 ,-2.44 ,0.14 ,34.57 ,241947 ,大
1101 台泥,2022/3/31,TSE,1101,01,水泥製造,2.26 ,1,73561817420 ,0.37 ,13.88 ,1.42 ,4.25 ,-62.23 ,-62.23 ,-95.07 ,-75.86 ,-77.04 ,-77.11 ,-71.70 ,16.09 ,4.49 ,20.28 ,-0.61 ,0.16 ,43.67 ,305649 ,大
1101 台泥,2021/12/30,TSE,1101,01,水泥製造,2.92 ,4,73561817420 ,9.07 ,11.53 ,1.44 ,-6.41 ,-29.10 ,-29.10 ,-36.87 ,-26.24 ,-24.26 ,-28.02 ,-30.56 ,13.40 ,3.12 ,6.30 ,-2.12 ,3.15 ,42.01 ,294011 ,大
1101 台泥,2021/9/30,TSE,1101,01,水泥製造,2.83 ,3,73561817420 ,6.91 ,11.08 ,1.55 ,-6.50 ,-29.05 ,-29.05 ,-33.85 ,-26.21 ,-21.57 ,-26.66 ,-28.87 ,5.79 ,6.43 ,3.80 ,-1.47 ,2.29 ,44.64 ,312334 ,大
1101 台泥,2021/6/30,TSE,1101,01,水泥製造,1.25 ,2,73561817420 ,5.11 ,9.15 ,1.44 ,-4.61 ,-15.17 ,-15.17 ,-18.38 ,-5.70 ,-1.01 ,-5.28 ,-9.72 ,0.86 ,17.34 ,-1.82 ,-0.24 ,1.72 ,41.69 ,312303 ,大
1101 台泥,2021/3/31,TSE,1101,01,水泥製造,0.78 ,1,73561817420 ,1.68 ,7.83 ,1.32 ,0.28 ,-4.43 ,-4.43 ,-5.66 ,2.56 ,7.16 ,7.48 ,5.82 ,8.58 ,8.82 ,-4.37 ,0.05 ,0.53 ,38.26 ,278808 ,大
1102 亞泥,2023/6/30,TSE,1102,01,水泥製造,2.37 ,2,35465628810 ,3.89 ,13.50 ,0.98 ,-7.92 ,-25.19 ,-25.19 ,-24.88 ,-3.80 ,-3.77 ,-3.77 ,-26.07 ,2.67 ,3.40 ,,-0.01 ,1.93 ,42.12 ,157467 ,大
1102 亞泥,2023/3/31,TSE,1102,01,水泥製造,1.22 ,1,35465628810 ,1.52 ,12.12 ,0.98 ,-6.06 ,-33.48 ,-33.48 ,-40.79 ,-7.29 ,1.85 ,1.85 ,-25.76 ,3.76 ,-4.90 ,,0.06 ,0.76 ,41.08 ,153539 ,大
1102 亞泥,2022/12/30,TSE,1102,01,水泥製造,5.31 ,4,35465628810 ,6.91 ,10.67 ,0.90 ,-3.10 ,-44.50 ,-44.50 ,-51.54 ,-30.71 ,-28.13 ,-28.13 ,-38.61 ,2.27 ,2.20 ,-4.77 ,-1.49 ,3.39 ,38.90 ,145383 ,大
1102 亞泥,2022/9/30,TSE,1102,01,水泥製造,5.56 ,3,35465628810 ,6.54 ,7.54 ,0.87 ,1.04 ,-34.05 ,-34.05 ,-40.18 ,-13.56 ,-7.99 ,-7.99 ,-19.73 ,6.50 ,6.30 ,,-0.30 ,3.22 ,37.38 ,139710 ,大
1102 亞泥,2022/6/30,TSE,1102,01,水泥製造,3.35 ,2,35465628810 ,4.16 ,8.02 ,1.00 ,5.03 ,-32.57 ,-32.57 ,-39.15 ,-21.60 ,-19.21 ,-19.21 ,-23.73 ,6.27 ,8.07 ,,-0.54 ,1.97 ,38.37 ,155312 ,大
1102 亞泥,2022/3/31,TSE,1102,01,水泥製造,2.84 ,1,35465628810 ,1.47 ,8.08 ,1.04 ,8.24 ,-31.75 ,-31.75 ,-33.81 ,-27.61 ,-29.42 ,-29.42 ,-25.63 ,8.24 ,9.15 ,,-0.36 ,0.71 ,42.58 ,172315 ,大
1102 亞泥,2021/12/30,TSE,1102,01,水泥製造,5.58 ,4,35465628810 ,10.01 ,7.02 ,1.00 ,17.63 ,-9.21 ,-9.21 ,-10.09 ,-9.15 ,-6.64 ,-6.64 ,-4.71 ,6.72 ,6.11 ,-24.91 ,-0.50 ,4.25 ,38.81 ,157069 ,大
1102 亞泥,2021/9/30,TSE,1102,01,水泥製造,3.68 ,3,35465628810 ,7.55 ,6.68 ,1.07 ,18.61 ,-4.69 ,-4.69 ,-4.16 ,-2.85 ,0.08 ,0.08 ,3.68 ,1.73 ,4.53 ,,-0.08 ,3.12 ,39.95 ,161614 ,大
1102 亞泥,2021/6/30,TSE,1102,01,水泥製造,2.57 ,2,35465628810 ,5.51 ,6.48 ,1.21 ,25.13 ,12.75 ,12.75 ,21.50 ,24.38 ,34.85 ,34.85 ,33.99 ,3.67 ,3.30 ,,0.73 ,2.18 ,41.45 ,171850 ,大
1102 亞泥,2021/3/31,TSE,1102,01,水泥製造,1.21 ,1,35465628810 ,2.24 ,6.10 ,1.07 ,41.26 ,61.61 ,61.61 ,84.16 ,202.49 ,240.46 ,240.46 ,96.83 ,-2.04 ,4.61 ,,0.87 ,0.90 ,39.08 ,160677 ,大
1103 嘉泥,2023/6/30,TSE,1103,01,水泥製造,4.46 ,2,7902474590 ,0.11 ,47.27 ,0.74 ,34.00 ,1166.07 ,1166.07 ,53.60 ,103.76 ,105.23 ,105.23 ,70.59 ,2.69 ,5.11 ,-9.15 ,1.44 ,0.03 ,20.77 ,16658 ,中
1103 嘉泥,2023/3/31,TSE,1103,01,水泥製造,2.73 ,1,7902474590 ,0.12 ,62.31 ,0.66 ,27.08 ,309.15 ,309.15 ,43.91 ,149.69 ,133.51 ,133.51 ,58.14 ,-8.60 ,-13.20 ,-9.41 ,0.28 ,0.03 ,18.31 ,14682 ,中
1103 嘉泥,2022/12/30,TSE,1103,01,水泥製造,-9.00 ,4,7902474590 ,-0.73 ,68.06 ,0.63 ,1.50 ,330.49 ,330.49 ,24.78 ,-114.80 ,-123.26 ,-123.26 ,-58.57 ,-9.53 ,-15.09 ,-9.23 ,-2.33 ,-0.28 ,16.81 ,13481 ,中
1103 嘉泥,2022/9/30,TSE,1103,01,水泥製造,-8.92 ,3,7902474590 ,-0.88 ,545574.25 ,0.61 ,-3.71 ,1693.91 ,1693.91 ,26.22 ,-123.78 ,-130.93 ,-130.93 ,-88.14 ,-12.92 ,-18.39 ,-15.09 ,-2.25 ,-0.33 ,16.33 ,13094 ,中
1103 嘉泥,2022/6/30,TSE,1103,01,水泥製造,-7.99 ,2,7902474590 ,-2.06 ,22.20 ,0.65 ,-6.17 ,211.07 ,211.07 ,27.40 ,-66.80 ,-80.83 ,-80.83 ,39.55 ,-11.50 ,-17.53 ,-15.91 ,-0.58 ,-0.74 ,16.85 ,14024 ,中
1103 嘉泥,2022/3/31,TSE,1103,01,水泥製造,1.45 ,1,7902474590 ,-0.29 ,30.30 ,0.63 ,-5.87 ,249.91 ,249.91 ,25.87 ,53.75 ,35.79 ,35.79 ,46.61 ,1.09 ,2.08 ,-12.52 ,0.09 ,-0.12 ,19.51 ,16232 ,中
1103 嘉泥,2021/12/30,TSE,1103,01,水泥製造,4.54 ,4,7902474590 ,2.94 ,37.99 ,0.64 ,7.86 ,121.43 ,121.43 ,-163.90 ,-61.09 ,-59.33 ,-59.30 ,-75.01 ,-0.98 ,3.57 ,-15.12 ,-2.78 ,1.02 ,19.32 ,16077 ,中
1103 嘉泥,2021/9/30,TSE,1103,01,水泥製造,7.08 ,3,7902474590 ,2.62 ,8.85 ,0.63 ,11.73 ,107.47 ,107.47 ,11.35 ,-11.76 ,14.58 ,14.87 ,259.89 ,10.12 ,16.86 ,-12.36 ,0.16 ,0.92 ,19.79 ,16464 ,中
1103 嘉泥,2021/6/30,TSE,1103,01,水泥製造,4.96 ,2,7902474590 ,-1.06 ,11.44 ,0.66 ,10.34 ,55.56 ,55.56 ,6.64 ,-298.53 ,-430.60 ,-415.67 ,9.26 ,9.90 ,21.96 ,-11.25 ,-0.58 ,-0.45 ,19.54 ,17355 ,中
1103 嘉泥,2021/3/31,TSE,1103,01,水泥製造,2.31 ,1,7902474590 ,-0.47 ,10.00 ,0.64 ,9.93 ,47.54 ,47.54 ,14.88 ,46.13 ,43.83 ,44.55 ,-38.24 ,9.06 ,18.35 ,-11.58 ,0.25 ,-0.20 ,18.19 ,16154 ,中
1104 環泥,2023/6/30,TSE,1104,01,水泥製造,6.32 ,2,6732174670 ,3.20 ,10.40 ,0.92 ,14.44 ,20.40 ,20.40 ,22.96 ,-25.57 ,-32.14 ,-32.14 ,-1.10 ,8.20 ,10.07 ,-12.64 ,-1.15 ,1.03 ,28.37 ,20066 ,中
1104 環泥,2023/3/31,TSE,1104,01,水泥製造,1.96 ,1,6732174670 ,1.29 ,9.54 ,0.81 ,19.79 ,17.92 ,17.92 ,12.89 ,-56.71 ,-59.69 ,-59.69 ,-23.47 ,4.46 ,4.86 ,-12.81 ,-1.47 ,0.41 ,24.49 ,17321 ,中
1104 環泥,2022/12/30,TSE,1104,01,水泥製造,9.16 ,4,6732174670 ,10.67 ,7.68 ,0.69 ,16.07 ,20.72 ,20.72 ,18.43 ,92.16 ,95.96 ,95.96 ,51.43 ,10.82 ,11.05 ,-13.32 ,4.31 ,3.12 ,20.51 ,14510 ,中
1104 環泥,2022/9/30,TSE,1104,01,水泥製造,5.88 ,3,6732174670 ,7.29 ,7.50 ,0.67 ,16.19 ,20.15 ,20.15 ,21.01 ,89.13 ,94.83 ,94.83 ,68.49 ,11.35 ,8.63 ,-12.88 ,2.87 ,2.20 ,18.94 ,13399 ,中
1104 環泥,2022/6/30,TSE,1104,01,水泥製造,4.47 ,2,6732174670 ,5.22 ,10.33 ,0.73 ,12.94 ,15.78 ,15.78 ,16.72 ,87.87 ,88.86 ,88.86 ,21.12 ,9.94 ,4.98 ,-1.05 ,1.97 ,1.57 ,19.42 ,14379 ,中
1104 環泥,2022/3/31,TSE,1104,01,水泥製造,4.57 ,1,6732174670 ,3.44 ,10.45 ,0.68 ,6.37 ,16.52 ,16.52 ,21.26 ,181.67 ,193.28 ,193.28 ,34.48 ,11.23 ,10.69 ,4.56 ,1.84 ,1.06 ,18.85 ,13955 ,中
1104 環泥,2021/12/30,TSE,1104,01,水泥製造,5.37 ,4,6732174670 ,5.84 ,11.37 ,0.73 ,12.03 ,24.78 ,24.78 ,44.02 ,-4.41 ,-11.55 ,-11.55 ,-17.59 ,4.12 ,3.19 ,44.38 ,-0.48 ,1.66 ,19.07 ,14118 ,中
1104 環泥,2021/9/30,TSE,1104,01,水泥製造,3.86 ,3,6732174670 ,3.96 ,10.34 ,0.74 ,12.14 ,26.97 ,26.97 ,50.51 ,-6.18 ,-14.98 ,-14.98 ,-14.37 ,4.94 ,5.99 ,52.42 ,-0.46 ,1.11 ,18.76 ,13889 ,中
1104 環泥,2021/6/30,TSE,1104,01,水泥製造,2.15 ,2,6732174670 ,2.88 ,10.33 ,0.80 ,12.09 ,32.68 ,32.68 ,65.72 ,14.88 ,12.76 ,12.76 ,14.85 ,5.22 ,10.35 ,53.97 ,0.31 ,0.81 ,19.61 ,15262 ,中
1104 環泥,2021/3/31,TSE,1104,01,水泥製造,0.97 ,1,6732174670 ,1.25 ,9.36 ,0.79 ,14.89 ,48.86 ,48.86 ,109.97 ,411.50 ,392.41 ,392.41 ,394.08 ,6.24 ,7.62 ,46.35 ,0.80 ,0.35 ,19.23 ,14968 ,中
1108 幸福,2023/6/30,TSE,1108,01,水泥製造,2.38 ,2,4047380000 ,5.74 ,8.54 ,1.43 ,28.25 ,30.01 ,30.01 ,36.56 ,60.54 ,62.36 ,62.36 ,35.01 ,10.85 ,6.81 ,19.32 ,1.23 ,0.69 ,16.17 ,6881 ,中
1108 幸福,2023/3/31,TSE,1108,01,水泥製造,1.32 ,1,4047380000 ,2.65 ,7.34 ,1.22 ,24.04 ,42.38 ,42.38 ,69.80 ,122.13 ,131.78 ,131.78 ,85.57 ,19.72 ,5.71 ,4.54 ,0.82 ,0.31 ,13.46 ,5727 ,中
1108 幸福,2022/12/30,TSE,1108,01,水泥製造,5.68 ,4,4047380000 ,12.17 ,6.08 ,0.89 ,10.09 ,76.92 ,76.92 ,110.13 ,101.58 ,121.67 ,121.67 ,144.96 ,20.15 ,5.60 ,6.15 ,4.10 ,1.44 ,10.22 ,4351 ,中
1108 幸福,2022/9/30,TSE,1108,01,水泥製造,2.39 ,3,4047380000 ,6.59 ,8.27 ,0.90 ,1.42 ,51.47 ,51.47 ,73.73 ,71.32 ,80.30 ,80.30 ,91.34 ,17.41 ,1.36 ,8.72 ,1.75 ,0.75 ,9.79 ,4169 ,中
1108 幸福,2022/6/30,TSE,1108,01,水泥製造,1.23 ,2,4047380000 ,3.75 ,11.20 ,0.96 ,-9.22 ,27.86 ,27.86 ,38.87 ,24.43 ,28.19 ,28.19 ,40.39 ,9.32 ,-0.41 ,11.28 ,0.47 ,0.42 ,9.66 ,4331 ,中
1108 幸福,2022/3/31,TSE,1108,01,水泥製造,0.66 ,1,4047380000 ,1.21 ,14.36 ,1.07 ,-15.78 ,1.36 ,1.36 ,11.15 ,-1.25 ,0.84 ,0.84 ,9.39 ,1.40 ,0.49 ,14.00 ,-0.01 ,0.14 ,10.61 ,4756 ,中
1108 幸福,2021/12/30,TSE,1108,01,水泥製造,3.39 ,4,4047380000 ,5.64 ,14.71 ,1.04 ,-16.80 ,-21.86 ,-21.86 ,-24.34 ,-23.20 ,-33.16 ,-33.16 ,-34.13 ,0.18 ,-0.24 ,13.19 ,-2.00 ,0.65 ,10.74 ,4816 ,中
1108 幸福,2021/9/30,TSE,1108,01,水泥製造,2.18 ,3,4047380000 ,3.67 ,16.98 ,1.06 ,-13.50 ,-32.39 ,-32.39 ,-40.26 ,-39.67 ,-48.31 ,-48.31 ,-48.11 ,-0.12 ,-0.71 ,16.77 ,-2.24 ,0.42 ,10.79 ,4837 ,中
1108 幸福,2021/6/30,TSE,1108,01,水泥製造,1.88 ,2,4047380000 ,2.92 ,15.54 ,1.23 ,-6.85 ,-27.46 ,-27.46 ,-30.91 ,-29.27 ,-41.34 ,-41.34 ,-41.38 ,6.12 ,0.91 ,6.39 ,-1.40 ,0.33 ,11.69 ,5545 ,中
1108 幸福,2021/3/31,TSE,1108,01,水泥製造,0.76 ,1,4047380000 ,1.20 ,13.04 ,1.16 ,-5.32 ,-23.71 ,-23.71 ,-30.07 ,-31.72 ,-41.86 ,-41.86 ,-42.08 ,6.46 ,2.08 ,-3.59 ,-0.62 ,0.13 ,10.88 ,5160 ,中
1109 信大,2023/6/30,TSE,1109,01,水泥製造,2.48 ,2,3411588680 ,4.34 ,5.88 ,0.81 ,0.86 ,11.18 ,11.18 ,18.13 ,33.78 ,264.95 ,264.95 ,189.50 ,-1.17 ,2.70 ,-3.19 ,2.61 ,1.02 ,17.68 ,6311 ,中
1109 信大,2023/3/31,TSE,1109,01,水泥製造,1.68 ,1,3411588680 ,1.71 ,5.62 ,0.73 ,7.66 ,25.28 ,25.28 ,45.92 ,47.86 ,50.92 ,50.92 ,24.44 ,0.13 ,-3.02 ,0.18 ,0.48 ,0.42 ,16.29 ,5817 ,中
1109 信大,2022/12/30,TSE,1109,01,水泥製造,5.30 ,4,3411588680 ,5.31 ,5.37 ,0.69 ,-13.42 ,-43.27 ,-43.27 ,-48.16 ,-46.02 ,-57.31 ,-57.31 ,-55.75 ,-1.81 ,-1.92 ,0.44 ,-5.95 ,1.17 ,14.96 ,5339 ,中
1109 信大,2022/9/30,TSE,1109,01,水泥製造,4.61 ,3,3411588680 ,3.73 ,3.97 ,0.66 ,-9.36 ,-43.05 ,-43.05 ,-48.23 ,-45.14 ,-52.98 ,-52.98 ,-49.39 ,3.25 ,2.36 ,-1.39 ,-3.50 ,0.83 ,14.34 ,5117 ,中
1109 信大,2022/6/30,TSE,1109,01,水泥製造,2.10 ,2,3411588680 ,1.19 ,5.51 ,0.91 ,-18.74 ,-51.94 ,-51.94 ,-57.48 ,-58.96 ,-82.05 ,-82.05 ,-79.22 ,1.23 ,-4.44 ,-2.16 ,-4.46 ,0.20 ,17.53 ,6788 ,中
1109 信大,2022/3/31,TSE,1109,01,水泥製造,2.67 ,1,3411588680 ,1.10 ,5.01 ,0.90 ,-31.63 ,-64.91 ,-64.91 ,-73.84 ,-71.54 ,-72.44 ,-72.44 ,-70.35 ,-2.29 ,3.19 ,-4.68 ,-2.48 ,0.26 ,18.76 ,7267 ,中
1109 信大,2021/12/30,TSE,1109,01,水泥製造,10.08 ,4,3411588680 ,12.51 ,3.95 ,0.91 ,-2.83 ,-15.59 ,-15.59 ,-16.40 ,-13.19 ,-16.29 ,-16.29 ,-17.77 ,-0.92 ,3.27 ,-7.76 ,-2.08 ,2.52 ,18.37 ,7113 ,中
1109 信大,2021/9/30,TSE,1109,01,水泥製造,6.05 ,3,3411588680 ,8.16 ,3.85 ,1.02 ,-1.06 ,-11.07 ,-11.07 ,-11.24 ,-6.67 ,-9.92 ,-9.92 ,-12.48 ,1.51 ,6.03 ,-6.99 ,-0.78 ,1.61 ,19.73 ,7643 ,中
1109 信大,2021/6/30,TSE,1109,01,水泥製造,4.79 ,2,3411588680 ,6.60 ,3.91 ,1.13 ,13.57 ,12.64 ,12.64 ,17.86 ,24.44 ,33.30 ,33.30 ,27.73 ,8.26 ,16.41 ,-5.71 ,1.30 ,1.30 ,21.59 ,8891 ,中
1109 信大,2021/3/31,TSE,1109,01,水泥製造,3.04 ,1,3411588680 ,4.13 ,3.32 ,1.02 ,55.49 ,86.26 ,86.26 ,125.10 ,174.98 ,191.88 ,191.88 ,126.90 ,12.15 ,13.10 ,-5.94 ,2.20 ,0.83 ,19.14 ,7882 ,中
1110 東泥,2023/6/30,TSE,1110,01,水泥製造,1.90 ,2,5720007970 ,0.96 ,87.62 ,1.25 ,51.95 ,222.36 ,222.36 ,407.80 ,358.95 ,334.00 ,334.00 ,2074.30 ,11.35 ,4.01 ,-10.85 ,1.11 ,0.18 ,19.15 ,11011 ,中
1110 東泥,2023/3/31,TSE,1110,01,水泥製造,0.52 ,1,5720007970 ,0.22 ,362.89 ,1.15 ,19.14 ,-4.25 ,-4.25 ,-20.24 ,-31.74 ,-30.13 ,-30.13 ,-65.42 ,9.32 ,0.30 ,48.49 ,-0.01 ,0.06 ,17.46 ,10039 ,中
1110 東泥,2022/12/30,TSE,1110,01,水泥製造,0.71 ,4,5720007970 ,1.24 ,247.69 ,1.24 ,-2.86 ,-9.88 ,-9.88 ,-361.32 ,-26.45 ,-19.20 ,-19.20 ,-64.04 ,9.41 ,0.18 ,38.70 ,0.02 ,0.26 ,18.61 ,10696 ,中
1110 東泥,2022/9/30,TSE,1110,01,水泥製造,-0.55 ,3,5720007970 ,0.18 ,106.13 ,1.19 ,-8.38 ,18.21 ,18.21 ,-1023.74 ,-84.84 ,-86.26 ,-86.26 ,-29.07 ,7.03 ,-0.49 ,40.80 ,-0.72 ,0.07 ,17.51 ,10067 ,中
1110 東泥,2022/6/30,TSE,1110,01,水泥製造,-0.77 ,2,5720007970 ,-0.42 ,117.65 ,1.34 ,-19.53 ,-42.70 ,-42.70 ,-185.70 ,-171.79 ,-191.62 ,-191.62 ,-120.18 ,4.69 ,-1.32 ,35.84 ,-0.57 ,-0.05 ,19.48 ,11326 ,中
1110 東泥,2022/3/31,TSE,1110,01,水泥製造,0.47 ,1,5720007970 ,0.32 ,83.89 ,1.41 ,14.43 ,101.66 ,101.66 ,495.42 ,43.00 ,94.44 ,94.44 ,668.68 ,12.22 ,2.03 ,424.18 ,0.18 ,0.05 ,21.06 ,12241 ,中
1110 東泥,2021/12/30,TSE,1110,01,水泥製造,1.78 ,4,5720007970 ,1.55 ,88.36 ,1.34 ,16.08 ,99.74 ,99.74 ,139.43 ,1907.11 ,689.49 ,689.49 ,800.09 ,11.08 ,1.89 ,400.83 ,1.22 ,0.25 ,19.93 ,11583 ,中
1110 東泥,2021/9/30,TSE,1110,01,水泥製造,1.00 ,3,5720007970 ,1.35 ,115.80 ,1.45 ,18.17 ,113.40 ,113.40 ,97.38 ,5863.41 ,5492.31 ,5492.31 ,1371.87 ,9.58 ,1.73 ,510.69 ,1.17 ,0.21 ,21.30 ,12384 ,中
1110 東泥,2021/6/30,TSE,1110,01,水泥製造,0.94 ,2,5720007970 ,0.46 ,188.54 ,1.04 ,21.37 ,288.99 ,288.99 ,218.16 ,379.77 ,286.86 ,286.86 ,195.61 ,11.51 ,3.36 ,533.82 ,0.64 ,0.08 ,15.27 ,8923 ,中
1110 東泥,2021/3/31,TSE,1110,01,水泥製造,0.30 ,1,5720007970 ,0.17 ,476.67 ,1.09 ,-0.16 ,186.69 ,186.69 ,122.86 ,166.31 ,145.92 ,145.92 ,135.96 ,5.49 ,2.52 ,10.58 ,0.47 ,0.03 ,15.86 ,9266 ,中
1201 味全,2023/6/30,TSE,1201,02,飲料乳品,0.53 ,2,5060629000 ,2.28 ,22.09 ,1.43 ,6.03 ,0.38 ,0.38 ,-19.03 ,-2.42 ,-11.92 ,-11.92 ,-23.82 ,-0.69 ,1.97 ,-8.07 ,-0.09 ,0.32 ,20.05 ,10273 ,中
1201 味全,2023/3/31,TSE,1201,02,飲料乳品,0.79 ,1,5060629000 ,1.77 ,18.58 ,1.40 ,5.24 ,-0.31 ,-0.31 ,-7.82 ,32.50 ,32.98 ,32.98 ,16.19 ,0.29 ,3.21 ,-6.26 ,0.22 ,0.25 ,19.76 ,10121 ,中
1201 味全,2022/12/30,TSE,1201,02,飲料乳品,2.45 ,4,5060629000 ,3.38 ,18.73 ,1.33 ,0.78 ,-4.92 ,-4.92 ,-48.10 ,-58.26 ,-52.53 ,-52.53 ,-20.92 ,-1.95 ,2.56 ,-1.20 ,-1.39 ,0.47 ,18.82 ,9640 ,中
1201 味全,2022/9/30,TSE,1201,02,飲料乳品,2.55 ,3,5060629000 ,4.57 ,12.77 ,1.37 ,2.41 ,-1.82 ,-1.82 ,-23.17 ,-23.03 ,-15.42 ,-15.42 ,13.66 ,-3.58 ,5.05 ,-0.90 ,-0.25 ,0.65 ,19.36 ,9919 ,中
1201 味全,2022/6/30,TSE,1201,02,飲料乳品,1.47 ,2,5060629000 ,2.64 ,12.84 ,1.45 ,1.60 ,-2.03 ,-2.03 ,-9.13 ,-12.83 ,1.48 ,1.48 ,20.03 ,1.13 ,5.18 ,-1.08 ,0.08 ,0.37 ,19.46 ,10222 ,中
1201 味全,2022/3/31,TSE,1201,02,飲料乳品,1.26 ,1,5060629000 ,1.37 ,13.16 ,1.55 ,4.09 ,1.80 ,1.80 ,23.37 ,6.03 ,13.80 ,13.80 ,47.44 ,1.98 ,5.67 ,-0.41 ,0.09 ,0.19 ,20.67 ,10855 ,中
1201 味全,2021/12/30,TSE,1201,02,飲料乳品,2.59 ,4,5060629000 ,7.30 ,14.31 ,1.60 ,6.26 ,6.22 ,6.22 ,8.21 ,32.31 ,-5.28 ,-5.28 ,-14.97 ,-0.40 ,2.86 ,-3.65 ,-0.32 ,1.00 ,21.44 ,11260 ,中
1201 味全,2021/9/30,TSE,1201,02,飲料乳品,1.75 ,3,5060629000 ,5.62 ,15.26 ,1.61 ,6.55 ,7.19 ,7.19 ,12.57 ,34.22 ,19.34 ,19.34 ,-8.08 ,2.48 ,5.24 ,-4.08 ,0.24 ,0.76 ,21.10 ,11083 ,中
1201 味全,2021/6/30,TSE,1201,02,飲料乳品,0.73 ,2,5060629000 ,2.71 ,13.76 ,1.61 ,8.40 ,11.70 ,11.70 ,65.63 ,178.05 ,68.98 ,68.98 ,2.09 ,2.79 ,6.93 ,-3.43 ,0.32 ,0.36 ,20.10 ,10830 ,中
1201 味全,2021/3/31,TSE,1201,02,飲料乳品,0.36 ,1,5060629000 ,1.25 ,14.72 ,1.64 ,10.00 ,14.43 ,14.43 ,114.03 ,3197.00 ,226.77 ,226.77 ,1.81 ,-3.37 ,6.03 ,-4.86 ,0.28 ,0.17 ,20.24 ,10906 ,中
1203 味王,2023/6/30,TSE,1203,02,其他食品,2.70 ,2,2400000000 ,3.93 ,13.19 ,2.01 ,-0.10 ,-9.90 ,-9.90 ,-25.67 ,-21.70 ,-20.41 ,-20.41 ,-35.57 ,1.77 ,3.95 ,2.20 ,-0.63 ,0.71 ,44.64 ,11004 ,中
1203 味王,2023/3/31,TSE,1203,02,其他食品,1.46 ,1,2400000000 ,1.85 ,10.78 ,1.65 ,2.77 ,-21.61 ,-21.61 ,-41.70 ,-46.21 ,-47.32 ,-47.32 ,-47.32 ,3.20 ,1.98 ,7.62 ,-1.10 ,0.33 ,37.73 ,9300 ,中
1203 味王,2022/12/30,TSE,1203,02,其他食品,10.55 ,4,2400000000 ,13.87 ,8.28 ,1.51 ,9.63 ,-3.74 ,-3.74 ,-3.75 ,22.22 ,27.59 ,27.59 ,11.48 ,4.36 ,5.19 ,5.67 ,2.05 ,2.63 ,33.98 ,8376 ,中
1203 味王,2022/9/30,TSE,1203,02,其他食品,8.02 ,3,2400000000 ,11.85 ,7.35 ,1.38 ,5.52 ,-5.42 ,-5.42 ,-3.75 ,24.18 ,31.72 ,31.72 ,16.19 ,4.06 ,3.36 ,-4.27 ,1.86 ,2.26 ,30.13 ,7428 ,中
1203 味王,2022/6/30,TSE,1203,02,其他食品,3.65 ,2,2400000000 ,5.17 ,8.26 ,1.55 ,5.17 ,-5.34 ,-5.34 ,-1.01 ,-4.94 ,-18.21 ,-18.21 ,2.79 ,3.37 ,-3.08 ,-3.11 ,-0.74 ,0.76 ,31.63 ,8064 ,中
1203 味王,2022/3/31,TSE,1203,02,其他食品,3.51 ,1,2400000000 ,3.64 ,8.46 ,1.47 ,2.88 ,1.05 ,1.05 ,11.83 ,8.92 ,8.31 ,8.31 ,10.87 ,1.56 ,1.97 ,-1.69 ,0.18 ,0.59 ,31.54 ,8040 ,中
1203 味王,2021/12/30,TSE,1203,02,其他食品,5.17 ,4,2400000000 ,11.10 ,8.50 ,1.48 ,-3.62 ,-7.23 ,-7.23 ,-11.21 ,-2.56 ,0.45 ,0.45 ,0.97 ,2.69 ,-0.97 ,-2.71 ,-0.16 ,1.88 ,30.64 ,7812 ,中
