公司,年月,上市別,證期會代碼,TSE 產業別,TEJ產業_名稱,ROA－綜合損益,季別,實收資本額(元),ROE(A)－稅後,當季季底P/E,當季季底P/B,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率,季底每股稅後淨利,收盤價(元),市值(百萬元),公司規模
5344 立衛,2022/9/30,OTC,5344,24,半導體,-2.12 ,3,794474600 ,0.93 ,90.11 ,2.40 ,-25.44 ,-68.22 ,-68.22 ,-119.29 ,-90.12 ,-90.12 ,-90.12 ,-90.12 ,-5.87 ,-0.94 ,-2.87 ,-6.55 ,0.06 ,16.20 ,1287 ,中
5344 立衛,2022/6/30,OTC,5344,24,半導體,-0.31 ,2,794474600 ,1.70 ,42.33 ,2.68 ,-22.22 ,-55.71 ,-55.71 ,-96.90 ,-73.56 ,-73.56 ,-73.56 ,-73.56 ,-0.17 ,4.41 ,0.58 ,-3.49 ,0.12 ,18.45 ,1466 ,中
5344 立衛,2022/3/31,OTC,5344,24,半導體,-0.37 ,1,794474600 ,0.47 ,45.47 ,3.48 ,-21.19 ,-64.82 ,-64.82 ,-106.79 ,-87.83 ,-87.83 ,-87.83 ,-87.83 ,5.64 ,7.18 ,4.86 ,-2.46 ,0.03 ,23.95 ,1903 ,中
5344 立衛,2021/12/30,OTC,5344,24,半導體,9.00 ,4,794474600 ,11.65 ,49.95 ,5.50 ,9.54 ,32.97 ,32.97 ,47.49 ,43.78 ,43.77 ,43.77 ,43.77 ,9.26 ,12.37 ,5.23 ,3.53 ,0.76 ,38.05 ,3023 ,中
5344 立衛,2021/9/30,OTC,5344,24,半導體,7.71 ,3,794474600 ,9.96 ,18.16 ,2.23 ,16.99 ,61.71 ,61.71 ,109.35 ,90.83 ,90.80 ,90.80 ,90.80 ,14.52 ,14.03 ,9.51 ,4.04 ,0.65 ,15.20 ,1208 ,中
5344 立衛,2021/6/30,OTC,5344,24,半導體,5.34 ,2,794474600 ,6.94 ,19.67 ,2.38 ,37.35 ,96.30 ,96.30 ,224.30 ,153.45 ,153.35 ,153.35 ,153.35 ,16.87 ,13.75 ,5.05 ,3.28 ,0.44 ,15.70 ,1247 ,中
5344 立衛,2021/3/31,OTC,5344,24,半導體,3.30 ,1,794474600 ,4.25 ,19.55 ,2.31 ,53.59 ,236.21 ,236.21 ,28187.14 ,606.04 ,606.04 ,606.04 ,606.04 ,12.80 ,13.40 ,0.65 ,2.77 ,0.27 ,14.85 ,1180 ,中
5345 天揚,2023/6/30,OTC,5345,20,其他電子,-11.92 ,2,562500000 ,-17.11 ,,3.20 ,-39.01 ,101.25 ,101.25 ,39.59 ,68.20 ,68.18 ,68.18 ,40.42 ,41.90 ,82.62 ,-42.02 ,28.18 ,-0.22 ,5.20 ,293 ,小
5345 天揚,2023/3/31,OTC,5345,20,其他電子,-1.59 ,1,562500000 ,-2.06 ,,3.18 ,-28.46 ,134.14 ,134.14 ,58.18 ,92.95 ,92.91 ,92.91 ,61.46 ,22.90 ,53.93 ,-46.70 ,22.88 ,-0.03 ,5.76 ,324 ,小
5345 天揚,2022/12/30,OTC,5345,20,其他電子,-55.23 ,4,562500000 ,-82.90 ,,6.21 ,-48.56 ,-411.73 ,-411.73 ,24.88 ,-249.14 ,-249.16 ,-249.16 ,23.17 ,-34.31 ,-40.04 ,-51.57 ,-37.42 ,-1.15 ,6.45 ,331 ,小
5345 天揚,2022/9/30,OTC,5345,20,其他電子,-45.76 ,3,562500000 ,-67.44 ,,5.58 ,-54.55 ,-431.13 ,-431.13 ,17.77 ,-235.40 ,-235.42 ,-235.42 ,15.78 ,-35.69 ,-39.00 ,-46.82 ,-30.00 ,-0.95 ,6.20 ,310 ,小
5345 天揚,2022/6/30,OTC,5345,20,其他電子,-36.89 ,2,562500000 ,-56.02 ,,5.21 ,-48.04 ,-531.75 ,-531.75 ,16.71 ,-279.42 ,-278.68 ,-278.68 ,18.13 ,-40.35 ,-47.42 ,-45.25 ,-24.62 ,-0.76 ,5.50 ,261 ,小
5345 天揚,2022/3/31,OTC,5345,20,其他電子,-19.87 ,1,562500000 ,-29.08 ,,4.00 ,-59.61 ,-337.72 ,-337.72 ,14.32 ,-449.49 ,-450.34 ,-450.34 ,16.51 ,-30.88 ,-34.82 ,-43.81 ,-15.48 ,-0.44 ,5.57 ,265 ,小
5345 天揚,2021/12/30,OTC,5345,20,其他電子,-11.30 ,4,562500000 ,-17.36 ,,3.04 ,-59.33 ,-48.53 ,-48.53 ,55.12 ,88.80 ,88.80 ,88.80 ,56.18 ,-23.56 ,-15.80 ,-43.99 ,77.83 ,-0.35 ,5.68 ,270 ,小
5345 天揚,2021/9/30,OTC,5345,20,其他電子,-9.56 ,3,562500000 ,-14.77 ,,2.99 ,-33.18 ,-53.49 ,-53.49 ,59.21 ,86.77 ,86.77 ,86.77 ,60.27 ,-37.66 ,-37.85 ,-42.71 ,55.74 ,-0.31 ,5.74 ,273 ,小
5345 天揚,2021/6/30,OTC,5345,20,其他電子,-6.58 ,2,562500000 ,-10.24 ,,2.95 ,-9.47 ,-42.58 ,-42.58 ,52.08 ,81.74 ,81.72 ,81.72 ,51.67 ,-37.40 ,-45.60 ,-27.48 ,27.08 ,-0.22 ,5.91 ,281 ,小
5345 天揚,2021/3/31,OTC,5345,20,其他電子,-2.54 ,1,562500000 ,-3.96 ,,3.50 ,568.63 ,3540.82 ,3540.82 ,55.61 ,94.34 ,94.36 ,94.36 ,57.33 ,-25.84 ,-36.12 ,-17.54 ,40.73 ,-0.09 ,7.47 ,355 ,小
5347 世界,2023/6/30,OTC,5347,24,半導體,3.35 ,2,16389822670 ,7.75 ,12.51 ,3.49 ,-37.34 ,-61.77 ,-61.77 ,-70.91 ,-65.04 ,-62.59 ,-62.59 ,-61.69 ,-0.50 ,9.12 ,9.04 ,-4.62 ,2.05 ,83.52 ,144230 ,大
5347 世界,2023/3/31,OTC,5347,24,半導體,1.25 ,1,16389822670 ,2.97 ,10.34 ,3.41 ,-39.32 ,-62.33 ,-62.33 ,-72.63 ,-66.48 ,-66.67 ,-66.67 ,-65.70 ,18.75 ,16.65 ,36.40 ,-2.19 ,0.83 ,91.96 ,158817 ,大
5347 世界,2022/12/30,OTC,5347,24,半導體,21.30 ,4,16389822670 ,37.96 ,6.80 ,2.80 ,17.62 ,24.92 ,24.92 ,26.27 ,31.92 ,29.28 ,29.28 ,28.47 ,54.00 ,28.96 ,63.57 ,7.33 ,9.32 ,73.55 ,127021 ,大
5347 世界,2022/9/30,OTC,5347,24,半導體,18.42 ,3,16389822670 ,32.85 ,5.22 ,2.49 ,34.94 ,54.09 ,54.09 ,61.48 ,65.13 ,57.97 ,57.97 ,57.08 ,83.53 ,35.07 ,97.16 ,8.63 ,7.81 ,61.69 ,106534 ,大
5347 世界,2022/6/30,OTC,5347,24,半導體,12.13 ,2,16389822670 ,24.57 ,6.34 ,3.32 ,48.91 ,85.22 ,85.22 ,100.42 ,101.86 ,86.45 ,86.45 ,87.12 ,97.55 ,33.43 ,119.88 ,7.18 ,5.48 ,68.41 ,125874 ,大
5347 世界,2022/3/31,OTC,5347,24,半導體,6.35 ,1,16389822670 ,10.89 ,12.20 ,5.11 ,46.97 ,86.58 ,86.58 ,103.51 ,101.78 ,84.85 ,84.85 ,80.40 ,80.50 ,25.27 ,102.83 ,3.19 ,2.50 ,110.90 ,204053 ,大
5347 世界,2021/12/30,OTC,5347,24,半導體,20.70 ,4,16389822670 ,36.52 ,18.20 ,7.36 ,32.66 ,70.14 ,70.14 ,90.15 ,88.84 ,87.45 ,87.45 ,90.72 ,50.10 ,18.97 ,74.20 ,13.49 ,7.21 ,140.74 ,258959 ,大
5347 世界,2021/9/30,OTC,5347,24,半導體,16.09 ,3,16389822670 ,26.47 ,21.07 ,7.84 ,27.85 ,63.69 ,63.69 ,84.02 ,82.68 ,80.71 ,80.71 ,81.36 ,33.35 ,12.96 ,46.81 ,8.86 ,4.94 ,134.95 ,248306 ,大
5347 世界,2021/6/30,OTC,5347,24,半導體,9.61 ,2,16389822670 ,16.61 ,20.25 ,6.81 ,20.32 ,48.32 ,48.32 ,66.12 ,64.59 ,62.82 ,62.82 ,61.23 ,15.78 ,6.73 ,25.57 ,4.56 ,2.94 ,102.41 ,193400 ,大
5347 世界,2021/3/31,OTC,5347,24,半導體,5.14 ,1,16389822670 ,7.20 ,21.18 ,5.55 ,17.03 ,43.92 ,43.92 ,62.46 ,61.72 ,49.99 ,49.99 ,45.86 ,9.29 ,3.92 ,8.84 ,1.79 ,1.35 ,93.73 ,177010 ,大
5348 系通,2023/6/30,OTC,5348,27,通訊設備,2.63 ,2,289503100 ,3.53 ,48.66 ,2.03 ,-5.53 ,-10.99 ,-10.99 ,142.89 ,140.02 ,149.93 ,149.93 ,37.06 ,-4.31 ,9.22 ,-14.42 ,1.99 ,0.14 ,10.20 ,295 ,小
5348 系通,2023/3/31,OTC,5348,27,通訊設備,1.49 ,1,289503100 ,1.81 ,36.91 ,1.95 ,7.38 ,-6.15 ,-6.15 ,317.06 ,807.14 ,807.14 ,807.14 ,807.14 ,2.34 ,6.34 ,2.70 ,1.72 ,0.09 ,9.67 ,280 ,小
5348 系通,2022/12/30,OTC,5348,27,通訊設備,3.28 ,4,289503100 ,3.36 ,57.38 ,1.89 ,14.11 ,50.68 ,50.68 ,108.87 ,131.48 ,131.48 ,131.48 ,131.48 ,-0.53 ,4.15 ,-8.33 ,10.90 ,0.16 ,9.21 ,267 ,小
5348 系通,2022/9/30,OTC,5348,27,通訊設備,1.85 ,3,289503100 ,2.32 ,90.16 ,2.32 ,18.63 ,76.04 ,76.04 ,97.52 ,121.05 ,121.05 ,121.05 ,121.05 ,0.81 ,2.63 ,-35.97 ,10.31 ,0.11 ,11.10 ,321 ,小
5348 系通,2022/6/30,OTC,5348,27,通訊設備,1.02 ,2,289503100 ,1.51 ,263.18 ,2.11 ,152.46 ,359.07 ,359.07 ,116.21 ,119.71 ,117.00 ,117.00 ,125.22 ,36.01 ,4.37 ,11.06 ,9.57 ,0.06 ,10.00 ,290 ,小
5348 系通,2022/3/31,OTC,5348,27,通訊設備,-0.21 ,1,289503100 ,-0.27 ,,1.70 ,34.21 ,135.25 ,135.25 ,80.06 ,94.21 ,94.21 ,94.21 ,94.21 ,13.33 ,10.81 ,-20.87 ,3.35 ,-0.01 ,7.95 ,230 ,小
5348 系通,2021/12/30,OTC,5348,27,通訊設備,-9.05 ,4,289503100 ,-11.19 ,,1.90 ,14.48 ,46.97 ,46.97 ,18.46 ,19.52 ,19.52 ,19.52 ,19.52 ,11.55 ,5.67 ,-26.44 ,1.89 ,-0.51 ,8.90 ,258 ,小
5348 系通,2021/9/30,OTC,5348,27,通訊設備,-9.31 ,3,289503100 ,-11.49 ,,1.69 ,23.17 ,46.48 ,46.48 ,5.81 ,-0.39 ,-0.39 ,-0.39 ,-0.39 ,6.23 ,2.92 ,-23.89 ,-0.38 ,-0.52 ,7.89 ,228 ,小
5348 系通,2021/6/30,OTC,5348,27,通訊設備,-7.49 ,2,289503100 ,-9.31 ,,1.55 ,43.62 ,80.47 ,80.47 ,5.94 ,-10.37 ,-10.37 ,-10.37 ,-10.37 ,11.56 ,2.01 ,-36.91 ,-1.01 ,-0.43 ,7.37 ,213 ,小
5348 系通,2021/3/31,OTC,5348,27,通訊設備,-4.14 ,1,289503100 ,-5.02 ,,1.92 ,-5.60 ,29.62 ,29.62 ,-7.66 ,-34.83 ,-34.83 ,-34.83 ,-34.83 ,-9.57 ,-13.95 ,-44.94 ,-1.20 ,-0.22 ,9.02 ,234 ,小
5351 鈺創,2023/6/30,OTC,5351,24,半導體,-4.13 ,2,2887407810 ,-9.88 ,,3.08 ,-56.89 ,-101.01 ,-101.01 ,-267.50 ,-209.80 ,-220.23 ,-220.23 ,-250.01 ,2.36 ,-11.32 ,-2.89 ,-8.89 ,-1.24 ,41.75 ,12047 ,中
5351 鈺創,2023/3/31,OTC,5351,24,半導體,-2.51 ,1,2887407810 ,-5.93 ,,3.36 ,-65.54 ,-97.34 ,-97.34 ,-232.34 ,-213.51 ,-224.25 ,-224.25 ,-214.94 ,8.79 ,-9.48 ,1.05 ,-5.33 ,-0.77 ,46.72 ,13483 ,中
5351 鈺創,2022/12/30,OTC,5351,24,半導體,0.84 ,4,2887407810 ,1.74 ,74.36 ,2.68 ,-23.78 ,-43.43 ,-43.43 ,-92.63 ,-90.10 ,-92.69 ,-92.69 ,-87.88 ,14.16 ,0.91 ,6.88 ,-13.10 ,0.50 ,38.94 ,11226 ,中
5351 鈺創,2022/9/30,OTC,5351,24,半導體,5.26 ,3,2887407810 ,7.33 ,11.44 ,2.16 ,-2.90 ,-11.93 ,-11.93 ,-51.65 ,-41.75 ,-45.72 ,-45.72 ,-35.57 ,24.90 ,21.46 ,5.32 ,-3.88 ,1.32 ,33.61 ,9687 ,中
5351 鈺創,2022/6/30,OTC,5351,24,半導體,4.76 ,2,2887407810 ,7.78 ,11.83 ,3.38 ,29.99 ,51.64 ,51.64 ,53.05 ,95.50 ,82.28 ,82.28 ,100.23 ,18.47 ,38.28 ,0.29 ,2.05 ,1.31 ,50.75 ,14870 ,中
5351 鈺創,2022/3/31,OTC,5351,24,半導體,3.33 ,1,2887407810 ,4.56 ,17.59 ,4.92 ,55.37 ,105.92 ,105.92 ,297.83 ,353.26 ,314.68 ,314.68 ,359.13 ,19.79 ,46.31 ,-1.78 ,2.06 ,0.77 ,74.28 ,21757 ,中
5351 鈺創,2021/12/30,OTC,5351,24,半導體,16.84 ,4,2887407810 ,28.35 ,23.44 ,5.89 ,73.11 ,275.20 ,275.20 ,607.24 ,522.40 ,478.12 ,478.12 ,462.05 ,16.59 ,45.47 ,-9.39 ,20.15 ,3.89 ,83.41 ,24402 ,中
5351 鈺創,2021/9/30,OTC,5351,24,半導體,10.56 ,3,2887407810 ,17.81 ,23.04 ,3.33 ,57.23 ,216.12 ,216.12 ,486.92 ,436.79 ,408.65 ,408.65 ,409.02 ,18.07 ,68.36 ,-9.62 ,12.21 ,2.30 ,42.03 ,12293 ,中
5351 鈺創,2021/6/30,OTC,5351,24,半導體,3.03 ,2,2887407810 ,6.05 ,92.63 ,2.44 ,33.17 ,135.48 ,135.48 ,257.21 ,226.65 ,217.94 ,217.94 ,219.07 ,12.00 ,46.88 ,-10.39 ,5.17 ,0.76 ,26.67 ,7737 ,中
5351 鈺創,2021/3/31,OTC,5351,24,半導體,1.25 ,1,2887407810 ,1.60 ,,2.03 ,23.30 ,107.35 ,107.35 ,152.76 ,156.81 ,154.22 ,154.22 ,155.99 ,6.82 ,37.58 ,-13.74 ,1.99 ,0.20 ,21.27 ,6171 ,中
5353 台林,2023/6/30,OTC,5353,27,網路設備,6.31 ,2,750000000 ,8.83 ,13.66 ,2.46 ,17.93 ,39.14 ,39.14 ,59.82 ,64.92 ,86.43 ,86.43 ,86.85 ,10.06 ,9.90 ,39.35 ,2.96 ,1.45 ,40.01 ,3086 ,中
5353 台林,2023/3/31,OTC,5353,27,網路設備,2.89 ,1,750000000 ,3.94 ,16.91 ,2.94 ,29.35 ,63.49 ,63.49 ,119.35 ,111.89 ,128.27 ,128.27 ,117.07 ,12.76 ,0.46 ,45.30 ,1.52 ,0.63 ,45.07 ,3476 ,中
5353 台林,2022/12/30,OTC,5353,27,網路設備,6.84 ,4,750000000 ,11.50 ,11.73 ,1.69 ,34.86 ,54.35 ,54.35 ,130.87 ,101.51 ,79.32 ,79.32 ,78.28 ,6.67 ,5.64 ,40.48 ,3.11 ,1.81 ,26.64 ,2055 ,中
5353 台林,2022/9/30,OTC,5353,27,網路設備,5.44 ,3,750000000 ,8.62 ,19.48 ,2.53 ,37.51 ,48.23 ,48.23 ,135.37 ,102.69 ,71.84 ,71.84 ,68.75 ,11.79 ,5.63 ,31.96 ,2.06 ,1.34 ,38.84 ,2996 ,中
5353 台林,2022/6/30,OTC,5353,27,網路設備,3.12 ,2,750000000 ,5.10 ,13.54 ,1.46 ,38.88 ,45.22 ,45.22 ,123.75 ,89.63 ,69.46 ,69.46 ,64.67 ,13.34 ,-1.43 ,-0.02 ,1.12 ,0.78 ,20.76 ,1669 ,中
5353 台林,2022/3/31,OTC,5353,27,網路設備,1.50 ,1,750000000 ,1.78 ,15.09 ,1.25 ,43.50 ,40.14 ,40.14 ,186.36 ,55.00 ,26.08 ,26.08 ,26.02 ,14.97 ,3.34 ,-3.91 ,0.14 ,0.28 ,18.33 ,1474 ,中
5353 台林,2021/12/30,OTC,5353,27,網路設備,5.73 ,4,750000000 ,6.69 ,18.66 ,1.42 ,7.00 ,3.46 ,3.46 ,23.79 ,26.32 ,14.97 ,14.97 ,17.41 ,21.82 ,3.04 ,-3.97 ,0.63 ,1.01 ,20.29 ,1631 ,中
5353 台林,2021/9/30,OTC,5353,27,網路設備,4.32 ,3,750000000 ,5.24 ,18.21 ,1.10 ,-3.61 ,-6.62 ,-6.62 ,-13.97 ,-1.86 ,1.88 ,1.88 ,3.50 ,11.54 ,2.59 ,-10.49 ,0.12 ,0.78 ,15.30 ,1230 ,中
5353 台林,2021/6/30,OTC,5353,27,網路設備,2.61 ,2,750000000 ,3.04 ,22.36 ,1.13 ,-12.07 ,-13.23 ,-13.23 ,-24.64 ,-19.18 ,-21.93 ,-21.93 ,-21.07 ,-1.58 ,6.23 ,-2.34 ,-0.56 ,0.46 ,15.46 ,1305 ,中
5353 台林,2021/3/31,OTC,5353,27,網路設備,1.50 ,1,750000000 ,1.46 ,22.26 ,1.17 ,-25.44 ,-24.80 ,-24.80 ,-60.17 ,-24.96 ,-15.84 ,-15.84 ,-21.68 ,-5.43 ,-1.77 ,-3.24 ,-0.14 ,0.22 ,15.86 ,1339 ,中
5355 佳總,2023/6/30,OTC,5355,28,主機板,-2.98 ,2,1661227920 ,-3.56 ,,1.06 ,3.77 ,50.62 ,50.62 ,20.27 ,15.40 ,17.84 ,17.84 ,14.28 ,-29.05 ,-6.95 ,0.77 ,0.73 ,-0.26 ,7.55 ,1254 ,中
5355 佳總,2023/3/31,OTC,5355,28,主機板,-1.35 ,1,1661227920 ,-1.58 ,,0.97 ,14.72 ,105.90 ,105.90 ,51.82 ,36.53 ,38.47 ,38.47 ,39.10 ,-28.22 ,-5.63 ,4.75 ,0.85 ,-0.12 ,7.05 ,1171 ,中
5355 佳總,2022/12/30,OTC,5355,28,主機板,-3.57 ,4,1661227920 ,-5.36 ,,0.84 ,-26.28 ,-116.77 ,-116.77 ,-24.38 ,-3.57 ,36.47 ,36.47 ,40.60 ,-30.45 ,-6.28 ,-0.35 ,1.63 ,-0.46 ,6.17 ,1025 ,中
5355 佳總,2022/9/30,OTC,5355,28,主機板,-2.73 ,3,1661227920 ,-4.73 ,,0.80 ,-24.02 ,-85.22 ,-85.22 ,-17.08 ,50.88 ,47.84 ,47.84 ,52.30 ,-13.54 ,-3.50 ,0.37 ,2.44 ,-0.37 ,6.00 ,997 ,小
5355 佳總,2022/6/30,OTC,5355,28,主機板,-2.43 ,2,1661227920 ,-4.04 ,,0.81 ,-24.31 ,-211.50 ,-211.50 ,-30.57 ,30.17 ,26.07 ,26.07 ,31.88 ,-10.20 ,-6.36 ,-2.05 ,0.73 ,-0.31 ,6.08 ,1010 ,中
5355 佳總,2022/3/31,OTC,5355,28,主機板,-1.45 ,1,1661227920 ,-2.42 ,,0.84 ,-23.82 ,-105.63 ,-105.63 ,-27.39 ,14.79 ,7.11 ,7.11 ,11.76 ,-8.17 ,-7.51 ,4.48 ,0.06 ,-0.19 ,6.43 ,1068 ,中
5355 佳總,2021/12/30,OTC,5355,28,主機板,-5.02 ,4,1661227920 ,-7.85 ,,0.95 ,3.27 ,-26.05 ,-26.05 ,2.27 ,-1574.72 ,-1143.27 ,-1143.27 ,-31.85 ,-5.25 ,-7.61 ,10.25 ,-5.44 ,-0.67 ,7.38 ,1226 ,中
5355 佳總,2021/9/30,OTC,5355,28,主機板,-5.28 ,3,1661227920 ,-8.56 ,,0.86 ,3.54 ,-7.18 ,-7.18 ,7.50 ,-384.22 ,-368.33 ,-368.33 ,-8.45 ,0.79 ,-10.32 ,12.80 ,-7.32 ,-0.69 ,6.70 ,1113 ,中
5355 佳總,2021/6/30,OTC,5355,28,主機板,-3.26 ,2,1661227920 ,-5.09 ,,0.99 ,3.56 ,38.71 ,38.71 ,25.00 ,-192.35 ,-178.60 ,-178.60 ,-12.66 ,-1.69 ,-9.38 ,11.61 ,-7.34 ,-0.42 ,7.96 ,1322 ,中
5355 佳總,2021/3/31,OTC,5355,28,主機板,-1.53 ,1,1661227920 ,-2.40 ,,0.91 ,-9.34 ,-31.77 ,-31.77 ,19.92 ,18.92 ,-1.54 ,-1.54 ,-8.69 ,2.65 ,-1.37 ,-1.99 ,-0.17 ,-0.20 ,7.51 ,1248 ,中
5356 協益,2023/6/30,OTC,5356,25,塑膠製品,-0.07 ,2,1030400000 ,0.71 ,71.41 ,0.80 ,-20.04 ,19.80 ,19.80 ,67.09 ,135.79 ,147.99 ,147.99 ,72.31 ,-2.36 ,-3.20 ,10.54 ,1.48 ,0.37 ,30.14 ,3266 ,中
5356 協益,2023/3/31,OTC,5356,25,塑膠製品,1.31 ,1,1030400000 ,1.72 ,25.61 ,0.53 ,-17.54 ,55.68 ,55.68 ,90.82 ,271.70 ,312.11 ,312.11 ,213.40 ,0.47 ,1.36 ,18.11 ,1.83 ,0.78 ,20.91 ,2267 ,中
5356 協益,2022/12/30,OTC,5356,25,塑膠製品,0.93 ,4,1030400000 ,-1.48 ,142.91 ,0.50 ,-3.50 ,99.64 ,99.64 ,111.46 ,30.66 ,-113.88 ,-113.88 ,78.22 ,1.76 ,-1.79 ,28.83 ,-0.31 ,-0.60 ,19.63 ,2128 ,中
5356 協益,2022/9/30,OTC,5356,25,塑膠製品,1.47 ,3,1030400000 ,-0.92 ,,0.53 ,0.14 ,49.48 ,49.48 ,86.39 ,-27.46 ,-565.10 ,-565.10 ,-84.49 ,4.47 ,-0.98 ,41.76 ,-0.36 ,-0.37 ,20.91 ,2267 ,中
5356 協益,2022/6/30,OTC,5356,25,塑膠製品,0.59 ,2,1030400000 ,-1.45 ,,0.58 ,4.51 ,9.70 ,9.70 ,-59.93 ,-915.62 ,-1415.37 ,-1415.37 ,-649.07 ,2.28 ,-2.62 ,25.65 ,-1.03 ,-0.56 ,21.22 ,2437 ,中
5356 協益,2022/3/31,OTC,5356,25,塑膠製品,1.25 ,1,1030400000 ,-0.81 ,,0.64 ,8.41 ,-18.71 ,-18.71 ,-202.49 ,-3831.58 ,-800.06 ,-800.06 ,-468.75 ,0.05 ,-7.40 ,17.91 ,-0.63 ,-0.30 ,23.41 ,2689 ,中
5356 協益,2021/12/30,OTC,5356,25,塑膠製品,-1.16 ,4,1030400000 ,-0.66 ,,0.68 ,6.85 ,-58.70 ,-58.70 ,-249.14 ,-139.75 ,-112.23 ,-112.23 ,-126.09 ,0.59 ,-6.28 ,2.21 ,-4.67 ,-0.28 ,25.57 ,2937 ,中
5356 協益,2021/9/30,OTC,5356,25,塑膠製品,-1.21 ,3,1030400000 ,-0.13 ,108.00 ,0.62 ,1.98 ,-51.51 ,-51.51 ,-226.16 ,-117.46 ,-103.72 ,-103.72 ,-105.59 ,-0.25 ,-3.89 ,-6.68 ,-2.84 ,-0.05 ,23.28 ,2674 ,中
5356 協益,2021/6/30,OTC,5356,25,塑膠製品,-0.86 ,2,1030400000 ,0.10 ,40.81 ,0.72 ,-2.91 ,-45.78 ,-45.78 ,-665.86 ,-112.90 ,-93.47 ,-93.47 ,-88.04 ,-4.01 ,-0.48 ,0.56 ,-1.14 ,0.07 ,25.29 ,3127 ,中
5356 協益,2021/3/31,OTC,5356,25,塑膠製品,-0.16 ,1,1030400000 ,0.11 ,26.20 ,0.69 ,-3.24 ,0.22 ,0.22 ,-313.51 ,-110.46 ,-42.47 ,-42.47 ,-3.25 ,-2.62 ,0.27 ,8.19 ,-0.02 ,0.07 ,25.67 ,3174 ,中
5364 力麗店,2023/6/30,OTC,5364,16,餐飲飯店,-7.13 ,2,288499400 ,-15.17 ,,3.49 ,30.57 ,-72.03 ,-72.03 ,-26.31 ,-20.64 ,-19.40 ,-19.40 ,-26.22 ,-9.25 ,-17.03 ,-11.61 ,-0.28 ,-1.18 ,31.30 ,903 ,小
5364 力麗店,2023/3/31,OTC,5364,16,餐飲飯店,-1.65 ,1,288499400 ,-6.97 ,,2.55 ,2.93 ,-176.55 ,-176.55 ,-1112.30 ,-333.15 ,-302.99 ,-302.99 ,-376.94 ,-17.66 ,-10.01 ,-10.83 ,-1.49 ,-0.53 ,27.15 ,783 ,小
5364 力麗店,2022/12/30,OTC,5364,16,餐飲飯店,-2.35 ,4,288499400 ,-11.60 ,,2.13 ,19.64 ,191.05 ,191.05 ,73.05 ,48.25 ,47.83 ,47.83 ,54.64 ,-14.05 ,-6.96 ,-9.85 ,2.27 ,-1.17 ,23.30 ,672 ,小
5364 力麗店,2022/9/30,OTC,5364,16,餐飲飯店,-0.65 ,3,288499400 ,-1.97 ,826.40 ,1.96 ,47.59 ,186.05 ,186.05 ,108.98 ,93.12 ,92.72 ,92.72 ,95.59 ,-12.97 ,10.03 ,-10.18 ,6.83 ,-0.37 ,22.00 ,635 ,小
5364 力麗店,2022/6/30,OTC,5364,16,餐飲飯店,-3.54 ,2,288499400 ,-11.21 ,,1.87 ,3.55 ,65.84 ,65.84 ,35.00 ,38.86 ,38.35 ,38.35 ,27.07 ,-26.13 ,-9.47 ,-10.97 ,1.36 ,-1.05 ,19.70 ,568 ,小
5364 力麗店,2022/3/31,OTC,5364,16,餐飲飯店,-0.49 ,1,288499400 ,-1.58 ,,1.68 ,-9.94 ,20.74 ,20.74 ,51.63 ,-141.35 ,-159.41 ,-159.41 ,20.14 ,-21.79 ,-16.22 ,-14.90 ,-0.68 ,-0.18 ,19.10 ,551 ,小
5364 力麗店,2021/12/30,OTC,5364,16,餐飲飯店,-4.64 ,4,288499400 ,-23.85 ,,1.72 ,-28.83 ,-154.29 ,-154.29 ,-2149.27 ,-367.04 ,-285.12 ,-285.12 ,-289.47 ,-11.53 ,25.13 ,-14.07 ,-5.12 ,-2.36 ,19.85 ,573 ,小
5364 力麗店,2021/9/30,OTC,5364,16,餐飲飯店,-7.82 ,3,288499400 ,-31.77 ,,1.80 ,-31.67 ,-247.80 ,-247.80 ,-976.07 ,-264.11 ,-264.60 ,-264.60 ,-513.46 ,-10.73 ,56.72 ,-11.54 ,-5.66 ,-2.93 ,18.55 ,535 ,小
5364 力麗店,2021/6/30,OTC,5364,16,餐飲飯店,-4.64 ,2,288499400 ,-19.28 ,,1.59 ,10.59 ,0.95 ,0.95 ,7.48 ,13.44 ,13.26 ,13.26 ,9.78 ,5.34 ,122.57 ,-11.38 ,0.53 ,-1.95 ,18.00 ,519 ,小
5364 力麗店,2021/3/31,OTC,5364,16,餐飲飯店,-0.16 ,1,288499400 ,-0.61 ,43.35 ,1.72 ,43.79 ,137.53 ,137.53 ,90.36 ,95.98 ,95.98 ,95.98 ,83.86 ,12.92 ,139.14 ,-7.71 ,3.88 ,-0.17 ,22.55 ,651 ,小
5371 中光電,2023/6/30,OTC,5371,26,光電/ IO,1.80 ,2,3909811100 ,2.26 ,23.70 ,1.29 ,-25.30 ,-20.70 ,-20.70 ,-74.44 ,-55.60 ,-58.04 ,-58.04 ,-23.14 ,-12.60 ,2.72 ,1.69 ,-1.16 ,1.70 ,68.85 ,28620 ,中
