m_date,company_id,revenue_release_date,revenue_m,revenue_m_lastyear, revenue_vs_lastyear_ratio, revenue_mom_ratio, revenue_growth_month,cumulative_revenue,cumulative_revenue_lastyear, cumulative_revenue_vs_lastyear_ratio
2022/3/31,3360,2022/4/8,1166469,699757,66.7,20.59,1,3182340,2733993,16.4
2022/2/25,3360,2022/3/8,967327,997925,-3.07,-7.75,-1,2015871,2034236,-0.9
2022/1/26,3360,2022/2/8,1048544,1036311,1.18,20.31,4,1048544,1036311,1.18
2023/9/28,3362,2023/10/9,375224,242781,54.55,1.08,3,2950063,2819264,4.64
2023/8/31,3362,2023/9/9,371210,291000,27.56,4.38,2,2574839,2576483,-0.06
2023/7/31,3362,2023/8/9,355643,273302,30.13,12.73,1,2203629,2285483,-3.58
2023/6/30,3362,2023/7/9,315491,289130,9.12,-9.46,-1,1847986,2012181,-8.16
2023/5/31,3362,2023/6/9,348437,377934,-7.8,0.79,4,1532495,1723051,-11.06
2023/4/28,3362,2023/5/9,345692,361539,-4.38,1.5,3,1184058,1345117,-11.97
2023/3/31,3362,2023/4/7,340596,358826,-5.08,25.26,2,838366,983578,-14.76
2023/2/24,3362,2023/3/9,271920,269263,0.99,20.4,1,497770,624752,-20.33
2023/1/31,3362,2023/2/9,225850,355489,-36.47,-0.85,-2,225850,355489,-36.47
2022/10/31,3362,2022/11/9,309746,314385,-1.48,27.58,1,3129010,2908416,7.58
2022/9/30,3362,2022/10/7,242781,294851,-17.66,-16.57,-1,2819264,2594031,8.68
2022/8/31,3362,2022/9/8,291000,261643,11.22,6.48,1,2576483,2299180,12.06
2022/7/29,3362,2022/8/9,273302,278276,-1.79,-5.47,-2,2285483,2037537,12.17
2022/6/30,3362,2022/7/8,289130,264882,9.15,-23.5,-1,2012181,1759261,14.38
2022/5/31,3362,2022/6/9,377934,259572,45.6,4.53,3,1723051,1494379,15.3
2022/4/29,3362,2022/5/9,361539,341543,5.85,0.76,2,1345117,1234807,8.93
2022/3/31,3362,2022/4/8,358826,316821,13.26,33.26,1,983578,893264,10.11
2022/2/25,3362,2022/3/9,269263,231109,16.51,-24.26,-2,624752,576443,8.38
2022/1/26,3362,2022/2/9,355489,345334,2.94,-7.02,-1,355489,345334,2.94
2023/9/28,3363,2023/10/6,98200,157254,-37.55,-15.34,-1,934470,1292558,-27.7
2023/8/31,3363,2023/9/8,115997,126772,-8.5,1.72,1,836270,1135304,-26.34
2023/7/31,3363,2023/8/10,114031,148388,-23.15,-2.07,-1,720273,1008532,-28.58
2023/6/30,3363,2023/7/10,116443,152775,-23.78,15.56,2,606242,860144,-29.52
2023/5/31,3363,2023/6/9,100763,140146,-28.1,50.68,1,489799,707369,-30.76
2023/4/28,3363,2023/5/10,66872,128936,-48.14,-47.92,-1,389036,567223,-31.41
2023/3/31,3363,2023/4/10,128413,150750,-14.82,60.29,1,322164,438287,-26.49
2023/2/24,3363,2023/3/10,80112,113214,-29.24,-29.5,-1,193751,287537,-32.62
2023/1/31,3363,2023/2/10,113639,174323,-34.81,9.96,2,113639,174323,-34.81
2022/10/31,3363,2022/11/10,135639,193253,-29.81,-13.75,-1,1428197,1628345,-12.29
2022/9/30,3363,2022/10/7,157254,247012,-36.34,24.04,1,1292558,1435092,-9.93
2022/8/31,3363,2022/9/8,126772,232194,-45.4,-14.57,-2,1135304,1188080,-4.44
2022/7/29,3363,2022/8/10,148388,172837,-14.15,-2.87,-1,1008532,955886,5.51
2022/6/30,3363,2022/7/8,152775,135268,12.94,9.01,2,860144,783049,9.85
2022/5/31,3363,2022/6/10,140146,134411,4.27,8.69,1,707369,647781,9.2
2022/4/29,3363,2022/5/10,128936,147164,-12.39,-14.47,-1,567223,513369,10.49
2022/3/31,3363,2022/4/8,150750,132646,13.65,33.15,1,438287,366206,19.68
2022/2/25,3363,2022/3/10,113214,80274,41.03,-35.06,-2,287537,233560,23.11
2022/1/26,3363,2022/2/11,174323,153286,13.72,-8.44,-1,174323,153286,13.72
2023/9/28,3372,2023/10/6,74417,74214,0.27,-2.57,-2,612356,994138,-38.4
2023/8/31,3372,2023/9/7,76382,80363,-4.95,-4.66,-1,537939,919924,-41.52
2023/7/31,3372,2023/8/4,80115,92381,-13.28,1.06,1,461557,839561,-45.02
2023/6/30,3372,2023/7/6,79274,106498,-25.56,-1.41,-1,381442,747180,-48.95
2023/5/31,3372,2023/6/5,80408,120067,-33.03,43.99,1,302168,640682,-52.84
2023/4/28,3372,2023/5/8,55844,135380,-58.75,-10.15,-1,221760,520615,-57.4
2023/3/31,3372,2023/4/11,62154,134159,-53.67,14.87,2,165916,385235,-56.93
2023/2/24,3372,2023/3/6,54110,116467,-53.54,8.98,1,103762,251076,-58.67
2023/1/31,3372,2023/2/6,49652,134609,-63.11,-35.87,-1,49652,134609,-63.11
2023/9/28,3373,2023/10/6,30170,40952,-26.33,-7.67,-1,315387,435605,-27.6
2023/8/31,3373,2023/9/8,32676,50274,-35,1.03,3,285217,394653,-27.73
2023/7/31,3373,2023/8/10,32343,60602,-46.63,5.28,2,252541,344379,-26.67
2023/6/30,3373,2023/7/10,30721,60185,-48.96,1.54,1,220198,283777,-22.4
2023/5/31,3373,2023/6/9,30254,72608,-58.33,-6.7,-4,189477,223592,-15.26
2023/4/28,3373,2023/5/10,32425,3988,713.06,-4.83,-3,159223,150984,5.46
2023/3/31,3373,2023/4/12,34071,50426,-32.43,-7.05,-2,126799,146996,-13.74
2023/2/24,3373,2023/3/10,36654,41460,-11.59,-34.63,-1,92727,96570,-3.98
2023/1/31,3373,2023/2/10,56073,55110,1.75,25.64,3,56073,55110,1.75
2023/9/28,3374,2023/10/6,663138,682179,-2.79,8.8,5,4604701,5932425,-22.38
2023/8/31,3374,2023/9/8,609493,715502,-14.82,0.03,4,3941563,5250246,-24.93
2023/7/31,3374,2023/8/10,609296,727229,-16.22,9.6,3,3332070,4534744,-26.52
2023/6/30,3374,2023/7/10,555944,734308,-24.29,25.73,2,2722774,3807515,-28.49
2023/5/31,3374,2023/6/9,442163,715312,-38.19,7.89,1,2166830,3073207,-29.49
2023/4/28,3374,2023/5/10,409811,686634,-40.32,-9.77,-1,1724667,2357895,-26.86
2023/3/31,3374,2023/4/10,454161,664964,-31.7,10.26,1,1314856,1671261,-21.33
2023/2/24,3374,2023/3/10,411910,498275,-17.33,-8.22,-3,860695,1006297,-14.47
2023/1/31,3374,2023/2/10,448785,508022,-11.66,-9.05,-2,448785,508022,-11.66
2023/9/28,3376,2023/10/6,940171,987272,-4.77,-6.03,-1,7075493,9365485,-24.45
2023/8/31,3376,2023/9/8,1000492,1183511,-15.46,9.82,2,6135322,8378213,-26.77
2023/7/31,3376,2023/8/9,911002,1184575,-23.09,14.67,1,5134830,7194702,-28.63
2023/6/30,3376,2023/7/7,794456,1095242,-27.46,-9.22,-1,4223828,6010127,-29.72
2023/5/31,3376,2023/6/9,875103,1031917,-15.2,29.77,1,3429372,4914885,-30.22
2023/4/28,3376,2023/5/9,674336,889479,-24.19,-5.97,-1,2554269,3882968,-34.22
2023/3/31,3376,2023/4/10,717121,1075712,-33.34,37.21,1,1879933,2993489,-37.2
2023/2/24,3376,2023/3/9,522652,669385,-21.92,-18.36,-7,1162812,1917777,-39.37
2023/1/31,3376,2023/2/9,640160,1248392,-48.72,-16.19,-6,640160,1248392,-48.72
2022/10/31,3376,2022/11/9,867834,1030035,-15.75,-12.1,-3,10233319,9810127,4.31
2022/9/30,3376,2022/10/7,987272,938803,5.16,-16.58,-2,9365485,8780092,6.67
2022/8/31,3376,2022/9/8,1183511,954311,24.02,-0.09,-1,8378213,7841289,6.85
2022/7/29,3376,2022/8/9,1184575,855567,38.45,8.16,3,7194702,6886978,4.47
2022/6/30,3376,2022/7/8,1095242,853358,28.34,6.14,2,6010127,6031411,-0.35
2022/5/31,3376,2022/6/9,1031917,919225,12.26,16.01,1,4914885,5178053,-5.08
2022/4/29,3376,2022/5/9,889479,1115878,-20.29,-17.31,-1,3882968,4258828,-8.83
2022/3/31,3376,2022/4/8,1075712,983152,9.41,60.7,1,2993489,3142950,-4.76
2022/2/25,3376,2022/3/8,669385,829615,-19.31,-46.38,-1,1917777,2159798,-11.21
2022/1/26,3376,2022/2/9,1248392,1330183,-6.15,8.38,1,1248392,1330183,-6.15
2023/9/28,3379,2023/10/6,30970,23971,29.2,-23.34,-1,339429,362178,-6.28
2023/8/31,3379,2023/9/8,40400,22378,80.53,59.51,1,308459,338207,-8.8
2023/7/31,3379,2023/8/10,25328,54426,-53.46,-78.64,-1,268059,315829,-15.13
2023/6/30,3379,2023/7/10,118565,132008,-10.18,454.79,2,242731,261403,-7.14
2023/5/31,3379,2023/6/7,21371,22853,-6.48,15.84,1,124166,129233,-3.92
2023/4/28,3379,2023/5/9,18449,12562,46.86,-45.33,-1,102795,106380,-3.37
2023/3/31,3379,2023/4/11,33747,17546,92.33,61.09,1,84346,93493,-9.78
2023/2/24,3379,2023/3/9,20949,34682,-39.6,-29.35,-3,50599,76114,-33.52
2023/1/31,3379,2023/2/9,29650,41327,-28.26,-65.18,-2,29650,41327,-28.26
2023/9/28,3380,2023/10/3,2357028,3416384,-31.01,25.58,2,21476066,24392938,-11.96
2023/8/31,3380,2023/9/4,1876962,3058273,-38.63,15.33,1,19119038,20976554,-8.86
2023/7/31,3380,2023/8/2,1627411,2756213,-40.95,-40.51,-1,17242076,17918281,-3.77
2023/6/30,3380,2023/7/4,2735453,3846791,-28.89,11.39,1,15614665,15162068,2.99
2023/5/31,3380,2023/6/2,2455804,2354336,4.31,-3.85,-2,12879212,11315277,13.82
2023/4/28,3380,2023/5/3,2554068,2086051,22.44,-23.93,-1,10423408,8960941,16.32
2023/3/31,3380,2023/4/7,3357415,2876756,16.71,40.52,2,7869340,6874890,14.46
2023/2/24,3380,2023/3/2,2389233,2081184,14.8,12.56,1,4511925,3998133,12.85
2023/1/31,3380,2023/2/2,2122691,1916949,10.73,-41.79,-1,2122691,1916949,10.73
2023/9/28,3388,2023/10/6,642702,683639,-5.99,6.49,2,5214248,6923207,-24.68
2023/8/31,3388,2023/9/8,603553,701439,-13.96,8.92,1,4571546,6239568,-26.73
2023/7/31,3388,2023/8/10,554137,783903,-29.31,-4.69,-1,3967993,5538129,-28.35
2023/6/30,3388,2023/7/7,581376,848297,-31.47,1.18,2,3413856,4754226,-28.19
2023/5/31,3388,2023/6/9,574613,804130,-28.54,6.59,1,2832480,3905929,-27.48
2023/4/28,3388,2023/5/10,539107,723812,-25.52,-17.39,-1,2257867,3101799,-27.21
2023/3/31,3388,2023/4/10,652585,936774,-30.34,12.48,2,1718760,2377987,-27.72
2023/2/24,3388,2023/3/10,580175,623991,-7.02,19.38,1,1066175,1441213,-26.02
2023/1/31,3388,2023/2/10,486000,817222,-40.53,-12.28,-2,486000,817222,-40.53
2023/9/28,3390,2023/10/6,70299,62957,11.66,-21.27,-1,579958,814663,-28.81
2023/8/31,3390,2023/9/8,89292,106825,-16.41,56.36,2,509659,751706,-32.2
2023/7/31,3390,2023/8/10,57108,108699,-47.46,1.03,1,420367,644881,-34.81
2023/6/30,3390,2023/7/10,56526,111528,-49.32,-16.19,-1,363259,536182,-32.25
2023/5/31,3390,2023/6/9,67444,108387,-37.77,32.07,1,306733,424654,-27.77
2023/4/28,3390,2023/5/10,51066,93054,-45.12,-30.62,-1,239289,316267,-24.34
2023/3/31,3390,2023/4/10,73604,81281,-9.45,23.05,2,188223,223213,-15.68
2023/2/24,3390,2023/3/9,59818,62670,-4.55,9.15,1,114619,141932,-19.24
2023/1/31,3390,2023/2/9,54801,79262,-30.86,-10.9,-2,54801,79262,-30.86
2022/10/31,3390,2022/11/7,45064,73392,-38.6,-28.42,-4,859727,742226,15.83
2022/9/30,3390,2022/10/8,62957,75058,-16.12,-41.07,-3,814663,668834,21.8
2022/8/31,3390,2022/9/6,106825,95572,11.77,-1.72,-2,751706,593776,26.6
2022/7/29,3390,2022/8/5,108699,92346,17.71,-2.54,-1,644881,498204,29.44
2022/6/30,3390,2022/7/6,111528,84895,31.37,2.9,4,536182,405858,32.11
2022/5/31,3390,2022/6/7,108387,80953,33.89,16.48,3,424654,320963,32.31
2022/4/29,3390,2022/5/5,93054,61778,50.63,14.48,2,316267,240010,31.77
2022/3/31,3390,2022/4/8,81281,61965,31.17,29.7,1,223213,178232,25.24
2022/2/25,3390,2022/3/9,62670,44546,40.69,-20.93,-2,141932,116267,22.07
2022/1/26,3390,2022/2/10,79262,71721,10.51,-3.69,-1,79262,71721,10.51
2023/9/28,3402,2023/10/11,361126,474120,-23.83,1.52,1,3077040,3624687,-15.11
2023/8/31,3402,2023/9/8,355725,477450,-25.49,-2.68,-1,2715914,3150567,-13.8
2023/7/31,3402,2023/8/10,365525,462178,-20.91,0.1,2,2360189,2673117,-11.71
2023/6/30,3402,2023/7/10,365172,437366,-16.51,6.43,1,1994664,2210939,-9.78
2023/5/31,3402,2023/6/9,343125,373711,-8.18,-0.62,-1,1629492,1773573,-8.12
2023/4/28,3402,2023/5/10,345255,375903,-8.15,7.35,1,1286367,1399862,-8.11
2023/3/31,3402,2023/4/10,321619,361485,-11.03,-10.59,-1,941112,1023959,-8.09
2023/2/24,3402,2023/3/10,359710,331748,8.43,38.47,1,619493,662474,-6.49
2023/1/31,3402,2023/2/10,259783,330726,-21.45,-28.7,-5,259783,330726,-21.45
2023/9/28,3406,2023/10/6,3462646,2732525,26.72,7.03,4,14840189,13469256,10.18
2023/8/31,3406,2023/9/7,3235256,2535097,27.62,50.6,3,11377543,10736730,5.97
2023/7/31,3406,2023/8/7,2148218,1946290,10.38,85.71,2,8142287,8201633,-0.72
2023/6/30,3406,2023/7/7,1156729,1152281,0.39,56.96,1,5994069,6255343,-4.18
2023/5/31,3406,2023/6/7,736967,808459,-8.84,-4.68,-2,4837340,5103062,-5.21
2023/4/28,3406,2023/5/8,773170,910760,-15.11,-26.52,-1,4100373,4294603,-4.52
2023/3/31,3406,2023/4/7,1052188,1235702,-14.85,13.46,1,3327202,3383843,-1.67
2023/2/24,3406,2023/3/7,927366,840809,10.29,-31.19,-5,2275014,2148141,5.91
2023/1/31,3406,2023/2/7,1347649,1307333,3.08,-7.52,-4,1347649,1307333,3.08
2022/10/31,3406,2022/11/7,2314107,1966059,17.7,-15.31,-1,15783363,12980776,21.59
2022/9/30,3406,2022/10/6,2732525,2223208,22.91,7.79,4,13469256,11014717,22.28
2022/8/31,3406,2022/9/7,2535097,2040679,24.23,30.25,3,10736730,8791509,22.13
2022/7/29,3406,2022/8/5,1946290,1648049,18.1,68.91,2,8201633,6750830,21.49
2022/6/30,3406,2022/7/7,1152281,1135330,1.49,42.53,1,6255343,5102781,22.59
2022/5/31,3406,2022/6/8,808459,732198,10.42,-11.23,-2,5103062,3967451,28.62
2022/4/29,3406,2022/5/6,910760,674298,35.07,-26.3,-1,4294603,3235253,32.74
2022/3/31,3406,2022/4/7,1235702,815151,51.59,46.97,1,3383843,2560955,32.13
2022/2/25,3406,2022/3/7,840809,617770,36.1,-35.69,-5,2148141,1745804,23.05
2022/1/26,3406,2022/2/10,1307333,1128034,15.89,-29.09,-4,1307333,1128034,15.89
2023/9/28,3413,2023/10/6,1043805,1401935,-25.55,0.59,2,9671457,10662020,-9.29
2023/8/31,3413,2023/9/6,1037716,1379766,-24.79,15.92,1,8627653,9260085,-6.83
2023/7/31,3413,2023/8/7,895208,1273395,-29.7,-17.5,-2,7589937,7880319,-3.68
2023/6/30,3413,2023/7/6,1085125,1307110,-16.98,-2.24,-1,6694729,6606924,1.33
2023/5/31,3413,2023/6/6,1110005,1021965,8.61,1.22,1,5609603,5299814,5.85
2023/4/28,3413,2023/5/8,1096590,867577,26.4,-4.81,-1,4499598,4277849,5.18
2023/3/31,3413,2023/4/6,1152004,1161082,-0.78,7.11,1,3403008,3410272,-0.21
2023/2/24,3413,2023/3/6,1075522,1116348,-3.66,-8.5,-3,2251003,2249190,0.08
2023/1/31,3413,2023/2/6,1175482,1132842,3.76,-10.82,-2,1175482,1132842,3.76
2022/10/31,3413,2022/11/10,1417284,1062710,33.37,1.09,3,12079304,9947681,21.43
2022/9/30,3413,2022/10/7,1401935,1096825,27.82,1.61,2,10662020,8884970,20
2022/8/31,3413,2022/9/8,1379766,1079572,27.81,8.35,1,9260085,7788145,18.9
2022/7/29,3413,2022/8/10,1273395,1005223,26.68,-2.58,-1,7880319,6708573,17.47
2022/6/30,3413,2022/7/8,1307110,974959,34.07,27.9,2,6606924,5703350,15.84
2022/5/31,3413,2022/6/10,1021965,996225,2.58,17.8,1,5299814,4728391,12.08
2022/4/29,3413,2022/5/10,867577,1034877,-16.17,-25.28,-1,4277849,3732166,14.62
2022/3/31,3413,2022/4/8,1161082,933143,24.43,4.01,1,3410272,2697288,26.43
2022/2/25,3413,2022/3/10,1116348,800631,39.43,-1.46,-2,2249190,1764145,27.49
2022/1/26,3413,2022/2/10,1132842,963514,17.57,-4.36,-1,1132842,963514,17.57
2023/9/28,3416,2023/10/6,217404,270798,-19.72,1.55,1,1993568,1958595,1.79
2023/8/31,3416,2023/9/7,214085,259619,-17.54,-13.52,-1,1776164,1687797,5.24
2023/7/31,3416,2023/8/7,247562,233540,6,3.57,2,1562079,1428178,9.38
2023/6/30,3416,2023/7/7,239040,206892,15.54,25.23,1,1314517,1194638,10.03
2023/5/31,3416,2023/6/7,190885,205718,-7.21,-26.17,-2,1075477,987746,8.88
2023/4/28,3416,2023/5/8,258552,194314,33.06,-1.94,-1,884592,782028,13.12
2023/3/31,3416,2023/4/10,263671,285470,-7.64,51.29,1,626040,587714,6.52
2023/2/24,3416,2023/3/7,174286,126782,37.47,-7.34,-3,362369,302244,19.89
2023/1/31,3416,2023/2/7,188083,175462,7.19,-24.4,-2,188083,175462,7.19
2022/10/31,3416,2022/11/7,197106,181640,8.51,-27.21,-1,2155701,2060486,4.62
2022/9/30,3416,2022/10/7,270798,253482,6.83,4.31,5,1958595,1878846,4.24
2022/8/31,3416,2022/9/7,259619,240233,8.07,11.17,4,1687797,1625364,3.84
2022/7/29,3416,2022/8/8,233540,189294,23.37,12.88,3,1428178,1385131,3.11
2022/6/30,3416,2022/7/7,206892,184828,11.94,0.57,2,1194638,1195837,-0.1
2022/5/31,3416,2022/6/7,205718,253229,-18.76,5.87,1,987746,1011009,-2.3
2022/4/29,3416,2022/5/6,194314,173082,12.27,-31.93,-1,782028,757780,3.2
2022/3/31,3416,2022/4/7,285470,211168,35.19,125.17,1,587714,584698,0.52
2022/2/25,3416,2022/3/7,126782,177479,-28.57,-27.74,-2,302244,373530,-19.08
2022/1/26,3416,2022/2/11,175462,196051,-10.5,-27.23,-1,175462,196051,-10.5
2023/9/28,3419,2023/10/11,164964,211254,-21.91,76.3,1,1084886,1419265,-23.56
2023/8/31,3419,2023/9/8,93571,181487,-48.44,-12.53,-1,919922,1208011,-23.85
2023/7/31,3419,2023/8/10,106974,190773,-43.93,1.43,2,826351,1026524,-19.5
2023/6/30,3419,2023/7/10,105470,168138,-37.27,0.03,1,719377,835751,-13.92
2023/5/31,3419,2023/6/9,105439,167926,-37.21,-20.73,-1,613907,667613,-8.04
2023/4/28,3419,2023/5/10,133009,148292,-10.31,7.95,2,508468,499687,1.76
2023/3/31,3419,2023/4/10,123216,133235,-7.52,11.02,1,375459,351395,6.85
2023/2/24,3419,2023/3/10,110989,86466,28.36,-21.43,-3,252243,218160,15.62
2023/1/31,3419,2023/2/10,141254,131694,7.26,-13.53,-2,141254,131694,7.26
2023/9/28,3426,2023/10/6,43086,61164,-29.56,-15.2,-1,462917,541662,-14.54
2023/8/31,3426,2023/9/8,50807,63786,-20.35,1.52,1,419831,480498,-12.63
2023/7/31,3426,2023/8/9,50044,62746,-20.24,-11.6,-1,369025,416712,-11.44
2023/6/30,3426,2023/7/7,56611,63386,-10.69,3.37,3,318980,353966,-9.88
2023/5/31,3426,2023/6/9,54768,64307,-14.83,6.19,2,262370,290580,-9.71
2023/4/28,3426,2023/5/9,51575,63487,-18.76,0.31,1,207602,226273,-8.25
2023/3/31,3426,2023/4/10,51416,64866,-20.74,-3.49,-1,156027,162786,-4.15
2023/2/24,3426,2023/3/9,53278,43021,23.84,3.79,1,104611,97920,6.83
2023/1/31,3426,2023/2/9,51333,54899,-6.5,-12.42,-2,51333,54899,-6.5
2023/9/28,3430,2023/10/11,116821,122299,-4.48,26.92,1,939798,1261952,-25.53
2023/8/31,3430,2023/9/11,92044,124551,-26.1,-17.29,-2,822977,1139653,-27.79
2023/7/31,3430,2023/8/10,111286,145012,-23.26,-4.93,-1,730933,1015102,-27.99
2023/6/30,3430,2023/7/10,117054,142323,-17.75,0.29,2,619647,870090,-28.78
2023/5/31,3430,2023/6/12,116711,154209,-24.32,32.22,1,502593,727767,-30.94
2023/4/28,3430,2023/5/10,88273,150589,-41.38,-12.23,-1,385882,573558,-32.72
2023/3/31,3430,2023/4/10,100573,154269,-34.81,1.34,2,297609,422969,-29.64
2023/2/24,3430,2023/3/10,99242,101530,-2.25,1.48,1,197036,268700,-26.67
2023/1/31,3430,2023/2/10,97794,167170,-41.5,-12.82,-2,97794,167170,-41.5
2022/10/31,3430,2022/11/10,110664,125997,-12.17,-9.51,-3,1372616,1233903,11.24
2022/9/30,3430,2022/10/11,122299,157641,-22.42,-1.81,-2,1261952,1107906,13.9
2022/8/31,3430,2022/9/12,124551,104967,18.66,-14.11,-1,1139653,950265,19.93
2022/7/29,3430,2022/8/10,145012,100766,43.91,1.89,1,1015102,845298,20.09
2022/6/30,3430,2022/7/11,142323,145837,-2.41,-7.71,-1,870090,744532,16.86
2022/5/31,3430,2022/6/10,154209,132250,16.6,2.4,1,727767,598695,21.56
2022/4/29,3430,2022/5/10,150589,114584,31.42,-2.39,-1,573558,466445,22.96
2022/3/31,3430,2022/4/11,154269,144752,6.57,51.94,1,422969,351861,20.21
2022/2/25,3430,2022/3/10,101530,94845,7.05,-39.27,-1,268700,207109,29.74
2022/1/26,3430,2022/2/10,167170,112264,48.91,29.48,3,167170,112264,48.91
2023/9/28,3432,2023/10/5,1298,1562,-16.9,22.8,1,13528,15583,-13.19
2023/8/31,3432,2023/9/6,1057,1001,5.59,-45.52,-1,12230,14021,-12.77
2023/7/31,3432,2023/8/9,1940,3916,-50.46,21.63,1,11173,13020,-14.19
2023/6/30,3432,2023/7/6,1595,2600,-38.65,-1.48,-3,9233,9104,1.42
2023/5/31,3432,2023/6/7,1619,1455,11.27,-5.1,-2,7638,6504,17.44
2023/4/28,3432,2023/5/5,1706,1970,-13.4,-20.02,-1,6019,5049,19.21
2023/3/31,3432,2023/4/8,2133,1084,96.77,36.64,2,4313,3079,40.08
2023/2/24,3432,2023/3/2,1561,496,214.72,152.18,1,2180,1995,9.27
2023/1/31,3432,2023/2/1,619,1499,-58.71,-34.36,-2,619,1499,-58.71
2023/9/28,3434,2023/10/11,45833,95164,-51.84,-28.18,-1,498259,628145,-20.68
2023/8/31,3434,2023/9/11,63815,55528,14.92,70.89,1,452427,532981,-15.11
2023/7/31,3434,2023/8/10,37342,52956,-29.48,-54.4,-1,388612,477453,-18.61
2023/6/30,3434,2023/7/10,81893,74161,10.43,5,2,351270,424497,-17.25
2023/5/31,3434,2023/6/9,77994,72493,7.59,79.89,1,269377,350336,-23.11
2023/4/28,3434,2023/5/10,43357,63034,-31.22,-42.71,-1,191383,277843,-31.12
2023/3/31,3434,2023/4/11,75683,113242,-33.17,74.14,2,148026,214809,-31.09
2023/2/24,3434,2023/3/10,43462,48182,-9.8,50.49,1,72342,101567,-28.77
2023/1/31,3434,2023/2/10,28880,53385,-45.9,-18.68,-4,28880,53385,-45.9
2022/10/31,3434,2022/11/10,56004,62751,-10.75,-41.15,-1,684149,650956,5.1
2022/9/30,3434,2022/10/11,95164,92873,2.47,71.38,2,628145,588205,6.79
2022/8/31,3434,2022/9/8,55528,55173,0.64,4.86,1,532981,495332,7.6
2022/7/29,3434,2022/8/10,52956,49184,7.67,-28.59,-1,477453,440159,8.47
2022/6/30,3434,2022/7/8,74161,74373,-0.29,2.3,2,424497,390975,8.57
2022/5/31,3434,2022/6/10,72493,82414,-12.04,15.01,1,350336,316602,10.66
2022/4/29,3434,2022/5/10,63034,61214,2.97,-44.34,-1,277843,234188,18.64
2022/3/31,3434,2022/4/11,113242,68056,66.4,135.03,1,214809,172974,24.19
2022/2/25,3434,2022/3/10,48182,47546,1.34,-9.75,-2,101567,104918,-3.19
2022/1/26,3434,2022/2/14,53385,57372,-6.95,-44.59,-1,53385,57372,-6.95
2023/9/28,3437,2023/10/6,191538,142394,34.51,-7.44,-1,1490623,2011299,-25.89
2023/8/31,3437,2023/9/8,206941,151805,36.32,18.25,2,1299085,1868905,-30.49
2023/7/31,3437,2023/8/8,175006,139464,25.48,18.82,1,1092144,1717100,-36.4
2023/6/30,3437,2023/7/7,147291,184075,-19.98,-19.13,-1,917138,1577636,-41.87
2023/5/31,3437,2023/6/8,182132,255158,-28.62,16.89,1,769847,1393561,-44.76
2023/4/28,3437,2023/5/9,155821,230011,-32.25,-12.39,-1,587715,1138403,-48.37
2023/3/31,3437,2023/4/7,177853,303037,-41.31,57.97,1,431894,908392,-52.46
2023/2/24,3437,2023/3/9,112585,269167,-58.17,-20.41,-1,254041,605355,-58.03
2023/1/31,3437,2023/2/9,141456,336188,-57.92,25.25,1,141456,336188,-57.92
2023/9/28,3438,2023/10/6,65306,61920,5.47,-16.92,-1,671778,867652,-22.58
2023/8/31,3438,2023/9/11,78606,67325,16.76,1.84,1,606472,805732,-24.73
2023/7/31,3438,2023/8/9,77189,73137,5.54,-1.42,-3,527866,738407,-28.51
2023/6/30,3438,2023/7/10,78303,82967,-5.62,-7.9,-2,450678,665271,-32.26
2023/5/31,3438,2023/6/8,85017,104165,-18.38,-4.27,-1,372374,582304,-36.05
2023/4/28,3438,2023/5/9,88808,123338,-28,3.17,4,287357,478139,-39.9
2023/3/31,3438,2023/4/10,86076,138775,-37.97,47.85,3,198549,354800,-44.04
2023/2/24,3438,2023/3/10,58220,107894,-46.04,7.31,2,112473,216026,-47.94
2023/1/31,3438,2023/2/10,54253,108131,-49.83,2.55,1,54253,108131,-49.83
2022/10/31,3438,2022/11/10,56267,122895,-54.22,-9.13,-7,923919,1356312,-31.88
2022/9/30,3438,2022/10/11,61920,140466,-55.92,-8.03,-6,867652,1233417,-29.65
2022/8/31,3438,2022/9/8,67325,148566,-54.68,-7.95,-5,805732,1092952,-26.28
2022/7/29,3438,2022/8/9,73137,144263,-49.3,-11.85,-4,738407,944386,-21.81
2022/6/30,3438,2022/7/8,82967,142658,-41.84,-20.35,-3,665271,800123,-16.85
2022/5/31,3438,2022/6/9,104165,138118,-24.58,-15.55,-2,582304,657464,-11.43
2022/4/29,3438,2022/5/10,123338,142069,-13.18,-11.12,-1,478139,519346,-7.93
2022/3/31,3438,2022/4/8,138775,131771,5.32,28.62,1,354800,377277,-5.96
2023/9/28,3441,2023/10/10,20920,32969,-36.55,-19.59,-1,222132,354517,-37.34
2023/8/31,3441,2023/9/8,26016,35205,-26.1,12.36,2,201211,321548,-37.42
2023/7/31,3441,2023/8/10,23154,36940,-37.32,18.54,1,175196,286343,-38.82
2023/6/30,3441,2023/7/10,19532,41553,-52.99,-31.25,-1,152041,249403,-39.04
2023/5/31,3441,2023/6/9,28410,40283,-29.47,13.17,1,132509,207849,-36.25
2023/4/28,3441,2023/5/10,25103,50314,-50.11,-20.45,-1,104099,167566,-37.88
2023/3/31,3441,2023/4/10,31555,50840,-37.93,15.84,2,78996,117252,-32.63
2023/2/24,3441,2023/3/10,27240,30793,-11.54,34.84,1,47441,66412,-28.57
2023/1/31,3441,2023/2/10,20201,35619,-43.29,-9.39,-2,20201,35619,-43.29
