date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/7/12,1101,"-2,340","-1,306",-256,"-3,902",-7,-2,-2,-7,7.89,"564,677","16,599",39,0.23,18.18,-0.31,,,,,
2023/7/11,1101,"-4,766","-1,526",-213,"-6,505",-6,-1,-1,-6,7.89,"564,677","16,651",33,0.2,0,-1,,,,,
2023/7/10,1101,"-13,239","1,148",97,"-11,993",-5,3,1,-5,7.89,"564,677","16,819",0,0,0,-2.12,,,,,
2023/7/7,1101,"-5,513","1,340",-629,"-4,802",-4,2,-3,-4,7.89,"564,677","17,183",0,0,0,0.58,2.9,1.64,1.08,0.91,57.07
2023/7/6,1101,"-17,382","1,271",-690,"-16,801",-3,1,-2,-3,7.89,"564,677","17,084",0,0,0,-0.99,,,,,
2023/7/5,1101,"-7,856",-33,-291,"-8,180",-2,-1,-1,-2,7.89,"564,677","17,255",0,0,-100,-5.34,,,,,
2023/7/4,1101,"-4,440",29,122,"-4,289",-1,1,2,-1,7.89,"564,677","18,229",25,0.14,-48.98,0.01,,,,,
2023/7/3,1101,267,-4,276,539,1,-2,1,1,7.89,"564,677","18,227",49,0.27,-14.04,0,,,,,
2023/7/31,1102,-161,741,-258,322,-4,1,-10,1,27.36,"970,385","1,754",1,0.06,0,-0.51,,,,,
2023/7/28,1102,"-1,158",-336,"-1,007","-2,501",-3,-4,-9,-7,27.36,"970,385","1,763",0,0,0,-0.23,1.85,1.27,0.75,0.55,78.56
2023/7/27,1102,"-1,015",-53,-996,"-2,064",-2,-3,-8,-6,27.36,"970,385","1,767",0,0,-100,0.86,,,,,
2023/7/26,1102,-425,-62,"-1,146","-1,633",-1,-2,-7,-5,27.36,"970,385","1,752",1,0.06,0,-8.94,,,,,
2023/7/25,1102,"1,940",-72,"-2,858",-990,1,-1,-6,-4,27.36,"970,385","1,924",1,0.05,-80,-16.28,,,,,
2023/7/24,1102,"-7,342",588,"-1,621","-8,375",-15,1,-5,-3,27.36,"970,385","2,298",5,0.22,66.67,22.1,,,,,
2023/7/21,1102,"-13,061","-1,133",-549,"-14,743",-14,-2,-4,-2,27.36,"970,385","1,882",3,0.16,-57.14,-28.11,1.77,1.34,0.69,0.48,79.51
2023/7/20,1102,"-5,275","-1,801","-8,719","-15,794",-13,-1,-3,-1,27.36,"970,385","2,618",7,0.27,0,24.43,,,,,
2023/7/19,1102,"-13,631","17,695",-560,"3,504",-12,2,-2,1,27.36,"970,385","2,104",0,0,0,7.13,,,,,
2023/7/18,1102,"-6,013","4,569",-166,"-1,610",-11,1,-1,-5,27.36,"970,385","1,964",0,0,0,18.31,,,,,
2023/7/17,1102,-653,-414,954,-114,-10,-1,3,-4,27.36,"970,385","1,660",0,0,0,1.84,,,,,
2023/7/14,1102,"-1,555",102,756,-698,-9,2,2,-3,27.36,"970,385","1,630",0,0,0,-0.06,1.74,1.28,0.69,0.51,80.2
2023/7/13,1102,"-2,382",122,764,"-1,496",-8,1,1,-2,27.36,"970,385","1,631",0,0,0,1.3,,,,,
2023/7/12,1102,-475,-36,-78,-589,-7,-1,-1,-1,27.36,"970,385","1,610",0,0,0,0.25,,,,,
2023/7/11,1102,-128,140,177,189,-6,13,6,1,27.36,"970,385","1,606",0,0,0,-0.37,,,,,
2023/7/10,1102,-983,52,175,-756,-5,12,5,-3,27.36,"970,385","1,612",0,0,-100,0.62,,,,,
2023/7/7,1102,"-2,131",94,552,"-1,485",-4,11,4,-2,27.36,"970,385","1,602",1,0.06,-75,-0.93,1.74,1.31,0.68,0.46,80.32
2023/7/6,1102,"-3,384",320,433,"-2,631",-3,10,3,-1,27.36,"970,385","1,617",4,0.25,0,1.19,,,,,
2023/7/5,1102,-180,"1,048",348,"1,216",-2,9,2,3,27.36,"970,385","1,598",4,0.25,0,3.3,,,,,
2023/7/4,1102,-466,844,249,627,-1,8,1,2,27.36,"970,385","1,547",4,0.26,0,12.67,,,,,
2023/7/3,1102,350,120,-34,436,1,7,-2,1,27.36,"970,385","1,373",4,0.29,0,-2.83,,,,,
2023/7/31,1103,-86,0,-1,-87,-2,,-2,-2,17.15,"132,871","1,817",1,0.06,0,-0.22,,,,,
2023/7/28,1103,-28,0,-3,-31,-1,,-1,-1,17.15,"132,871","1,821",1,0.05,0,-2.62,2.72,1.73,0.88,1.15,74.46
2023/7/27,1103,259,0,28,287,3,,3,3,17.15,"132,871","1,870",0,0,0,-0.53,,,,,
2023/7/26,1103,847,0,15,862,2,,2,2,17.15,"132,871","1,880",0,0,0,-2.69,,,,,
2023/7/25,1103,256,0,34,290,1,,1,1,17.15,"132,871","1,932",0,0,0,1.15,,,,,
2023/7/24,1103,-212,0,-13,-225,-1,,-6,-1,17.15,"132,871","1,910",0,0,0,-0.47,,,,,
2023/7/21,1103,24,0,-16,8,2,,-5,2,17.15,"132,871","1,919",0,0,0,-1.89,2.73,1.73,0.81,1.15,74.47
2023/7/20,1103,243,0,-5,238,1,,-4,1,17.15,"132,871","1,956",0,0,0,-0.41,,,,,
2023/7/19,1103,-166,0,-9,-175,-1,,-3,-1,17.15,"132,871","1,964",0,0,0,-2.34,,,,,
2023/7/18,1103,147,0,-43,104,4,,-2,3,17.15,"132,871","2,011",0,0,0,-1.57,,,,,
2023/7/17,1103,329,0,-81,248,3,,-1,2,17.15,"132,871","2,043",0,0,0,-0.54,,,,,
2023/7/14,1103,76,0,2,78,2,,1,1,17.15,"132,871","2,054",0,0,0,1.23,2.86,1.8,0.61,1.28,74.33
2023/7/13,1103,55,0,-179,-124,1,,-2,-2,17.15,"132,871","2,029",0,0,0,-2.45,,,,,
2023/7/12,1103,-165,0,-9,-174,-1,,-1,-1,17.15,"132,871","2,080",0,0,0,-2.07,,,,,
2023/7/11,1103,301,0,374,675,1,,1,1,17.15,"132,871","2,124",0,0,0,0.09,,,,,
2023/7/10,1103,-172,0,-133,-305,-3,,-5,-3,17.15,"132,871","2,122",0,0,0,1.63,,,,,
2023/7/7,1103,-75,0,-5,-80,-2,,-4,-2,17.15,"132,871","2,088",0,0,0,-10.65,2.72,1.79,0.95,1.05,74.4
2023/7/6,1103,-135,0,-18,-153,-1,,-3,-1,17.15,"132,871","2,337",0,0,0,-0.68,,,,,
2023/7/5,1103,107,0,-40,67,4,,-2,4,17.15,"132,871","2,353",0,0,0,-0.04,,,,,
2023/7/4,1103,100,0,-11,89,3,,-1,3,17.15,"132,871","2,354",0,0,0,-5.54,,,,,
2023/7/3,1103,178,0,13,191,2,,6,2,17.15,"132,871","2,492",0,0,0,2.38,,,,,
2023/7/31,1104,-203,-1,-22,-226,-1,-1,-2,-1,24.14,"157,761","2,114",54,2.55,0,-2.22,,,,,
2023/7/28,1104,"1,440",0,-3,"1,437",2,,-1,2,24.14,"157,761","2,162",54,2.5,-1.82,-4.93,2.7,2.15,1.68,0.53,70.78
2023/7/27,1104,207,0,50,257,1,,1,1,24.14,"157,761","2,274",55,2.42,-8.33,-6.34,,,,,
2023/7/26,1104,"-1,960",-2,-3,"-1,965",-1,-5,-4,-1,24.14,"157,761","2,428",60,2.47,400,-8.76,,,,,
2023/7/25,1104,"2,448",-1,-17,"2,430",1,-4,-3,1,24.14,"157,761","2,661",12,0.45,50,32.78,,,,,
2023/7/24,1104,"-2,377",-1,-102,"-2,480",-1,-3,-2,-1,24.14,"157,761","2,004",8,0.4,300,2.56,,,,,
2023/7/21,1104,"2,349",-1,"-1,328","1,020",2,-2,-1,2,24.14,"157,761","1,954",2,0.1,0,-5.01,2.61,2.5,1.45,0.8,71.01
2023/7/20,1104,"1,238",-1,601,"1,838",1,-1,6,1,24.14,"157,761","2,057",0,0,0,16.54,,,,,
2023/7/19,1104,"-1,627",0,30,"-1,597",-3,,5,-2,24.14,"157,761","1,765",0,0,0,4.07,,,,,
2023/7/18,1104,-335,0,25,-310,-2,,4,-1,24.14,"157,761","1,696",0,0,0,2.11,,,,,
2023/7/17,1104,-325,0,825,500,-1,,3,2,24.14,"157,761","1,661",0,0,-100,-0.66,,,,,
2023/7/14,1104,672,2,9,683,1,1,2,1,24.16,"157,901","1,672",3,0.18,0,-2.34,2.87,2.26,1.13,0.81,70.91
2023/7/13,1104,-537,0,6,-531,-2,,1,-2,24.16,"157,901","1,712",3,0.18,0,6.67,,,,,
2023/7/12,1104,-42,3,-16,-55,-1,1,-1,-1,24.16,"157,901","1,605",3,0.19,0,1.52,,,,,
2023/7/11,1104,54,0,0,54,1,,,1,24.16,"157,901","1,581",3,0.19,-40,0.51,,,,,
2023/7/10,1104,-404,1,-30,-434,-5,5,-4,-5,24.16,"157,901","1,573",5,0.32,0,-1.75,,,,,
2023/7/7,1104,"-1,330",3,-46,"-1,373",-4,4,-3,-4,24.16,"157,901","1,601",5,0.31,0,-5.32,2.8,2.43,1.34,0.54,71.17
2023/7/6,1104,-155,3,-37,-189,-3,3,-2,-3,24.16,"157,901","1,691",5,0.3,0,0.48,,,,,
2023/7/5,1104,-88,2,-37,-123,-2,2,-1,-2,24.16,"157,901","1,683",5,0.3,0,-1.81,,,,,
2023/7/4,1104,-987,2,18,-967,-1,1,2,-1,24.16,"157,901","1,714",5,0.29,-81.48,-0.7,,,,,
2023/7/3,1104,30,0,63,93,2,,1,2,24.16,"157,901","1,726",27,1.56,0,3.35,,,,,
2023/7/31,1108,663,0,-15,648,5,,-1,5,3.95,"16,006","1,776",4,0.23,0,15.18,,,,,
2023/7/28,1108,664,0,11,675,4,,5,4,3.95,"16,006","1,542",4,0.26,0,-26.82,1.53,0.63,1.22,2.08,80.19
2023/7/27,1108,"1,268",0,30,"1,298",3,,4,3,3.95,"16,006","2,107",4,0.19,0,-12.17,,,,,
2023/7/26,1108,888,0,12,900,2,,3,2,3.95,"16,006","2,399",4,0.17,0,-15.41,,,,,
2023/7/25,1108,885,0,64,949,1,,2,1,3.95,"16,006","2,836",4,0.14,100,7.59,,,,,
2023/7/24,1108,-139,0,1,-138,-1,,1,-1,3.95,"16,006","2,636",2,0.08,0,0.15,,,,,
2023/7/21,1108,260,0,-25,235,2,,-5,2,3.95,"16,006","2,632",2,0.08,0,0.27,1.43,0.75,1.4,1.83,79.64
2023/7/20,1108,466,0,-20,446,1,,-4,1,3.95,"16,006","2,625",2,0.08,0,0.11,,,,,
2023/7/19,1108,-148,0,-20,-168,-2,,-3,-10,3.95,"16,006","2,622",2,0.08,-33.33,-0.79,,,,,
2023/7/18,1108,-429,0,-14,-443,-1,,-2,-9,3.95,"16,006","2,643",3,0.11,50,-0.64,,,,,
2023/7/17,1108,43,0,-76,-33,1,,-1,-8,3.95,"16,006","2,660",2,0.08,0,-0.11,,,,,
2023/7/14,1108,-74,0,0,-74,-7,,,-7,3.95,"16,006","2,663",2,0.08,0,1.76,1.53,0.64,1.6,2.06,79.31
2023/7/13,1108,-102,0,-187,-289,-6,,-2,-6,3.95,"16,006","2,617",2,0.08,0,53.22,,,,,
2023/7/12,1108,-180,0,-89,-269,-5,,-1,-5,3.95,"16,006","1,708",2,0.12,0,-2.29,,,,,
2023/7/11,1108,-91,0,27,-64,-4,,1,-4,3.95,"16,006","1,748",2,0.11,0,-1.35,,,,,
2023/7/10,1108,-677,0,-23,-700,-3,,-3,-3,3.95,"16,006","1,772",2,0.11,-33.33,44.42,,,,,
2023/7/7,1108,-271,0,-72,-343,-2,,-2,-2,3.95,"16,006","1,227",3,0.24,0,-2.85,1.41,0.64,1.37,2.01,79.61
2023/7/6,1108,-299,0,-17,-316,-1,,-1,-1,3.95,"16,006","1,263",3,0.24,50,-9.07,,,,,
2023/7/5,1108,105,0,1,106,1,,2,1,3.95,"16,006","1,389",2,0.14,0,-3.94,,,,,
2023/7/4,1108,-485,0,15,-470,-1,,1,-1,3.95,"16,006","1,446",2,0.14,0,2.05,,,,,
2023/7/3,1108,317,0,0,317,1,,,1,3.95,"16,006","1,417",2,0.14,0,-2.34,,,,,
2023/7/31,1109,-4,0,1,-3,-1,,1,-1,36.37,"124,089","1,275",0,0,0,0.55,,,,,
2023/7/28,1109,32,0,0,32,2,,,2,36.37,"124,089","1,268",0,0,0,0.16,2.76,3.13,1.41,2.93,73.82
2023/7/27,1109,59,0,-1,58,1,,-2,1,36.37,"124,089","1,266",0,0,0,-0.16,,,,,
2023/7/26,1109,-8,0,-1,-9,-6,,-1,-6,36.37,"124,089","1,268",0,0,0,0.16,,,,,
2023/7/25,1109,-52,0,0,-52,-5,,,-5,36.37,"124,089","1,266",0,0,0,-0.08,,,,,
2023/7/24,1109,-118,0,-6,-124,-4,,-2,-4,36.37,"124,089","1,267",0,0,0,0.16,,,,,
2023/7/21,1109,-86,0,-1,-87,-3,,-1,-3,36.37,"124,089","1,265",0,0,0,0,2.79,2.95,1.6,2.93,73.83
2023/7/20,1109,-33,0,0,-33,-2,,,-2,36.37,"124,089","1,265",0,0,0,-0.24,,,,,
2023/7/19,1109,-18,0,-2,-20,-1,,-3,-1,36.37,"124,089","1,268",0,0,0,0,,,,,
2023/7/18,1109,6,0,-2,4,2,,-2,2,36.37,"124,089","1,268",0,0,0,-0.16,,,,,
2023/7/17,1109,10,0,-1,9,1,,-1,1,36.37,"124,089","1,270",0,0,0,-0.08,,,,,
2023/7/14,1109,-31,0,0,-31,-1,,,-1,36.37,"124,089","1,271",0,0,0,0,2.78,2.95,1.6,2.93,73.83
2023/7/13,1109,9,0,1,10,1,,1,1,36.37,"124,089","1,271",0,0,0,-0.7,,,,,
2023/7/12,1109,-27,0,-9,-36,-1,,-1,-1,36.37,"124,089","1,280",0,0,0,0.31,,,,,
2023/7/11,1109,50,0,0,50,1,,,1,36.37,"124,089","1,276",0,0,0,0.55,,,,,
2023/7/10,1109,-35,0,-123,-158,-3,,-5,-5,36.37,"124,089","1,269",0,0,0,0,,,,,
2023/7/7,1109,-164,0,-5,-169,-2,,-4,-4,36.37,"124,089","1,269",0,0,0,-0.78,2.63,3.27,1.42,2.93,73.84
2023/7/6,1109,-21,0,-7,-28,-1,,-3,-3,36.37,"124,089","1,279",0,0,0,0,,,,,
2023/7/5,1109,4,0,-18,-14,1,,-2,-2,36.37,"124,089","1,279",0,0,0,0,,,,,
2023/7/4,1109,-48,0,-1,-49,-1,,-1,-1,36.37,"124,089","1,279",0,0,0,0,,,,,
2023/7/3,1109,3,0,2,5,1,,4,3,36.37,"124,089","1,279",0,0,0,0.79,,,,,
2023/7/31,1110,0,0,10,10,,,1,1,31.4,"179,633","4,640",4,0.09,0,-2.44,,,,,
2023/7/28,1110,-4,0,0,-4,-1,,,-1,31.4,"179,633","4,756",4,0.08,0,0.08,1.3,0.54,0.73,0.62,92.5
2023/7/27,1110,46,0,8,54,4,,1,4,31.4,"179,633","4,752",4,0.08,0,0.02,,,,,
2023/7/26,1110,135,0,-2,133,3,,-2,3,31.4,"179,633","4,751",4,0.08,0,0.87,,,,,
2023/7/25,1110,29,0,-10,19,2,,-1,2,31.4,"179,633","4,710",0,0,0,-1.17,,,,,
2023/7/24,1110,13,0,102,115,1,,1,1,31.4,"179,633","4,766",0,0,0,-1.55,,,,,
2023/7/21,1110,-37,0,0,-37,-3,,,-3,31.4,"179,633","4,841",0,0,0,1.19,1.27,0.48,0.6,0.95,92.32
2023/7/20,1110,-38,0,0,-38,-2,,,-2,31.4,"179,633","4,784",0,0,0,-1.99,,,,,
2023/7/19,1110,-15,0,-6,-21,-1,,-1,-1,31.4,"179,633","4,881",0,0,0,-0.25,,,,,
2023/7/18,1110,3,0,0,3,1,,,1,31.4,"179,633","4,893",0,0,0,-4.19,,,,,
2023/7/17,1110,-10,0,-1,-11,-1,,-1,-1,31.4,"179,633","5,107",0,0,0,0.2,,,,,
2023/7/14,1110,230,0,1,231,4,,1,2,34.67,"198,303","5,097",0,0,0,0.02,1.42,0.48,0.6,0.77,92.39
2023/7/13,1110,12,0,0,12,3,,,1,34.67,"198,303","5,096",0,0,0,1.11,,,,,
2023/7/12,1110,144,0,-370,-226,2,,-1,-1,34.67,"198,303","5,040",0,0,0,-1.58,,,,,
2023/7/11,1110,135,0,0,135,1,,,1,34.67,"198,303","5,121",0,0,0,-0.68,,,,,
2023/7/10,1110,-25,0,-9,-34,-6,,-5,-7,34.67,"198,303","5,156",0,0,0,-1.6,,,,,
2023/7/7,1110,-122,0,-15,-137,-5,,-4,-6,34.67,"198,303","5,240",0,0,0,0.06,1.39,0.37,0.49,0.76,92.59
2023/7/6,1110,-52,0,-19,-71,-4,,-3,-5,34.67,"198,303","5,237",0,0,0,-0.32,,,,,
2023/7/5,1110,-17,0,-4,-21,-3,,-2,-4,34.67,"198,303","5,254",0,0,0,-0.27,,,,,
2023/7/4,1110,-30,0,-5,-35,-2,,-1,-3,34.67,"198,303","5,268",0,0,0,0,,,,,
2023/7/3,1110,-71,0,5,-66,-1,,1,-2,34.67,"198,303","5,268",0,0,0,-0.42,,,,,
2023/7/31,1201,-148,0,19,-129,-22,,1,-22,14.55,"73,648","1,200",7,0.58,600,6.76,,,,,
2023/7/28,1201,-250,0,0,-250,-21,,,-21,14.55,"73,648","1,124",1,0.09,0,-0.88,3.43,1.57,1.6,0.67,60.01
2023/7/27,1201,-559,0,-1,-560,-20,,-1,-20,14.55,"73,648","1,134",1,0.09,-50,-0.26,,,,,
2023/7/26,1201,-141,0,0,-141,-19,,,-19,14.55,"73,648","1,137",2,0.18,100,0.53,,,,,
2023/7/25,1201,-200,0,10,-190,-18,,2,-18,14.55,"73,648","1,131",1,0.09,0,1.34,,,,,
2023/7/24,1201,-221,0,20,-201,-17,,1,-17,14.55,"73,648","1,116",1,0.09,0,-0.09,,,,,
2023/7/21,1201,-206,0,-1,-207,-16,,-1,-16,14.55,"73,648","1,117",0,0,0,0.36,3.35,1.48,1.73,0.67,60.13
2023/7/20,1201,-225,0,0,-225,-15,,,-15,14.55,"73,648","1,113",0,0,0,-0.98,,,,,
2023/7/19,1201,-135,0,4,-131,-14,,5,-14,14.55,"73,648","1,124",0,0,0,-1.58,,,,,
2023/7/18,1201,-428,0,28,-400,-13,,4,-13,14.55,"73,648","1,142",0,0,0,-3.14,,,,,
2023/7/17,1201,-62,0,39,-23,-12,,3,-12,14.55,"73,648","1,179",0,0,0,1.38,,,,,
2023/7/14,1201,-267,0,19,-248,-11,,2,-11,14.55,"73,648","1,163",0,0,0,-1.94,3.4,1.6,1.74,0.5,60.25
2023/7/13,1201,-275,0,1,-274,-10,,1,-10,14.55,"73,648","1,186",0,0,0,-0.75,,,,,
2023/7/12,1201,-110,0,-14,-124,-9,,-1,-9,14.55,"73,648","1,195",0,0,0,-3,,,,,
2023/7/11,1201,-67,0,0,-67,-8,,,-8,14.55,"73,648","1,232",0,0,0,-0.16,,,,,
2023/7/10,1201,-132,0,-42,-174,-7,,-5,-7,14.55,"73,648","1,234",0,0,0,-2.53,,,,,
2023/7/7,1201,-332,0,-29,-361,-6,,-4,-6,14.55,"73,648","1,266",0,0,0,3.09,3.43,1.6,1.89,0.5,60.37
2023/7/6,1201,-281,0,-18,-299,-5,,-3,-5,14.55,"73,648","1,228",0,0,0,1.57,,,,,
2023/7/5,1201,-72,0,-31,-103,-4,,-2,-4,14.55,"73,648","1,209",0,0,0,-1.06,,,,,
2023/7/4,1201,-100,0,-2,-102,-3,,-1,-3,14.55,"73,648","1,222",0,0,0,0.66,,,,,
2023/7/3,1201,-313,0,8,-305,-2,,1,-2,14.55,"73,648","1,214",0,0,0,1.76,,,,,
2023/7/31,1203,-2,0,1,-1,-2,,1,-2,28.84,"69,226",52,1,1.92,0,0,,,,,
2023/7/28,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",52,1,1.92,0,0,2.03,2.01,1.78,1.13,85.35
2023/7/27,1203,1,0,0,1,1,,,1,28.84,"69,226",52,1,1.92,0,0,,,,,
2023/7/26,1203,-8,0,0,-8,-1,,,-1,28.84,"69,226",52,1,1.92,0,0,,,,,
2023/7/25,1203,2,0,0,2,2,,,2,28.84,"69,226",52,1,1.92,0,-1.89,,,,,
2023/7/24,1203,1,0,0,1,1,,,1,28.84,"69,226",53,1,1.89,0,0,,,,,
2023/7/21,1203,-16,0,0,-16,-2,,,-2,28.84,"69,226",53,1,1.89,0,0,2.03,2.01,1.78,1.13,85.35
2023/7/20,1203,-2,0,0,-2,-1,,,-1,28.84,"69,226",53,1,1.89,0,0,,,,,
2023/7/19,1203,10,0,-6,4,1,,-2,1,28.84,"69,226",53,1,1.89,0,-1.85,,,,,
2023/7/18,1203,-4,0,-4,-8,-2,,-1,-2,28.84,"69,226",54,1,1.85,0,0,,,,,
2023/7/17,1203,-2,0,0,-2,-1,,,-1,28.84,"69,226",54,1,1.85,0,0,,,,,
2023/7/14,1203,8,0,1,9,2,,1,2,28.84,"69,226",54,1,1.85,0,-5.26,2.03,2.01,1.78,1.13,85.34
2023/7/13,1203,4,0,-1,3,1,,-6,1,28.84,"69,226",57,1,1.75,0,-1.72,,,,,
2023/7/12,1203,0,0,-2,-2,,,-5,-1,28.84,"69,226",58,1,1.72,0,0,,,,,
2023/7/11,1203,3,0,-3,0,3,,-4,,28.84,"69,226",58,1,1.72,0,1.75,,,,,
2023/7/10,1203,1,0,-2,-1,2,,-3,-1,28.84,"69,226",57,1,1.75,0,1.79,,,,,
2023/7/7,1203,2,0,-1,1,1,,-2,1,28.84,"69,226",56,1,1.79,0,-1.75,2.03,2.01,1.78,1.13,85.33
2023/7/6,1203,-14,0,-6,-20,-1,,-1,-1,28.84,"69,226",57,1,1.75,0,0,,,,,
2023/7/5,1203,2,0,0,2,2,,,7,28.84,"69,226",57,1,1.75,0,-14.93,,,,,
2023/7/4,1203,1,0,0,1,1,,,6,28.84,"69,226",67,1,1.49,0,0,,,,,
2023/7/3,1203,-3,0,8,5,-4,,5,5,28.84,"69,226",67,1,1.49,0,0,,,,,
2023/7/31,1210,-801,-2,"1,021",218,-1,-1,2,2,12.98,"116,151","17,597",43,0.24,16.22,8.14,,,,,
2023/7/28,1210,655,0,453,"1,108",1,,1,1,12.98,"116,151","16,272",37,0.23,5.71,-1.12,3.22,1.65,0.95,0.88,59.02
2023/7/27,1210,-385,0,-87,-472,-1,,-4,-1,12.98,"116,151","16,457",35,0.21,12.9,5.15,,,,,
2023/7/26,1210,905,-2,-62,841,13,-2,-3,11,12.98,"116,151","15,651",31,0.2,-3.13,1.33,,,,,
2023/7/25,1210,641,-2,-441,198,12,-1,-2,10,12.98,"116,151","15,445",32,0.21,-11.11,-1.82,,,,,
2023/7/24,1210,114,299,-33,380,11,1,-1,9,12.98,"116,151","15,732",36,0.23,16.13,-0.58,,,,,
2023/7/21,1210,"2,315",-2,357,"2,670",10,-2,2,8,12.98,"116,151","15,823",31,0.2,-13.89,1.97,2.99,1.71,1.12,0.7,58.65
2023/7/20,1210,"1,557",-1,561,"2,117",9,-1,1,7,12.98,"116,151","15,517",36,0.23,63.64,11.76,,,,,
2023/7/19,1210,"1,795",0,-585,"1,210",8,,-1,6,12.98,"116,151","13,884",22,0.16,-21.43,3.91,,,,,
2023/7/18,1210,507,0,694,"1,201",7,,2,5,12.98,"116,151","13,361",28,0.21,250,13.03,,,,,
2023/7/17,1210,"2,021",0,814,"2,835",6,,1,4,12.98,"116,151","11,821",8,0.07,-11.11,75.72,,,,,
2023/7/14,1210,"1,839",3,-59,"1,783",5,1,-4,3,12.98,"116,151","6,727",9,0.13,200,14.35,2.92,1.81,0.81,0.88,57.28
2023/7/13,1210,"2,030",0,-27,"2,003",4,,-3,2,12.98,"116,151","5,883",3,0.05,200,0.7,,,,,
2023/7/12,1210,393,84,-106,371,3,1,-2,1,12.98,"116,151","5,842",1,0.02,0,0.46,,,,,
2023/7/11,1210,386,0,-541,-155,2,,-1,-1,12.98,"116,151","5,815",1,0.02,0,27.8,,,,,
2023/7/10,1210,242,100,206,548,1,5,1,1,12.98,"116,151","4,550",0,0,0,7.18,,,,,
2023/7/7,1210,-181,4,-44,-221,-1,4,-4,-2,12.98,"116,151","4,245",0,0,0,0.74,2.9,1.6,1.13,0.79,57.17
2023/7/6,1210,70,3,-115,-42,7,3,-3,-1,12.98,"116,151","4,214",0,0,0,0.57,,,,,
2023/7/5,1210,98,3,-22,79,6,2,-2,6,12.98,"116,151","4,190",0,0,-100,-2.63,,,,,
2023/7/4,1210,"1,146",3,-4,"1,145",5,1,-1,5,12.98,"116,151","4,303",1,0.02,0,-3.78,,,,,
2023/7/3,1210,644,0,135,779,4,,1,4,12.98,"116,151","4,472",1,0.02,0,1.96,,,,,
2023/7/31,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.62,0.86,1.4,1.58,73.91
2023/7/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/26,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/25,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/24,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.6,0.8,1.4,1.58,73.91
2023/7/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/7/19,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
