證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張)
1110 東泥,2023/7/18,1110,3,0,0,3
1110 東泥,2023/7/17,1110,-10,0,-1,-11
1110 東泥,2023/7/14,1110,230,0,1,231
1110 東泥,2023/7/13,1110,12,0,0,12
1110 東泥,2023/7/12,1110,144,0,-370,-226
1110 東泥,2023/7/11,1110,135,0,0,135
1110 東泥,2023/7/10,1110,-25,0,-9,-34
1110 東泥,2023/7/7,1110,-122,0,-15,-137
1110 東泥,2023/7/6,1110,-52,0,-19,-71
1110 東泥,2023/7/5,1110,-17,0,-4,-21
1110 東泥,2023/7/4,1110,-30,0,-5,-35
1110 東泥,2023/7/3,1110,-71,0,5,-66
1110 東泥,2023/6/30,1110,0,0,-6,-6
1110 東泥,2023/6/29,1110,10,0,6,16
1110 東泥,2023/6/28,1110,10,0,8,18
1110 東泥,2023/6/27,1110,24,0,9,33
1110 東泥,2023/6/26,1110,4,0,8,12
1110 東泥,2023/6/21,1110,55,0,-2,53
1110 東泥,2023/6/20,1110,-10,0,-1,-11
1110 東泥,2023/6/19,1110,26,0,2,28
1110 東泥,2023/6/16,1110,-13,0,10,-3
1110 東泥,2023/6/15,1110,-51,0,0,-51
1110 東泥,2023/6/14,1110,-31,0,6,-25
1110 東泥,2023/6/13,1110,-3,0,-10,-13
1110 東泥,2023/6/12,1110,162,0,-9,153
1110 東泥,2023/6/9,1110,-13,0,0,-13
1110 東泥,2023/6/8,1110,-46,0,0,-46
1110 東泥,2023/6/7,1110,109,0,-11,98
1110 東泥,2023/6/6,1110,163,0,-101,62
1110 東泥,2023/6/5,1110,-27,0,1,-26
1110 東泥,2023/6/2,1110,-13,0,8,-5
1110 東泥,2023/6/1,1110,-83,0,-2,-85
1201 味全,2023/9/19,1201,-35,0,-5,-40
1201 味全,2023/9/18,1201,-143,0,-3,-146
1201 味全,2023/9/15,1201,-178,0,0,-178
1201 味全,2023/9/14,1201,-23,0,1,-22
1201 味全,2023/9/13,1201,-8,0,71,63
1201 味全,2023/9/12,1201,-83,0,-3,-86
1201 味全,2023/9/11,1201,-55,0,-86,-141
1201 味全,2023/9/8,1201,-264,0,-10,-274
1201 味全,2023/9/7,1201,-289,0,-29,-318
1201 味全,2023/9/6,1201,-148,0,-34,-182
1201 味全,2023/9/5,1201,-54,0,0,-54
1201 味全,2023/9/4,1201,-13,0,-5,-18
1201 味全,2023/9/1,1201,-11,0,52,41
1201 味全,2023/8/31,1201,-105,0,6,-99
1201 味全,2023/8/30,1201,-80,0,25,-54
1201 味全,2023/8/29,1201,-1,0,-40,-41
1201 味全,2023/8/28,1201,-24,0,-30,-54
1201 味全,2023/8/25,1201,39,0,-131,-92
1201 味全,2023/8/24,1201,-15,0,-29,-44
1201 味全,2023/8/23,1201,130,0,0,130
1201 味全,2023/8/22,1201,-42,0,0,-42
1201 味全,2023/8/21,1201,4,0,0,4
1201 味全,2023/8/18,1201,87,0,-4,83
1201 味全,2023/8/17,1201,-14,0,32,18
1201 味全,2023/8/16,1201,21,0,0,21
1201 味全,2023/8/15,1201,-55,0,1,-54
1201 味全,2023/8/14,1201,-197,0,-63,-260
1201 味全,2023/8/11,1201,-11,0,123,112
1201 味全,2023/8/10,1201,-53,0,1,-52
1201 味全,2023/8/9,1201,-22,0,-1,-23
1201 味全,2023/8/8,1201,-149,0,-32,-181
1201 味全,2023/8/7,1201,-81,0,1,-80
1201 味全,2023/8/4,1201,-23,0,31,8
1201 味全,2023/8/2,1201,-72,0,-6,-78
1201 味全,2023/8/1,1201,-68,0,17,-51
1201 味全,2023/7/31,1201,-148,0,19,-129
1201 味全,2023/7/28,1201,-250,0,0,-250
1201 味全,2023/7/27,1201,-559,0,-1,-560
1201 味全,2023/7/26,1201,-141,0,0,-141
1201 味全,2023/7/25,1201,-200,0,10,-190
1201 味全,2023/7/24,1201,-221,0,20,-201
1201 味全,2023/7/21,1201,-206,0,-1,-207
1201 味全,2023/7/20,1201,-225,0,0,-225
1201 味全,2023/7/19,1201,-135,0,4,-131
1201 味全,2023/7/18,1201,-428,0,28,-400
1201 味全,2023/7/17,1201,-62,0,39,-23
1201 味全,2023/7/14,1201,-267,0,19,-248
1201 味全,2023/7/13,1201,-275,0,1,-274
1201 味全,2023/7/12,1201,-110,0,-14,-124
1201 味全,2023/7/11,1201,-67,0,0,-67
1201 味全,2023/7/10,1201,-132,0,-42,-174
1201 味全,2023/7/7,1201,-332,0,-29,-361
1201 味全,2023/7/6,1201,-281,0,-18,-299
1201 味全,2023/7/5,1201,-72,0,-31,-103
1201 味全,2023/7/4,1201,-100,0,-2,-102
1201 味全,2023/7/3,1201,-313,0,8,-305
1201 味全,2023/6/30,1201,-382,0,-2,-384
1201 味全,2023/6/29,1201,216,0,16,232
1201 味全,2023/6/28,1201,-40,0,12,-28
1201 味全,2023/6/27,1201,-137,0,10,-127
1201 味全,2023/6/26,1201,-27,0,3,-24
1201 味全,2023/6/21,1201,-41,0,1,-40
1201 味全,2023/6/20,1201,-74,0,0,-74
1201 味全,2023/6/19,1201,-179,0,-3,-182
1201 味全,2023/6/16,1201,-141,0,9,-132
1201 味全,2023/6/15,1201,-220,0,-1,-221
1201 味全,2023/6/14,1201,-148,0,15,-133
1201 味全,2023/6/13,1201,-192,0,23,-169
1201 味全,2023/6/12,1201,-221,0,-2,-223
1201 味全,2023/6/9,1201,-202,0,1,-201
1201 味全,2023/6/8,1201,-72,0,-1,-73
1201 味全,2023/6/7,1201,3,0,2,5
1201 味全,2023/6/6,1201,-40,0,0,-40
1201 味全,2023/6/5,1201,-199,0,2,-196
1201 味全,2023/6/2,1201,-61,0,8,-53
1201 味全,2023/6/1,1201,-30,0,1,-29
1203 味王,2023/9/19,1203,1,0,-2,-1
1203 味王,2023/9/18,1203,0,0,0,0
1203 味王,2023/9/15,1203,-1,0,0,-1
1203 味王,2023/9/14,1203,13,0,0,13
1203 味王,2023/9/13,1203,6,0,0,6
1203 味王,2023/9/12,1203,0,0,1,1
1203 味王,2023/9/11,1203,-1,0,0,-1
1203 味王,2023/9/8,1203,0,0,-1,-1
1203 味王,2023/9/7,1203,-2,0,-11,-13
1203 味王,2023/9/6,1203,-7,0,-3,-10
1203 味王,2023/9/5,1203,0,0,0,0
1203 味王,2023/9/4,1203,0,0,0,0
1203 味王,2023/9/1,1203,-1,0,0,-1
1203 味王,2023/8/31,1203,-2,0,0,-2
1203 味王,2023/8/30,1203,0,0,0,0
1203 味王,2023/8/29,1203,0,0,0,0
1203 味王,2023/8/28,1203,1,0,0,1
1203 味王,2023/8/25,1203,-1,0,0,-1
1203 味王,2023/8/24,1203,-1,0,0,-1
1203 味王,2023/8/23,1203,-1,0,0,-1
1203 味王,2023/8/22,1203,2,0,0,2
1203 味王,2023/8/21,1203,8,0,0,8
1203 味王,2023/8/18,1203,0,0,-1,-1
1203 味王,2023/8/17,1203,0,0,0,0
1203 味王,2023/8/16,1203,-2,0,0,-2
1203 味王,2023/8/15,1203,1,0,0,1
1203 味王,2023/8/14,1203,1,0,0,1
1203 味王,2023/8/11,1203,0,0,0,0
1203 味王,2023/8/10,1203,-6,0,0,-6
1203 味王,2023/8/9,1203,0,0,0,0
1203 味王,2023/8/8,1203,1,0,-15,-14
1203 味王,2023/8/7,1203,7,0,-3,4
1203 味王,2023/8/4,1203,3,0,0,3
1203 味王,2023/8/2,1203,-12,0,-3,-15
1203 味王,2023/8/1,1203,0,0,3,3
1203 味王,2023/7/31,1203,-2,0,1,-1
1203 味王,2023/7/28,1203,-1,0,0,-1
1203 味王,2023/7/27,1203,1,0,0,1
1203 味王,2023/7/26,1203,-8,0,0,-8
1203 味王,2023/7/25,1203,2,0,0,2
1203 味王,2023/7/24,1203,1,0,0,1
1203 味王,2023/7/21,1203,-16,0,0,-16
1203 味王,2023/7/20,1203,-2,0,0,-2
1203 味王,2023/7/19,1203,10,0,-6,4
1203 味王,2023/7/18,1203,-4,0,-4,-8
1203 味王,2023/7/17,1203,-2,0,0,-2
1203 味王,2023/7/14,1203,8,0,1,9
1203 味王,2023/7/13,1203,4,0,-1,3
1203 味王,2023/7/12,1203,0,0,-2,-2
1203 味王,2023/7/11,1203,3,0,-3,0
1203 味王,2023/7/10,1203,1,0,-2,-1
1203 味王,2023/7/7,1203,2,0,-1,1
1203 味王,2023/7/6,1203,-14,0,-6,-20
1203 味王,2023/7/5,1203,2,0,0,2
1203 味王,2023/7/4,1203,1,0,0,1
1203 味王,2023/7/3,1203,-3,0,8,5
1203 味王,2023/6/30,1203,-4,0,6,2
1203 味王,2023/6/29,1203,-2,0,4,2
1203 味王,2023/6/28,1203,-7,0,9,2
1203 味王,2023/6/27,1203,8,0,10,18
1203 味王,2023/6/26,1203,0,0,0,0
1203 味王,2023/6/21,1203,28,0,-1,27
1203 味王,2023/6/20,1203,-1,0,0,-1
1203 味王,2023/6/19,1203,-1,0,0,-1
1203 味王,2023/6/16,1203,11,0,9,20
1203 味王,2023/6/15,1203,21,0,-2,19
1203 味王,2023/6/14,1203,19,0,-8,11
1203 味王,2023/6/13,1203,10,0,5,15
1203 味王,2023/6/12,1203,15,0,1,16
1203 味王,2023/6/9,1203,21,0,-3,18
1203 味王,2023/6/8,1203,1,0,0,1
1203 味王,2023/6/7,1203,21,0,0,21
1203 味王,2023/6/6,1203,5,0,-1,4
1203 味王,2023/6/5,1203,0,0,0,0
1203 味王,2023/6/2,1203,4,0,0,4
1203 味王,2023/6/1,1203,1,0,0,1
1210 大成,2023/9/19,1210,-935,-150,-37,-1122
1210 大成,2023/9/18,1210,-430,0,3,-427
1210 大成,2023/9/15,1210,429,9,81,519
1210 大成,2023/9/14,1210,294,0,73,367
1210 大成,2023/9/13,1210,-1137,0,25,-1112
1210 大成,2023/9/12,1210,-449,0,-36,-485
1210 大成,2023/9/11,1210,-578,0,-147,-725
1210 大成,2023/9/8,1210,-37,0,-56,-93
1210 大成,2023/9/7,1210,290,0,5,295
1210 大成,2023/9/6,1210,-296,-300,18,-578
1210 大成,2023/9/5,1210,-756,-1,182,-575
1210 大成,2023/9/4,1210,-852,74,718,-60
1210 大成,2023/9/1,1210,-176,-1,274,97
1210 大成,2023/8/31,1210,-26,0,385,359
1210 大成,2023/8/30,1210,-411,0,53,-358
1210 大成,2023/8/29,1210,177,0,51,228
1210 大成,2023/8/28,1210,-187,0,-65,-252
1210 大成,2023/8/25,1210,645,0,-45,600
1210 大成,2023/8/24,1210,-418,-200,-15,-633
1210 大成,2023/8/23,1210,-111,0,-12,-123
1210 大成,2023/8/22,1210,197,0,-5,192
1210 大成,2023/8/21,1210,-287,160,19,-108
1210 大成,2023/8/18,1210,593,0,199,792
1210 大成,2023/8/17,1210,117,-200,38,-45
1210 大成,2023/8/16,1210,-488,240,-510,-758
1210 大成,2023/8/15,1210,41,0,-32,9
1210 大成,2023/8/14,1210,-389,0,-402,-792
1210 大成,2023/8/11,1210,-957,2,-225,-1180
1210 大成,2023/8/10,1210,-530,80,-834,-1284
1210 大成,2023/8/9,1210,-531,0,-1048,-1579
1210 大成,2023/8/8,1210,-654,0,60,-594
1210 大成,2023/8/7,1210,447,84,394,925
1210 大成,2023/8/4,1210,2444,0,-549,1895
1210 大成,2023/8/2,1210,-1251,210,-1126,-2167
1210 大成,2023/8/1,1210,193,26,591,810
1210 大成,2023/7/31,1210,-801,-2,1021,218
1210 大成,2023/7/28,1210,655,0,453,1108
1210 大成,2023/7/27,1210,-385,0,-87,-472
1210 大成,2023/7/26,1210,905,-2,-62,841
1210 大成,2023/7/25,1210,641,-2,-441,198
1210 大成,2023/7/24,1210,114,299,-33,380
1210 大成,2023/7/21,1210,2315,-2,357,2670
1210 大成,2023/7/20,1210,1557,-1,561,2117
1210 大成,2023/7/19,1210,1795,0,-585,1210
1210 大成,2023/7/18,1210,507,0,694,1201
1210 大成,2023/7/17,1210,2021,0,814,2835
1210 大成,2023/7/14,1210,1839,3,-59,1783
1210 大成,2023/7/13,1210,2030,0,-27,2003
1210 大成,2023/7/12,1210,393,84,-106,371
1210 大成,2023/7/11,1210,386,0,-541,-155
1210 大成,2023/7/10,1210,242,100,206,548
1210 大成,2023/7/7,1210,-181,4,-44,-221
1210 大成,2023/7/6,1210,70,3,-115,-42
1210 大成,2023/7/5,1210,98,3,-22,79
1210 大成,2023/7/4,1210,1146,3,-4,1145
1210 大成,2023/7/3,1210,644,0,135,779
1210 大成,2023/6/30,1210,464,100,-7,557
1210 大成,2023/6/29,1210,156,171,41,368
1210 大成,2023/6/28,1210,447,152,1,600
1210 大成,2023/6/27,1210,-124,0,14,-110
1210 大成,2023/6/26,1210,-22,1,3,-18
1210 大成,2023/6/21,1210,141,0,-270,-129
1210 大成,2023/6/20,1210,-530,-499,-119,-1148
1210 大成,2023/6/19,1210,-202,1,-41,-242
1210 大成,2023/6/16,1210,48,0,15,63
1210 大成,2023/6/15,1210,130,0,-62,68
1210 大成,2023/6/14,1210,186,0,31,217
1210 大成,2023/6/13,1210,-85,0,5,-80
1210 大成,2023/6/12,1210,-173,0,-46,-219
1210 大成,2023/6/9,1210,72,0,19,91
1210 大成,2023/6/8,1210,684,0,-33,651
1210 大成,2023/6/7,1210,539,0,-87,452
1210 大成,2023/6/6,1210,-12,0,-84,-96
1210 大成,2023/6/5,1210,-26,0,11,-15
1210 大成,2023/6/2,1210,232,2,-63,171
1210 大成,2023/6/1,1210,28,-2,5,31
1213 大飲,2023/9/19,1213,0,0,0,0
1213 大飲,2023/9/18,1213,0,0,0,0
1213 大飲,2023/9/15,1213,0,0,0,0
1213 大飲,2023/9/14,1213,0,0,0,0
1213 大飲,2023/9/13,1213,0,0,0,0
1213 大飲,2023/9/12,1213,0,0,0,0
1213 大飲,2023/9/11,1213,0,0,0,0
1213 大飲,2023/9/8,1213,0,0,0,0
1213 大飲,2023/9/7,1213,0,0,0,0
1213 大飲,2023/9/6,1213,0,0,0,0
1213 大飲,2023/9/5,1213,0,0,0,0
1213 大飲,2023/9/4,1213,0,0,0,0
1213 大飲,2023/9/1,1213,0,0,0,0
1213 大飲,2023/8/31,1213,0,0,0,0
1213 大飲,2023/8/30,1213,0,0,0,0
1213 大飲,2023/8/29,1213,0,0,0,0
1213 大飲,2023/8/28,1213,0,0,0,0
1213 大飲,2023/8/25,1213,0,0,0,0
1213 大飲,2023/8/24,1213,0,0,0,0
1213 大飲,2023/8/23,1213,0,0,0,0
1213 大飲,2023/8/22,1213,0,0,0,0
1213 大飲,2023/8/21,1213,0,0,0,0
1213 大飲,2023/8/18,1213,0,0,0,0
1213 大飲,2023/8/17,1213,0,0,0,0
1213 大飲,2023/8/16,1213,0,0,0,0
1213 大飲,2023/8/15,1213,0,0,0,0
1213 大飲,2023/8/14,1213,0,0,0,0
1213 大飲,2023/8/11,1213,0,0,0,0
1213 大飲,2023/8/10,1213,0,0,0,0
1213 大飲,2023/8/9,1213,0,0,0,0
1213 大飲,2023/8/8,1213,0,0,0,0
1213 大飲,2023/8/7,1213,0,0,0,0
1213 大飲,2023/8/4,1213,0,0,0,0
1213 大飲,2023/8/2,1213,0,0,0,0
1213 大飲,2023/8/1,1213,0,0,0,0
1213 大飲,2023/7/31,1213,0,0,0,0
1213 大飲,2023/7/28,1213,0,0,0,0
1213 大飲,2023/7/27,1213,0,0,0,0
1213 大飲,2023/7/26,1213,0,0,0,0
1213 大飲,2023/7/25,1213,0,0,0,0
1213 大飲,2023/7/24,1213,0,0,0,0
1213 大飲,2023/7/21,1213,0,0,0,0
1213 大飲,2023/7/20,1213,0,0,0,0
1213 大飲,2023/7/19,1213,0,0,0,0
1213 大飲,2023/7/18,1213,0,0,0,0
1213 大飲,2023/7/17,1213,0,0,0,0
1213 大飲,2023/7/14,1213,0,0,0,0
1213 大飲,2023/7/13,1213,0,0,0,0
1213 大飲,2023/7/12,1213,0,0,0,0
1213 大飲,2023/7/11,1213,0,0,0,0
1213 大飲,2023/7/10,1213,0,0,0,0
1213 大飲,2023/7/7,1213,0,0,0,0
1213 大飲,2023/7/6,1213,0,0,0,0
1213 大飲,2023/7/5,1213,0,0,0,0
1213 大飲,2023/7/4,1213,0,0,0,0
1213 大飲,2023/7/3,1213,0,0,0,0
1213 大飲,2023/6/30,1213,0,0,0,0
1213 大飲,2023/6/29,1213,0,0,0,0
1213 大飲,2023/6/28,1213,0,0,0,0
1213 大飲,2023/6/27,1213,0,0,0,0
1213 大飲,2023/6/26,1213,0,0,0,0
1213 大飲,2023/6/21,1213,0,0,0,0
1213 大飲,2023/6/20,1213,0,0,0,0
1213 大飲,2023/6/19,1213,0,0,0,0
1213 大飲,2023/6/16,1213,0,0,0,0
1213 大飲,2023/6/15,1213,0,0,0,0
1213 大飲,2023/6/14,1213,0,0,0,0
1213 大飲,2023/6/13,1213,0,0,0,0
1213 大飲,2023/6/12,1213,0,0,0,0
1213 大飲,2023/6/9,1213,0,0,0,0
1213 大飲,2023/6/8,1213,0,0,0,0
1213 大飲,2023/6/7,1213,0,0,0,0
1213 大飲,2023/6/6,1213,0,0,0,0
1213 大飲,2023/6/5,1213,0,0,0,0
1213 大飲,2023/6/2,1213,0,0,0,0
1213 大飲,2023/6/1,1213,0,0,0,0
1215 卜蜂,2023/9/19,1215,-247,0,-23,-270
1215 卜蜂,2023/9/18,1215,-249,0,-22,-271
1215 卜蜂,2023/9/15,1215,188,0,-98,90
1215 卜蜂,2023/9/14,1215,514,450,-5,959
1215 卜蜂,2023/9/13,1215,1410,318,76,1804
1215 卜蜂,2023/9/12,1215,351,47,100,498
1215 卜蜂,2023/9/11,1215,29,66,-12,83
1215 卜蜂,2023/9/8,1215,-27,9,-11,-29
1215 卜蜂,2023/9/7,1215,-139,0,6,-133
1215 卜蜂,2023/9/6,1215,-210,0,-2,-212
1215 卜蜂,2023/9/5,1215,-66,-1,62,-5
1215 卜蜂,2023/9/4,1215,-49,16,-45,-78
1215 卜蜂,2023/9/1,1215,132,5,19,156
1215 卜蜂,2023/8/31,1215,147,0,15,162
1215 卜蜂,2023/8/30,1215,-29,48,-108,-89
1215 卜蜂,2023/8/29,1215,167,0,7,174
1215 卜蜂,2023/8/28,1215,-43,0,-54,-97
1215 卜蜂,2023/8/25,1215,12,39,4,55
1215 卜蜂,2023/8/24,1215,-5,97,5,97
1215 卜蜂,2023/8/23,1215,40,38,-10,68
1215 卜蜂,2023/8/22,1215,209,0,-34,175
1215 卜蜂,2023/8/21,1215,55,0,-11,44
1215 卜蜂,2023/8/18,1215,56,0,106,162
1215 卜蜂,2023/8/17,1215,156,75,-8,223
1215 卜蜂,2023/8/16,1215,1175,356,82,1612
1215 卜蜂,2023/8/15,1215,366,100,26,492
1215 卜蜂,2023/8/14,1215,74,100,9,183
1215 卜蜂,2023/8/11,1215,5,1,15,21
1215 卜蜂,2023/8/10,1215,-224,0,6,-218
1215 卜蜂,2023/8/9,1215,263,0,-24,239
1215 卜蜂,2023/8/8,1215,420,0,-88,332
1215 卜蜂,2023/8/7,1215,-22,-3,-7,-32
1215 卜蜂,2023/8/4,1215,-214,17,-20,-217
1215 卜蜂,2023/8/2,1215,-343,180,-39,-202
1215 卜蜂,2023/8/1,1215,108,0,25,133
1215 卜蜂,2023/7/31,1215,-150,-1,78,-73
1215 卜蜂,2023/7/28,1215,131,99,-4,226
1215 卜蜂,2023/7/27,1215,-104,0,-12,-116
1215 卜蜂,2023/7/26,1215,482,92,19,593
1215 卜蜂,2023/7/25,1215,-199,153,3,-43
1215 卜蜂,2023/7/24,1215,19,80,-2,97
1215 卜蜂,2023/7/21,1215,279,-1,0,278
1215 卜蜂,2023/7/20,1215,423,0,11,434
1215 卜蜂,2023/7/19,1215,786,0,48,834
1215 卜蜂,2023/7/18,1215,-42,-240,5,-277
1215 卜蜂,2023/7/17,1215,418,-270,70,217
1215 卜蜂,2023/7/14,1215,308,-201,2,109
1215 卜蜂,2023/7/13,1215,-34,-234,-5,-273
1215 卜蜂,2023/7/12,1215,-77,-206,-22,-305
1215 卜蜂,2023/7/11,1215,-2,-150,-11,-163
1215 卜蜂,2023/7/10,1215,-126,1,-9,-135
1215 卜蜂,2023/7/7,1215,-11,-123,-30,-165
1215 卜蜂,2023/7/6,1215,-283,1,-11,-293
1215 卜蜂,2023/7/5,1215,-63,1,-19,-81
1215 卜蜂,2023/7/4,1215,-183,-353,4,-531
1215 卜蜂,2023/7/3,1215,-360,-142,-67,-569
1215 卜蜂,2023/6/30,1215,-352,-28,6,-374
1215 卜蜂,2023/6/29,1215,-215,285,-26,44
1215 卜蜂,2023/6/28,1215,120,-51,-46,23
1215 卜蜂,2023/6/27,1215,164,850,1,1015
1215 卜蜂,2023/6/26,1215,-174,206,9,41
1215 卜蜂,2023/6/21,1215,-339,1247,0,908
1215 卜蜂,2023/6/20,1215,-1151,1907,5,761
1215 卜蜂,2023/6/19,1215,-1216,1947,-37,694
1215 卜蜂,2023/6/16,1215,-85,640,76,631
1215 卜蜂,2023/6/15,1215,380,468,2,850
1215 卜蜂,2023/6/14,1215,636,607,45,1288
1215 卜蜂,2023/6/13,1215,390,0,-31,359
1215 卜蜂,2023/6/12,1215,161,0,20,181
1215 卜蜂,2023/6/9,1215,554,35,0,589
1215 卜蜂,2023/6/8,1215,173,0,-1,172
1215 卜蜂,2023/6/7,1215,132,0,-4,128
1215 卜蜂,2023/6/6,1215,195,0,-10,185
1215 卜蜂,2023/6/5,1215,-81,0,2,-79
1215 卜蜂,2023/6/2,1215,168,0,1,169
1215 卜蜂,2023/6/1,1215,75,34,-27,82
1216 統一,2023/9/19,1216,-813,317,-80,-576
1216 統一,2023/9/18,1216,-296,-69,12,-353
1216 統一,2023/9/15,1216,1434,-1301,58,191
1216 統一,2023/9/14,1216,-1539,-132,80,-1591
1216 統一,2023/9/13,1216,-284,130,7,-147
1216 統一,2023/9/12,1216,-621,-169,97,-693
1216 統一,2023/9/11,1216,-487,76,-48,-460
1216 統一,2023/9/8,1216,-285,352,-61,6
1216 統一,2023/9/7,1216,-1206,20,-163,-1349
1216 統一,2023/9/6,1216,-1143,198,-228,-1173
1216 統一,2023/9/5,1216,433,-328,2,107
1216 統一,2023/9/4,1216,242,130,7,379
1216 統一,2023/9/1,1216,661,-983,44,-278
1216 統一,2023/8/31,1216,-5078,-326,124,-5281
1216 統一,2023/8/30,1216,-3326,315,-134,-3145
1216 統一,2023/8/29,1216,-160,77,83,0
1216 統一,2023/8/28,1216,1121,286,-96,1311
1216 統一,2023/8/25,1216,-1520,117,-225,-1628
1216 統一,2023/8/24,1216,-1237,223,6,-1008
1216 統一,2023/8/23,1216,-722,461,94,-167
1216 統一,2023/8/22,1216,74,44,-47,71
1216 統一,2023/8/21,1216,329,-647,3,-315
1216 統一,2023/8/18,1216,-1347,294,183,-871
1216 統一,2023/8/17,1216,-3879,370,72,-3438
1216 統一,2023/8/16,1216,-1085,380,-233,-939
1216 統一,2023/8/15,1216,1304,-405,25,924
1216 統一,2023/8/14,1216,38,1784,-22,1800
1216 統一,2023/8/11,1216,1900,672,213,2785
1216 統一,2023/8/10,1216,-980,755,-27,-251
1216 統一,2023/8/9,1216,601,61,21,683
1216 統一,2023/8/8,1216,-854,865,-302,-291
1216 統一,2023/8/7,1216,1681,-165,-104,1413
1216 統一,2023/8/4,1216,819,-8,-5075,-4264
1216 統一,2023/8/2,1216,-6025,1272,2588,-2166
1216 統一,2023/8/1,1216,-1266,877,2610,2221
1216 統一,2023/7/31,1216,-2897,794,122,-1981
1216 統一,2023/7/28,1216,-1482,467,41,-974
1216 統一,2023/7/27,1216,1280,277,25,1582
1216 統一,2023/7/26,1216,-451,-47,8,-490
1216 統一,2023/7/25,1216,-3305,-59,242,-3122
1216 統一,2023/7/24,1216,-4488,3772,7,-709
1216 統一,2023/7/21,1216,-5479,3544,50,-1885
1216 統一,2023/7/20,1216,-4429,3383,15,-1031
1216 統一,2023/7/19,1216,-4425,3193,-179,-1411
1216 統一,2023/7/18,1216,-4440,3097,-220,-1563
1216 統一,2023/7/17,1216,-1249,-662,-155,-2066
1216 統一,2023/7/14,1216,-120,-69,-86,-275
1216 統一,2023/7/13,1216,-1206,-129,54,-1281
1216 統一,2023/7/12,1216,-1689,550,-33,-1172
1216 統一,2023/7/11,1216,-493,281,2,-210
1216 統一,2023/7/10,1216,302,74,-192,184
1216 統一,2023/7/7,1216,-4046,134,-90,-4002
1216 統一,2023/7/6,1216,-4894,95,-339,-5138
1216 統一,2023/7/5,1216,-1439,-35,-329,-1803
1216 統一,2023/7/4,1216,-619,197,-17,-440
1216 統一,2023/7/3,1216,-987,206,157,-624
1216 統一,2023/6/30,1216,-1128,142,-1,-987
1216 統一,2023/6/29,1216,-574,309,123,-142
1216 統一,2023/6/28,1216,-1272,-15,160,-1127
1216 統一,2023/6/27,1216,-414,-12,188,-238
1216 統一,2023/6/26,1216,-1544,5,77,-1461
1216 統一,2023/6/21,1216,-1402,-3,46,-1359
1216 統一,2023/6/20,1216,-10823,12030,4,1211
1216 統一,2023/6/19,1216,-9224,12417,-163,3030
1216 統一,2023/6/16,1216,-5264,11502,91,6329
1216 統一,2023/6/15,1216,-803,-73,164,-712
1216 統一,2023/6/14,1216,-28,36,113,121
1216 統一,2023/6/13,1216,-128,-30,428,270
1216 統一,2023/6/12,1216,356,-22,45,379
1216 統一,2023/6/9,1216,975,8,37,1020
1216 統一,2023/6/8,1216,-360,-28,45,-343
1216 統一,2023/6/7,1216,-651,-19,48,-622
1216 統一,2023/6/6,1216,-1166,2,116,-1048
1216 統一,2023/6/5,1216,-1028,-26,246,-808
1216 統一,2023/6/2,1216,1646,-33,118,1731
1216 統一,2023/6/1,1216,-1447,-5,18,-1434
1217 愛之味,2023/9/19,1217,-981,0,-4,-985
1217 愛之味,2023/9/18,1217,-322,0,-3,-325
1217 愛之味,2023/9/15,1217,-538,0,0,-538
1217 愛之味,2023/9/14,1217,-156,0,0,-156
1217 愛之味,2023/9/13,1217,485,0,108,593
1217 愛之味,2023/9/12,1217,-445,0,133,-312
1217 愛之味,2023/9/11,1217,48,0,0,48
1217 愛之味,2023/9/8,1217,134,0,-5,129
1217 愛之味,2023/9/7,1217,-907,0,-15,-922
1217 愛之味,2023/9/6,1217,-1264,0,-25,-1289
1217 愛之味,2023/9/5,1217,-545,0,1,-544
1217 愛之味,2023/9/4,1217,-735,0,1,-734
1217 愛之味,2023/9/1,1217,3213,0,-4,3209
1217 愛之味,2023/8/31,1217,-436,0,0,-436
1217 愛之味,2023/8/30,1217,-1505,0,2,-1503
1217 愛之味,2023/8/29,1217,-74,0,2,-72
1217 愛之味,2023/8/28,1217,930,0,-3,927
1217 愛之味,2023/8/25,1217,-1157,0,-7,-1164
1217 愛之味,2023/8/24,1217,-181,0,0,-181
1217 愛之味,2023/8/23,1217,-73,0,0,-73
1217 愛之味,2023/8/22,1217,-872,0,3,-869
1217 愛之味,2023/8/21,1217,459,0,0,459
1217 愛之味,2023/8/18,1217,-1425,0,-7,-1432
1217 愛之味,2023/8/17,1217,-737,0,-10,-747
1217 愛之味,2023/8/16,1217,473,0,2,475
1217 愛之味,2023/8/15,1217,-2273,0,0,-2273
1217 愛之味,2023/8/14,1217,3486,0,-22,3464
1217 愛之味,2023/8/11,1217,-955,4,-5,-956
1217 愛之味,2023/8/10,1217,-1970,0,0,-1970
1217 愛之味,2023/8/9,1217,-1648,0,-185,-1833
1217 愛之味,2023/8/8,1217,-1825,0,172,-1653
1217 愛之味,2023/8/7,1217,-3196,5,-36,-3227
1217 愛之味,2023/8/4,1217,1736,-2,-6,1728
1217 愛之味,2023/8/2,1217,-1655,-2,-25,-1682
1217 愛之味,2023/8/1,1217,1509,0,0,1509
1217 愛之味,2023/7/31,1217,1008,-5,0,1003
1217 愛之味,2023/7/28,1217,691,0,0,691
