m_date,company_id,revenue_release_date,revenue_m,revenue_m_lastyear, revenue_vs_lastyear_ratio, revenue_mom_ratio, revenue_growth_month,cumulative_revenue,cumulative_revenue_lastyear, cumulative_revenue_vs_lastyear_ratio
2023/11/30,4745,2023/12/7,317063 ,435796 ,-27.25 ,-6.77 ,-2 ,4330825 ,5084505 ,-14.82 
2023/11/30,4746,2023/12/5,315359 ,341768 ,-7.73 ,-21.67 ,-1 ,3866074 ,3392136 ,13.97 
2023/11/30,4747,2023/12/8,53066 ,44150 ,20.19 ,3.73 ,2 ,556198 ,442148 ,25.79 
2023/11/30,4754,2023/12/9,60122 ,43013 ,39.78 ,18.76 ,3 ,602735 ,427614 ,40.95 
2023/11/30,4755,2023/12/5,386904 ,428128 ,-9.63 ,-7.70 ,-1 ,4481681 ,5210256 ,-13.98 
2023/11/30,4760,2023/12/6,67862 ,53678 ,26.42 ,-12.34 ,-3 ,970091 ,867045 ,11.88 
2023/11/30,4763,2023/12/4,1244175 ,415632 ,199.35 ,0.19 ,11 ,9674802 ,3867827 ,150.14 
2023/11/30,4764,2023/12/8,172411 ,222586 ,-22.54 ,2.32 ,1 ,2007397 ,2568935 ,-21.86 
2023/11/30,4766,2023/12/8,1853007 ,1986469 ,-6.72 ,-1.27 ,-1 ,18793661 ,20277270 ,-7.32 
2023/11/30,4767,2023/12/8,96393 ,113566 ,-15.12 ,0.18 ,1 ,1127514 ,1277026 ,-11.71 
2023/11/30,4768,2023/12/8,65733 ,96051 ,-31.56 ,0.41 ,2 ,747349 ,982707 ,-23.95 
2023/11/30,4770,2023/12/8,449332 ,560914 ,-19.89 ,7.35 ,1 ,5271798 ,5539582 ,-4.83 
2023/11/30,4804,2023/12/8,16156 ,29343 ,-44.94 ,4.67 ,1 ,228914 ,251292 ,-8.91 
2023/11/30,4806,2023/12/8,80 ,5 ,1500.00 ,0.00 ,0 ,1330 ,2172 ,-38.77 
2023/11/30,4807,2023/12/8,117956 ,124529 ,-5.28 ,-16.92 ,-1 ,1068718 ,1569132 ,-31.89 
2023/11/30,4903,2023/12/7,83991 ,80133 ,4.81 ,136.32 ,1 ,590043 ,759652 ,-22.33 
2023/11/30,4904,2023/12/11,8845453 ,7972064 ,10.96 ,-0.87 ,-1 ,84992610 ,81026795 ,4.89 
2023/11/30,4905,2023/12/8,8746 ,3897 ,124.43 ,-15.33 ,-2 ,105252 ,77844 ,35.21 
2023/11/30,4906,2023/12/8,1906562 ,3033007 ,-37.14 ,4.66 ,1 ,23963702 ,25346703 ,-5.46 
2023/11/30,4907,2023/12/8,2292373 ,54 ,0.00 ,5073.02 ,1 ,3272158 ,195868 ,1570.59 
2023/11/30,4908,2023/12/11,118114 ,70376 ,67.83 ,32.38 ,1 ,838929 ,829571 ,1.13 
2023/11/30,4909,2023/12/8,25221 ,34177 ,-26.20 ,-59.83 ,-1 ,575926 ,435961 ,32.10 
2023/11/30,4911,2023/12/5,15674 ,11081 ,41.45 ,4.54 ,1 ,163266 ,53759 ,203.70 
2023/11/30,4912,2023/12/8,429461 ,413093 ,3.96 ,6.15 ,1 ,4292331 ,5686344 ,-24.52 
2023/11/30,4915,2023/12/5,4977986 ,6616854 ,-24.77 ,-0.13 ,-2 ,56428195 ,73390851 ,-23.11 
2023/11/30,4916,2023/12/10,278245 ,309678 ,-10.15 ,-15.74 ,-1 ,3136424 ,2401887 ,30.58 
2023/11/30,4919,2023/12/7,2818045 ,3437434 ,-18.02 ,-1.66 ,-2 ,32562201 ,38871493 ,-16.23 
2023/11/30,4923,2023/12/6,70644 ,80045 ,-11.74 ,0.56 ,7 ,668352 ,1031251 ,-35.19 
2023/11/30,4924,2023/12/11,48136 ,93518 ,-48.53 ,26.32 ,1 ,455965 ,669041 ,-31.85 
2023/11/30,4927,2023/12/4,986094 ,1162012 ,-15.14 ,-3.28 ,-1 ,11548682 ,13892099 ,-16.87 
2023/11/30,4930,2023/12/8,607600 ,548600 ,10.75 ,-9.03 ,-3 ,6378791 ,7045986 ,-9.47 
2023/11/30,4931,2023/12/7,84494 ,240229 ,-64.83 ,-3.96 ,-2 ,1637704 ,2567168 ,-36.21 
2023/11/30,4933,2023/12/8,231998 ,171514 ,35.26 ,-1.93 ,-3 ,2273213 ,2118874 ,7.28 
2023/11/30,4934,2023/12/8,59809 ,248623 ,-75.94 ,-11.38 ,-4 ,2117903 ,1978857 ,7.03 
2023/11/30,4935,2023/12/7,533616 ,739043 ,-27.80 ,-3.01 ,-1 ,5465311 ,9145045 ,-40.24 
2023/11/30,4938,2023/12/8,116781153 ,113473560 ,2.91 ,-17.88 ,-1 ,1173599429 ,1205609394 ,-2.66 
2023/11/30,4939,2023/12/7,144891 ,140516 ,3.11 ,13.94 ,1 ,1398999 ,1539221 ,-9.11 
2023/11/30,4942,2023/12/7,490141 ,575343 ,-14.81 ,1.19 ,1 ,5570685 ,7341679 ,-24.12 
2023/11/30,4943,2023/12/11,160437 ,152796 ,5.00 ,0.14 ,3 ,1528582 ,1662097 ,-8.03 
2023/11/30,4945,2023/12/5,39836 ,16961 ,134.87 ,-7.72 ,-1 ,384601 ,496147 ,-22.48 
2023/11/30,4946,2023/12/8,1521 ,3558 ,-57.25 ,-28.69 ,-1 ,27626 ,112183 ,-75.37 
2023/11/30,4950,2023/12/11,606 ,1476 ,-58.94 ,-88.10 ,-3 ,67055 ,104392 ,-35.77 
2023/11/30,4951,2023/12/8,34172 ,33359 ,2.44 ,0.81 ,1 ,374534 ,495962 ,-24.48 
2023/11/30,4952,2023/12/8,165433 ,160083 ,3.34 ,-5.81 ,-3 ,2010179 ,3024990 ,-33.55 
2023/11/30,4953,2023/12/7,821906 ,711426 ,15.53 ,6.45 ,6 ,7996584 ,7240323 ,10.45 
2023/11/30,4956,2023/12/5,80852 ,87875 ,-7.99 ,-10.36 ,-1 ,1044446 ,1090137 ,-4.19 
2023/11/30,4958,2023/12/6,18839767 ,15021355 ,25.42 ,-9.74 ,-1 ,136715191 ,154665623 ,-11.61 
2023/11/30,4960,2023/12/8,758092 ,634424 ,19.49 ,-2.37 ,-3 ,8518992 ,8785560 ,-3.03 
2023/11/30,4961,2023/12/4,1282626 ,1449257 ,-11.50 ,1.39 ,1 ,15066952 ,18260307 ,-17.49 
2023/11/30,4966,2023/12/6,1262694 ,1088002 ,16.06 ,11.52 ,1 ,12345897 ,19110092 ,-35.40 
2023/11/30,4967,2023/12/6,2053554 ,586505 ,250.13 ,28.26 ,4 ,14527064 ,6045222 ,140.31 
2023/11/30,4968,2023/12/5,300403 ,267892 ,12.14 ,11.06 ,3 ,2684198 ,3197507 ,-16.05 
2023/11/30,4971,2023/12/8,62732 ,58220 ,7.75 ,-1.69 ,-2 ,614436 ,819040 ,-24.98 
2023/11/30,4972,2023/12/4,98279 ,73431 ,33.84 ,96.64 ,1 ,683448 ,833069 ,-17.96 
2023/11/30,4973,2023/12/7,391987 ,451868 ,-13.25 ,4.91 ,1 ,4084224 ,3945805 ,3.51 
2023/11/30,4974,2023/12/5,244305 ,398758 ,-38.73 ,-11.05 ,-1 ,3246280 ,3850281 ,-15.69 
2023/11/30,4976,2023/12/8,73031 ,83738 ,-12.79 ,1.43 ,2 ,853301 ,1055193 ,-19.13 
2023/11/30,4977,2023/12/8,69216 ,325897 ,-78.76 ,-5.79 ,-1 ,1682611 ,2678933 ,-37.19 
2023/11/30,4979,2023/12/11,390314 ,142406 ,174.09 ,19.09 ,2 ,2662792 ,1118445 ,138.08 
2023/11/30,4987,2023/12/8,105450 ,99589 ,5.89 ,3.75 ,1 ,1053078 ,1180594 ,-10.80 
2023/11/30,4989,2023/12/7,318618 ,343793 ,-7.32 ,27.04 ,1 ,3286912 ,3738423 ,-12.08 
2023/11/30,4991,2023/12/8,131368 ,93456 ,40.57 ,-0.91 ,-2 ,1212982 ,1194261 ,1.57 
2023/11/30,4994,2023/12/6,145496 ,109376 ,33.02 ,18.60 ,1 ,1489064 ,1747631 ,-14.80 
2023/11/30,4995,2023/12/7,105191 ,106088 ,-0.85 ,-8.53 ,-2 ,1112758 ,1249828 ,-10.97 
2023/11/30,4999,2023/12/8,143891 ,142965 ,0.65 ,-4.32 ,-2 ,1733244 ,2068224 ,-16.20 
2023/11/30,5007,2023/12/8,619423 ,544169 ,13.83 ,8.80 ,1 ,6105636 ,6605658 ,-7.57 
2023/11/30,5009,2023/12/8,1124313 ,1113500 ,0.97 ,-1.95 ,-1 ,12505045 ,11263957 ,11.02 
2023/11/30,5011,2023/12/10,672192 ,459127 ,46.41 ,42.79 ,2 ,3778152 ,4388618 ,-13.91 
2023/11/30,5013,2023/12/8,802492 ,723190 ,10.97 ,19.84 ,1 ,6979801 ,8405764 ,-16.96 
2023/11/30,5014,2023/12/8,1456556 ,1479672 ,-1.56 ,17.86 ,1 ,14338215 ,17941069 ,-20.08 
2023/11/30,5015,2023/12/6,119738 ,172685 ,-30.66 ,-3.34 ,-3 ,1419391 ,2551068 ,-44.36 
2023/11/30,5016,2023/12/8,174160 ,180440 ,-3.48 ,9.78 ,1 ,1861574 ,2353639 ,-20.91 
2023/11/30,5201,2023/12/8,17607 ,16581 ,6.19 ,25.30 ,1 ,207161 ,214067 ,-3.23 
2023/11/30,5202,2023/12/8,15081 ,10238 ,47.30 ,34.74 ,1 ,128601 ,154426 ,-16.72 
2023/11/30,5203,2023/12/7,164380 ,143930 ,14.21 ,-4.60 ,-1 ,1692219 ,1545379 ,9.50 
2023/11/30,5205,2023/12/8,1812 ,1390 ,30.36 ,-40.14 ,-2 ,17199 ,11046 ,55.70 
2023/11/30,5206,2023/12/7,626110 ,105556 ,493.15 ,-10.44 ,-1 ,3348780 ,388153 ,762.75 
2023/11/30,5209,2023/12/5,589591 ,378485 ,55.78 ,4.17 ,1 ,5840384 ,3535767 ,65.18 
2023/11/30,5210,2023/12/8,18883 ,18760 ,0.66 ,21.39 ,1 ,217860 ,271905 ,-19.88 
2023/11/30,5211,2023/12/8,13978 ,13054 ,7.08 ,-20.56 ,-2 ,150709 ,135440 ,11.27 
2023/11/30,5212,2023/12/8,100494 ,94798 ,6.01 ,14.30 ,3 ,829234 ,782594 ,5.96 
2023/11/30,5213,2023/12/8,1110387 ,34086 ,3157.60 ,-11.56 ,-1 ,4928067 ,2826392 ,74.36 
2023/11/30,5215,2023/12/8,243516 ,155214 ,56.89 ,-3.59 ,-2 ,2312218 ,2285667 ,1.16 
2023/11/30,5220,2023/12/7,64063 ,73715 ,-13.09 ,-6.22 ,-1 ,741561 ,922017 ,-19.57 
2023/11/30,5222,2023/12/5,124311 ,104357 ,19.12 ,6.75 ,3 ,1117720 ,912232 ,22.53 
2023/11/30,5223,2023/12/10,136070 ,122867 ,10.75 ,-11.83 ,-1 ,1400833 ,1929482 ,-27.40 
2023/11/30,5225,2023/12/5,820158 ,966911 ,-15.18 ,-12.81 ,-2 ,9890284 ,12050583 ,-17.93 
2023/11/30,5227,2023/12/6,40852 ,61205 ,-33.25 ,-10.71 ,-1 ,778348 ,554499 ,40.37 
2023/11/30,5228,2023/12/6,33037 ,43980 ,-24.88 ,10.07 ,2 ,415455 ,629229 ,-33.97 
2023/11/30,5230,2023/12/7,125028 ,112547 ,11.09 ,5.30 ,7 ,1142563 ,1092753 ,4.56 
2023/11/30,5234,2023/12/5,329158 ,313232 ,5.08 ,-9.96 ,-3 ,3961241 ,3576283 ,10.76 
2023/11/30,5236,2023/12/5,168711 ,112232 ,50.32 ,13.78 ,1 ,1523397 ,1415337 ,7.63 
2023/11/30,5243,2023/12/7,965734 ,1269778 ,-23.94 ,2.57 ,2 ,10791750 ,12951016 ,-16.67 
2023/11/30,5244,2023/12/5,92607 ,84486 ,9.61 ,15.50 ,2 ,790463 ,838828 ,-5.77 
2023/11/30,5245,2023/12/8,65484 ,106843 ,-38.71 ,5.02 ,3 ,824321 ,1330745 ,-38.06 
2023/11/30,5251,2023/12/8,17564 ,14197 ,23.72 ,48.81 ,1 ,148519 ,245658 ,-39.54 
2023/11/30,5258,2023/12/11,671774 ,775227 ,-13.34 ,-9.84 ,-2 ,7181542 ,6548581 ,9.67 
2023/11/30,5263,2023/12/8,82952 ,70263 ,18.06 ,3.55 ,6 ,762559 ,714302 ,6.76 
2023/11/30,5269,2023/12/7,450664 ,306976 ,46.81 ,-24.62 ,-2 ,5738912 ,4875818 ,17.70 
2023/11/30,5272,2023/12/5,31626 ,21941 ,44.14 ,24.05 ,1 ,303482 ,484432 ,-37.35 
2023/11/30,5274,2023/12/5,341994 ,419387 ,-18.45 ,5.66 ,6 ,2811812 ,4819342 ,-41.66 
2023/11/30,5276,2023/12/6,41677 ,75502 ,-44.80 ,-32.92 ,-3 ,737883 ,840734 ,-12.23 
2023/11/30,5278,2023/12/8,285270 ,216765 ,31.60 ,50.38 ,2 ,1896203 ,1682323 ,12.71 
2023/11/30,5283,2023/12/11,387832 ,379119 ,2.30 ,0.51 ,2 ,5595367 ,6247526 ,-10.44 
2023/11/30,5284,2023/12/7,166088 ,185883 ,-10.65 ,-12.92 ,-3 ,2116453 ,1621247 ,30.54 
2023/11/30,5285,2023/12/8,447201 ,452763 ,-1.23 ,12.29 ,1 ,4711011 ,5806087 ,-18.86 
2023/11/30,5287,2023/12/11,182720 ,171699 ,6.42 ,-2.25 ,-1 ,1966654 ,1788346 ,9.97 
2023/11/30,5288,2023/12/8,647437 ,770933 ,-16.02 ,18.89 ,1 ,6669707 ,7361206 ,-9.39 
2023/11/30,5289,2023/12/6,722497 ,777590 ,-7.09 ,4.87 ,1 ,7595193 ,9658005 ,-21.36 
2023/11/30,5291,2023/12/8,87462 ,118185 ,-26.00 ,19.50 ,2 ,878094 ,1453211 ,-39.58 
2023/11/30,5292,2023/12/7,162462 ,99789 ,62.81 ,-45.05 ,-1 ,1900359 ,1836671 ,3.47 
2023/11/30,5299,2023/12/6,153457 ,126340 ,21.46 ,9.23 ,1 ,1594188 ,2214296 ,-28.00 
2023/11/30,5301,2023/12/8,27384 ,2813 ,873.48 ,2.17 ,1 ,209958 ,50909 ,312.42 
2023/11/30,5302,2023/12/7,282 ,373 ,-24.40 ,-69.28 ,-3 ,12132 ,9735 ,24.62 
2023/11/30,5306,2023/12/11,342309 ,465904 ,-26.53 ,-3.43 ,-1 ,4380656 ,6729965 ,-34.91 
2023/11/30,5309,2023/12/10,281561 ,290890 ,-3.21 ,-2.16 ,-2 ,2972748 ,3094079 ,-3.92 
2023/11/30,5310,2023/12/7,85 ,807 ,-89.47 ,-55.03 ,-3 ,7459 ,11752 ,-36.53 
2023/11/30,5312,2023/12/7,324977 ,301775 ,7.69 ,-4.62 ,-1 ,3578535 ,3029453 ,18.12 
2023/11/30,5314,2023/12/11,18472 ,440 ,4098.18 ,425.52 ,3 ,34087 ,6728 ,406.64 
2023/11/30,5315,2023/12/1,95247 ,169903 ,-43.94 ,-1.14 ,-5 ,1461668 ,1787606 ,-18.23 
2023/11/30,5321,2023/12/8,213054 ,253799 ,-16.05 ,-5.51 ,-3 ,3009291 ,2838723 ,6.01 
2023/11/30,5324,2023/12/8,62078 ,35112 ,76.80 ,8.14 ,2 ,533151 ,399255 ,33.54 
2023/11/30,5328,2023/12/11,76584 ,96402 ,-20.56 ,1.88 ,1 ,954813 ,965861 ,-1.14 
2023/11/30,5340,2023/12/8,129112 ,110530 ,16.81 ,1.90 ,4 ,1093385 ,1210121 ,-9.65 
2023/11/30,5344,2023/12/6,37389 ,17597 ,112.47 ,18.29 ,2 ,267869 ,251634 ,6.45 
2023/11/30,5345,2023/12/6,573 ,485 ,18.14 ,-10.89 ,-2 ,5790 ,6013 ,-3.71 
2023/11/30,5347,2023/12/8,2921839 ,3201125 ,-8.72 ,-9.89 ,-4 ,34762965 ,48877372 ,-28.88 
2023/11/30,5348,2023/12/6,24716 ,7274 ,239.79 ,-8.79 ,-1 ,239420 ,113909 ,110.19 
2023/11/30,5351,2023/12/8,227394 ,213892 ,6.31 ,3.05 ,1 ,2412028 ,4467570 ,-46.01 
2023/11/30,5353,2023/12/8,147621 ,155710 ,-5.19 ,-15.32 ,-1 ,1850921 ,1735390 ,6.66 
2023/11/30,5355,2023/12/8,46525 ,31073 ,49.73 ,18.54 ,3 ,466799 ,458988 ,1.70 
2023/11/30,5356,2023/12/8,466644 ,327300 ,42.57 ,68.84 ,2 ,2906644 ,3427711 ,-15.20 
2023/11/30,5364,2023/12/8,42305 ,17860 ,136.87 ,-0.51 ,-1 ,441939 ,371460 ,18.97 
2023/11/30,5371,2023/12/8,3311494 ,3761655 ,-11.97 ,1.89 ,1 ,36165165 ,46344482 ,-21.96 
2023/11/30,5381,2023/12/11,124414 ,30150 ,312.65 ,66.91 ,3 ,1104304 ,298102 ,270.45 
2023/11/30,5383,2023/12/7,100913 ,154829 ,-34.82 ,9.53 ,1 ,1192250 ,1480026 ,-19.44 
2023/11/30,5386,2023/12/6,155573 ,239023 ,-34.91 ,-36.71 ,-1 ,1827968 ,2992887 ,-38.92 
2023/11/30,5388,2023/12/6,5476826 ,5616663 ,-2.49 ,10.15 ,1 ,57399778 ,57808681 ,-0.71 
2023/11/30,5392,2023/12/11,870730 ,882320 ,-1.31 ,2.53 ,2 ,8595704 ,9685680 ,-11.25 
2023/11/30,5398,2023/12/11,11982 ,27969 ,-57.16 ,-13.14 ,-1 ,182756 ,236285 ,-22.65 
2023/11/30,5403,2023/12/7,248648 ,212594 ,16.96 ,9.98 ,1 ,2488467 ,2248069 ,10.69 
2023/11/30,5410,2023/12/11,389568 ,497308 ,-21.66 ,89.51 ,1 ,3056981 ,6155148 ,-50.33 
2023/11/30,5425,2023/12/8,1264602 ,1321593 ,-4.31 ,6.10 ,1 ,13592393 ,14465798 ,-6.04 
2023/11/30,5426,2023/12/8,97820 ,198872 ,-50.81 ,-6.25 ,-3 ,1281496 ,1921018 ,-33.29 
2023/11/30,5432,2023/12/7,19991 ,15011 ,33.18 ,-6.96 ,-2 ,237006 ,196103 ,20.86 
2023/11/30,5434,2023/12/8,3961991 ,4408925 ,-10.14 ,-8.78 ,-1 ,45345240 ,48613005 ,-6.72 
2023/11/30,5438,2023/12/8,84236 ,120403 ,-30.04 ,12.99 ,1 ,1085507 ,1614985 ,-32.79 
2023/11/30,5439,2023/12/11,411382 ,307567 ,33.75 ,-1.08 ,-1 ,4046800 ,2902967 ,39.40 
2023/11/30,5443,2023/12/8,284353 ,421559 ,-32.55 ,90.77 ,1 ,2495444 ,4339867 ,-42.50 
2023/11/30,5450,2023/12/8,207301 ,225541 ,-8.09 ,12.63 ,1 ,2193946 ,2920472 ,-24.88 
2023/11/30,5452,2023/12/6,459037 ,474204 ,-3.20 ,1.12 ,1 ,4991638 ,5880829 ,-15.12 
2023/11/30,5455,2023/12/8,186 ,250 ,-25.60 ,-0.53 ,-1 ,2053 ,594176 ,-99.65 
2023/11/30,5457,2023/12/8,1412577 ,1420298 ,-0.54 ,3.13 ,1 ,15397144 ,17989051 ,-14.41 
2023/11/30,5460,2023/12/7,31119 ,35864 ,-13.23 ,31.03 ,1 ,333249 ,360039 ,-7.44 
2023/11/30,5464,2023/12/7,92979 ,112405 ,-17.28 ,-10.82 ,-1 ,1000114 ,1297675 ,-22.93 
2023/11/30,5465,2023/12/8,540804 ,436826 ,23.80 ,25.45 ,2 ,5025389 ,4110151 ,22.27 
2023/11/30,5468,2023/12/8,10762 ,8596 ,25.20 ,12.42 ,2 ,107898 ,150649 ,-28.38 
2023/11/30,5469,2023/12/8,3407928 ,3797869 ,-10.27 ,-5.61 ,-4 ,39909533 ,44492770 ,-10.30 
2023/11/30,5471,2023/12/7,230101 ,187996 ,22.40 ,-7.09 ,-1 ,2377481 ,3172665 ,-25.06 
2023/11/30,5474,2023/12/8,87394 ,93659 ,-6.69 ,-17.01 ,-1 ,1054126 ,1273478 ,-17.22 
2023/11/30,5475,2023/12/11,24046 ,72865 ,-67.00 ,-22.99 ,-3 ,481418 ,594768 ,-19.06 
2023/11/30,5478,2023/12/8,520848 ,564411 ,-7.72 ,13.98 ,1 ,5672227 ,5536305 ,2.46 
2023/11/30,5481,2023/12/6,7687 ,7246 ,6.09 ,10.21 ,1 ,88193 ,85732 ,2.87 
2023/11/30,5483,2023/12/8,6548624 ,7050492 ,-7.12 ,3.89 ,1 ,73675116 ,75132655 ,-1.94 
2023/11/30,5484,2023/12/11,30158 ,39197 ,-23.06 ,-12.22 ,-1 ,338778 ,296115 ,14.41 
2023/11/30,5487,2023/12/8,15392 ,11561 ,33.14 ,24.50 ,2 ,144072 ,219890 ,-34.48 
2023/11/30,5488,2023/12/8,50923 ,130833 ,-61.08 ,25.85 ,1 ,847235 ,1090492 ,-22.31 
2023/11/30,5489,2023/12/8,141558 ,152131 ,-6.95 ,4.57 ,5 ,1388141 ,1591890 ,-12.80 
2023/11/30,5490,2023/12/4,48764 ,68944 ,-29.27 ,-45.69 ,-1 ,661516 ,1297851 ,-49.03 
2023/11/30,5493,2023/12/8,362342 ,327540 ,10.63 ,17.15 ,1 ,3328348 ,3426560 ,-2.87 
2023/11/30,5498,2023/12/8,91886 ,113170 ,-18.81 ,-6.86 ,-2 ,970864 ,1348914 ,-28.03 
2023/11/30,5508,2023/12/1,1335771 ,330518 ,304.14 ,25.19 ,4 ,7109561 ,3863414 ,84.02 
2023/11/30,5511,2023/12/8,790249 ,705340 ,12.04 ,-15.26 ,-1 ,9143372 ,7230953 ,26.45 
2023/11/30,5512,2023/12/8,408044 ,570026 ,-28.42 ,-34.86 ,-1 ,7243099 ,5668950 ,27.77 
2023/11/30,5514,2023/12/8,482 ,1120 ,-56.96 ,0.00 ,0 ,6794 ,6388 ,6.36 
2023/11/30,5515,2023/12/7,461360 ,517797 ,-10.90 ,31.79 ,3 ,3717520 ,4536394 ,-18.05 
2023/11/30,5516,2023/12/5,286546 ,154109 ,85.94 ,72.26 ,2 ,2382626 ,1916281 ,24.34 
2023/11/30,5519,2023/12/7,1132682 ,176815 ,540.60 ,140.91 ,2 ,3335271 ,4577642 ,-27.14 
2023/11/30,5520,2023/12/8,346953 ,308312 ,12.53 ,6.86 ,2 ,3470952 ,3030585 ,14.53 
2023/11/30,5521,2023/12/8,489138 ,462571 ,5.74 ,-13.27 ,-1 ,4914506 ,4312904 ,13.95 
2023/11/30,5522,2023/12/7,1984138 ,2375971 ,-16.49 ,32.82 ,1 ,15261363 ,24202226 ,-36.94 
2023/11/30,5523,2023/12/8,492097 ,386 ,127386.27 ,115.54 ,3 ,3014551 ,216184 ,1294.44 
2023/11/30,5525,2023/12/8,68086 ,38409 ,77.27 ,-16.82 ,-3 ,4955477 ,4330309 ,14.44 
2023/11/30,5529,2023/12/11,56419 ,7763 ,626.77 ,564.30 ,2 ,136174 ,150530 ,-9.54 
2023/11/30,5530,2023/12/11,370531 ,296468 ,24.98 ,-6.44 ,-1 ,3755159 ,3689409 ,1.78 
2023/11/30,5531,2023/12/8,92783 ,52285 ,77.46 ,-60.42 ,-2 ,3680920 ,1235268 ,197.99 
2023/11/30,5533,2023/12/8,155734 ,57668 ,170.05 ,4.10 ,1 ,3663582 ,4779231 ,-23.34 
2023/11/30,5534,2023/12/11,1858871 ,1064667 ,74.60 ,-54.62 ,-1 ,8937682 ,7229838 ,23.62 
2023/11/30,5536,2023/12/8,2237861 ,2938979 ,-23.86 ,10.85 ,1 ,22693473 ,25489137 ,-10.97 
2023/11/30,5538,2023/12/6,960204 ,1359851 ,-29.39 ,14.87 ,1 ,11828409 ,14367637 ,-17.67 
2023/11/30,5543,2023/12/8,282119 ,285706 ,-1.26 ,-6.02 ,-1 ,3026286 ,3308282 ,-8.52 
2023/11/30,5546,2023/12/11,358274 ,232538 ,54.07 ,19.21 ,1 ,3449281 ,4104510 ,-15.96 
2023/11/30,5601,2023/12/5,7631 ,7291 ,4.66 ,3.07 ,1 ,80593 ,79143 ,1.83 
2023/11/30,5603,2023/12/8,137112 ,140755 ,-2.59 ,21.82 ,1 ,1664049 ,1795262 ,-7.31 
2023/11/30,5604,2023/12/6,13461 ,13552 ,-0.67 ,0.22 ,1 ,146941 ,147826 ,-0.60 
2023/11/30,5607,2023/12/8,269537 ,257354 ,4.73 ,9.24 ,1 ,2643753 ,2939874 ,-10.07 
2023/11/30,5608,2023/12/11,268269 ,413861 ,-35.18 ,-9.42 ,-1 ,3196603 ,6349693 ,-49.66 
2023/11/30,5609,2023/12/6,1960135 ,2522646 ,-22.30 ,0.77 ,5 ,19570714 ,38521069 ,-49.19 
2023/11/30,5701,2023/12/8,47874 ,43642 ,9.70 ,12.21 ,2 ,496887 ,422990 ,17.47 
2023/11/30,5703,2023/12/8,43599 ,30271 ,44.03 ,12.32 ,5 ,381189 ,212024 ,79.79 
2023/11/30,5704,2023/12/7,40004 ,39231 ,1.97 ,5.58 ,2 ,418619 ,431888 ,-3.07 
2023/11/30,5706,2023/12/11,182183 ,53426 ,241.00 ,-42.60 ,-1 ,2126373 ,150264 ,1315.09 
2023/11/30,5864,2023/12/5,294209 ,196519 ,49.71 ,341.73 ,1 ,1017723 ,-5678 ,18023.97 
2023/11/30,5871,2023/12/8,8142075 ,7736574 ,5.24 ,-3.36 ,-1 ,89029267 ,78835158 ,12.93 
2023/11/30,5876,2023/12/8,3682207 ,3707846 ,-0.69 ,-4.70 ,-5 ,45771917 ,40757310 ,12.30 
2023/11/30,5878,2023/12/8,60711 ,56992 ,6.53 ,-19.59 ,-1 ,690984 ,660112 ,4.68 
2023/11/30,5880,2023/12/8,5779514 ,4888866 ,18.22 ,23.75 ,1 ,56548898 ,47783469 ,18.34 
2023/11/30,5902,2023/12/8,150768 ,176770 ,-14.71 ,-5.07 ,-3 ,1990029 ,2012977 ,-1.14 
2023/11/30,5903,2023/12/8,8314930 ,7757919 ,7.18 ,-3.51 ,-1 ,91058221 ,82918779 ,9.82 
2023/11/30,5904,2023/12/8,1745603 ,1544823 ,13.00 ,-8.57 ,-2 ,20098739 ,17540112 ,14.59 
2023/11/30,5905,2023/12/9,65254 ,67009 ,-2.62 ,-23.10 ,-1 ,970156 ,883024 ,9.87 
2023/11/30,5906,2023/12/6,181070 ,182386 ,-0.72 ,3.79 ,2 ,1931042 ,1637011 ,17.96 
2023/11/30,5907,2023/12/11,338515 ,311024 ,8.84 ,-5.37 ,-1 ,3508016 ,3925717 ,-10.64 
2023/11/30,6005,2023/12/8,1283844 ,1084063 ,18.43 ,42.47 ,1 ,11341835 ,7383567 ,53.61 
2023/11/30,6015,2023/12/7,153620 ,77222 ,98.93 ,4703.63 ,1 ,1065456 ,627641 ,69.76 
2023/11/30,6016,2023/12/7,456349 ,453256 ,0.68 ,366.74 ,1 ,3159377 ,1930272 ,63.68 
2023/11/30,6020,2023/12/8,57183 ,42446 ,34.72 ,561.49 ,1 ,514469 ,-133113 ,486.49 
2023/11/30,6021,2023/12/8,73449 ,26215 ,180.18 ,35.74 ,1 ,930794 ,816559 ,13.99 
2023/11/30,6023,2023/12/7,284604 ,334425 ,-14.90 ,-12.92 ,-1 ,3224514 ,3711803 ,-13.13 
2023/11/30,6024,2023/12/8,173484 ,210912 ,-17.75 ,-11.76 ,-1 ,2042714 ,2557082 ,-20.12 
2023/11/30,6026,2023/12/8,180164 ,183950 ,-2.06 ,812.45 ,1 ,1160855 ,206496 ,462.17 
2023/11/30,6101,2023/12/6,18576 ,15 ,123740.00 ,-33.86 ,-2 ,558651 ,54034 ,933.89 
2023/11/30,6103,2023/12/8,4618 ,6065 ,-23.86 ,245.92 ,1 ,44555 ,71067 ,-37.31 
2023/11/30,6104,2023/12/6,238162 ,181924 ,30.91 ,1.45 ,1 ,2288523 ,3038047 ,-24.67 
2023/11/30,6108,2023/12/9,503634 ,525429 ,-4.15 ,2.25 ,1 ,5536471 ,6471415 ,-14.45 
