m_date,company_id,revenue_release_date,revenue_m,revenue_m_lastyear, revenue_vs_lastyear_ratio, revenue_mom_ratio, revenue_growth_month,cumulative_revenue,cumulative_revenue_lastyear, cumulative_revenue_vs_lastyear_ratio
2023/11/30,1101,2023/12/11,8786909 ,9674576 ,-9.18 ,-6.24 ,-1 ,99100658 ,100384633 ,-1.28 
2023/11/30,1102,2023/12/8,6915817 ,8306062 ,-16.74 ,3.13 ,3 ,73861071 ,82003956 ,-9.93 
2023/11/30,1103,2023/12/11,255428 ,221763 ,15.18 ,-0.74 ,-1 ,2628002 ,2025015 ,29.78 
2023/11/30,1104,2023/12/8,777614 ,631827 ,23.07 ,18.81 ,3 ,7059882 ,6330757 ,11.52 
2023/11/30,1108,2023/12/11,503715 ,383773 ,31.25 ,11.65 ,2 ,4645368 ,3731154 ,24.50 
2023/11/30,1109,2023/12/8,532975 ,669587 ,-20.40 ,0.19 ,2 ,5690702 ,5872237 ,-3.09 
2023/11/30,1110,2023/12/8,229619 ,198316 ,15.78 ,20.14 ,3 ,2062261 ,1626839 ,26.76 
2023/11/30,1201,2023/12/8,1854759 ,1596213 ,16.20 ,-2.12 ,-3 ,19740018 ,18529734 ,6.53 
2023/11/30,1203,2023/12/11,565727 ,538061 ,5.14 ,12.17 ,1 ,5788984 ,5769452 ,0.34 
2023/11/30,1210,2023/12/11,9371916 ,10074064 ,-6.97 ,4.22 ,1 ,101517687 ,102881897 ,-1.33 
2023/11/30,1213,2023/12/11,31 ,30289 ,-99.90 ,-92.31 ,-1 ,110350 ,359159 ,-69.28 
2023/11/30,1215,2023/12/8,2419018 ,2595219 ,-6.79 ,1.54 ,1 ,26751822 ,26211109 ,2.06 
2023/11/30,1216,2023/12/11,48163404 ,40656907 ,18.46 ,-3.29 ,-3 ,531816272 ,480084395 ,10.78 
2023/11/30,1217,2023/12/11,308855 ,304862 ,1.31 ,-4.67 ,-3 ,4588973 ,4465082 ,2.77 
2023/11/30,1218,2023/12/8,978504 ,927603 ,5.49 ,9.49 ,1 ,10458144 ,10257042 ,1.96 
2023/11/30,1219,2023/12/8,1419631 ,1445798 ,-1.81 ,10.83 ,1 ,15100454 ,15533376 ,-2.79 
2023/11/30,1220,2023/12/8,338368 ,350129 ,-3.36 ,17.06 ,1 ,2982215 ,3239081 ,-7.93 
2023/11/30,1225,2023/12/8,1237270 ,1291214 ,-4.18 ,2.00 ,2 ,13362896 ,13827751 ,-3.36 
2023/11/30,1227,2023/12/11,2683145 ,2778357 ,-3.43 ,32.34 ,1 ,24840214 ,25360333 ,-2.05 
2023/11/30,1229,2023/12/8,1176212 ,941152 ,24.98 ,-2.06 ,-1 ,11663834 ,11096785 ,5.11 
2023/11/30,1231,2023/12/8,827389 ,869263 ,-4.82 ,-5.38 ,-1 ,9691289 ,9499090 ,2.02 
2023/11/30,1232,2023/12/7,1923822 ,2258878 ,-14.83 ,0.08 ,2 ,21553923 ,22145699 ,-2.67 
2023/11/30,1233,2023/12/8,172074 ,177433 ,-3.02 ,-2.11 ,-2 ,1918256 ,1654676 ,15.93 
2023/11/30,1234,2023/12/8,892680 ,919746 ,-2.94 ,-7.09 ,-3 ,9817643 ,8702369 ,12.82 
2023/11/30,1235,2023/12/8,19326 ,2669 ,624.09 ,481.58 ,1 ,55359 ,54723 ,1.16 
2023/11/30,1236,2023/12/8,164750 ,190090 ,-13.33 ,31.37 ,1 ,1711587 ,1788617 ,-4.31 
2023/11/30,1240,2023/12/11,270163 ,286961 ,-5.85 ,9.86 ,2 ,2641440 ,3061596 ,-13.72 
2023/11/30,1256,2023/12/4,228652 ,183937 ,24.31 ,2.73 ,1 ,4355622 ,3763809 ,15.72 
2023/11/30,1259,2023/12/8,484899 ,487256 ,-0.48 ,-4.16 ,-4 ,5517171 ,5237748 ,5.33 
2023/11/30,1264,2023/12/8,518651 ,492249 ,5.36 ,13.09 ,1 ,5185057 ,4695475 ,10.43 
2023/11/30,1268,2023/12/11,405359 ,350778 ,15.56 ,0.64 ,1 ,4417622 ,3317662 ,33.15 
2023/11/30,1301,2023/12/7,16406350 ,17363777 ,-5.51 ,0.61 ,1 ,184108629 ,234985330 ,-21.65 
2023/11/30,1303,2023/12/7,20935267 ,25203688 ,-16.94 ,-3.62 ,-3 ,239421141 ,331244699 ,-27.72 
2023/11/30,1304,2023/12/7,4180619 ,4697381 ,-11.00 ,-2.69 ,-3 ,47913830 ,61056670 ,-21.53 
2023/11/30,1305,2023/12/7,1174445 ,1045011 ,12.39 ,12.19 ,2 ,12707152 ,16262185 ,-21.86 
2023/11/30,1307,2023/12/8,824541 ,821824 ,0.33 ,-1.49 ,-3 ,9333161 ,10021244 ,-6.87 
2023/11/30,1308,2023/12/7,510512 ,794927 ,-35.78 ,-5.27 ,-3 ,6089011 ,8985645 ,-32.24 
2023/11/30,1309,2023/12/7,1233538 ,1183195 ,4.25 ,-15.04 ,-2 ,13831365 ,16721320 ,-17.28 
2023/11/30,1310,2023/12/8,865612 ,726252 ,19.19 ,-2.90 ,-1 ,8702287 ,11890403 ,-26.81 
2023/11/30,1312,2023/12/7,1220736 ,1295194 ,-5.75 ,-5.98 ,-2 ,14504106 ,16917813 ,-14.27 
2023/11/30,1313,2023/12/8,6642500 ,5846961 ,13.61 ,5.04 ,1 ,66557361 ,67405124 ,-1.26 
2023/11/30,1314,2023/12/11,2315446 ,1179469 ,96.31 ,3.49 ,2 ,23592511 ,23778647 ,-0.78 
2023/11/30,1315,2023/12/8,173834 ,220847 ,-21.29 ,26.97 ,2 ,2003773 ,2490213 ,-19.53 
2023/11/30,1316,2023/12/11,97947 ,87434 ,12.02 ,158.74 ,1 ,798239 ,2188500 ,-63.53 
2023/11/30,1319,2023/12/6,2293925 ,1791645 ,28.03 ,7.91 ,1 ,21723285 ,19555250 ,11.09 
2023/11/30,1321,2023/12/8,639086 ,425807 ,50.09 ,98.88 ,1 ,4568678 ,6037494 ,-24.33 
2023/11/30,1323,2023/12/11,269150 ,292641 ,-8.03 ,-5.15 ,-1 ,3059329 ,3465412 ,-11.72 
2023/11/30,1324,2023/12/11,66332 ,89461 ,-25.85 ,-26.56 ,-1 ,854894 ,901332 ,-5.15 
2023/11/30,1325,2023/12/8,26984 ,43296 ,-37.68 ,-10.83 ,-6 ,367171 ,514695 ,-28.66 
2023/11/30,1326,2023/12/7,28737570 ,26691678 ,7.66 ,-4.74 ,-2 ,303925514 ,351065252 ,-13.43 
2023/11/30,1336,2023/12/8,183026 ,250749 ,-27.01 ,-3.86 ,-2 ,2136387 ,2461702 ,-13.22 
2023/11/30,1337,2023/12/8,69697 ,53325 ,30.70 ,-7.20 ,-1 ,685142 ,570296 ,20.14 
2023/11/30,1338,2023/12/9,553245 ,602967 ,-8.25 ,18.30 ,1 ,5215269 ,6880395 ,-24.20 
2023/11/30,1339,2023/12/11,202378 ,177450 ,14.05 ,6.42 ,2 ,1897632 ,1865531 ,1.72 
2023/11/30,1340,2023/12/9,42165 ,45137 ,-6.58 ,-29.18 ,-1 ,533105 ,447148 ,19.22 
2023/11/30,1341,2023/12/8,179933 ,251684 ,-28.51 ,-20.93 ,-1 ,2287055 ,2791731 ,-18.08 
2023/11/30,1342,2023/12/5,221216 ,251437 ,-12.02 ,9.35 ,1 ,2339639 ,2347364 ,-0.33 
2023/11/30,1402,2023/12/11,21599162 ,21194378 ,1.91 ,-3.74 ,-2 ,234301007 ,243467833 ,-3.77 
2023/11/30,1409,2023/12/8,3165203 ,2734599 ,15.75 ,-2.73 ,-2 ,36176537 ,42964878 ,-15.80 
2023/11/30,1410,2023/12/8,18441 ,35454 ,-47.99 ,-0.53 ,-1 ,202994 ,363442 ,-44.15 
2023/11/30,1413,2023/12/8,187125 ,186974 ,0.08 ,-15.98 ,-1 ,1860163 ,2933161 ,-36.58 
2023/11/30,1414,2023/12/5,50856 ,45472 ,11.84 ,10.40 ,1 ,518742 ,640245 ,-18.98 
2023/11/30,1416,2023/12/11,29842 ,17515 ,70.38 ,19.56 ,1 ,267055 ,231555 ,15.33 
2023/11/30,1417,2023/12/7,122909 ,133803 ,-8.14 ,9.38 ,2 ,1352333 ,1374743 ,-1.63 
2023/11/30,1418,2023/12/8,739 ,883 ,-16.31 ,186.43 ,1 ,17994 ,14304 ,25.80 
2023/11/30,1419,2023/12/8,429749 ,324541 ,32.42 ,31.10 ,1 ,3085999 ,3077599 ,0.27 
2023/11/30,1423,2023/12/8,15233 ,16881 ,-9.76 ,52.74 ,2 ,116481 ,162435 ,-28.29 
2023/11/30,1432,2023/12/11,90046 ,88036 ,2.28 ,-19.53 ,-1 ,1208203 ,999760 ,20.85 
2023/11/30,1434,2023/12/6,2030563 ,2512236 ,-19.17 ,-8.44 ,-3 ,26273510 ,32084241 ,-18.11 
2023/11/30,1435,2023/12/8,625 ,1072 ,-41.70 ,-1.88 ,-4 ,7875 ,12352 ,-36.25 
2023/11/30,1436,2023/12/6,468669 ,167893 ,179.15 ,-45.53 ,-1 ,1626396 ,3824884 ,-57.48 
2023/11/30,1437,2023/12/5,63172 ,87251 ,-27.60 ,-3.65 ,-2 ,805372 ,750460 ,7.32 
2023/11/30,1438,2023/12/8,16360 ,14801 ,10.53 ,0.00 ,0 ,316107 ,470712 ,-32.84 
2023/11/30,1439,2023/12/8,16558 ,84087 ,-80.31 ,4.19 ,2 ,179891 ,556346 ,-67.67 
2023/11/30,1440,2023/12/7,1368703 ,1786531 ,-23.39 ,-21.75 ,-1 ,18135252 ,20150258 ,-10.00 
2023/11/30,1441,2023/12/11,76290 ,104499 ,-26.99 ,-42.71 ,-1 ,1083826 ,1450307 ,-25.27 
2023/11/30,1442,2023/12/8,1943710 ,863 ,225127.11 ,86.55 ,4 ,4016484 ,623067 ,544.63 
2023/11/30,1443,2023/12/8,76391 ,64905 ,17.70 ,12.35 ,1 ,714761 ,774437 ,-7.71 
2023/11/30,1444,2023/12/8,535888 ,820065 ,-34.65 ,0.07 ,1 ,7625618 ,11584544 ,-34.17 
2023/11/30,1445,2023/12/8,104045 ,142777 ,-27.13 ,-1.29 ,-1 ,1261066 ,1366990 ,-7.75 
2023/11/30,1446,2023/12/8,112877 ,14527 ,677.02 ,1018.37 ,2 ,221458 ,141442 ,56.57 
2023/11/30,1447,2023/12/8,2209408 ,2184186 ,1.15 ,-15.93 ,-1 ,27380689 ,26289498 ,4.15 
2023/11/30,1449,2023/12/7,214287 ,137813 ,55.49 ,-10.71 ,-1 ,2488855 ,2309882 ,7.75 
2023/11/30,1451,2023/12/7,574339 ,771499 ,-25.56 ,62.54 ,1 ,5813980 ,8267742 ,-29.68 
2023/11/30,1452,2023/12/4,120790 ,137930 ,-12.43 ,3.19 ,2 ,1072571 ,1691285 ,-36.58 
2023/11/30,1453,2023/12/8,115 ,57 ,101.75 ,0.00 ,0 ,743 ,248498 ,-99.70 
2023/11/30,1454,2023/12/6,106857 ,139290 ,-23.28 ,-9.28 ,-3 ,1393858 ,1670278 ,-16.55 
2023/11/30,1455,2023/12/6,744091 ,615555 ,20.88 ,-2.00 ,-1 ,6966724 ,8764841 ,-20.52 
2023/11/30,1456,2023/12/8,67653 ,43004 ,57.32 ,-33.31 ,-2 ,1618402 ,556186 ,190.98 
2023/11/30,1457,2023/12/8,296694 ,281242 ,5.49 ,-0.13 ,-3 ,2894774 ,4052654 ,-28.57 
2023/11/30,1459,2023/12/6,143448 ,127937 ,12.12 ,-3.54 ,-1 ,1057569 ,1824260 ,-42.03 
2023/11/30,1460,2023/12/8,835389 ,804762 ,3.81 ,11.35 ,7 ,7141502 ,9106338 ,-21.58 
2023/11/30,1463,2023/12/8,32216 ,32091 ,0.39 ,7.19 ,1 ,322977 ,453450 ,-28.77 
2023/11/30,1464,2023/12/6,845832 ,1009691 ,-16.23 ,-1.38 ,-3 ,8932395 ,11335625 ,-21.20 
2023/11/30,1465,2023/12/5,55455 ,64294 ,-13.75 ,78.52 ,1 ,522695 ,551691 ,-5.26 
2023/11/30,1466,2023/12/8,219778 ,216057 ,1.72 ,-9.81 ,-1 ,2224188 ,2571316 ,-13.50 
2023/11/30,1467,2023/12/11,312264 ,438966 ,-28.86 ,-7.08 ,-3 ,4177894 ,5701332 ,-26.72 
2023/11/30,1468,2023/12/7,89730 ,148304 ,-39.50 ,30.02 ,1 ,952259 ,1293792 ,-26.40 
2023/11/30,1470,2023/12/7,30896 ,31526 ,-2.00 ,-30.90 ,-1 ,602630 ,814670 ,-26.03 
2023/11/30,1471,2023/12/8,26255 ,22945 ,14.43 ,39.35 ,2 ,232909 ,213893 ,8.89 
2023/11/30,1472,2023/12/8,176859 ,137607 ,28.52 ,-0.25 ,-1 ,1692421 ,959513 ,76.38 
2023/11/30,1473,2023/12/8,543815 ,573336 ,-5.15 ,35.41 ,1 ,5876956 ,6979704 ,-15.80 
2023/11/30,1474,2023/12/8,276872 ,239942 ,15.39 ,23.88 ,1 ,2422644 ,2963752 ,-18.26 
2023/11/30,1475,2023/12/6,101949 ,108272 ,-5.84 ,-5.35 ,-2 ,1154009 ,1073654 ,7.48 
2023/11/30,1476,2023/12/7,2960536 ,2732916 ,8.33 ,3.63 ,2 ,28108942 ,37094397 ,-24.22 
2023/11/30,1477,2023/12/4,2415601 ,2462831 ,-1.92 ,-2.49 ,-3 ,29223370 ,29614544 ,-1.32 
2023/11/30,1503,2023/12/11,2328632 ,2662000 ,-12.52 ,-0.62 ,-3 ,29023080 ,28012160 ,3.61 
2023/11/30,1504,2023/12/11,4688624 ,5053213 ,-7.21 ,0.52 ,1 ,54384416 ,53048609 ,2.52 
2023/11/30,1506,2023/12/7,101238 ,95289 ,6.24 ,7.33 ,2 ,1048838 ,1051940 ,-0.29 
2023/11/30,1512,2023/12/11,80272 ,117553 ,-31.71 ,-17.88 ,-1 ,1056702 ,641490 ,64.73 
2023/11/30,1513,2023/12/5,1825133 ,1599197 ,14.13 ,-9.00 ,-1 ,20129036 ,16979641 ,18.55 
2023/11/30,1514,2023/12/7,1169516 ,769327 ,52.02 ,24.61 ,4 ,8205250 ,6795834 ,20.74 
2023/11/30,1515,2023/12/8,1028549 ,320941 ,220.48 ,17.32 ,2 ,5852089 ,4194284 ,39.53 
2023/11/30,1516,2023/12/8,83018 ,0 ,0.00 ,-13.87 ,-1 ,812571 ,1282110 ,-36.62 
2023/11/30,1517,2023/12/11,133960 ,288500 ,-53.57 ,12.64 ,1 ,1734002 ,4749332 ,-63.49 
2023/11/30,1519,2023/12/8,1691816 ,844380 ,100.36 ,25.77 ,1 ,11324733 ,6487819 ,74.55 
2023/11/30,1521,2023/12/8,520346 ,413497 ,25.84 ,43.94 ,1 ,4462560 ,4360456 ,2.34 
2023/11/30,1522,2023/12/8,1698075 ,1617039 ,5.01 ,2.38 ,2 ,17808499 ,17598827 ,1.19 
2023/11/30,1524,2023/12/6,277176 ,209603 ,32.24 ,20.22 ,1 ,2445909 ,2220598 ,10.15 
2023/11/30,1525,2023/12/8,122490 ,148237 ,-17.37 ,8.92 ,1 ,1474693 ,1369494 ,7.68 
2023/11/30,1526,2023/12/8,45461 ,178193 ,-74.49 ,-20.15 ,-1 ,954720 ,2049929 ,-53.43 
2023/11/30,1527,2023/12/8,273670 ,284560 ,-3.83 ,36.50 ,1 ,2595376 ,3705504 ,-29.96 
2023/11/30,1528,2023/12/10,289540 ,394266 ,-26.56 ,-20.70 ,-1 ,3458717 ,3438668 ,0.58 
2023/11/30,1529,2023/12/10,45488 ,23326 ,95.01 ,-40.63 ,-2 ,653567 ,244295 ,167.53 
2023/11/30,1530,2023/12/8,207087 ,224038 ,-7.57 ,60.33 ,1 ,2194910 ,2889167 ,-24.03 
2023/11/30,1531,2023/12/7,107185 ,185303 ,-42.16 ,-3.05 ,-2 ,1326913 ,2304280 ,-42.42 
2023/11/30,1532,2023/12/8,1022476 ,1129967 ,-9.51 ,0.38 ,1 ,15009174 ,13371790 ,12.25 
2023/11/30,1533,2023/12/7,300250 ,345477 ,-13.09 ,-29.42 ,-1 ,3798903 ,3039050 ,25.00 
2023/11/30,1535,2023/12/7,930893 ,754502 ,23.38 ,10.10 ,4 ,8477287 ,7845349 ,8.05 
2023/11/30,1536,2023/12/8,539545 ,615077 ,-12.28 ,4.04 ,2 ,6118071 ,6724933 ,-9.02 
2023/11/30,1537,2023/12/7,556521 ,440496 ,26.34 ,-12.61 ,-1 ,5856677 ,6779672 ,-13.61 
2023/11/30,1538,2023/12/8,13419 ,26389 ,-49.15 ,-1.08 ,-4 ,186059 ,264409 ,-29.63 
2023/11/30,1539,2023/12/7,142835 ,103592 ,37.88 ,-9.31 ,-1 ,1401872 ,2424608 ,-42.18 
2023/11/30,1540,2023/12/10,53591 ,34083 ,57.24 ,-33.86 ,-1 ,511662 ,448229 ,14.15 
2023/11/30,1541,2023/12/11,332736 ,223832 ,48.65 ,-15.88 ,-1 ,3016418 ,3859922 ,-21.85 
2023/11/30,1558,2023/12/7,697787 ,662424 ,5.34 ,21.81 ,1 ,6953240 ,6641050 ,4.70 
2023/11/30,1560,2023/12/4,526952 ,534158 ,-1.35 ,-4.81 ,-2 ,5866994 ,6389972 ,-8.18 
2023/11/30,1565,2023/12/7,381520 ,379099 ,0.64 ,2.63 ,2 ,4012754 ,4639499 ,-13.51 
2023/11/30,1568,2023/12/8,100387 ,142258 ,-29.43 ,-17.52 ,-1 ,1309323 ,1667400 ,-21.48 
2023/11/30,1569,2023/12/8,307282 ,342450 ,-10.27 ,7.90 ,1 ,3370557 ,4647956 ,-27.48 
2023/11/30,1570,2023/12/8,21354 ,50451 ,-57.67 ,-13.88 ,-1 ,352473 ,577313 ,-38.95 
2023/11/30,1580,2023/12/8,369930 ,347002 ,6.61 ,-1.61 ,-2 ,4054613 ,3579094 ,13.29 
2023/11/30,1582,2023/12/8,748163 ,651779 ,14.79 ,-7.38 ,-2 ,8064521 ,9279855 ,-13.10 
2023/11/30,1583,2023/12/8,443294 ,519095 ,-14.60 ,-2.32 ,-2 ,4783916 ,5876534 ,-18.59 
2023/11/30,1584,2023/12/8,267635 ,178935 ,49.57 ,-2.09 ,-1 ,2503990 ,1509214 ,65.91 
2023/11/30,1586,2023/12/4,235108 ,199176 ,18.04 ,4.01 ,5 ,2074802 ,2332543 ,-11.05 
2023/11/30,1587,2023/12/8,170197 ,171472 ,-0.74 ,3.13 ,2 ,1951520 ,2353901 ,-17.09 
2023/11/30,1589,2023/12/8,737034 ,922207 ,-20.08 ,8.67 ,2 ,7913897 ,8430402 ,-6.13 
2023/11/30,1590,2023/12/4,2518431 ,2210863 ,13.91 ,5.12 ,1 ,27385751 ,23993523 ,14.14 
2023/11/30,1591,2023/12/11,6633 ,39839 ,-83.35 ,4.65 ,1 ,65959 ,678290 ,-90.28 
2023/11/30,1593,2023/12/8,81865 ,119655 ,-31.58 ,-6.90 ,-2 ,951940 ,749997 ,26.93 
2023/11/30,1595,2023/12/8,65872 ,137035 ,-51.93 ,-48.66 ,-2 ,1344725 ,1675696 ,-19.75 
2023/11/30,1597,2023/12/8,64486 ,126912 ,-49.19 ,-19.71 ,-2 ,983199 ,1525089 ,-35.53 
2023/11/30,1598,2023/12/7,855898 ,840523 ,1.83 ,22.98 ,5 ,6967556 ,6384696 ,9.13 
2023/11/30,1599,2023/12/6,144910 ,252210 ,-42.54 ,-15.09 ,-3 ,1983492 ,3166577 ,-37.36 
2023/11/30,1603,2023/12/8,313088 ,469994 ,-33.38 ,-13.07 ,-2 ,3721453 ,3180704 ,17.00 
2023/11/30,1604,2023/12/8,680897 ,691420 ,-1.52 ,0.65 ,2 ,8271659 ,8286909 ,-0.18 
2023/11/30,1605,2023/12/5,14578731 ,14443667 ,0.94 ,-4.24 ,-2 ,176322769 ,164927194 ,6.91 
2023/11/30,1608,2023/12/7,1109385 ,869009 ,27.66 ,48.33 ,1 ,9044609 ,9954435 ,-9.14 
2023/11/30,1609,2023/12/11,2319864 ,2237182 ,3.70 ,8.96 ,1 ,23748439 ,24652123 ,-3.67 
2023/11/30,1611,2023/12/6,137863 ,131678 ,4.70 ,21.63 ,2 ,1231201 ,1437976 ,-14.38 
2023/11/30,1612,2023/12/6,518582 ,611559 ,-15.20 ,9.61 ,2 ,5440255 ,5721831 ,-4.92 
2023/11/30,1614,2023/12/5,398834 ,388010 ,2.79 ,13.34 ,1 ,5320555 ,5739452 ,-7.30 
2023/11/30,1615,2023/12/8,437319 ,403723 ,8.32 ,1.77 ,1 ,4367689 ,3903751 ,11.88 
2023/11/30,1616,2023/12/7,480422 ,318808 ,50.69 ,31.60 ,2 ,3747128 ,3395203 ,10.37 
2023/11/30,1617,2023/12/11,237163 ,273624 ,-13.33 ,2.52 ,1 ,2584671 ,3296733 ,-21.60 
2023/11/30,1618,2023/12/7,775474 ,315167 ,146.05 ,307.55 ,1 ,4146294 ,2695854 ,53.80 
2023/11/30,1626,2023/12/8,552936 ,441967 ,25.11 ,34.66 ,1 ,7878045 ,8722956 ,-9.69 
2023/11/30,1701,2023/12/8,758387 ,724997 ,4.61 ,4.79 ,4 ,7829728 ,7522638 ,4.08 
2023/11/30,1702,2023/12/11,1963380 ,1849987 ,6.13 ,8.54 ,1 ,20571594 ,18532346 ,11.00 
2023/11/30,1707,2023/12/7,1181230 ,1162739 ,1.59 ,43.80 ,2 ,9437707 ,9281116 ,1.69 
2023/11/30,1708,2023/12/7,458165 ,680035 ,-32.63 ,1.25 ,2 ,5316598 ,7531992 ,-29.41 
2023/11/30,1709,2023/12/8,741977 ,757570 ,-2.06 ,11.10 ,1 ,8612060 ,9940814 ,-13.37 
2023/11/30,1710,2023/12/8,1770176 ,1768274 ,0.11 ,16.15 ,1 ,19025377 ,20499351 ,-7.19 
2023/11/30,1711,2023/12/6,616951 ,680129 ,-9.29 ,-9.01 ,-2 ,7213494 ,8281836 ,-12.90 
2023/11/30,1712,2023/12/8,1545214 ,1507133 ,2.53 ,2.44 ,1 ,17648119 ,21588710 ,-18.25 
2023/11/30,1713,2023/12/7,47126 ,38509 ,22.38 ,14.59 ,2 ,434872 ,542252 ,-19.80 
2023/11/30,1714,2023/12/7,1613562 ,1860121 ,-13.25 ,-10.40 ,-2 ,18393879 ,20757407 ,-11.39 
2023/11/30,1717,2023/12/8,3645338 ,4074326 ,-10.53 ,4.24 ,1 ,38835070 ,45427174 ,-14.51 
2023/11/30,1718,2023/12/8,3538320 ,3385989 ,4.50 ,6.43 ,1 ,36240885 ,31670069 ,14.43 
2023/11/30,1720,2023/12/8,581862 ,537613 ,8.23 ,14.18 ,2 ,5738852 ,5329000 ,7.69 
2023/11/30,1721,2023/12/7,259354 ,246244 ,5.32 ,58.38 ,1 ,2020800 ,2747155 ,-26.44 
2023/11/30,1722,2023/12/8,879702 ,1087053 ,-19.07 ,-0.79 ,-3 ,14148860 ,13620899 ,3.88 
2023/11/30,1723,2023/12/8,498336 ,527891 ,-5.60 ,-33.03 ,-1 ,7646185 ,9729265 ,-21.41 
2023/11/30,1725,2023/12/7,614101 ,678714 ,-9.52 ,-3.56 ,-1 ,6895775 ,8508441 ,-18.95 
2023/11/30,1726,2023/12/11,839238 ,891236 ,-5.83 ,3.01 ,2 ,8481963 ,8801335 ,-3.63 
2023/11/30,1727,2023/12/8,164048 ,204490 ,-19.78 ,22.57 ,1 ,1596956 ,2124289 ,-24.82 
2023/11/30,1730,2023/12/8,207868 ,222261 ,-6.48 ,-12.35 ,-1 ,2403050 ,2574987 ,-6.68 
2023/11/30,1731,2023/12/5,115809 ,95165 ,21.69 ,10.80 ,1 ,1184252 ,1136084 ,4.24 
2023/11/30,1732,2023/12/8,46104 ,43639 ,5.65 ,10.24 ,1 ,505888 ,533642 ,-5.20 
2023/11/30,1733,2023/12/8,166338 ,186565 ,-10.84 ,24.00 ,2 ,1566787 ,2084562 ,-24.84 
2023/11/30,1734,2023/12/8,262875 ,257236 ,2.19 ,10.33 ,1 ,2717062 ,2606289 ,4.25 
2023/11/30,1735,2023/12/8,223958 ,201971 ,10.89 ,11.02 ,1 ,2175705 ,2756696 ,-21.08 
2023/11/30,1736,2023/12/7,3750670 ,3735769 ,0.40 ,11.03 ,1 ,32495792 ,29088293 ,11.71 
2023/11/30,1737,2023/12/8,232605 ,273311 ,-14.89 ,-12.22 ,-2 ,3142850 ,3343183 ,-5.99 
2023/11/30,1742,2023/12/8,62764 ,15207 ,312.73 ,130.10 ,3 ,381427 ,453333 ,-15.86 
2023/11/30,1752,2023/12/8,176070 ,194901 ,-9.66 ,-12.08 ,-1 ,2010240 ,1742924 ,15.34 
2023/11/30,1760,2023/12/8,249977 ,225616 ,10.80 ,77.10 ,2 ,1744337 ,2268214 ,-23.10 
2023/11/30,1762,2023/12/8,153828 ,175154 ,-12.18 ,-16.35 ,-1 ,1968814 ,1969004 ,-0.01 
2023/11/30,1773,2023/12/5,840848 ,859338 ,-2.15 ,0.61 ,1 ,8973687 ,10531217 ,-14.79 
2023/11/30,1776,2023/12/8,98971 ,109650 ,-9.74 ,-29.73 ,-1 ,1114867 ,1342085 ,-16.93 
2023/11/30,1777,2023/12/5,108030 ,106608 ,1.33 ,43.41 ,1 ,1026153 ,911639 ,12.56 
2023/11/30,1781,2023/12/8,26889 ,65924 ,-59.21 ,-20.69 ,-2 ,546537 ,702236 ,-22.17 
2023/11/30,1783,2023/12/8,55645 ,52287 ,6.42 ,21.59 ,2 ,574783 ,542699 ,5.91 
2023/11/30,1784,2023/12/8,88264 ,88261 ,0.00 ,-5.44 ,-1 ,1024342 ,887079 ,15.47 
2023/11/30,1785,2023/12/8,2045430 ,1576182 ,29.77 ,8.63 ,1 ,20474869 ,23743116 ,-13.77 
2023/11/30,1786,2023/12/6,62053 ,44174 ,40.47 ,3.37 ,2 ,631823 ,492702 ,28.24 
2023/11/30,1788,2023/12/7,318001 ,305175 ,4.20 ,0.97 ,1 ,3546561 ,4346581 ,-18.41 
2023/11/30,1789,2023/12/6,297471 ,304216 ,-2.22 ,15.16 ,1 ,2618692 ,2787787 ,-6.07 
2023/11/30,1795,2023/12/8,1135020 ,1071324 ,5.95 ,24.50 ,1 ,15585546 ,13361796 ,16.64 
2023/11/30,1796,2023/12/7,62572 ,56986 ,9.80 ,1.69 ,2 ,734924 ,576562 ,27.47 
2023/11/30,1799,2023/12/8,6814 ,29039 ,-76.54 ,-69.81 ,-2 ,203972 ,161389 ,26.39 
2023/11/30,1802,2023/12/8,3995801 ,3765420 ,6.12 ,-3.15 ,-1 ,41715868 ,39968802 ,4.37 
2023/11/30,1805,2023/12/7,458 ,513 ,-10.72 ,-15.03 ,-2 ,145025 ,348146 ,-58.34 
2023/11/30,1806,2023/12/11,293231 ,249839 ,17.37 ,1.34 ,2 ,2842021 ,2774847 ,2.42 
2023/11/30,1808,2023/12/7,1474431 ,15851 ,9201.82 ,-60.22 ,-2 ,29648117 ,1000938 ,2862.03 
2023/11/30,1809,2023/12/8,208237 ,190474 ,9.33 ,1.08 ,1 ,2149858 ,2399191 ,-10.39 
2023/11/30,1810,2023/12/11,448380 ,422761 ,6.06 ,17.46 ,1 ,4432489 ,4576911 ,-3.16 
2023/11/30,1813,2023/12/11,27423 ,28423 ,-3.52 ,-11.09 ,-1 ,336004 ,337932 ,-0.57 
2023/11/30,1815,2023/12/8,237227 ,324198 ,-26.83 ,-11.68 ,-2 ,2996521 ,4340520 ,-30.96 
2023/11/30,1817,2023/12/8,251693 ,244226 ,3.06 ,20.82 ,2 ,2246921 ,2405976 ,-6.61 
2023/11/30,1903,2023/12/8,13752 ,14111 ,-2.54 ,1.01 ,2 ,156381 ,151755 ,3.05 
2023/11/30,1904,2023/12/8,3725216 ,3574340 ,4.22 ,-1.93 ,-1 ,38408316 ,40394833 ,-4.92 
