date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/6/1,1103,-466,0,7,-459,-1,,3,-1,17.15,"132,871","1,576",1,0.06,0,-3.49,,,,,
2023/6/30,1104,442,0,-34,408,1,,-1,1,24.16,"157,901","1,670",27,1.62,0,-3.3,2.68,2.19,1.56,0.41,71.49
2023/6/29,1104,-163,1,22,-140,-1,2,3,-1,24.16,"157,901","1,727",27,1.56,-12.9,-7.94,,,,,
2023/6/28,1104,102,1,13,116,1,1,2,1,24.16,"157,901","1,876",31,1.65,14.81,-3.6,,,,,
2023/6/27,1104,-236,0,12,-224,-1,,1,-1,24.16,"157,901","1,946",27,1.39,0,5.02,,,,,
2023/6/26,1104,53,1,-46,8,6,1,-1,6,24.16,"157,901","1,853",27,1.46,-3.57,0.71,,,,,
2023/6/21,1104,533,0,10,543,5,,2,5,24.16,"157,901","1,840",28,1.52,3.7,-0.86,2.52,2.33,1.37,0.69,71.32
2023/6/20,1104,311,1,10,322,4,2,1,4,24.16,"157,901","1,856",27,1.45,-6.9,-6.4,,,,,
2023/6/19,1104,232,1,-32,201,3,1,-1,3,24.16,"157,901","1,983",29,1.46,-3.33,4.59,,,,,
2023/6/16,1104,575,0,5,580,2,,6,2,24.16,"157,901","1,896",30,1.58,0,1.5,,,,,
2023/6/15,1104,397,0,10,407,1,,5,1,24.16,"157,901","1,868",30,1.61,-23.08,8.54,,,,,
2023/6/14,1104,-141,0,20,-121,-1,,4,-1,24.16,"157,901","1,721",39,2.27,-2.5,-7.67,,,,,
2023/6/13,1104,"3,202",0,18,"3,220",5,,3,5,24.16,"157,901","1,864",40,2.15,-11.11,-15.85,,,,,
2023/6/12,1104,"1,163",0,43,"1,206",4,,2,4,24.16,"157,901","2,215",45,2.03,2.27,31.14,,,,,
2023/6/9,1104,"1,600",0,24,"1,624",3,,1,3,24.16,"157,901","1,689",44,2.61,2.33,-9.1,2.78,2.36,1.34,1.09,70.01
2023/6/8,1104,549,0,-27,522,2,,-6,2,24.16,"157,901","1,858",43,2.31,115,2.94,,,,,
2023/6/7,1104,400,0,-50,350,1,,-5,1,24.16,"157,901","1,805",20,1.11,-31.03,-13.43,,,,,
2023/6/6,1104,"-1,253",0,-13,"-1,266",-1,,-4,-1,24.16,"157,901","2,085",29,1.39,70.59,41.45,,,,,
2023/6/5,1104,76,0,-22,54,2,,-3,2,24.16,"157,901","1,474",17,1.15,0,2.08,,,,,
2023/6/2,1104,128,1,-14,115,1,3,-2,1,24.16,"157,901","1,444",17,1.18,0,-1.03,2.73,2.54,1.32,1.09,70.09
2023/6/1,1104,-120,69,-21,-72,-3,2,-1,-3,24.16,"157,901","1,459",17,1.17,-34.62,-0.88,,,,,
2023/6/30,1108,-89,0,-7,-96,-2,,-1,-2,3.95,"16,006","1,451",2,0.14,0,-0.55,1.27,0.89,1.41,2.02,79.47
2023/6/29,1108,-156,0,0,-156,-1,,,-1,3.95,"16,006","1,459",2,0.14,0,0.97,,,,,
2023/6/28,1108,"1,006",0,-3,"1,003",8,,-2,8,3.95,"16,006","1,445",2,0.14,0,0,,,,,
2023/6/27,1108,552,0,-9,543,7,,-1,7,3.95,"16,006","1,445",2,0.14,0,-9.74,,,,,
2023/6/26,1108,422,0,84,506,6,,1,6,3.95,"16,006","1,601",2,0.12,-50,5.4,,,,,
2023/6/21,1108,"1,003",0,0,"1,003",5,,,5,3.95,"16,006","1,519",4,0.26,0,-3.06,1.39,0.64,1.21,2.49,78.91
2023/6/20,1108,681,0,-8,673,4,,-1,4,3.95,"16,006","1,567",4,0.26,0,-2.49,,,,,
2023/6/19,1108,755,0,59,814,3,,2,3,3.95,"16,006","1,607",4,0.25,0,2.42,,,,,
2023/6/16,1108,"1,327",0,88,"1,415",2,,1,2,3.95,"16,006","1,569",4,0.25,100,-6.55,,,,,
2023/6/15,1108,502,0,-2,500,1,,-2,1,3.95,"16,006","1,679",2,0.12,0,-0.36,,,,,
2023/6/14,1108,-8,0,-1,-9,-1,,-1,-1,3.95,"16,006","1,685",2,0.12,0,-2.6,,,,,
2023/6/13,1108,471,0,44,515,1,,1,1,3.95,"16,006","1,730",2,0.12,0,-14.65,,,,,
2023/6/12,1108,-298,0,-94,-392,-1,,-1,-1,3.95,"16,006","2,027",2,0.1,0,-0.98,,,,,
2023/6/9,1108,794,0,550,"1,344",1,,1,1,3.95,"16,006","2,047",2,0.1,0,-1.87,1.37,0.72,1.73,1.62,78.35
2023/6/8,1108,-29,0,-45,-74,-1,,-7,-1,3.95,"16,006","2,086",2,0.1,0,0.63,,,,,
2023/6/7,1108,45,0,-45,0,4,,-6,,3.95,"16,006","2,073",2,0.1,0,-1.61,,,,,
2023/6/6,1108,50,0,-49,1,3,,-5,3,3.95,"16,006","2,107",2,0.09,0,-0.38,,,,,
2023/6/5,1108,233,0,-48,185,2,,-4,2,3.95,"16,006","2,115",2,0.09,0,-1.35,,,,,
2023/6/2,1108,130,0,-48,82,1,,-3,1,3.95,"16,006","2,144",2,0.09,0,-2.59,1.55,0.77,1.77,1.85,78.03
2023/6/1,1108,-208,0,-53,-261,-1,,-2,-1,3.95,"16,006","2,201",2,0.09,0,-0.09,,,,,
2023/6/30,1109,-3,0,21,18,-4,,3,2,36.37,"124,089","1,269",0,0,0,0.08,2.73,3.27,1.42,2.93,73.89
2023/6/29,1109,-1,0,6,5,-3,,2,1,36.37,"124,089","1,268",0,0,0,-0.08,,,,,
2023/6/28,1109,-11,0,1,-10,-2,,1,-2,36.37,"124,089","1,269",0,0,0,0,,,,,
2023/6/27,1109,-10,0,0,-10,-1,,,-1,36.37,"124,089","1,269",0,0,0,0,,,,,
2023/6/26,1109,9,0,3,12,2,,1,2,36.37,"124,089","1,269",0,0,0,0.16,,,,,
2023/6/21,1109,51,0,0,51,1,,,1,36.37,"124,089","1,267",0,0,0,0.08,2.67,3.27,1.42,2.91,73.88
2023/6/20,1109,-18,0,-1,-19,-2,,-2,-2,36.37,"124,089","1,266",0,0,0,-0.31,,,,,
2023/6/19,1109,-1,0,-2,-3,-1,,-1,-1,36.37,"124,089","1,270",0,0,0,0.16,,,,,
2023/6/16,1109,8,0,1,9,2,,1,4,36.37,"124,089","1,268",0,0,0,0,,,,,
2023/6/15,1109,2,0,-1,1,1,,-1,3,36.37,"124,089","1,268",0,0,0,2.42,,,,,
2023/6/14,1109,-4,0,7,3,-1,,2,2,36.37,"124,089","1,238",0,0,0,0,,,,,
2023/6/13,1109,6,0,14,20,1,,1,1,36.37,"124,089","1,238",0,0,0,0.24,,,,,
2023/6/12,1109,-22,0,0,-22,-3,,,-3,36.37,"124,089","1,235",0,0,0,-0.48,,,,,
2023/6/9,1109,-35,0,0,-35,-2,,,-2,36.37,"124,089","1,241",0,0,0,-0.24,2.71,3.21,1.41,2.91,73.88
2023/6/8,1109,-9,0,0,-9,-1,,,-1,36.37,"124,089","1,244",0,0,0,-0.32,,,,,
2023/6/7,1109,22,0,1,23,4,,1,4,36.37,"124,089","1,248",0,0,0,-0.56,,,,,
2023/6/6,1109,21,0,0,21,3,,,3,36.37,"124,089","1,255",0,0,0,-0.87,,,,,
2023/6/5,1109,24,0,66,90,2,,2,2,36.37,"124,089","1,266",0,0,0,-0.47,,,,,
2023/6/2,1109,9,0,1,10,1,,1,1,36.37,"124,089","1,272",0,0,0,-0.86,2.94,2.96,1.41,2.92,73.91
2023/6/1,1109,-25,0,-64,-89,-2,,-1,-1,36.37,"124,089","1,283",0,0,0,0.47,,,,,
2023/6/30,1110,0,0,-6,-6,,,-1,-1,34.67,"198,303","5,290",0,0,0,-0.6,1.4,0.37,0.49,0.75,92.59
2023/6/29,1110,10,0,6,16,5,,4,5,34.67,"198,303","5,322",0,0,0,0.09,,,,,
2023/6/28,1110,10,0,8,18,4,,3,4,34.67,"198,303","5,317",0,0,0,-0.21,,,,,
2023/6/27,1110,24,0,9,33,3,,2,3,34.67,"198,303","5,328",0,0,0,0.02,,,,,
2023/6/26,1110,4,0,8,12,2,,1,2,34.67,"198,303","5,327",0,0,0,-0.71,,,,,
2023/6/21,1110,55,0,-2,53,1,,-2,1,34.67,"198,303","5,365",0,0,0,-0.13,1.41,0.66,0.49,0.74,92.33
2023/6/20,1110,-10,0,-1,-11,-1,,-1,-1,34.67,"198,303","5,372",0,0,0,-0.11,,,,,
2023/6/19,1110,26,0,2,28,1,,2,1,34.67,"198,303","5,378",0,0,0,-1.01,,,,,
2023/6/16,1110,-13,0,10,-3,-4,,1,-4,34.67,"198,303","5,433",0,0,0,-4.43,,,,,
2023/6/15,1110,-51,0,0,-51,-3,,,-3,34.67,"198,309","5,685",0,0,0,-0.3,,,,,
2023/6/14,1110,-31,0,6,-25,-2,,1,-2,34.67,"198,309","5,702",0,0,0,0.05,,,,,
2023/6/13,1110,-3,0,-10,-13,-1,,-2,-1,34.67,"198,309","5,699",0,0,0,0,,,,,
2023/6/12,1110,162,0,-9,153,1,,-1,1,34.67,"198,309","5,699",0,0,-100,-4.49,,,,,
2023/6/9,1110,-13,0,0,-13,-2,,,-2,34.67,"198,309","5,967",1,0.02,0,0.78,1.47,0.47,0.49,0.75,92.45
2023/6/8,1110,-46,0,0,-46,-1,,,-1,34.67,"198,309","5,921",1,0.02,0,0.1,,,,,
2023/6/7,1110,109,0,-11,98,2,,-2,2,34.67,"198,309","5,915",1,0.02,0,-1.22,,,,,
2023/6/6,1110,163,0,-101,62,1,,-1,1,34.67,"198,309","5,988",1,0.02,0,2.57,,,,,
2023/6/5,1110,-27,0,1,-26,-7,,2,-7,34.67,"198,309","5,838",0,0,0,-0.03,,,,,
2023/6/2,1110,-13,0,8,-5,-6,,1,-6,34.67,"198,309","5,840",0,0,0,0.15,1.31,0.67,0.49,0.46,92.66
2023/6/1,1110,-83,0,-2,-85,-5,,-1,-5,34.67,"198,309","5,831",0,0,0,-0.17,,,,,
2023/6/30,1201,-382,0,-2,-384,-1,,-1,-1,14.55,"73,648","1,193",0,0,0,7.96,3.31,1.66,2.17,0.69,60.29
2023/6/29,1201,216,0,16,232,1,,5,1,14.55,"73,648","1,105",0,0,0,0.09,,,,,
2023/6/28,1201,-40,0,12,-28,-13,,4,-13,14.55,"73,648","1,104",0,0,0,-3.07,,,,,
2023/6/27,1201,-137,0,10,-127,-12,,3,-12,14.55,"73,648","1,139",0,0,0,-0.7,,,,,
2023/6/26,1201,-27,0,3,-24,-11,,2,-11,14.55,"73,648","1,147",0,0,0,-0.35,,,,,
2023/6/21,1201,-41,0,1,-40,-10,,1,-10,14.55,"73,648","1,151",0,0,0,-1.88,3.17,1.56,2.4,0.68,60.4
2023/6/20,1201,-74,0,0,-74,-9,,,-9,14.55,"73,648","1,173",0,0,0,-0.09,,,,,
2023/6/19,1201,-179,0,-3,-182,-8,,-1,-8,14.55,"73,648","1,174",0,0,0,1.21,,,,,
2023/6/16,1201,-141,0,9,-132,-7,,1,-7,14.55,"73,648","1,160",0,0,0,-0.43,,,,,
2023/6/15,1201,-220,0,-1,-221,-6,,-1,-6,14.55,"73,648","1,165",0,0,0,0.17,,,,,
2023/6/14,1201,-148,0,15,-133,-5,,2,-5,14.55,"73,648","1,163",0,0,0,-0.26,,,,,
2023/6/13,1201,-192,0,23,-169,-4,,1,-4,14.55,"73,648","1,166",0,0,0,-0.93,,,,,
2023/6/12,1201,-221,0,-2,-223,-3,,-1,-3,14.55,"73,648","1,177",0,0,0,0,,,,,
2023/6/9,1201,-202,0,1,-201,-2,,1,-2,14.55,"73,648","1,177",0,0,0,-1.67,3.32,1.58,2.26,0.5,60.66
2023/6/8,1201,-72,0,-1,-73,-1,,-1,-1,14.55,"73,648","1,197",0,0,0,-1.07,,,,,
2023/6/7,1201,3,0,2,5,1,,1,1,14.55,"73,648","1,210",0,0,0,1.85,,,,,
2023/6/6,1201,-40,0,0,-40,-9,,,-9,14.55,"73,648","1,188",0,0,0,0,,,,,
2023/6/5,1201,-199,0,2,-196,-8,,5,-8,14.55,"73,648","1,188",0,0,0,3.13,,,,,
2023/6/2,1201,-61,0,8,-53,-7,,4,-7,14.55,"73,648","1,152",0,0,0,-0.43,3.26,1.56,2.26,0.5,60.76
2023/6/1,1201,-30,0,1,-29,-6,,3,-6,14.55,"73,648","1,157",0,0,0,3.03,,,,,
2023/6/30,1203,-4,0,6,2,-3,,4,4,28.84,"69,226",67,1,1.49,0,-8.22,2.03,2.01,1.78,1.13,85.32
2023/6/29,1203,-2,0,4,2,-2,,3,3,28.84,"69,226",73,1,1.37,0,0,,,,,
2023/6/28,1203,-7,0,9,2,-1,,2,2,28.84,"69,226",73,1,1.37,0,-1.35,,,,,
2023/6/27,1203,8,0,10,18,1,,1,1,28.84,"69,226",74,1,1.35,0,25.42,,,,,
2023/6/26,1203,0,0,0,0,,,,,28.84,"69,226",59,1,1.69,0,9.26,,,,,
2023/6/21,1203,28,0,-1,27,1,,-1,1,28.84,"69,226",54,1,1.85,0,0,2.03,2.01,1.78,1.13,85.32
2023/6/20,1203,-1,0,0,-1,-2,,,-2,28.84,"69,226",54,1,1.85,0,0,,,,,
2023/6/19,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",54,1,1.85,0,22.73,,,,,
2023/6/16,1203,11,0,9,20,9,,1,9,28.84,"69,226",44,1,2.27,0,0,,,,,
2023/6/15,1203,21,0,-2,19,8,,-2,8,28.84,"69,226",44,1,2.27,0,-4.35,,,,,
2023/6/14,1203,19,0,-8,11,7,,-1,7,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/13,1203,10,0,5,15,6,,2,6,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/12,1203,15,0,1,16,5,,1,5,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/9,1203,21,0,-3,18,4,,-1,4,28.84,"69,226",46,1,2.17,0,0,2.03,2.01,1.78,1.13,85.27
2023/6/8,1203,1,0,0,1,3,,,3,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/7,1203,21,0,0,21,2,,,2,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/6,1203,5,0,-1,4,1,,-1,1,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/5,1203,0,0,0,0,,,,,28.84,"69,226",46,1,2.17,0,0,,,,,
2023/6/2,1203,4,0,0,4,7,,,6,28.84,"69,226",46,1,2.17,0,-4.17,2.03,2.01,1.78,1.13,85.26
2023/6/1,1203,1,0,0,1,6,,,5,28.84,"69,226",48,1,2.08,0,-5.88,,,,,
2023/6/30,1210,464,100,-7,557,3,3,-1,3,12.98,"116,151","4,386",1,0.02,-50,32.15,2.97,1.7,1.07,0.9,56.7
2023/6/29,1210,156,171,41,368,2,2,4,2,12.98,"116,151","3,319",2,0.06,-60,5.97,,,,,
2023/6/28,1210,447,152,1,600,1,1,3,1,12.98,"116,151","3,132",5,0.16,0,0.03,,,,,
2023/6/27,1210,-124,0,14,-110,-2,,2,-5,12.98,"116,151","3,131",5,0.16,0,-0.19,,,,,
2023/6/26,1210,-22,1,3,-18,-1,1,1,-4,12.98,"116,151","3,137",5,0.16,-44.44,1.1,,,,,
2023/6/21,1210,141,0,-270,-129,1,,-3,-3,12.98,"116,151","3,103",9,0.29,-18.18,0.03,2.91,1.6,1.03,0.88,56.76
2023/6/20,1210,-530,-499,-119,"-1,148",-2,-1,-2,-2,12.98,"116,151","3,102",11,0.35,57.14,-1.77,,,,,
2023/6/19,1210,-202,1,-41,-242,-1,1,-1,-1,12.98,"116,151","3,158",7,0.22,0,0.22,,,,,
2023/6/16,1210,48,0,15,63,3,,1,3,12.98,"116,151","3,151",7,0.22,0,-6.64,,,,,
2023/6/15,1210,130,0,-62,68,2,,-1,2,12.98,"116,151","3,375",7,0.21,0,-0.53,,,,,
2023/6/14,1210,186,0,31,217,1,,2,1,12.98,"116,151","3,393",7,0.21,0,-13.04,,,,,
2023/6/13,1210,-85,0,5,-80,-2,,1,-2,12.98,"116,151","3,902",7,0.18,16.67,0.52,,,,,
2023/6/12,1210,-173,0,-46,-219,-1,,-1,-1,12.98,"116,151","3,882",6,0.15,20,-0.44,,,,,
2023/6/9,1210,72,0,19,91,3,,1,3,12.98,"116,151","3,899",5,0.13,0,-1.66,2.91,1.64,1.4,0.59,56.71
2023/6/8,1210,684,0,-33,651,2,,-3,2,12.98,"116,151","3,965",5,0.13,0,0.33,,,,,
2023/6/7,1210,539,0,-87,452,1,,-2,1,12.98,"116,151","3,952",5,0.13,0,1.39,,,,,
2023/6/6,1210,-12,0,-84,-96,-2,,-1,-2,12.98,"116,151","3,898",5,0.13,0,0,,,,,
2023/6/5,1210,-26,0,11,-15,-1,,1,-1,12.98,"116,151","3,898",5,0.13,-16.67,-0.79,,,,,
2023/6/2,1210,232,2,-63,171,2,1,-1,2,12.98,"116,151","3,929",6,0.15,0,1.97,2.89,1.61,1.3,1.02,56.2
2023/6/1,1210,28,-2,5,31,1,-2,6,1,12.98,"116,151","3,853",6,0.16,0,3.66,,,,,
2023/6/30,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,4.16,0,1.39,1.58,74
2023/6/29,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/26,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,4.08,0,1.39,1.58,74
2023/6/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/19,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/16,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/15,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/14,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/12,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/9,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.5,0,1.39,1.58,74
2023/6/8,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/7,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/6,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/5,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/2,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.51,0,1.39,1.58,74
2023/6/1,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/6/30,1215,-352,-28,6,-374,-2,-1,1,-1,10,"29,483","1,660",17,1.02,0,-0.54,2.59,1.54,1.87,0.99,56.73
2023/6/29,1215,-215,285,-26,44,-1,1,-2,16,10,"29,483","1,669",17,1.02,0,-1.88,,,,,
2023/6/28,1215,120,-51,-46,23,2,-1,-1,15,10,"29,483","1,701",17,1,0,8,,,,,
2023/6/27,1215,164,850,1,"1,015",1,8,2,14,10,"29,483","1,575",17,1.08,0,-2.11,,,,,
2023/6/26,1215,-174,206,9,41,-5,7,1,13,10,"29,483","1,609",17,1.06,0,2.55,,,,,
