date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/11/27,1109,-49,0,0,-49,-4,,,-4,36.37,"124,089","1,031",0,0,0,0.59,,,,,
2023/11/24,1109,-9,0,0,-9,-3,,,-3,36.37,"124,089","1,025",0,0,0,-4.65,2.73,3.24,1.68,2.69,73.85
2023/11/23,1109,-8,0,-2,-10,-2,,-1,-2,36.37,"124,089","1,075",0,0,0,-2.89,,,,,
2023/11/22,1109,-16,0,0,-16,-1,,,-1,36.37,"124,089","1,107",0,0,0,-0.54,,,,,
2023/11/21,1109,27,0,0,27,3,,,3,36.37,"124,089","1,113",0,0,0,0,,,,,
2023/11/20,1109,8,0,1,9,2,,2,2,36.37,"124,089","1,113",0,0,0,4.21,,,,,
2023/11/17,1109,18,0,1,19,1,,1,1,36.37,"124,089","1,068",0,0,-100,0,2.75,3.23,1.68,2.98,73.53
2023/11/16,1109,-6,0,0,-6,-3,,,-3,36.37,"124,089","1,068",6,0.56,0,-0.19,,,,,
2023/11/15,1109,-1,0,-47,-48,-2,,-1,-2,36.37,"124,089","1,070",6,0.56,0,-0.09,,,,,
2023/11/14,1109,-6,0,3,-3,-1,,2,-1,36.37,"124,089","1,071",6,0.56,-14.29,0,,,,,
2023/11/13,1109,2,0,18,20,1,,1,1,36.37,"124,089","1,071",7,0.65,-12.5,0,,,,,
2023/11/10,1109,-15,0,-2,-17,-2,,-1,-2,36.37,"124,089","1,071",8,0.75,33.33,0,2.71,3.35,1.68,2.98,73.53
2023/11/9,1109,-47,0,0,-47,-1,,,-1,36.37,"124,089","1,071",6,0.56,0,0,,,,,
2023/11/8,1109,8,0,4,12,1,,1,1,36.37,"124,089","1,071",6,0.56,0,0,,,,,
2023/11/7,1109,-8,0,0,-8,-10,,,-3,36.37,"124,089","1,071",6,0.56,0,0,,,,,
2023/11/6,1109,-3,0,-5,-8,-9,,-1,-2,36.37,"124,089","1,071",6,0.56,0,0,,,,,
2023/11/3,1109,-18,0,0,-18,-8,,,-1,36.37,"124,089","1,071",6,0.56,0,0,2.71,3.35,1.68,2.97,73.53
2023/11/2,1109,-1,0,6,5,-7,,1,1,36.37,"124,089","1,071",6,0.56,0,1.52,,,,,
2023/11/1,1109,-14,0,0,-14,-6,,,-12,36.37,"124,089","1,055",6,0.57,0,0,,,,,
2023/11/30,1110,-13,0,-5,-18,-1,,-1,-1,31.4,"179,633","4,224",0,0,0,0.05,,,,,
2023/11/29,1110,0,0,0,0,,,,,31.4,"179,633","4,222",0,0,0,0.48,,,,,
2023/11/28,1110,70,0,-38,32,1,,-1,1,31.4,"179,633","4,202",0,0,0,-0.12,,,,,
2023/11/27,1110,0,0,0,0,,,,,31.4,"179,633","4,207",0,0,0,0,,,,,
2023/11/24,1110,2,0,-34,-32,10,,-7,-1,31.4,"179,633","4,207",0,0,0,0,1.19,0.55,0.75,0.46,92.73
2023/11/23,1110,14,0,-11,3,9,,-6,1,31.4,"179,633","4,207",0,0,0,0,,,,,
2023/11/22,1110,5,0,-23,-18,8,,-5,-1,31.4,"179,633","4,207",0,0,0,0,,,,,
2023/11/21,1110,94,0,-10,84,7,,-4,3,31.4,"179,633","4,207",0,0,0,0,,,,,
2023/11/20,1110,27,0,-20,7,6,,-3,2,31.4,"179,633","4,207",0,0,0,-0.75,,,,,
2023/11/17,1110,54,0,-20,34,5,,-2,1,31.4,"179,633","4,239",0,0,0,-0.45,1.2,0.57,0.75,0.46,92.73
2023/11/16,1110,36,0,-50,-14,4,,-1,-1,31.4,"179,633","4,258",0,0,0,0.09,,,,,
2023/11/15,1110,26,0,5,31,3,,3,3,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/14,1110,53,0,9,62,2,,2,2,31.4,"179,633","4,254",0,0,0,-0.07,,,,,
2023/11/13,1110,8,0,12,20,1,,1,1,31.4,"179,633","4,257",0,0,0,-0.14,,,,,
2023/11/10,1110,-6,0,0,-6,-1,,,-1,31.4,"179,633","4,263",0,0,0,0.21,1.2,0.57,0.75,0.46,92.73
2023/11/9,1110,12,0,-1,11,6,,-2,1,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/8,1110,6,0,-7,-1,5,,-1,-1,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/7,1110,2,0,0,2,4,,,2,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/6,1110,36,0,0,36,3,,,1,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/3,1110,4,0,-7,-3,2,,-5,-1,31.4,"179,633","4,254",0,0,0,0,1.2,0.47,0.86,0.46,92.74
2023/11/2,1110,27,0,-8,19,1,,-4,1,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/1,1110,-1,0,-24,-25,-1,,-3,-1,31.4,"179,633","4,254",0,0,0,0,,,,,
2023/11/30,1201,90,0,-1,89,16,,-1,16,14.55,"73,648",864,0,0,0,-1.26,,,,,
2023/11/29,1201,20,0,0,20,15,,,15,14.55,"73,648",875,0,0,0,-1.35,,,,,
2023/11/28,1201,103,0,6,109,14,,1,14,14.55,"73,648",887,0,0,0,-1,,,,,
2023/11/27,1201,38,0,0,38,13,,,13,14.55,"73,648",896,0,0,0,1.36,,,,,
2023/11/24,1201,58,0,0,58,12,,,12,14.55,"73,648",884,0,0,0,0.57,3.9,1.51,2.28,0.5,59.17
2023/11/23,1201,102,0,-3,99,11,,-1,11,14.55,"73,648",879,0,0,0,-0.57,,,,,
2023/11/22,1201,13,0,0,13,10,,,10,14.55,"73,648",884,0,0,0,-0.23,,,,,
2023/11/21,1201,158,0,0,158,9,,,9,14.55,"73,648",886,0,0,0,-1.56,,,,,
2023/11/20,1201,171,0,-1,170,8,,-2,8,14.55,"73,648",900,0,0,0,-0.22,,,,,
2023/11/17,1201,37,0,-4,33,7,,-1,7,14.55,"73,648",902,0,0,0,-0.66,3.85,1.73,2.04,0.5,59.15
2023/11/16,1201,162,0,0,162,6,,,6,14.55,"73,648",908,0,0,0,0.33,,,,,
2023/11/15,1201,221,0,34,255,5,,3,5,14.55,"73,648",905,0,0,0,-0.44,,,,,
2023/11/14,1201,108,0,20,128,4,,2,4,14.55,"73,648",909,0,0,0,-0.76,,,,,
2023/11/13,1201,126,0,9,135,3,,1,3,14.55,"73,648",916,0,0,0,-0.65,,,,,
2023/11/10,1201,16,0,-1,15,2,,-1,2,14.55,"73,648",922,0,0,0,-0.22,3.83,1.79,1.89,0.5,59.13
2023/11/9,1201,5,0,0,5,1,,,1,14.55,"73,648",924,0,0,0,-0.11,,,,,
2023/11/8,1201,-10,0,-4,-14,-1,,-1,-1,14.55,"73,648",925,0,0,0,-1.39,,,,,
2023/11/7,1201,70,0,0,70,4,,,4,14.55,"73,648",938,0,0,0,-0.42,,,,,
2023/11/6,1201,40,0,0,40,3,,,3,14.55,"73,648",942,0,0,0,-0.21,,,,,
2023/11/3,1201,25,0,0,25,2,,,2,14.55,"73,648",944,0,0,0,-4.36,3.84,1.79,1.9,0.5,59.14
2023/11/2,1201,7,0,0,7,1,,,1,14.55,"73,648",987,0,0,0,0.41,,,,,
2023/11/1,1201,-111,0,0,-111,-1,,,-1,14.55,"73,648",983,0,0,0,1.87,,,,,
2023/11/30,1203,23,0,-2,21,2,,-2,1,28.84,"69,226",35,0,0,0,0,,,,,
2023/11/29,1203,1,0,-1,0,1,,-1,,28.84,"69,226",35,0,0,0,0,,,,,
2023/11/28,1203,-5,0,8,3,-2,,1,1,28.84,"69,226",35,0,0,0,-2.78,,,,,
2023/11/27,1203,-3,0,-2,-5,-1,,-1,-1,28.84,"69,226",36,0,0,0,0,,,,,
2023/11/24,1203,3,0,0,3,1,,,1,28.84,"69,226",36,0,0,0,-2.7,1.94,2.57,1.45,1.13,85.41
2023/11/23,1203,0,0,-3,-3,,,-2,-1,28.84,"69,226",37,0,0,0,-5.13,,,,,
2023/11/22,1203,1,0,-1,0,11,,-1,,28.84,"69,226",39,0,0,0,0,,,,,
2023/11/21,1203,51,0,1,52,10,,1,10,28.84,"69,226",39,0,0,0,-4.88,,,,,
2023/11/20,1203,24,0,-3,21,9,,-1,9,28.84,"69,226",41,0,0,0,-2.38,,,,,
2023/11/17,1203,45,0,0,45,8,,,8,28.84,"69,226",42,0,0,0,0,2.26,2.23,1.45,1.13,85.4
2023/11/16,1203,21,0,0,21,7,,,7,28.84,"69,226",42,0,0,0,-17.65,,,,,
2023/11/15,1203,10,0,2,12,6,,2,6,28.84,"69,226",51,0,0,0,0,,,,,
2023/11/14,1203,13,0,1,14,5,,1,5,28.84,"69,226",51,0,0,0,4.08,,,,,
2023/11/13,1203,3,0,0,3,4,,,4,28.84,"69,226",49,0,0,0,0,,,,,
2023/11/10,1203,2,0,0,2,3,,,3,28.84,"69,226",49,0,0,0,0,2.23,2.25,1.45,1.13,85.4
2023/11/9,1203,1,0,0,1,2,,,2,28.84,"69,226",49,0,0,0,-2,,,,,
2023/11/8,1203,5,0,1,6,1,,1,1,28.84,"69,226",50,0,0,0,2.04,,,,,
2023/11/7,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",49,0,0,0,0,,,,,
2023/11/6,1203,4,0,1,5,2,,1,2,28.84,"69,226",49,0,0,0,-2,,,,,
2023/11/3,1203,3,0,0,3,1,,,1,28.84,"69,226",50,0,0,0,0,2.18,2.01,1.71,1.13,85.4
2023/11/2,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",50,0,0,0,2.04,,,,,
2023/11/1,1203,0,0,0,0,,,,,28.84,"69,226",49,0,0,0,-2,,,,,
2023/11/30,1210,778,-70,-5,703,5,-1,-1,5,13,"116,291","1,960",9,0.46,-30.77,1.03,,,,,
2023/11/29,1210,363,0,0,363,4,,,4,13,"116,291","1,940",13,0.67,0,-3,,,,,
2023/11/28,1210,986,0,9,995,3,,1,3,13,"116,291","2,000",13,0.65,0,1.63,,,,,
2023/11/27,1210,290,0,0,290,2,,,2,13,"116,291","1,968",13,0.66,8.33,-4.28,,,,,
2023/11/24,1210,402,0,-137,265,1,,-3,1,13,"116,291","2,056",12,0.58,0,-2.74,3.53,1.83,1.25,0.8,56.19
2023/11/23,1210,-219,5,-3,-217,-2,1,-2,-2,13,"116,291","2,114",12,0.57,-68.42,-5.96,,,,,
2023/11/22,1210,-31,0,-26,-57,-1,,-1,-1,13,"116,291","2,248",38,1.69,192.31,-6.61,,,,,
2023/11/21,1210,353,0,35,388,1,,4,1,13,"116,291","2,407",13,0.54,0,-5.2,,,,,
2023/11/20,1210,-364,-70,4,-430,-3,-1,3,-3,13,"116,291","2,539",13,0.51,-18.75,-4.41,,,,,
2023/11/17,1210,-80,0,35,-45,-2,,2,-2,13,"116,291","2,656",16,0.6,0,-7.81,3.4,1.95,1.18,0.89,56.06
2023/11/16,1210,-70,0,22,-48,-1,,1,-1,13,"116,291","2,881",16,0.56,0,-3.39,,,,,
2023/11/15,1210,599,-3,-18,578,1,-1,-1,1,12.98,"116,151","2,982",16,0.54,6.67,-5.03,,,,,
2023/11/14,1210,-154,0,0,-154,-2,,,-2,12.98,"116,151","3,140",15,0.48,7.14,-0.16,,,,,
2023/11/13,1210,-651,0,-2,-653,-1,,-1,-1,12.98,"116,151","3,145",14,0.45,7.69,-1.66,,,,,
2023/11/10,1210,269,-80,139,328,1,-3,1,1,12.98,"116,151","3,198",13,0.41,30,-3.53,3.33,2.07,1.1,0.61,56.37
2023/11/9,1210,-147,-121,0,-268,-1,-2,,-4,12.98,"116,151","3,315",10,0.3,0,1.5,,,,,
2023/11/8,1210,75,-134,8,-51,1,-1,1,-3,12.98,"116,151","3,266",10,0.31,11.11,1.97,,,,,
2023/11/7,1210,-192,0,-29,-221,-2,,-1,-2,12.98,"116,151","3,203",9,0.28,0,-0.5,,,,,
2023/11/6,1210,-215,0,24,-191,-1,,3,-1,12.98,"116,151","3,219",9,0.28,12.5,3.57,,,,,
2023/11/3,1210,100,8,19,127,1,2,2,3,12.98,"116,151","3,108",8,0.26,-38.46,-0.54,3.3,1.99,1.03,0.79,56.31
2023/11/2,1210,-67,7,69,9,-1,1,1,2,12.98,"116,151","3,125",13,0.42,-79.69,0.35,,,,,
2023/11/1,1210,192,0,0,192,1,,,1,12.98,"116,151","3,114",64,2.06,0,-0.38,,,,,
2023/11/30,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/29,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/24,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.19,0,1.39,3.04,73.84
2023/11/23,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/22,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/11/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
