證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1101 台泥,2023/4/7,1101,-509,108,304,-97,-2,1,2,-2,7.89,"564,677","13,213",215,1.63,-0.46,-0.44,2.74,1.51,0.99,1.06,58.78
1101 台泥,2023/4/6,1101,"-1,461",-7,49,"-1,419",-1,-6,1,-1,7.89,"564,677","13,272",216,1.63,-29.87,0.55,,,,,
1102 亞泥,2023/4/28,1102,-739,51,62,-626,-3,3,1,-3,27.37,"970,385",510,0,0,0,-1.73,1.77,1.34,0.7,0.56,79.9
1102 亞泥,2023/4/27,1102,"-1,258",211,-30,"-1,077",-2,2,-1,-2,27.37,"970,385",519,0,0,0,4.22,,,,,
1102 亞泥,2023/4/26,1102,"-1,189",260,531,-398,-1,1,6,-1,27.37,"970,385",498,0,0,0,5.73,,,,,
1102 亞泥,2023/4/25,1102,781,-219,419,982,3,-5,5,3,27.37,"970,385",471,0,0,0,-6.18,,,,,
1102 亞泥,2023/4/24,1102,"1,288",-598,10,700,2,-4,4,2,27.37,"970,385",502,0,0,0,8.19,,,,,
1102 亞泥,2023/4/21,1102,795,-421,326,699,1,-3,3,1,27.37,"970,385",464,0,0,0,1.98,1.77,1.36,0.7,0.61,79.74
1102 亞泥,2023/4/20,1102,-101,-293,130,-264,-3,-2,2,-3,27.37,"970,385",455,0,0,-100,2.48,,,,,
1102 亞泥,2023/4/19,1102,"-1,205",-427,197,"-1,434",-2,-1,1,-2,27.37,"970,385",444,2,0.45,0,0,,,,,
1102 亞泥,2023/4/18,1102,"-1,022",239,-3,-787,-1,1,-2,-1,27.37,"970,385",444,2,0.45,0,-6.13,,,,,
1102 亞泥,2023/4/17,1102,324,-6,-30,288,1,-1,-1,1,27.37,"970,385",473,2,0.42,0,1.28,,,,,
1102 亞泥,2023/4/14,1102,-407,1,81,-325,-2,1,1,-2,27.37,"970,385",467,2,0.43,0,5.42,1.82,1.38,0.72,0.56,79.69
1102 亞泥,2023/4/13,1102,-850,-11,-75,-936,-1,-1,-2,-1,27.37,"970,385",443,2,0.45,0,-1.99,,,,,
1102 亞泥,2023/4/12,1102,19,172,-65,126,3,1,-1,3,27.37,"970,385",452,2,0.44,0,-9.42,,,,,
1102 亞泥,2023/4/11,1102,"2,541",-1,18,"2,558",2,-1,1,2,27.37,"970,385",499,2,0.4,-60,1.01,,,,,
1102 亞泥,2023/4/10,1102,899,16,-5,909,1,2,-1,1,27.37,"970,385",494,5,1.01,0,-3.7,,,,,
1102 亞泥,2023/4/7,1102,-681,105,220,-356,-12,1,2,-5,27.37,"970,385",513,5,0.97,0,-1.72,1.79,1.39,0.69,0.56,79.64
1102 亞泥,2023/4/6,1102,-460,-17,12,-465,-11,-1,1,-4,27.37,"970,385",522,5,0.96,150,-2.97,,,,,
1103 嘉泥,2023/4/28,1103,54,0,-2,52,6,,-1,6,17.15,"132,871","1,730",0,0,0,-6.18,2.84,1.55,0.79,1.38,74.45
1103 嘉泥,2023/4/27,1103,75,0,3,78,5,,3,5,17.15,"132,871","1,844",0,0,0,-11.3,,,,,
1103 嘉泥,2023/4/26,1103,294,0,87,381,4,,2,4,17.15,"132,871","2,079",0,0,0,3.23,,,,,
1103 嘉泥,2023/4/25,1103,3,0,13,16,3,,1,3,17.15,"132,871","2,014",0,0,-100,-3.13,,,,,
1103 嘉泥,2023/4/24,1103,324,0,-9,315,2,,-1,2,17.15,"132,871","2,079",1,0.05,0,5.21,,,,,
1103 嘉泥,2023/4/21,1103,133,0,2,135,1,,4,1,17.15,"132,871","1,976",0,0,0,6.29,3.08,1.45,0.98,1.26,74.27
1103 嘉泥,2023/4/20,1103,-45,0,6,-39,-4,,3,-2,17.15,"132,871","1,859",0,0,0,1.14,,,,,
1103 嘉泥,2023/4/19,1103,-43,0,24,-19,-3,,2,-1,17.15,"132,871","1,838",0,0,0,-0.38,,,,,
1103 嘉泥,2023/4/18,1103,-4,0,9,5,-2,,1,1,17.15,"132,871","1,845",0,0,0,2.67,,,,,
1103 嘉泥,2023/4/17,1103,-90,0,-11,-101,-1,,-1,-1,17.15,"132,871","1,797",0,0,0,29.28,,,,,
1103 嘉泥,2023/4/14,1103,69,0,0,69,3,,,3,17.15,"132,871","1,390",0,0,0,4.98,2.91,1.51,0.98,1.26,74.27
1103 嘉泥,2023/4/13,1103,164,0,0,164,2,,,2,17.15,"132,871","1,324",0,0,0,-1.93,,,,,
1103 嘉泥,2023/4/12,1103,31,0,10,41,1,,3,1,17.15,"132,871","1,350",0,0,0,0.52,,,,,
1103 嘉泥,2023/4/11,1103,-18,0,4,-14,-4,,2,-4,17.15,"132,871","1,343",0,0,0,0.9,,,,,
1103 嘉泥,2023/4/10,1103,-17,0,1,-16,-3,,1,-3,17.15,"132,871","1,331",0,0,0,0.45,,,,,
1103 嘉泥,2023/4/7,1103,-14,0,0,-14,-2,,,-2,17.15,"132,871","1,325",0,0,0,-0.53,2.92,1.52,1.07,1.16,74.28
1103 嘉泥,2023/4/6,1103,-32,0,0,-32,-1,,,-1,17.15,"132,871","1,332",0,0,0,2.38,,,,,
1104 環泥,2023/4/28,1104,"1,462",0,76,"1,538",1,,3,1,24.16,"157,901","2,439",33,1.35,83.33,34.98,2.9,2.24,1.35,1.67,70.38
1104 環泥,2023/4/27,1104,-871,0,3,-868,-1,,2,-1,24.16,"157,901","1,807",18,1,28.57,3.61,,,,,
1104 環泥,2023/4/26,1104,"2,098",0,28,"2,126",1,,1,1,24.16,"157,901","1,744",14,0.8,600,-9.45,,,,,
1104 環泥,2023/4/25,1104,-188,0,-93,-281,-1,,-4,-1,24.16,"157,901","1,926",2,0.1,0,-4.94,,,,,
1104 環泥,2023/4/24,1104,"1,839",0,-117,"1,722",2,,-3,2,24.16,"157,901","2,026",2,0.1,0,9.04,,,,,
1104 環泥,2023/4/21,1104,592,0,-158,434,1,,-2,1,24.16,"157,901","1,858",2,0.11,0,-4.28,2.86,2.49,1.43,1.53,70.03
1104 環泥,2023/4/20,1104,-196,0,-198,-394,-1,,-1,-1,24.16,"157,901","1,941",2,0.1,100,25.47,,,,,
1104 環泥,2023/4/19,1104,90,0,13,103,1,,4,1,24.16,"157,901","1,547",1,0.06,0,8.11,,,,,
1104 環泥,2023/4/18,1104,-240,0,6,-234,-1,,3,-1,24.16,"157,901","1,431",1,0.07,0,16.91,,,,,
1104 環泥,2023/4/17,1104,451,0,21,472,1,,2,1,24.16,"157,901","1,224",0,0,0,-1.92,,,,,
1104 環泥,2023/4/14,1104,-525,0,9,-516,-1,,1,-1,24.16,"157,901","1,248",0,0,0,7.59,2.96,2.31,1.68,1.53,70.09
1104 環泥,2023/4/13,1104,489,0,-10,479,5,,-1,7,24.16,"157,901","1,160",0,0,0,9.43,,,,,
1104 環泥,2023/4/12,1104,709,0,23,732,4,,7,6,24.16,"157,901","1,060",0,0,0,-2.66,,,,,
1104 環泥,2023/4/11,1104,731,0,71,802,3,,6,5,24.16,"157,901","1,089",0,0,0,2.54,,,,,
1104 環泥,2023/4/10,1104,302,0,43,345,2,,5,4,24.16,"157,901","1,062",0,0,-100,-11.28,,,,,
1104 環泥,2023/4/7,1104,60,0,67,127,1,,4,3,24.16,"157,901","1,197",3,0.25,0,-2.92,3.35,2.58,1.36,1.54,69.74
1104 環泥,2023/4/6,1104,-123,0,133,11,-1,,3,2,24.16,"157,901","1,233",3,0.24,-62.5,-3.82,,,,,
1108 幸福,2023/4/28,1108,515,0,53,568,1,,2,1,3.95,"16,006","3,011",5,0.17,0,5.17,1.57,1.11,1.6,1.54,77.78
1108 幸福,2023/4/27,1108,"-2,510",0,202,"-2,308",-1,,1,-1,3.95,"16,006","2,863",0,0,0,-9.57,,,,,
1108 幸福,2023/4/26,1108,585,0,-98,487,8,,-1,3,3.95,"16,006","3,166",0,0,0,30.02,,,,,
1108 幸福,2023/4/25,1108,"1,004",0,60,"1,064",7,,1,2,3.95,"16,006","2,435",0,0,0,-6.24,,,,,
1108 幸福,2023/4/24,1108,251,0,-158,93,6,,-3,1,3.95,"16,006","2,597",0,0,0,-3.64,,,,,
1108 幸福,2023/4/21,1108,260,0,-372,-112,5,,-2,-1,3.95,"16,006","2,695",0,0,-100,43.96,1.58,1.49,0.83,1.34,78.69
1108 幸福,2023/4/20,1108,239,0,-5,234,4,,-1,4,3.95,"16,006","1,872",8,0.43,-11.11,-1.63,,,,,
1108 幸福,2023/4/19,1108,498,0,35,533,3,,10,3,3.95,"16,006","1,903",9,0.47,0,-3.11,,,,,
1108 幸福,2023/4/18,1108,145,0,34,179,2,,9,2,3.95,"16,006","1,964",9,0.46,12.5,-5.03,,,,,
1108 幸福,2023/4/17,1108,234,0,25,259,1,,8,1,3.95,"16,006","2,068",8,0.39,-11.11,-9.38,,,,,
1108 幸福,2023/4/14,1108,-351,0,93,-258,-1,,7,-1,3.95,"16,006","2,282",9,0.39,-66.67,-5.82,1.53,1.02,1.25,1.36,78.58
1108 幸福,2023/4/13,1108,876,0,6,882,9,,6,9,3.95,"16,006","2,423",27,1.11,0,5.62,,,,,
1108 幸福,2023/4/12,1108,480,0,109,589,8,,5,8,3.95,"16,006","2,294",27,1.18,440,4.94,,,,,
1108 幸福,2023/4/11,1108,"1,849",0,34,"1,883",7,,4,7,3.95,"16,006","2,186",5,0.23,25,1.16,,,,,
1108 幸福,2023/4/10,1108,715,0,258,973,6,,3,6,3.95,"16,006","2,161",4,0.19,0,11.97,,,,,
1108 幸福,2023/4/7,1108,463,0,49,512,5,,2,5,3.95,"16,006","1,930",4,0.21,0,-7.21,1.51,0.76,1.42,0.7,77.97
1108 幸福,2023/4/6,1108,644,0,337,981,4,,1,4,3.95,"16,006","2,080",4,0.19,0,-5.33,,,,,
1109 信大,2023/4/28,1109,22,0,0,22,1,,,1,36.37,"124,089","1,367",0,0,0,-0.07,2.82,2.94,1.23,3.22,73.68
1109 信大,2023/4/27,1109,-7,0,0,-7,-1,,,-1,36.37,"124,089","1,368",0,0,0,-0.07,,,,,
1109 信大,2023/4/26,1109,232,0,37,269,3,,2,3,36.37,"124,089","1,369",0,0,0,3.32,,,,,
1109 信大,2023/4/25,1109,19,0,4,23,2,,1,2,36.37,"124,089","1,325",0,0,0,-2.79,,,,,
1109 信大,2023/4/24,1109,96,0,-76,20,1,,-2,1,36.37,"124,089","1,363",0,0,0,0.44,,,,,
1109 信大,2023/4/21,1109,-28,0,-69,-97,-4,,-1,-4,36.37,"124,089","1,357",0,0,0,-0.15,2.44,3.1,1.23,3.22,73.75
1109 信大,2023/4/20,1109,-13,0,2,-11,-3,,2,-3,36.37,"124,089","1,359",0,0,0,0.07,,,,,
1109 信大,2023/4/19,1109,-60,0,17,-43,-2,,1,-2,36.37,"124,089","1,358",0,0,0,0,,,,,
1109 信大,2023/4/18,1109,-8,0,-7,-15,-1,,-1,-1,36.37,"124,089","1,358",0,0,0,-5.37,,,,,
1109 信大,2023/4/17,1109,51,0,28,79,1,,1,1,36.37,"124,089","1,435",0,0,0,-0.35,,,,,
1109 信大,2023/4/14,1109,-15,0,0,-15,-3,,,-2,36.37,"124,089","1,440",0,0,0,0,2.42,2.9,1.61,3.19,73.79
1109 信大,2023/4/13,1109,-42,0,10,-32,-2,,3,-1,36.37,"124,089","1,440",0,0,0,-4,,,,,
1109 信大,2023/4/12,1109,-5,0,5,0,-1,,2,,36.37,"124,089","1,500",0,0,0,0.94,,,,,
1109 信大,2023/4/11,1109,135,0,16,151,2,,1,4,36.37,"124,089","1,486",0,0,0,9.75,,,,,
1109 信大,2023/4/10,1109,5,0,0,5,1,,,3,36.37,"124,089","1,354",0,0,0,0.3,,,,,
1109 信大,2023/4/7,1109,-3,0,10,7,-1,,2,2,36.37,"124,089","1,350",0,0,0,0.07,2.35,3.04,1.41,3.76,73.47
1109 信大,2023/4/6,1109,9,0,133,142,1,,1,1,36.37,"124,089","1,349",0,0,0,6.05,,,,,
1110 東泥,2023/4/28,1110,1,0,0,1,1,,,1,34.67,"198,309","3,179",0,0,0,1.6,1.05,0.75,0.73,0.16,92.9
1110 東泥,2023/4/27,1110,-17,0,0,-17,-1,,,-1,34.67,"198,309","3,129",0,0,0,0.97,,,,,
1110 東泥,2023/4/26,1110,10,0,8,18,1,,1,1,34.67,"198,309","3,099",0,0,-100,5.8,,,,,
1110 東泥,2023/4/25,1110,-2,0,0,-2,-1,,,-1,34.67,"198,309","2,929",1,0.03,0,1.1,,,,,
1110 東泥,2023/4/24,1110,10,0,0,10,1,,,1,34.67,"198,309","2,897",1,0.03,0,1.97,,,,,
1110 東泥,2023/4/21,1110,-30,0,-2,-32,-1,,-1,-1,34.67,"198,309","2,841",1,0.04,0,2.67,1.1,0.74,0.73,0.16,92.87
1110 東泥,2023/4/20,1110,4,0,2,6,1,,2,1,34.67,"198,309","2,767",0,0,0,-0.18,,,,,
1110 東泥,2023/4/19,1110,-11,0,7,-4,-4,,1,-4,34.67,"198,309","2,772",0,0,0,-1.7,,,,,
1110 東泥,2023/4/18,1110,-8,0,0,-8,-3,,,-3,34.67,"198,309","2,820",0,0,0,0.28,,,,,
1110 東泥,2023/4/17,1110,-5,0,-2,-7,-2,,-1,-2,34.67,"198,309","2,812",0,0,0,-0.18,,,,,
1110 東泥,2023/4/14,1110,-21,0,0,-21,-1,,,-1,34.67,"198,309","2,817",0,0,0,-0.25,1.11,0.63,0.87,0.16,92.88
1110 東泥,2023/4/13,1110,64,0,0,64,4,,,4,34.67,"198,309","2,824",0,0,0,-0.63,,,,,
1110 東泥,2023/4/12,1110,10,0,0,10,3,,,3,34.67,"198,309","2,842",0,0,0,-15.37,,,,,
1110 東泥,2023/4/11,1110,8,0,2,10,2,,1,2,34.67,"198,309","3,358",0,0,0,-8.55,,,,,
1110 東泥,2023/4/10,1110,10,0,0,10,1,,,1,34.67,"198,309","3,672",0,0,0,-1.69,,,,,
1110 東泥,2023/4/7,1110,-6,0,0,-6,-1,,,-1,34.67,"198,309","3,735",0,0,0,-1.11,0.99,0.71,0.73,0.16,93.04
1110 東泥,2023/4/6,1110,0,0,0,0,,,,,34.67,"198,309","3,777",0,0,0,-0.03,,,,,
1201 味全,2023/4/28,1201,35,0,1,36,3,,1,3,14.55,"73,648","1,134",0,0,0,-6.67,3.13,1.88,1.88,0.67,60.93
1201 味全,2023/4/27,1201,28,0,0,28,2,,,2,14.55,"73,648","1,215",0,0,0,-0.82,,,,,
1201 味全,2023/4/26,1201,37,0,63,100,1,,2,1,14.55,"73,648","1,225",0,0,0,-0.65,,,,,
1201 味全,2023/4/25,1201,-95,0,7,-88,-5,,1,-5,14.55,"73,648","1,233",0,0,0,3.01,,,,,
1201 味全,2023/4/24,1201,-49,0,0,-49,-4,,,-4,14.55,"73,648","1,197",0,0,0,2.05,,,,,
1201 味全,2023/4/21,1201,-144,0,4,-140,-3,,4,-3,14.55,"73,648","1,173",0,0,0,-1.59,3.29,1.88,1.88,0.66,60.94
1201 味全,2023/4/20,1201,-159,0,4,-155,-2,,3,-2,14.55,"73,648","1,192",0,0,0,-0.42,,,,,
1201 味全,2023/4/19,1201,-81,0,36,-45,-1,,2,-1,14.55,"73,648","1,197",0,0,0,0.34,,,,,
1201 味全,2023/4/18,1201,3,0,2,5,6,,1,6,14.55,"73,648","1,193",0,0,0,-1.24,,,,,
1201 味全,2023/4/17,1201,54,0,-1,53,5,,-1,5,14.55,"73,648","1,208",0,0,0,2.37,,,,,
1201 味全,2023/4/14,1201,18,0,1,19,4,,1,4,14.55,"73,648","1,180",0,0,0,-1.99,3.4,1.89,2.04,0.5,60.95
1201 味全,2023/4/13,1201,41,0,-1,40,3,,-1,3,14.55,"73,648","1,204",0,0,0,0.67,,,,,
1201 味全,2023/4/12,1201,17,0,10,27,2,,2,2,14.55,"73,648","1,196",0,0,0,-3.24,,,,,
1201 味全,2023/4/11,1201,18,0,3,21,1,,1,1,14.55,"73,648","1,236",0,0,0,-6.29,,,,,
1201 味全,2023/4/10,1201,-55,0,0,-55,-13,,,-13,14.55,"73,648","1,319",0,0,0,0,,,,,
1201 味全,2023/4/7,1201,-43,0,-1,-44,-12,,-1,-12,14.55,"73,648","1,319",0,0,0,0.53,3.46,1.89,1.89,0.67,60.95
1201 味全,2023/4/6,1201,-90,0,0,-90,-11,,,-11,14.55,"73,648","1,312",0,0,0,-0.83,,,,,
1203 味王,2023/4/28,1203,0,0,0,0,,,,,28.84,"69,226",46,0,0,0,0,1.88,1.78,1.78,1.49,85.16
1203 味王,2023/4/27,1203,0,0,0,0,,,,,28.84,"69,226",46,0,0,0,-4.17,,,,,
1203 味王,2023/4/26,1203,14,0,-5,9,1,,-3,1,28.84,"69,226",48,0,0,0,4.35,,,,,
1203 味王,2023/4/25,1203,0,0,-2,-2,,,-2,-2,28.84,"69,226",46,0,0,0,2.22,,,,,
1203 味王,2023/4/24,1203,1,0,-2,-1,1,,-1,-1,28.84,"69,226",45,0,0,0,0,,,,,
1203 味王,2023/4/21,1203,0,0,0,0,,,,,28.84,"69,226",45,0,0,0,0,1.88,1.78,1.78,1.49,85.16
1203 味王,2023/4/20,1203,-2,0,-5,-7,-1,,-1,-1,28.84,"69,226",45,0,0,0,-26.23,,,,,
1203 味王,2023/4/19,1203,1,0,0,1,1,,,1,28.84,"69,226",61,0,0,0,0,,,,,
1203 味王,2023/4/18,1203,0,0,0,0,,,,,28.84,"69,226",61,0,0,0,0,,,,,
1203 味王,2023/4/17,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",61,0,0,0,0,,,,,
1203 味王,2023/4/14,1203,3,0,1,4,1,,1,1,28.84,"69,226",61,0,0,0,0,1.88,1.78,1.78,1.49,85.13
1203 味王,2023/4/13,1203,0,0,0,0,,,,,28.84,"69,226",61,0,0,0,0,,,,,
1203 味王,2023/4/12,1203,1,0,0,1,1,,,2,28.84,"69,226",61,0,0,0,-1.61,,,,,
1203 味王,2023/4/11,1203,0,0,6,6,,,1,1,28.84,"69,226",62,0,0,0,0,,,,,
1203 味王,2023/4/10,1203,0,0,0,0,,,,,28.84,"69,226",62,0,0,0,-1.59,,,,,
1203 味王,2023/4/7,1203,3,0,-11,-8,9,,-1,-1,28.84,"69,226",63,0,0,0,1.61,1.88,1.78,1.78,1.49,85.12
1203 味王,2023/4/6,1203,1,0,1,2,8,,1,8,28.84,"69,226",62,0,0,0,0,,,,,
1210 大成,2023/4/28,1210,65,0,10,75,3,,3,3,12.98,"116,151","1,969",6,0.3,-40,1.55,2.98,1.97,0.82,0.4,55.95
1210 大成,2023/4/27,1210,48,0,4,52,2,,2,2,12.98,"116,151","1,939",10,0.52,-16.67,-0.72,,,,,
1210 大成,2023/4/26,1210,400,0,162,562,1,,1,1,12.98,"116,151","1,953",12,0.61,9.09,-7.18,,,,,
1210 大成,2023/4/25,1210,-135,0,-16,-151,-1,,-3,-1,12.98,"116,151","2,104",11,0.52,120,-9.04,,,,,
1210 大成,2023/4/24,1210,291,0,-64,227,3,,-2,3,12.98,"116,151","2,313",5,0.22,400,-2.61,,,,,
1210 大成,2023/4/21,1210,355,0,-66,289,2,,-1,2,12.98,"116,151","2,375",1,0.04,0,-15,2.97,1.86,1.06,0.41,55.7
1210 大成,2023/4/20,1210,171,0,33,204,1,,1,1,12.98,"116,151","2,794",0,0,0,-6.15,,,,,
1210 大成,2023/4/19,1210,-17,0,-24,-41,-2,,-1,-2,12.98,"116,151","2,977",0,0,0,1.29,,,,,
1210 大成,2023/4/18,1210,-399,-5,114,-290,-1,-1,6,-1,12.98,"116,151","2,939",0,0,0,13.21,,,,,
1210 大成,2023/4/17,1210,"1,566",0,177,"1,743",4,,5,4,12.98,"116,151","2,596",0,0,0,1.21,,,,,
1210 大成,2023/4/14,1210,597,0,124,721,3,,4,3,12.98,"116,151","2,565",0,0,0,3.43,2.96,1.99,0.98,0.41,55.4
1210 大成,2023/4/13,1210,831,0,109,941,2,,3,2,12.98,"116,151","2,480",0,0,0,3.98,,,,,
1210 大成,2023/4/12,1210,148,0,22,170,1,,2,1,12.98,"116,151","2,385",0,0,0,-2.77,,,,,
1210 大成,2023/4/11,1210,-38,1,12,-25,-2,1,1,-3,12.98,"116,151","2,453",0,0,0,-4.55,,,,,
1210 大成,2023/4/10,1210,-86,0,-7,-93,-1,,-2,-2,12.98,"116,151","2,570",0,0,-100,-0.77,,,,,
1210 大成,2023/4/7,1210,52,0,-53,-1,3,,-1,-1,12.98,"116,151","2,590",4,0.15,-33.33,-10.16,2.97,1.99,0.91,0.5,55.25
1210 大成,2023/4/6,1210,452,1,320,773,2,2,3,2,12.98,"116,151","2,883",6,0.21,-14.29,12.14,,,,,
1213 大飲,2023/4/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.46,0,1.32,1.58,74
1213 大飲,2023/4/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/26,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/25,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/24,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.26,0,1.32,1.58,74
1213 大飲,2023/4/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/19,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/18,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/17,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/14,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.11,0,1.32,1.58,74.15
1213 大飲,2023/4/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/12,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/11,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/10,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/4/7,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.45,0,1.32,1.58,74.19
1213 大飲,2023/4/6,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1215 卜蜂,2023/4/28,1215,127,0,-56,71,4,,-2,5,10,"29,483","3,278",24,0.73,20,1.74,2.86,1.09,1.82,1.25,56.66
1215 卜蜂,2023/4/27,1215,26,0,-19,7,3,,-1,4,10,"29,483","3,222",20,0.62,-4.76,5.02,,,,,
1215 卜蜂,2023/4/26,1215,204,0,39,243,2,,1,3,10,"29,483","3,068",21,0.68,-16,1.66,,,,,
1215 卜蜂,2023/4/25,1215,148,0,-47,101,1,,-1,2,10,"29,483","3,018",25,0.83,4.17,3.5,,,,,
1215 卜蜂,2023/4/24,1215,-5,18,63,76,-2,4,1,1,10,"29,483","2,916",24,0.82,50,9.67,,,,,
1215 卜蜂,2023/4/21,1215,-100,15,-37,-122,-1,3,-1,-1,10,"29,483","2,659",16,0.6,6.67,13,2.63,1.4,1.88,0.95,56.34
1215 卜蜂,2023/4/20,1215,321,80,1,402,1,2,4,1,10,"29,483","2,353",15,0.64,-11.76,-18.18,,,,,
1215 卜蜂,2023/4/19,1215,-449,420,6,-23,-1,1,3,-1,10,"29,483","2,876",17,0.59,0,2.06,,,,,
1215 卜蜂,2023/4/18,1215,363,0,48,411,10,,2,10,10,"29,483","2,818",17,0.6,6.25,13.13,,,,,
1215 卜蜂,2023/4/17,1215,720,0,92,811,9,,1,9,10,"29,483","2,491",16,0.64,300,174.04,,,,,
1215 卜蜂,2023/4/14,1215,974,200,0,"1,174",8,1,,8,10,"29,483",909,4,0.44,300,32.7,2.21,1.29,1.62,1.62,55.25
1215 卜蜂,2023/4/13,1215,826,0,47,872,7,,4,7,10,"29,483",685,1,0.15,0,56.04,,,,,
1215 卜蜂,2023/4/12,1215,47,0,60,107,6,,3,6,10,"29,483",439,0,0,0,-1.57,,,,,
1215 卜蜂,2023/4/11,1215,33,0,2,35,5,,2,5,10,"29,483",446,0,0,0,-1.98,,,,,
1215 卜蜂,2023/4/10,1215,277,-30,13,260,4,-1,1,4,10,"29,483",455,0,0,0,-0.22,,,,,
1215 卜蜂,2023/4/7,1215,18,0,0,18,3,,,3,10,"29,483",456,0,0,-100,-4.8,2.33,1.06,1.16,1.28,55.6
1215 卜蜂,2023/4/6,1215,533,0,9,542,2,,5,2,10,"29,483",479,3,0.63,-40,0.63,,,,,
