company_id,market_type,industry,company_name,industry_name,capital
8499 ,TSE,31,鼎炫-KY,其他電子業,414855570
8905 ,OTC,20,裕國,其他,1194400000
8906 ,OTC,20,花王,其他,440373700
8908 ,OTC,23,欣雄,油電燃氣業,2834706420
8916 ,OTC,20,光隆,其他,1507933310
8917 ,OTC,23,欣泰,油電燃氣業,1626524590
8921 ,OTC,20,沈氏,其他,465921590
8923 ,OTC,32,時報,文化創意業,303758000
8924 ,OTC,37,大田,運動休閒,838000000
8926 ,TSE,23,台汽電,油電燃氣業,7302820000
8927 ,OTC,23,北基,油電燃氣業,3244622460
8928 ,OTC,37,鉅明,運動休閒,508540150
8929 ,OTC,20,富堡,其他,505808620
8930 ,OTC,10,青鋼,鋼鐵工業,818094060
8931 ,OTC,23,大汽電,油電燃氣業,1222548620
8932 ,OTC,20,智通,其他,687281600
8933 ,OTC,37,愛地雅,運動休閒,3017243050
8935 ,OTC,20,邦泰,其他,979950000
8936 ,OTC,20,國統,其他,2480781570
8937 ,OTC,20,合騏,其他,724788000
8938 ,OTC,37,明安,運動休閒,1402002720
8940 ,TSE,16,新天地,觀光餐旅,674910320
8941 ,OTC,38,關中,居家生活,304104970
8942 ,OTC,20,森鉅,其他,1824240880
8996 ,TSE,5,高力,電機機械,893840800
9103 ,TSE,91,美德醫療-DR,存託憑證,827042000
910322 ,TSE,91,康師傅-DR,存託憑證,916513457
9105 ,TSE,91,泰金寶-DR,存託憑證,5205332519
910861 ,TSE,91,神州-DR,存託憑證,644726418
9110 ,TSE,91,越南控-DR,存託憑證,38168000
911608 ,TSE,91,明輝-DR,存託憑證,526896000
911622 ,TSE,91,泰聚亨-DR,存託憑證,3714761903
911868 ,TSE,91,同方友友-DR,存託憑證,356242582
912000 ,TSE,91,晨訊科-DR,存託憑證,1063575000
9136 ,TSE,91,巨騰-DR,存託憑證,440764000
9802 ,TSE,37,鈺齊-KY,運動休閒,1909898720
9902 ,TSE,20,台火,其他,980496000
9904 ,TSE,37,寶成,運動休閒,29467872130
9905 ,TSE,20,大華,其他,3050000000
9906 ,TSE,14,欣巴巴,建材營造,833439810
9907 ,TSE,20,統一實,其他,15791453420
9908 ,TSE,23,大台北,油電燃氣業,5163580000
9910 ,TSE,37,豐泰,運動休閒,9874828310
9911 ,TSE,38,櫻花,居家生活,2211211880
9912 ,TSE,25,偉聯,電腦及週邊,552185690
9914 ,TSE,37,美利達,運動休閒,2989838000
9917 ,TSE,20,中保科,其他,4511970930
9918 ,TSE,23,欣天然,油電燃氣業,1805374530
9919 ,TSE,20,康那香,其他,1953627500
9921 ,TSE,37,巨大,運動休閒,3920646260
9924 ,TSE,38,福興,居家生活,1884521700
9925 ,TSE,20,新保,其他,3874896050
9926 ,TSE,23,新海,油電燃氣業,1795040750
9927 ,TSE,20,泰銘,其他,1673185340
9928 ,TSE,20,中視,其他,607245830
9929 ,TSE,20,秋雨,其他,1012800000
9930 ,TSE,35,中聯資源,綠能環保,2485403680
9931 ,TSE,23,欣高,油電燃氣業,1203693030
9933 ,TSE,20,中鼎,其他,8026828530
9934 ,TSE,38,成霖,居家生活,4084139620
9935 ,TSE,38,慶豐富,居家生活,1738389260
9937 ,TSE,23,全國,油電燃氣業,3090430000
9938 ,TSE,20,百和,其他,2979639020
9939 ,TSE,20,宏全,其他,2877858790
9940 ,TSE,20,信義,其他,7368465000
9941 ,TSE,20,裕融,其他,6482250920
9942 ,TSE,20,茂順,其他,831613200
9943 ,TSE,16,好樂迪,觀光餐旅,1252199600
9944 ,TSE,20,新麗,其他,1091071000
9945 ,TSE,20,潤泰新,其他,28442250860
9946 ,TSE,14,三發地產,建材營造,3265541500
9949 ,OTC,32,琉園,文化創意業,440333600
9950 ,OTC,3,萬國通,塑膠工業,1677160000
9951 ,OTC,5,皇田,電機機械,749000000
9955 ,TSE,35,佳龍,綠能環保,1032082290
9958 ,TSE,10,世紀鋼,鋼鐵工業,2359667990
9960 ,OTC,37,邁達康,運動休閒,335925000
9962 ,OTC,10,有益,鋼鐵工業,902202600
