證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1101 台泥,2023/8/10,1101,"-1,616",91,-183,"-1,708",-3,2,-4,-3,7.89,"564,677","17,057",238,1.4,8.18,-1.44,,,,,
1101 台泥,2023/8/9,1101,-497,87,-74,-484,-2,1,-3,-2,7.89,"564,677","17,307",220,1.27,0.46,1.16,,,,,
1101 台泥,2023/8/8,1101,"-5,695",-197,-767,"-6,659",-1,-1,-2,-1,7.89,"564,677","17,109",219,1.28,15.87,-0.01,,,,,
1101 台泥,2023/8/7,1101,"6,514",127,-45,"6,596",2,4,-1,2,7.89,"564,677","17,110",189,1.1,0,-1.2,,,,,
1101 台泥,2023/8/4,1101,868,197,314,"1,380",1,3,1,1,7.89,"564,677","17,318",189,1.09,-1.05,-0.36,2.85,1.57,1.06,1.04,56.9
1101 台泥,2023/8/2,1101,"-3,643",142,-320,"-3,822",-1,2,-1,-1,7.89,"564,677","17,381",191,1.1,5.52,0.93,,,,,
1101 台泥,2023/8/1,1101,"2,769",4,90,"2,863",2,1,4,2,7.89,"564,677","17,220",181,1.05,0,-0.82,,,,,
1102 亞泥,2023/8/31,1102,-997,559,66,-372,-1,7,1,-1,27.36,"970,385","1,654",7,0.42,0,0.49,,,,,
1102 亞泥,2023/8/30,1102,"1,279",516,-14,"1,781",8,6,-1,8,27.36,"970,385","1,646",7,0.43,0,0.12,,,,,
1102 亞泥,2023/8/29,1102,"1,303",120,8,"1,431",7,5,2,7,27.36,"970,385","1,644",7,0.43,0,0.31,,,,,
1102 亞泥,2023/8/28,1102,"2,370",176,90,"2,636",6,4,1,6,27.36,"970,385","1,639",7,0.43,0,-0.91,,,,,
1102 亞泥,2023/8/25,1102,254,120,-125,249,5,3,-5,5,27.36,"970,385","1,654",7,0.42,0,-0.12,1.87,1.27,0.83,0.57,78.14
1102 亞泥,2023/8/24,1102,665,27,-456,236,4,2,-4,4,27.36,"970,385","1,656",7,0.42,0,-3.44,,,,,
1102 亞泥,2023/8/23,1102,760,152,-161,751,3,1,-3,3,27.36,"970,385","1,715",7,0.41,40,-0.98,,,,,
1102 亞泥,2023/8/22,1102,400,-211,-111,78,2,-1,-2,2,27.36,"970,385","1,732",5,0.29,-28.57,0.29,,,,,
1102 亞泥,2023/8/21,1102,"1,066",94,-36,"1,124",1,4,-1,1,27.36,"970,385","1,727",7,0.41,-61.11,-0.58,,,,,
1102 亞泥,2023/8/18,1102,-654,309,30,-315,-7,3,1,-4,27.36,"970,385","1,737",18,1.04,50,-1.75,1.87,1.3,0.87,0.58,78.11
1102 亞泥,2023/8/17,1102,-358,511,-174,-20,-6,2,-1,-3,27.36,"970,385","1,768",12,0.68,-7.69,0.11,,,,,
1102 亞泥,2023/8/16,1102,"-1,757",796,78,-883,-5,1,3,-2,27.36,"970,385","1,766",13,0.74,"1,200",2.08,,,,,
1102 亞泥,2023/8/15,1102,"-1,745",-864,104,"-2,505",-4,-1,2,-1,27.36,"970,385","1,730",1,0.06,0,0.41,,,,,
1102 亞泥,2023/8/14,1102,"-1,340","1,780",76,516,-3,10,1,2,27.36,"970,385","1,723",1,0.06,0,-0.12,,,,,
1102 亞泥,2023/8/11,1102,-192,751,-66,493,-2,9,-1,1,27.36,"970,385","1,725",0,0,0,0.41,1.85,1.27,0.84,0.6,78.25
1102 亞泥,2023/8/10,1102,"-1,342",769,100,-472,-1,8,1,-1,27.36,"970,385","1,718",0,0,-100,0.59,,,,,
1102 亞泥,2023/8/9,1102,156,602,-78,681,1,7,-16,1,27.36,"970,385","1,708",1,0.06,0,0.71,,,,,
1102 亞泥,2023/8/8,1102,-525,902,-521,-144,-2,6,-15,-2,27.36,"970,385","1,696",1,0.06,0,-0.12,,,,,
1102 亞泥,2023/8/7,1102,-491,651,-341,-182,-1,5,-14,-1,27.36,"970,385","1,698",1,0.06,0,2.6,,,,,
1102 亞泥,2023/8/4,1102,"2,027",521,-445,"2,103",1,4,-13,1,27.36,"970,385","1,655",1,0.06,0,-4.99,1.86,1.29,0.82,0.56,78.35
1102 亞泥,2023/8/2,1102,"-2,290",547,-286,"-2,029",-6,3,-12,-2,27.36,"970,385","1,742",1,0.06,0,-1.58,,,,,
1102 亞泥,2023/8/1,1102,-489,28,-319,-781,-5,2,-11,-1,27.36,"970,385","1,770",1,0.06,0,0.91,,,,,
1103 嘉泥,2023/8/31,1103,-7,0,0,-7,-2,,,-2,17.15,"132,871","1,563",1,0.06,0,-1.08,,,,,
1103 嘉泥,2023/8/30,1103,-71,0,25,-46,-1,,2,-1,17.15,"132,871","1,580",1,0.06,0,-0.25,,,,,
1103 嘉泥,2023/8/29,1103,121,0,1,122,1,,1,1,17.15,"132,871","1,584",1,0.06,0,0.13,,,,,
1103 嘉泥,2023/8/28,1103,-255,0,-20,-275,-1,,-2,-1,17.15,"132,871","1,582",1,0.06,0,-0.25,,,,,
1103 嘉泥,2023/8/25,1103,93,0,-9,83,1,,-1,1,17.15,"132,871","1,586",1,0.06,-50,2.52,2.89,1.58,0.95,1.04,74.42
1103 嘉泥,2023/8/24,1103,-101,0,0,-102,-4,,,-5,17.15,"132,871","1,547",2,0.13,0,0.13,,,,,
1103 嘉泥,2023/8/23,1103,-88,0,-6,-94,-3,,-1,-4,17.15,"132,871","1,545",2,0.13,0,-0.06,,,,,
1103 嘉泥,2023/8/22,1103,-58,0,0,-59,-2,,,-3,17.15,"132,871","1,546",2,0.13,100,-0.51,,,,,
1103 嘉泥,2023/8/21,1103,-223,0,0,-223,-1,,,-2,17.15,"132,871","1,554",1,0.06,0,-0.13,,,,,
1103 嘉泥,2023/8/18,1103,7,0,-8,-1,3,,-1,-1,17.15,"132,871","1,556",1,0.06,0,0.06,2.82,1.58,0.96,1.04,74.48
1103 嘉泥,2023/8/17,1103,103,0,29,132,2,,2,2,17.15,"132,871","1,555",1,0.06,0,-0.51,,,,,
1103 嘉泥,2023/8/16,1103,134,0,1,135,1,,1,1,17.15,"132,871","1,563",1,0.06,0,0.19,,,,,
1103 嘉泥,2023/8/15,1103,-27,0,-1,-28,-6,,-2,-7,17.15,"132,871","1,560",0,0,0,-0.13,,,,,
1103 嘉泥,2023/8/14,1103,-200,0,-58,-258,-5,,-1,-6,17.15,"132,871","1,562",0,0,0,-1.39,,,,,
1103 嘉泥,2023/8/11,1103,-76,0,40,-36,-4,,2,-5,17.15,"132,871","1,584",0,0,-100,0.25,2.78,1.59,0.95,1.04,74.49
1103 嘉泥,2023/8/10,1103,-343,0,3,-340,-3,,1,-4,17.15,"132,871","1,580",2,0.13,0,-3.42,,,,,
1103 嘉泥,2023/8/9,1103,-254,0,-13,-267,-2,,-4,-3,17.15,"132,871","1,636",2,0.12,-33.33,-3.14,,,,,
1103 嘉泥,2023/8/8,1103,-223,0,-93,-316,-1,,-3,-2,17.15,"132,871","1,689",3,0.18,50,-3.82,,,,,
1103 嘉泥,2023/8/7,1103,54,0,-91,-37,2,,-2,-1,17.15,"132,871","1,756",2,0.11,100,-2.17,,,,,
1103 嘉泥,2023/8/4,1103,100,0,-37,63,1,,-1,1,17.15,"132,871","1,795",1,0.06,0,-1.16,2.73,1.59,0.94,1.15,74.5
1103 嘉泥,2023/8/2,1103,-61,0,6,-55,-1,,2,-1,17.15,"132,871","1,816",1,0.06,0,0.83,,,,,
1103 嘉泥,2023/8/1,1103,83,0,38,121,1,,1,1,17.15,"132,871","1,801",1,0.06,0,-0.88,,,,,
1104 環泥,2023/8/31,1104,115,0,24,139,1,,1,1,24.14,"162,493","2,004",20,1,-4.76,0.45,,,,,
1104 環泥,2023/8/30,1104,-101,0,0,-101,-1,,,-1,24.14,"162,493","1,995",21,1.05,0,-0.1,,,,,
1104 環泥,2023/8/29,1104,266,0,-9,257,1,,-4,1,24.14,"162,493","1,997",21,1.05,5,-1.53,,,,,
1104 環泥,2023/8/28,1104,-375,0,-24,-399,-1,,-3,-1,24.14,"162,493","2,028",20,0.99,-83.19,0.25,,,,,
1104 環泥,2023/8/25,1104,115,0,-9,106,1,,-2,1,24.14,"162,493","2,023",119,5.88,2.59,-2.36,2.77,2.05,1.29,1.08,71.42
1104 環泥,2023/8/24,1104,"-1,144",0,-13,"-1,157",-3,,-1,-3,24.14,"162,493","2,072",116,5.6,0.87,2.12,,,,,
1104 環泥,2023/8/23,1104,-184,0,4,-180,-2,,1,-2,24.14,"162,493","2,029",115,5.67,6.48,1.2,,,,,
1104 環泥,2023/8/22,1104,-139,0,-1,-140,-1,,-1,-1,24.14,"162,493","2,005",108,5.39,0,1.83,,,,,
1104 環泥,2023/8/21,1104,574,0,36,610,6,,3,6,24.14,"162,493","1,969",108,5.49,0,-2.52,,,,,
1104 環泥,2023/8/18,1104,215,0,5,220,5,,2,5,24.14,"162,493","2,020",108,5.35,0,-0.3,2.93,2.12,1.23,0.97,70.82
1104 環泥,2023/8/17,1104,697,0,11,708,4,,1,4,24.14,"162,493","2,026",108,5.33,-12.9,-3.62,,,,,
1104 環泥,2023/8/16,1104,225,0,-25,200,3,,-1,3,24.14,"162,493","2,102",124,5.9,2.48,-0.61,,,,,
1104 環泥,2023/8/15,1104,367,0,30,397,2,,2,2,24.14,"157,761","2,115",121,5.72,32.97,5.75,,,,,
1104 環泥,2023/8/14,1104,604,0,35,639,1,,1,1,24.14,"157,761","2,000",91,4.55,49.18,-2.77,,,,,
1104 環泥,2023/8/11,1104,-171,1,-13,-183,-4,1,-2,-4,24.14,"157,761","2,057",61,2.97,0,-0.68,2.97,1.88,1.43,0.69,70.93
1104 環泥,2023/8/10,1104,-619,0,-349,-968,-3,,-1,-3,24.14,"157,761","2,071",61,2.95,-36.46,-4.39,,,,,
1104 環泥,2023/8/9,1104,-137,0,19,-118,-2,,1,-2,24.14,"157,761","2,166",96,4.43,60,4.99,,,,,
1104 環泥,2023/8/8,1104,-35,0,-6,-41,-1,,-1,-1,24.14,"157,761","2,063",60,2.91,0,0.98,,,,,
1104 環泥,2023/8/7,1104,863,2,55,920,2,1,1,2,24.14,"157,761","2,043",60,2.94,0,-0.44,,,,,
1104 環泥,2023/8/4,1104,142,0,-19,123,1,,-1,1,24.14,"157,761","2,052",60,2.92,5.26,-0.34,2.79,2.19,1.55,0.83,70.61
1104 環泥,2023/8/2,1104,-619,0,169,-450,-3,,2,-3,24.14,"157,761","2,059",57,2.77,1.79,-3.24,,,,,
1104 環泥,2023/8/1,1104,-172,0,33,-139,-2,,1,-2,24.14,"157,761","2,128",56,2.63,3.7,0.66,,,,,
1108 幸福,2023/8/31,1108,-104,0,55,-49,-15,,3,-15,3.95,"16,006","1,552",8,0.52,0,-2.57,,,,,
1108 幸福,2023/8/30,1108,-185,0,24,-161,-14,,2,-14,3.95,"16,006","1,593",8,0.5,-20,-0.31,,,,,
1108 幸福,2023/8/29,1108,-757,0,2,-755,-13,,1,-13,3.95,"16,006","1,598",10,0.63,25,-1.66,,,,,
1108 幸福,2023/8/28,1108,-292,0,-211,-503,-12,,-3,-12,3.95,"16,006","1,625",8,0.49,0,4.17,,,,,
1108 幸福,2023/8/25,1108,-499,0,-7,-506,-11,,-2,-11,3.95,"16,006","1,560",0,0,0,-10.34,1.82,0.86,0.88,1.33,81.13
1108 幸福,2023/8/24,1108,-573,0,-36,-609,-10,,-1,-10,3.95,"16,006","1,740",0,0,0,-0.29,,,,,
1108 幸福,2023/8/23,1108,-754,0,0,-754,-9,,,-9,3.95,"16,006","1,745",0,0,0,1.16,,,,,
1108 幸福,2023/8/22,1108,-826,0,-15,-841,-8,,-1,-8,3.95,"16,006","1,725",0,0,-100,3.67,,,,,
1108 幸福,2023/8/21,1108,-147,0,0,-147,-7,,,-7,3.95,"16,006","1,664",8,0.48,-11.11,-3.2,,,,,
1108 幸福,2023/8/18,1108,-871,0,49,-822,-6,,4,-6,3.95,"16,006","1,719",9,0.52,0,-1.88,1.48,1.03,0.71,1.79,81.3
1108 幸福,2023/8/17,1108,-276,0,27,-249,-5,,3,-5,3.95,"16,006","1,752",9,0.51,80,0.52,,,,,
1108 幸福,2023/8/16,1108,-637,0,6,-631,-4,,2,-4,3.95,"16,006","1,743",5,0.29,-44.44,-8.07,,,,,
1108 幸福,2023/8/15,1108,-97,0,44,-53,-3,,1,-3,3.95,"16,006","1,896",9,0.47,50,1.77,,,,,
1108 幸福,2023/8/14,1108,-221,0,-6,-227,-2,,-2,-2,3.95,"16,006","1,863",6,0.32,-62.5,-9.87,,,,,
1108 幸福,2023/8/11,1108,-548,0,-87,-635,-1,,-1,-1,3.95,"16,006","2,067",16,0.77,60,0.78,1.58,0.85,0.88,1.55,81.63
1108 幸福,2023/8/10,1108,139,0,9,148,1,,2,1,3.95,"16,006","2,051",10,0.49,42.86,-0.05,,,,,
1108 幸福,2023/8/9,1108,-235,0,75,-160,-1,,1,-1,3.95,"16,006","2,052",7,0.34,-58.82,1.53,,,,,
1108 幸福,2023/8/8,1108,254,0,-12,242,10,,-3,10,3.95,"16,006","2,021",17,0.84,88.89,-2.79,,,,,
1108 幸福,2023/8/7,1108,509,0,-53,456,9,,-2,9,3.95,"16,006","2,079",9,0.43,-10,-3.53,,,,,
1108 幸福,2023/8/4,1108,912,0,-12,900,8,,-1,8,3.95,"16,006","2,155",10,0.46,11.11,-5.36,1.53,0.99,0.72,1.55,81.32
1108 幸福,2023/8/2,1108,"1,189",0,56,"1,245",7,,2,7,3.95,"16,006","2,277",9,0.4,80,24.7,,,,,
1108 幸福,2023/8/1,1108,627,0,36,663,6,,1,6,3.95,"16,006","1,826",5,0.27,25,2.82,,,,,
1109 信大,2023/8/31,1109,-3,0,0,-3,-1,,,-1,36.37,"124,089","1,260",0,0,0,0,,,,,
1109 信大,2023/8/30,1109,17,0,1,18,6,,1,6,36.37,"124,089","1,260",0,0,0,-0.08,,,,,
1109 信大,2023/8/29,1109,12,0,0,12,5,,,5,36.37,"124,089","1,261",0,0,0,-0.08,,,,,
1109 信大,2023/8/28,1109,17,0,-1,16,4,,-2,4,36.37,"124,089","1,262",0,0,0,0.16,,,,,
1109 信大,2023/8/25,1109,32,0,-5,27,3,,-1,3,36.37,"124,089","1,260",0,0,0,-0.79,2.6,3.2,1.62,2.92,73.82
1109 信大,2023/8/24,1109,36,0,0,36,2,,,2,36.37,"124,089","1,270",0,0,0,0.47,,,,,
1109 信大,2023/8/23,1109,11,0,0,11,1,,,1,36.37,"124,089","1,264",0,0,0,0.64,,,,,
1109 信大,2023/8/22,1109,-2,0,0,-2,-1,,,-1,36.37,"124,089","1,256",0,0,0,-0.48,,,,,
1109 信大,2023/8/21,1109,58,0,0,58,2,,,2,36.37,"124,089","1,262",0,0,0,0.56,,,,,
1109 信大,2023/8/18,1109,42,0,-9,33,1,,-1,1,36.37,"124,089","1,255",0,0,-100,0,2.76,3.08,1.61,2.91,73.81
1109 信大,2023/8/17,1109,-14,0,4,-10,-1,,3,-1,36.37,"124,089","1,255",10,0.8,0,-1.65,,,,,
1109 信大,2023/8/16,1109,14,0,19,33,2,,2,2,36.37,"124,089","1,276",10,0.78,0,0.55,,,,,
1109 信大,2023/8/15,1109,232,0,5,237,1,,1,1,36.37,"124,089","1,269",10,0.79,0,-0.24,,,,,
1109 信大,2023/8/14,1109,-106,0,0,-106,-1,,,-1,36.37,"124,089","1,272",0,0,0,-0.31,,,,,
1109 信大,2023/8/11,1109,127,0,-6,121,1,,-7,1,36.37,"124,089","1,276",0,0,0,0.55,2.64,2.95,1.61,2.91,73.81
1109 信大,2023/8/10,1109,-16,0,-1,-17,-4,,-6,-4,36.37,"124,089","1,269",0,0,0,0.16,,,,,
1109 信大,2023/8/9,1109,-21,0,-1,-22,-3,,-5,-3,36.37,"124,089","1,267",0,0,0,-0.08,,,,,
1109 信大,2023/8/8,1109,-80,0,-26,-106,-2,,-4,-2,36.37,"124,089","1,268",0,0,0,-0.08,,,,,
1109 信大,2023/8/7,1109,-1,0,-8,-9,-1,,-3,-1,36.37,"124,089","1,269",0,0,0,0,,,,,
1109 信大,2023/8/4,1109,43,0,-40,3,3,,-2,1,36.37,"124,089","1,269",0,0,0,0,2.64,3.13,1.41,2.93,73.82
1109 信大,2023/8/2,1109,9,0,-14,-5,2,,-1,-1,36.37,"124,089","1,269",0,0,0,-0.08,,,,,
1109 信大,2023/8/1,1109,3,0,3,6,1,,2,1,36.37,"124,089","1,270",0,0,0,-0.39,,,,,
1110 東泥,2023/8/31,1110,5,0,0,5,1,,,1,31.4,"179,633","4,556",2,0.04,100,-0.28,,,,,
1110 東泥,2023/8/30,1110,-14,0,0,-14,-11,,,-2,31.4,"179,633","4,569",1,0.02,0,-0.65,,,,,
1110 東泥,2023/8/29,1110,-41,0,-2,-43,-10,,-1,-1,31.4,"179,633","4,599",0,0,0,-1.79,,,,,
1110 東泥,2023/8/28,1110,-4,0,10,6,-9,,1,1,31.4,"179,633","4,683",0,0,0,0,,,,,
1110 東泥,2023/8/25,1110,-29,0,-4,-33,-8,,-2,-14,31.4,"179,633","4,683",0,0,0,0,1.31,0.57,0.62,0.6,92.59
1110 東泥,2023/8/24,1110,-29,0,-1,-30,-7,,-1,-13,31.4,"179,633","4,683",0,0,0,-0.11,,,,,
1110 東泥,2023/8/23,1110,-24,0,0,-24,-6,,,-12,31.4,"179,633","4,688",0,0,0,-0.53,,,,,
1110 東泥,2023/8/22,1110,-20,0,-9,-29,-5,,-1,-11,31.4,"179,633","4,713",0,0,0,-0.44,,,,,
1110 東泥,2023/8/21,1110,-10,0,0,-10,-4,,,-10,31.4,"179,633","4,734",0,0,0,-0.11,,,,,
1110 東泥,2023/8/18,1110,-71,0,-4,-75,-3,,-4,-9,31.4,"179,633","4,739",0,0,0,0.3,1.24,0.65,0.62,0.6,92.56
1110 東泥,2023/8/17,1110,-46,0,-8,-54,-2,,-3,-8,31.4,"179,633","4,725",0,0,0,0,,,,,
1110 東泥,2023/8/16,1110,-15,0,-10,-25,-1,,-2,-7,31.4,"179,633","4,725",0,0,0,-0.13,,,,,
1110 東泥,2023/8/15,1110,1,0,-16,-15,1,,-1,-6,31.4,"179,633","4,731",0,0,-100,-0.06,,,,,
1110 東泥,2023/8/14,1110,-34,0,19,-15,-5,,1,-5,31.4,"179,633","4,734",2,0.04,-50,-0.84,,,,,
1110 東泥,2023/8/11,1110,-21,0,-1,-22,-4,,-1,-4,31.4,"179,633","4,774",4,0.08,0,0,1.26,0.66,0.76,0.46,92.56
1110 東泥,2023/8/10,1110,-69,0,0,-69,-3,,,-3,31.4,"179,633","4,774",4,0.08,0,1.08,,,,,
1110 東泥,2023/8/9,1110,-8,0,0,-8,-2,,,-2,31.4,"179,633","4,723",4,0.08,0,0.55,,,,,
1110 東泥,2023/8/8,1110,-22,0,-21,-43,-1,,-2,-1,31.4,"179,633","4,697",4,0.09,0,-1.14,,,,,
1110 東泥,2023/8/7,1110,13,0,-10,3,1,,-1,1,31.4,"179,633","4,751",4,0.08,0,0.02,,,,,
1110 東泥,2023/8/4,1110,-83,0,0,-83,-2,,,-2,31.4,"179,633","4,750",4,0.08,0,0.38,1.33,0.47,0.75,0.62,92.53
1110 東泥,2023/8/2,1110,-27,0,1,-26,-1,,3,-1,31.4,"179,633","4,732",4,0.08,0,0.98,,,,,
1110 東泥,2023/8/1,1110,13,0,1,14,1,,2,2,31.4,"179,633","4,686",4,0.09,0,0.99,,,,,
1201 味全,2023/8/31,1201,-105,0,6,-99,-4,,2,-6,14.55,"73,648","1,144",1,0.09,0,1.15,,,,,
1201 味全,2023/8/30,1201,-80,0,25,-54,-3,,1,-5,14.55,"73,648","1,131",1,0.09,0,0.09,,,,,
1201 味全,2023/8/29,1201,-1,0,-40,-41,-2,,-4,-4,14.55,"73,648","1,130",1,0.09,0,0.53,,,,,
1201 味全,2023/8/28,1201,-24,0,-30,-54,-1,,-3,-3,14.55,"73,648","1,124",1,0.09,0,0.27,,,,,
1201 味全,2023/8/25,1201,39,0,-131,-92,1,,-2,-2,14.55,"73,648","1,121",1,0.09,0,0.09,3.53,1.78,1.72,0.5,59.98
1201 味全,2023/8/24,1201,-15,0,-29,-44,-1,,-1,-1,14.55,"73,648","1,120",1,0.09,0,-0.62,,,,,
1201 味全,2023/8/23,1201,130,0,0,130,1,,,1,14.55,"73,648","1,127",1,0.09,0,-0.62,,,,,
1201 味全,2023/8/22,1201,-42,0,0,-42,-1,,,-1,14.55,"73,648","1,134",1,0.09,0,0.18,,,,,
1201 味全,2023/8/21,1201,4,0,0,4,2,,,4,14.55,"73,648","1,132",1,0.09,0,1.07,,,,,
1201 味全,2023/8/18,1201,87,0,-4,83,1,,-1,3,14.55,"73,648","1,120",1,0.09,0,-0.8,3.54,1.69,1.71,0.5,60.01
1201 味全,2023/8/17,1201,-14,0,32,18,-1,,1,2,14.55,"73,648","1,129",1,0.09,0,0.09,,,,,
1201 味全,2023/8/16,1201,21,0,0,21,1,,,1,14.55,"73,648","1,128",1,0.09,0,0.8,,,,,
1201 味全,2023/8/15,1201,-55,0,1,-54,-32,,1,-2,14.55,"73,648","1,119",1,0.09,0,-0.89,,,,,
1201 味全,2023/8/14,1201,-197,0,-63,-260,-31,,-1,-1,14.55,"73,648","1,129",1,0.09,0,0.09,,,,,
1201 味全,2023/8/11,1201,-11,0,123,112,-30,,2,1,14.55,"73,648","1,128",1,0.09,0,-0.79,3.43,1.79,1.46,0.67,60.07
1201 味全,2023/8/10,1201,-53,0,1,-52,-29,,1,-4,14.55,"73,648","1,137",1,0.09,0,1.25,,,,,
1201 味全,2023/8/9,1201,-22,0,-1,-23,-28,,-2,-3,14.55,"73,648","1,123",1,0.09,0,0,,,,,
1201 味全,2023/8/8,1201,-149,0,-32,-181,-27,,-1,-2,14.55,"73,648","1,123",1,0.09,0,0,,,,,
1201 味全,2023/8/7,1201,-81,0,1,-80,-26,,2,-1,14.55,"73,648","1,123",1,0.09,0,-0.44,,,,,
1201 味全,2023/8/4,1201,-23,0,31,8,-25,,1,1,14.55,"73,648","1,128",1,0.09,0,0.09,3.38,1.77,1.58,0.5,60.26
1201 味全,2023/8/2,1201,-72,0,-6,-78,-24,,-1,-24,14.55,"73,648","1,127",1,0.09,0,0,,,,,
1201 味全,2023/8/1,1201,-68,0,17,-51,-23,,2,-23,14.55,"73,648","1,127",1,0.09,-85.71,-6.08,,,,,
1203 味王,2023/8/31,1203,-2,0,0,-2,-1,,,-1,28.84,"69,226",49,0,0,0,-3.92,,,,,
1203 味王,2023/8/30,1203,0,0,0,0,,,,,28.84,"69,226",51,0,0,0,4.08,,,,,
1203 味王,2023/8/29,1203,0,0,0,0,,,,,28.84,"69,226",49,0,0,0,0,,,,,
1203 味王,2023/8/28,1203,1,0,0,1,1,,,1,28.84,"69,226",49,0,0,0,0,,,,,
1203 味王,2023/8/25,1203,-1,0,0,-1,-3,,,-3,28.84,"69,226",49,0,0,-100,2.08,1.94,2.01,1.78,1.13,85.36
1203 味王,2023/8/24,1203,-1,0,0,-1,-2,,,-2,28.84,"69,226",48,1,2.08,0,0,,,,,
1203 味王,2023/8/23,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",48,1,2.08,0,0,,,,,
1203 味王,2023/8/22,1203,2,0,0,2,2,,,2,28.84,"69,226",48,1,2.08,0,-2.04,,,,,
1203 味王,2023/8/21,1203,8,0,0,8,1,,,1,28.84,"69,226",49,1,2.04,0,0,,,,,
1203 味王,2023/8/18,1203,0,0,-1,-1,,,-1,-1,28.84,"69,226",49,1,2.04,0,0,1.94,2.01,1.78,1.13,85.36
1203 味王,2023/8/17,1203,0,0,0,0,,,,,28.84,"69,226",49,1,2.04,0,0,,,,,
1203 味王,2023/8/16,1203,-2,0,0,-2,-1,,,-1,28.84,"69,226",49,1,2.04,0,-2,,,,,
1203 味王,2023/8/15,1203,1,0,0,1,2,,,2,28.84,"69,226",50,1,2,0,0,,,,,
1203 味王,2023/8/14,1203,1,0,0,1,1,,,1,28.84,"69,226",50,1,2,0,-3.85,,,,,
1203 味王,2023/8/11,1203,0,0,0,0,,,,,28.84,"69,226",52,1,1.92,0,0,2.03,2.01,1.78,1.13,85.35
1203 味王,2023/8/10,1203,-6,0,0,-6,-1,,,-1,28.84,"69,226",52,1,1.92,0,-1.89,,,,,
1203 味王,2023/8/9,1203,0,0,0,0,,,,,28.84,"69,226",53,1,1.89,0,0,,,,,
1203 味王,2023/8/8,1203,1,0,-15,-14,3,,-2,-1,28.84,"69,226",53,1,1.89,0,1.92,,,,,
1203 味王,2023/8/7,1203,7,0,-3,4,2,,-1,2,28.84,"69,226",52,1,1.92,0,0,,,,,
1203 味王,2023/8/4,1203,3,0,0,3,1,,,1,28.84,"69,226",52,1,1.92,0,-3.7,2.03,2.01,1.78,1.13,85.35
