證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
6693 廣閎科,2022/3/31,87.4751,1,"4,238",1.24,6.08,"100,602","357,170","48,145","52,457",28.17,14.69,13.48,37.41,60.93,108.27,3.43,-0.66,390.93,298.01,32.48,,,
6716 應廣,2022/3/31,119.4475,1,"3,948",3.37,10.01,"129,183","269,499","60,837","68,346",47.93,25.36,22.57,29.34,23.17,13.01,8.59,-17.85,189.19,165.6,41.32,,,
6719 力智,2022/3/31,598.4113,1,"49,698",5.19,7.18,"763,140","1,708,498","315,061","448,079",44.67,26.23,18.44,46.1,71.14,136.33,2.25,12.49,562.81,461.8,15.65,,,
6732 昇佳電子,2022/3/31,390.6158,1,"21,448",6.93,7.19,"573,143","1,348,773","192,467","380,681",42.49,28.22,14.27,6.32,11.73,10.32,14.27,8.94,177.39,154.58,48.39,,,
6756 威鋒電子,2022/3/31,401.4479,1,"29,172",4.23,9.98,"523,765","984,907","231,361","292,404",53.18,29.69,23.49,35.82,40.51,38.59,4.12,3.92,201.89,169.66,39.21,,,
6770 力積電,2022/3/31,51.4442,1,"190,413",1.85,9.72,"10,517,047","20,708,428","2,224,707","8,318,693",50.79,40.17,10.74,56.42,137.15,192.88,4.81,10.34,261.57,223.31,49.5,,,
6788 華景電,2022/3/31,141.6179,1,"5,454",2.03,5.33,"152,146","304,795","66,989","85,157",49.92,27.94,21.98,38.71,37.68,42.13,-17.85,-20.58,505.6,364.23,21.08,,,
7556 意德士,2022/3/31,97.445,1,"2,456",1.31,3.08,"53,534","130,398","20,048","33,486",41.05,25.68,15.37,23.66,22.38,29.42,3.82,7.66,404.63,371.02,16.62,,,
8016 矽創,2022/3/31,214.7713,1,"34,900",11.82,12.12,"3,011,343","5,593,610","1,063,741","1,947,900",53.84,34.82,19.02,38.37,57.93,71.23,-8.19,-16.76,160.55,132.62,52.79,,,
8024 佑華,2022/3/31,24.2638,1,"1,276",0.64,4.58,"57,095","107,531","40,703","16,392",53.1,15.24,37.85,3.85,50.06,906.26,-22.29,-43.75,"1,019.91",954.26,10.51,,,
8028 昇陽半導體,2022/3/31,53.3049,1,"8,267",0.48,2.64,"196,636","727,061","120,056","76,580",27.05,10.53,16.51,8.24,30.35,116.39,29.25,-36.04,113.09,93.44,59.58,,,
8040 九暘,2022/3/31,62.6819,1,"4,496",0.12,1.05,"114,503","283,858","77,583","36,920",40.34,13.01,27.33,52.36,120.01,237.82,-14.35,-35.92,346.6,318.17,20.12,,,
8054 安國,2022/3/31,57.8243,1,"5,571",0.18,-2.42,"168,798","360,016","143,260","25,538",46.89,7.09,39.79,-18.06,-21.43,-63.52,-2.96,14.72,513.65,439.24,13.53,,,
8081 致新,2022/3/31,200.8922,1,"20,509",8.02,9.63,"1,240,588","2,540,243","476,906","763,682",48.84,30.06,18.77,16.29,35.99,47.33,8.84,3.37,264.49,192.88,31.13,,,
8086 宏捷科,2022/3/31,96.5198,1,"19,750",0.24,0.6,"138,873","611,039","96,330","42,543",22.73,6.96,15.76,-42.67,-53.3,-78.6,-49.88,-82.73,663.96,531.45,7.66,,,
8088 品安,2022/3/31,20.3822,1,"1,407",0.62,3.68,"53,685","417,716","21,707","31,978",12.85,7.66,5.2,-17.85,5.14,9.19,-22.22,-59.73,470.48,373.73,14.27,,,
8110 華東,2022/3/31,16.3487,1,"8,713",0.11,-2.32,"173,179","2,293,742","132,132","41,047",7.55,1.79,5.76,63.15,537.27,177.22,-3.52,-45.18,167.83,109.83,47.6,,,
8131 福懋科,2022/3/31,35.4265,1,"18,131",1.04,3.27,"514,189","2,562,634","64,604","449,585",20.06,17.54,2.52,1.12,2.75,0.1,2.95,-16.21,656.9,512.56,14.16,,,
8150 南茂,2022/3/31,43.7227,1,"37,380",1.68,5.38,"1,678,024","6,725,222","467,066","1,232,276",24.95,18.32,6.94,4.02,7.45,6.26,-0.97,-7.73,302.78,233.4,38.75,,,
8261 富鼎,2022/3/31,100.4295,1,"9,029",3.53,11.59,"432,205","1,131,708","127,303","304,902",38.19,26.94,11.25,10.01,93.14,120.57,1.95,21.06,219.35,163.38,35.92,,,
8271 宇瞻,2022/3/31,42.3804,1,"4,562",1.57,5.64,"478,271","2,303,460","275,532","202,739",20.76,8.8,11.96,9.75,31.67,34.45,6.19,161.13,186.75,91.34,43.53,,,
8277 商丞,2022/3/31,11.95,1,"1,095",-0.14,-2.41,"17,311","90,225","32,506","-15,195",19.19,-16.84,36.03,-21.43,10.2,8.84,8.24,-26.14,674.25,486.76,12.17,,,
8299 群聯,2022/3/31,435.6089,1,"93,709",11.09,6.53,"5,389,499","17,105,859","2,935,664","2,459,538",31.51,14.38,17.16,32.73,40.76,34.04,1.62,32.25,242.62,124.1,40.94,,,
2801 彰銀,2022/3/31,18.4345,1,"200,856",0.23,0.94,,"7,429,690","4,053,988",,,,54.56,7.76,,,5.48,,,,93.45,,,
2809 京城銀,2022/3/31,36.9373,1,"45,186",0.03,-4.27,,"600,548","484,973",,,,80.76,-78.05,,,-77.49,,,,86.46,,,
2812 台中銀,2022/3/31,13.2765,1,"68,759",0.28,1.73,,"3,437,494","1,657,132",,,,48.21,4.53,,,-8.19,,,,91.75,,,
2816 旺旺保,2022/3/31,19.0988,1,"4,539",-0.28,-0.87,"471,763","2,028,805","511,790","-40,027",23.25,-1.97,25.23,-9.23,-37.53,-117,-13.21,-111.87,,,67.84,,,
2820 華票,2022/3/31,16.2077,1,"23,770",0.32,-4.16,,"602,712","121,286",,,,20.12,-23.87,,,-7.58,,,,88.66,,,
2832 台產,2022/3/31,19.1339,1,"7,516",0.2,2.24,"370,808","1,500,713","268,899","101,909",24.71,6.79,17.92,-13.74,0.71,319.26,-20.32,-81.89,,,51.71,,,
2834 臺企銀,2022/3/31,12.2846,1,"99,500",0.27,0.84,,"6,212,813","3,368,433",,,,54.22,11.67,,,3.03,,,,94.94,,,
2836 高雄銀,2022/3/31,13.5504,1,"17,219",0.24,-2.27,,"1,035,279","656,025",,,,63.37,-7.63,,,8.53,,,,93.71,,,
2838 聯邦銀,2022/3/31,14.7997,1,"56,678",0.19,-3.16,,"3,471,619","2,524,449",,,,72.72,-10.75,,,-18.87,,,,92.46,,,
2845 遠東銀,2022/3/31,10.9432,1,"42,870",0.19,0.04,,"2,546,135","1,588,196",,,,62.38,-10.02,,,5.83,,,,93.18,,,
2849 安泰銀,2022/3/31,15.1567,1,"32,012",0.35,-0.36,,"1,562,541","710,011",,,,45.44,13.4,,,5.66,,,,89.67,,,
2850 新產,2022/3/31,49.1552,1,"17,346",1.8,2.31,"1,548,751","4,674,172","890,562","658,189",33.13,14.08,19.05,4.37,9.68,21.81,-0.66,1.63,,,64.69,,,
2851 中再保,2022/3/31,28.5312,1,"18,627",1.07,1.67,"854,257","5,529,404","116,071","738,186",15.45,13.35,2.1,1.87,-16.58,-18.5,14.52,50.81,,,67.47,,,
2852 第一保,2022/3/31,14.7081,1,"5,014",0.38,3.43,"526,192","1,669,731","385,180","141,012",31.51,8.45,23.07,7.48,20.28,52.93,0.55,38.28,,,56.71,,,
2867 三商壽,2022/3/31,8.1347,1,"26,036",-1.22,-13.34,"-1,986,205","31,228,587","1,100,305","-3,086,510",-6.36,-9.88,3.52,-29.37,-160.09,-240.15,-13.76,-263.4,,,97.25,,,
2880 華南金,2022/3/31,22.79,1,"321,277",0.28,-1.3,,"12,474,263","6,833,053",,,,54.78,0.49,,,6.04,,,,94.42,,,
2881 富邦金,2022/3/31,66.951,1,"903,080",3.94,-9.55,,"134,095,059","16,801,854",,,,12.53,-9.55,,,26.75,,,,91.55,,,
2882 國泰金,2022/3/31,57.6142,1,"849,414",2.6,-17.46,,"132,076,882","21,200,251",,,,16.05,-30.34,,,-10.98,,,,93.45,,,
2883 開發金,2022/3/31,17.8392,1,"330,101",0.58,-11.04,,"41,656,732","7,607,996",,,,18.26,-21.71,,,-5.23,,,,92.5,,,
2884 玉山金,2022/3/31,28.6033,1,"441,370",0.32,0.75,,"13,550,987","7,867,436",,,,58.06,-1.07,,,-7.62,,,,94.03,,,
2885 元大金,2022/3/31,23.1821,1,"320,428",0.51,-0.4,,"25,819,549","11,388,306",,,,44.11,-25.36,,,12.38,,,,90.6,,,
2886 兆豐金,2022/3/31,40.2707,1,"583,432",0.44,-0.19,,"14,255,220","7,216,243",,,,50.62,-2.29,,,-5.38,,,,92.51,,,
2887 台新金,2022/3/31,17.6057,1,"233,892",0.15,1.31,,"16,611,041","7,058,926",,,,42.5,38.6,,,0.72,,,,92.38,,,
2888 新光金,2022/3/31,10.3203,1,"153,474",0.24,-6.66,,"49,142,735","6,633,737",,,,13.5,-12.94,,,6.3,,,,94.8,,,
2889 國票金,2022/3/31,15.1107,1,"50,208",0.14,-3.34,,"1,582,211","940,533",,,,59.44,-45.08,,,-35.57,,,,87.24,,,
2890 永豐金,2022/3/31,17.2413,1,"207,387",0.39,0.33,,"12,510,080","6,477,690",,,,51.78,6.48,,,18.51,,,,93.26,,,
2891 中信金,2022/3/31,26.7579,1,"573,211",0.84,-2.4,,"57,568,091","18,999,759",,,,33,20.89,,,15.91,,,,93.83,,,
2892 第一金,2022/3/31,26.8559,1,"368,830",0.38,2.67,,"15,471,518","6,363,333",,,,41.13,-2.99,,,1.74,,,,94.1,,,
2897 王道銀行,2022/3/31,9.5098,1,"28,017",0.21,-2.1,,"2,297,044","1,134,712",,,,49.4,-0.35,,,0.94,,,,90.53,,,
5876 上海商銀,2022/3/31,45.7519,1,"224,976",0.81,0.07,,"10,028,497","3,932,966",,,,39.22,-1.12,,,13.39,,,,90.51,,,
5878 台名,2022/3/31,43.088,1,"1,214",0.48,1.62,"37,777","181,544","22,570","15,207",20.81,8.38,12.43,-10.03,-6.46,-16.54,-16.44,-51.02,269.45,241.74,26.06,,,
5880 合庫金,2022/3/31,27.6733,1,"401,907",0.32,-0.97,,"11,556,147","6,513,875",,,,56.37,-11.17,,,-10.11,,,,94.56,,,
4951 精拓科,2022/3/31,,1,,1.67,7.56,"113,528","161,664","58,479","55,049",70.22,34.05,36.17,35.11,46.37,93.03,10.54,4.46,401.65,346.31,20.11,,,
6695 芯鼎,2022/3/31,,1,,0.15,0.99,"118,374","262,739","114,953","3,421",45.05,1.3,43.75,19.57,20.18,127.4,-15.03,-86.9,629.2,352.25,22.73,,,
6708 天擎,2022/3/31,,1,,0.4,3.79,"39,677","73,739","35,902","3,775",53.81,5.12,48.69,-9.22,-13.37,-62.88,13.3,501.6,381.15,281.53,34.17,,,
6789 采鈺,2022/3/31,,1,,1.78,5.7,"871,728","2,295,552","268,502","610,131",37.97,26.58,11.7,38.92,43.49,33.17,-3.64,-6.29,142.49,129.46,42.15,,,
6799 來頡,2022/3/31,,1,,2.37,12.94,"157,540","319,472","54,133","103,407",49.31,32.37,16.94,36.47,44.47,52.14,0.44,-9.37,236.69,189.08,39.22,,,
6823 濾能,2022/3/31,,1,,0.78,4.39,"57,281","248,305","39,606","17,675",23.07,7.12,15.95,61.72,66.82,66.95,-7.57,-59.28,163.36,78.81,51.35,,,
8227 巨有科技,2022/3/31,,1,,0.69,6.86,"53,589","153,775","29,350","24,239",34.85,15.76,19.09,17.43,44.12,122.66,3.65,34.3,175.32,94.24,49.72,,,
2302 麗正,2021/12/30,15.6501,4,"2,811",0.13,1.97,"63,962","182,690","48,427","15,535",35.01,8.5,26.51,-42.69,-56.39,-85.7,-10.19,-52.09,207.86,138.63,16.29,D-,81%至100%,8
2303 聯電,2021/12/30,56.9101,4,"811,411",1.31,7.01,"23,103,344","59,099,588","6,821,044","17,616,305",39.09,29.81,11.54,30.47,112.97,213.75,5.71,16.39,221.21,196.25,39.45,A+,前5%,8
2329 華泰,2021/12/30,23.9659,4,"14,719",0.81,4.39,"903,178","4,061,061","255,794","647,384",22.24,15.94,6.3,17.87,205.37,715.93,2.82,58.22,156.7,108.88,47.28,C,36%至50%,8
2330 台積電,2021/12/30,595.6847,4,"15,947,184",6.41,7.71,"230,754,823","438,189,306","47,877,762","182,771,954",52.66,41.71,10.93,21.2,18.23,16.33,5.67,6.88,217.32,187.53,41.73,A+,前5%,8
2337 旺宏,2021/12/30,37.551,4,"78,324",2,8.19,"6,863,099","14,545,026","2,769,209","4,093,890",47.19,28.15,19.04,43.19,108.78,184.9,-2.87,17.07,217.98,143.24,39.09,A,6%至20%,8
2338 光罩,2021/12/30,101.9132,4,"27,613",1.3,3.88,"412,202","1,698,778","238,295","173,907",24.26,10.24,14.03,29.6,21.82,100.3,5.49,8.17,137.51,125.5,69.83,D,66%至80%,8
2340 台亞,2021/12/30,65.1232,4,"31,186",0.39,4.25,"416,095","1,366,500","241,247","174,848",30.45,12.8,17.65,-1.16,-5.31,-1.13,-24.48,-47.7,341.99,280.83,21.45,C-,51%至65%,8
2342 茂矽,2021/12/30,46.6068,4,"7,753",0.53,2.88,"154,383","530,085","59,754","94,629",29.12,17.85,11.27,20.11,81.72,176.59,-0.45,-3.36,408.99,375.14,40.26,C-,51%至65%,8
2344 華邦電,2021/12/30,32.7337,4,"135,320",1.05,7.98,"11,720,309","25,995,677","6,158,882","5,561,427",45.09,21.39,23.69,27.76,89.27,816.01,-3.77,-6.51,253.12,193.86,41.05,A,6%至20%,8
2351 順德,2021/12/30,165.7499,4,"31,966",1.13,3.62,"513,164","3,035,103","225,873","287,291",16.91,9.47,7.44,30.23,21.57,23.04,4.64,-13,213.41,93.62,49.92,A,6%至20%,8
2363 矽統,2021/12/30,21.8481,4,"17,922",-0.11,1.57,"23,597","68,264","115,473","-91,876",34.57,-134.59,169.16,50.76,149.76,13.31,-6.27,1.01,831.39,694.06,0.48,D-,81%至100%,8
2369 菱生,2021/12/30,25.1651,4,"10,529",0.76,5.75,"383,931","1,967,079","144,746","239,185",19.52,12.16,7.36,29.2,299.8,"1,308.43",-4.56,-12.11,220.12,170.51,35.3,D,66%至80%,8
2379 瑞昱,2021/12/30,532.7602,4,"296,197",9.02,11.87,"14,471,065","27,369,607","9,793,050","4,678,015",52.87,17.09,35.78,23.93,52.35,76.43,-5.47,-12.61,146.62,117.37,61.52,A,6%至20%,8
2388 威盛,2021/12/30,84.4009,4,"42,547",6.32,25.32,"793,038","1,937,824","1,264,889","-471,851",40.92,-24.35,65.27,10.48,84.71,26.88,3.3,-133.49,321.45,282.4,35.39,B,21%至35%,8
2401 凌陽,2021/12/30,35.2874,4,"22,999",0.64,5.16,"1,088,957","2,028,340","913,073","175,884",53.69,8.67,45.02,8.03,24.05,-13.24,-4.87,-43.19,339.06,276.19,23.19,B,21%至35%,8
2408 南亞科,2021/12/30,70.8183,4,"241,879",2.09,3.59,"10,563,413","21,398,949","2,540,083","8,023,330",49.36,37.49,11.87,44.85,224.88,515.47,-10.23,-11.57,678.45,594.32,9.63,A+,前5%,8
2434 統懋,2021/12/30,39.1,4,"1,447",-0.12,-0.71,"4,111","23,287","14,856","-10,745",17.65,-46.14,63.8,-32.93,114.34,18.94,-38.48,9.65,331.38,212.31,18.84,NA,不宜受評之公司,8
2436 偉詮電,2021/12/30,89.4751,4,"17,196",1.05,7,"345,990","970,952","164,414","181,576",35.63,18.7,16.93,28.16,80.88,438.51,-0.4,26.47,324.58,272.07,30.3,C,36%至50%,8
2441 超豐,2021/12/30,72.1199,4,"44,427",2.06,5.44,"1,606,041","5,104,903","166,755","1,439,286",31.46,28.19,3.27,25.73,42.85,54.96,-4.17,-12.01,209.81,163.99,21.41,A,6%至20%,8
2449 京元電子,2021/12/30,39.155,4,"54,779",1.34,6.47,"3,119,125","9,534,151","988,656","2,130,469",32.72,22.35,10.37,37.44,97.36,201.79,5.97,4.11,169.14,151.7,51.71,C,36%至50%,8
2451 創見,2021/12/30,61.9512,4,"31,364",1.14,2.53,"897,315","3,498,270","308,566","588,749",25.65,16.83,8.82,17.56,62.75,128.25,-0.72,-26.66,698.43,450.76,11.6,B,21%至35%,8
2454 聯發科,2021/12/30,977.5386,4,"1,902,668",19.03,8.04,"63,829,667","128,653,877","34,108,536","29,721,131",49.61,23.1,26.51,33.45,48.91,93.34,-1.85,1.48,164.31,128.07,34.38,A+,前5%,8
2458 義隆,2021/12/30,142.2594,4,"51,660",4.56,12.24,"2,055,877","4,161,539","923,106","1,133,155",49.4,27.23,22.18,-10.45,-5.85,-16.76,-16.34,-32.21,248.72,200.38,35.19,A,6%至20%,8
2481 強茂,2021/12/30,97.4501,4,"40,961",1.32,5.76,"1,105,909","3,427,376","534,695","571,214",32.27,16.67,15.6,14.54,54.28,88.47,-7.42,-19.74,176.28,139.33,50.81,B,21%至35%,8
3006 晶豪科,2021/12/30,146.8193,4,"47,216",4.04,9.43,"2,278,632","5,855,040","820,409","1,458,223",38.92,24.91,14.01,33.26,277.31,567.86,-14.44,-32.48,238.52,165.61,37.44,A,6%至20%,8
3014 聯陽,2021/12/30,90.6957,4,"17,477",2.54,11.43,"878,762","1,711,451","409,478","469,284",51.35,27.42,23.93,25.99,32,54.82,-19.29,-30.11,262.95,210.07,27.53,C,36%至50%,8
3016 嘉晶,2021/12/30,127.1304,4,"37,964",0.41,2.49,"214,522","1,345,704","72,697","141,825",15.94,10.54,5.4,29.89,234.08,"1,547.98",-0.18,-6.71,276.31,215.45,30.29,D,66%至80%,8
3034 聯詠,2021/12/30,408.2397,4,"327,988",17.97,17.22,"18,800,964","36,542,106","5,351,806","13,449,158",51.45,36.8,14.65,62.75,120.18,183.24,-4.7,-11.06,278.8,234.04,41.58,A,6%至20%,8
3035 智原,2021/12/30,227.3363,4,"59,404",1.93,7.4,"1,358,103","2,644,552","764,933","593,170",51.35,22.43,28.92,84.92,103.03,"2,340.93",19.24,31.96,210.86,165.61,32.25,A,6%至20%,8
3041 揚智,2021/12/30,41.95,4,"8,124",0.04,0.63,"291,863","842,110","278,179","13,684",34.66,1.62,33.03,46.48,70.08,112.26,18.51,691.1,305.48,243.49,18.75,C-,51%至65%,8
3094 聯傑,2021/12/30,43.8976,4,"3,969",0.22,1.67,"48,296","65,440","37,225","11,071",73.8,16.92,56.88,4.12,19.62,119.58,-15.04,-45.01,"1,492.66","1,414.76",10.92,B,21%至35%,8
3105 穩懋,2021/12/30,350.5226,4,"158,779",4.19,5.74,"2,922,640","7,217,272","913,799","2,008,841",40.5,27.83,12.66,5.19,21.82,20.69,6.75,11.01,366.67,266.94,50.43,A+,前5%,8
3122 笙泉,2021/12/30,53.4615,4,"2,202",1.23,8.88,"116,678","235,218","59,010","57,668",49.6,24.52,25.09,44.66,177.08,"1,094.94",2.43,19,439.77,374.73,39.96,C-,51%至65%,8
3141 晶宏,2021/12/30,245.5556,4,"19,060",3.35,9.9,"463,084","795,249","170,952","292,080",58.23,36.73,21.5,80.05,141.62,343.8,-3.11,-2.86,263.86,188.7,46.9,B,21%至35%,8
3169 亞信,2021/12/30,255.4403,4,"17,229",2.04,7.7,"247,898","421,531","85,027","162,871",58.81,38.64,20.17,88.13,100.19,152.11,13.6,16.02,544.92,496.94,17.7,D,66%至80%,8
3178 公準,2021/12/30,75.1261,4,"3,437",0.49,2.4,"76,608","342,991","44,108","32,500",22.34,9.48,12.86,15.78,11.23,24.11,-3.27,-19.16,128.48,81.54,57.42,C-,51%至65%,8
3189 景碩,2021/12/30,213.0622,4,"105,047",3.02,4.86,"3,341,276","9,953,739","1,551,320","1,789,956",33.57,17.98,15.59,31.87,84.11,226.79,1.9,5.83,188.98,157.72,43.5,A,6%至20%,8
3227 原相,2021/12/30,130.4713,4,"21,823",1.15,2.21,"882,638","1,643,737","707,889","174,749",53.7,10.63,43.07,-33.38,-38.58,-73.07,-30.43,-67.33,280.19,240.89,24.58,A,6%至20%,8
3228 金麗科,2021/12/30,474,4,"32,134",0.29,2.98,"110,461","136,686","84,577","25,884",80.81,18.94,61.88,-7.23,-13.64,-62.19,51.45,788.4,354.46,234.45,14.63,D-,81%至100%,8
3257 虹冠電,2021/12/30,62.8518,4,"5,503",1.02,4.82,"162,608","302,723","60,714","101,894",53.72,33.66,20.06,-15.47,-5.88,-4.53,-20.13,-32.68,669.84,555.65,12.15,C,36%至50%,8
3259 鑫創,2021/12/30,30.85,4,"2,304",-0.09,-1.01,"55,388","162,311","62,479","-7,091",34.12,-4.37,38.49,-17.36,61.4,81.33,-5.43,-204.17,572.01,241.98,14.86,C,36%至50%,8
3260 威剛,2021/12/30,82.3787,4,"24,338",0.22,0.45,"1,084,293","10,182,181","893,086","191,207",10.65,1.88,8.77,14.87,-1.68,-40.66,5.14,-48.79,145.07,74.38,61.39,C-,51%至65%,8
3264 欣銓,2021/12/30,49.5777,4,"27,204",1.45,4.86,"1,174,078","3,149,959","371,891","802,187",37.27,25.47,11.81,12.63,11.98,15.36,-3.96,-14.65,163.89,143.91,46.78,A+,前5%,8
3265 台星科,2021/12/30,28.5971,4,"4,381",0.88,2.09,"206,333","842,767","54,768","151,565",24.48,17.98,6.5,11.81,15.88,18,-2.55,-10.32,494.23,463.79,23.07,B,21%至35%,8
3268 海德威,2021/12/30,29.1191,4,"1,035",0.2,-1.49,"26,905","395,294","19,541","7,364",6.81,1.86,4.94,1.47,-15.29,-30.28,-1.08,-37.75,218.62,198.5,44.75,C,36%至50%,8
3317 尼克森,2021/12/30,78.5046,4,"4,900",1.58,4.24,"222,691","727,191","96,614","126,077",30.62,17.34,13.29,7.09,44.2,97.35,4.72,21.12,321.6,271.13,26.23,A,6%至20%,8
3372 典範,2021/12/30,22.5077,4,"4,237",0.6,4.76,"130,290","498,765","27,038","103,252",26.12,20.7,5.42,35.66,117.55,171.16,-7.01,-20.26,376.09,273.4,17.43,C-,51%至65%,8
3374 精材,2021/12/30,136.7845,4,"38,805",1.67,7.59,"652,690","1,842,284","108,761","558,014",35.43,30.29,5.9,-23.24,-31.72,-33.55,-16.03,-17.91,277.17,225.44,23.94,A+,前5%,8
3413 京鼎,2021/12/30,226.8539,4,"22,413",4.12,6.31,"823,028","3,361,467","293,587","529,441",24.48,15.75,8.73,32.08,33.76,43.34,5.65,-2.02,285.58,209.6,46.94,B,21%至35%,8
3438 類比科,2021/12/30,82.3218,4,"4,245",1,4.18,"137,720","342,930","82,331","55,389",40.16,16.15,24.01,-6.03,-1.99,-0.19,-20.86,-46.16,284.63,211.32,22.17,C,36%至50%,8
3443 創意,2021/12/30,573.4742,4,"78,531",3.84,10.34,"1,615,317","4,910,035","1,014,774","600,543",32.9,12.23,20.67,24.49,-2.58,-14.73,36.97,23.55,148.08,101.75,64.57,A,6%至20%,8
3450 聯鈞,2021/12/30,53.6149,4,"8,275",0.45,3.16,"389,163","1,784,770","148,969","240,194",21.8,13.46,8.35,9.93,6.66,5.41,-2.44,-17.97,171.48,134.55,38.98,D,66%至80%,8
3527 聚積,2021/12/30,162.9417,4,"8,089",3.12,5.29,"366,073","728,752","225,865","140,208",50.23,19.24,30.99,29.82,79.59,578.94,-30.21,-52.09,362.2,271.6,23.8,A,6%至20%,8
3529 力旺,2021/12/30,"2,142.40",4,"166,710",3.85,12.32,"631,398","631,398","299,677","331,721",100,52.54,47.46,27.12,27.12,40.94,6.25,4.75,409.8,404.93,20.85,A+,前5%,8
3530 晶相光,2021/12/30,130.6237,4,"10,668",1.67,4.83,"288,852","873,151","138,885","149,967",33.08,17.18,15.91,-30.77,10.64,-7.48,-21.61,-49.71,345.74,168.97,29.6,C-,51%至65%,8
3532 台勝科,2021/12/30,272.7934,4,"112,476",0.98,1.68,"706,660","3,179,252","251,071","455,589",22.23,14.33,7.9,7.66,13.42,-7.98,0.1,-15.73,600.02,474.88,12.09,A,6%至20%,8
3545 敦泰,2021/12/30,142.4745,4,"37,167",6.57,10.35,"2,777,842","5,596,954","1,029,243","1,748,599",49.63,31.24,18.39,29.94,104.1,185,-10.77,-27.67,282.53,154.11,46.12,A,6%至20%,8
3555 重鵬,2021/12/30,40.5207,4,"1,050",-1.46,-11.95,"2,161","5,476","-6,219","8,380",39.46,153.03,-113.57,-7.76,164.83,195.36,-8.54,132.24,279.89,276.6,35.6,D,66%至80%,8
3556 禾瑞亞,2021/12/30,62.6524,4,"4,631",1.05,4.7,"176,779","361,461","101,947","74,832",48.91,20.7,28.2,25.29,30.28,78.41,-21.31,-45.24,398.9,299.08,25.2,C-,51%至65%,8
3567 逸昌,2021/12/30,32.7951,4,"1,309",0.88,5.33,"51,103","115,395","13,470","37,633",44.29,32.61,11.67,8.81,14.96,23.04,-0.43,19.03,152.71,149.3,25.51,B,21%至35%,8
3581 博磊,2021/12/30,25.3676,4,"1,403",0.4,2.58,"130,041","357,852","97,855","32,186",36.34,8.99,27.35,6.03,-8.48,-27.26,-1.49,-31.86,179.78,115.47,50.57,D-,81%至100%,8
3583 辛耘,2021/12/30,102.234,4,"8,763",1.53,4.42,"523,002","1,435,518","351,339","172,150",36.43,11.99,24.47,26.07,20.9,8.71,11.31,-10.4,123.12,63.42,62.43,B,21%至35%,8
3588 通嘉,2021/12/30,127.9838,4,"7,930",2.25,7.38,"264,861","600,745","151,931","112,930",44.09,18.8,25.29,47.23,101.33,307.1,2.09,-7.03,330.98,236.18,24.16,C-,51%至65%,8
3661 世芯-KY,2021/12/30,"1,007.73",4,"72,101",5.06,3.76,"844,123","2,485,086","430,650","413,473",33.97,16.64,17.33,29.66,40.65,73.22,-2.86,-2.77,407.1,327.84,21.95,C-,51%至65%,8
3675 德微,2021/12/30,276.8345,4,"12,818",2.24,8.32,"192,885","548,951","91,376","101,509",35.14,18.49,16.65,40.4,87.62,283.57,1.65,7.01,125.76,91.34,59.2,B,21%至35%,8
3680 家登,2021/12/30,312.7267,4,"27,248",2.43,6.9,"564,608","1,196,796","278,315","286,293",47.18,23.92,23.26,65.2,198.52,"1,275.36",77.29,344.01,176.8,118,52.37,A,6%至20%,8
3686 達能,2021/12/30,23.5055,4,"1,799",0.63,9.87,"143,447","72,904","16,184","127,263",196.76,174.56,22.2,138.96,"4,668.38",977.43,-4.67,"1,157.79","2,048.72","2,047.34",4.56,D-,81%至100%,8
3707 漢磊,2021/12/30,140.559,4,"47,285",0.42,3,"342,874","1,967,858","134,546","208,328",17.42,10.59,6.84,29.61,"1,153.74",338.69,1.7,35.07,244.51,179.89,35.54,B,21%至35%,8
3711 日月光投控,2021/12/30,91.2456,4,"469,454",7.18,12.54,"32,894,294","172,936,186","13,278,865","19,615,429",19.02,11.34,7.68,16.16,41.18,74.43,14.78,6.45,138.61,98.71,59.19,A+,前5%,8
4919 新唐,2021/12/30,128.4406,4,"59,187",2.69,6.67,"4,328,138","10,388,634","3,114,218","1,213,920",41.66,11.69,29.98,5.26,22.46,"3,107.53",0.08,48.61,224.06,150.75,54.79,C,36%至50%,8
4945 陞達科技,2021/12/30,73.6846,4,"2,411",0.99,4.54,"75,830","159,536","41,003","34,827",47.53,21.83,25.7,39.64,49.89,73.5,18.45,9.23,611.7,537.63,16.44,B,21%至35%,8
4952 凌通,2021/12/30,57.1963,4,"7,367",1.52,6.98,"432,079","897,502","228,258","203,821",48.14,22.71,25.43,8.26,52.09,91.17,-11.19,-21.85,276.44,205.99,32.75,C,36%至50%,8
4961 天鈺,2021/12/30,231.3661,4,"52,606",8.09,9.3,"3,001,896","6,300,110","1,018,592","1,983,304",47.65,31.48,16.17,73.2,199.09,262.27,-5.89,-19.64,321.01,263.03,28.44,B,21%至35%,8
4966 譜瑞-KY,2021/12/30,"2,012.29",4,"171,140",18.5,9.09,"2,615,346","5,406,120","969,993","1,645,353",48.38,30.44,17.94,26.81,40.9,58.49,1.21,-0.65,286.92,233.2,24.45,C-,51%至65%,8
