date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/12/5,1742,1,0,0,1,1,,,1,24.58,"22,996","1,654",1,0.06,0,-1.19,,,,,
2023/12/4,1742,-2,0,0,-2,-1,,,-1,24.58,"22,996","1,674",1,0.06,0,-0.77,,,,,
2023/12/1,1742,1,0,0,1,1,,,1,24.58,"22,996","1,687",0,0,0,0.3,4.21,3.09,3.71,1.02,69.04
2023/12/29,1752,13,0,0,13,1,,,1,11.21,"11,320","2,850",48,1.68,0,-0.28,1.21,1.9,2.8,1.61,57.87
2023/12/28,1752,-53,0,0,-53,-1,,,-1,11.21,"11,320","2,858",48,1.68,0,-0.45,,,,,
2023/12/27,1752,10,0,0,10,3,,,3,11.21,"11,320","2,871",48,1.67,0,0.21,,,,,
2023/12/26,1752,18,0,1,19,2,,1,2,11.21,"11,320","2,865",48,1.68,0,-1.1,,,,,
2023/12/25,1752,70,0,0,70,1,,,1,11.21,"11,320","2,897",48,1.66,-9.43,-8.03,,,,,
2023/12/22,1752,-112,0,-1,-113,-5,,-1,-5,11.21,"11,320","3,150",53,1.68,0,-1.75,2,1.46,2.8,1.61,57.87
2023/12/21,1752,-64,0,0,-64,-4,,,-4,11.21,"11,320","3,206",53,1.65,-1.85,2.53,,,,,
2023/12/20,1752,-7,0,0,-7,-3,,,-3,11.21,"11,320","3,127",54,1.73,-6.9,-1.29,,,,,
2023/12/19,1752,-92,0,-1,-93,-2,,-1,-2,11.21,"11,320","3,168",58,1.83,0,0.25,,,,,
2023/12/18,1752,-47,0,0,-47,-1,,,-1,11.21,"11,320","3,160",58,1.84,1.75,0.19,,,,,
2023/12/15,1752,86,0,0,86,1,,,1,11.21,"11,320","3,154",57,1.81,0,-2.14,2.09,1.45,2.8,1.61,57.87
2023/12/14,1752,-48,0,0,-48,-3,,,-3,11.21,"11,320","3,223",57,1.77,0,1.03,,,,,
2023/12/13,1752,-76,0,0,-76,-2,,,-2,11.21,"11,320","3,190",57,1.79,0,2.08,,,,,
2023/12/12,1752,-68,0,0,-68,-1,,,-1,11.21,"11,320","3,125",57,1.82,-6.56,-0.64,,,,,
2023/12/11,1752,220,0,-60,160,2,,-1,2,11.21,"11,320","3,145",61,1.94,-28.24,-9.68,,,,,
2023/12/8,1752,34,0,0,34,1,,,1,11.21,"11,320","3,482",85,2.44,-7.61,-0.11,2.62,1.46,2.8,1.61,57.87
2023/12/7,1752,-82,0,10,-72,-1,,1,-1,11.21,"11,320","3,486",92,2.64,2.22,-0.85,,,,,
2023/12/6,1752,172,0,0,172,1,,,1,11.21,"11,320","3,516",90,2.56,-28.57,-1.18,,,,,
2023/12/5,1752,-316,0,-55,-371,-2,,-1,-2,11.21,"11,320","3,558",126,3.54,-11.27,-3.39,,,,,
2023/12/4,1752,-244,0,100,-144,-1,,1,-1,11.21,"11,320","3,683",142,3.86,54.35,10.4,,,,,
2023/12/1,1752,62,0,0,62,1,,,1,11.21,"11,320","3,336",92,2.76,155.56,3.76,2.69,1.41,2.8,1.61,57.87
2023/12/29,1760,113,0,-15,98,1,,-2,1,18.48,"15,844","6,960",85,1.22,-1.16,-0.47,7.43,5.91,2.44,0,33.19
2023/12/28,1760,-64,0,-26,-90,-1,,-1,-1,18.48,"15,844","6,993",86,1.23,-6.52,0.62,,,,,
2023/12/27,1760,510,0,28,538,3,,2,3,18.48,"15,844","6,950",92,1.32,16.46,2.37,,,,,
2023/12/26,1760,204,0,5,209,2,,1,2,18.48,"15,844","6,789",79,1.16,-7.06,-5.16,,,,,
2023/12/25,1760,12,0,-3,9,1,,-3,1,18.48,"15,844","7,158",85,1.19,-16.67,-0.45,,,,,
2023/12/22,1760,-54,0,-7,-61,-5,,-2,-5,18.48,"15,844","7,190",102,1.42,-6.42,-0.06,7.25,7.28,0.79,0,33.2
2023/12/21,1760,-245,0,-6,-251,-4,,-1,-4,18.48,"15,844","7,194",109,1.52,-4.39,0.11,,,,,
2023/12/20,1760,-50,0,10,-40,-3,,2,-3,18.48,"15,844","7,186",114,1.59,0,-0.07,,,,,
2023/12/19,1760,-16,0,8,-8,-2,,1,-2,18.48,"15,844","7,191",114,1.59,2.7,-0.68,,,,,
2023/12/18,1760,-51,0,-2,-53,-1,,-1,-1,18.48,"15,844","7,240",111,1.53,0.91,-0.34,,,,,
2023/12/15,1760,206,0,0,206,1,,,1,18.48,"15,844","7,265",110,1.51,0,0.15,7.34,6.72,1.55,0,33.2
2023/12/14,1760,-17,0,-6,-23,-2,,-2,-2,18.48,"15,844","7,254",110,1.52,-5.17,-0.32,,,,,
2023/12/13,1760,-52,0,-6,-58,-1,,-1,-1,18.48,"15,844","7,277",116,1.59,0,-0.75,,,,,
2023/12/12,1760,107,0,9,116,1,,1,1,18.48,"15,844","7,332",116,1.58,-2.52,-0.54,,,,,
2023/12/11,1760,-94,0,-24,-118,-1,,-5,-1,18.48,"15,844","7,372",119,1.61,0.85,0.79,,,,,
2023/12/8,1760,139,0,-102,37,2,,-4,2,18.48,"15,844","7,314",118,1.61,-1.67,0.58,6.99,6.75,1.53,0,33.2
2023/12/7,1760,66,0,-51,15,1,,-3,1,18.48,"15,844","7,272",120,1.65,-4,0.1,,,,,
2023/12/6,1760,-31,0,-32,-63,-2,,-2,-2,18.48,"15,844","7,265",125,1.72,-0.79,-0.08,,,,,
2023/12/5,1760,-464,0,-72,-536,-1,,-1,-1,18.48,"15,844","7,271",126,1.73,-14.86,2.64,,,,,
2023/12/4,1760,261,0,66,327,2,,1,2,18.48,"15,844","7,084",148,2.09,4.23,-1.5,,,,,
2023/12/1,1760,195,0,-4,191,1,,-1,1,18.48,"15,844","7,192",142,1.97,-0.7,-2.82,7.12,5.41,3.13,0,33.2
2023/12/29,1762,34,0,-1,33,4,,-2,4,30,"23,267","3,098",227,7.33,6.57,-0.23,4.81,3.94,4.73,2.14,34.72
2023/12/28,1762,46,0,-1,45,3,,-1,3,30,"23,267","3,105",213,6.86,5.45,-0.93,,,,,
2023/12/27,1762,42,0,0,42,2,,,2,30,"23,267","3,134",202,6.45,0.5,-0.6,,,,,
2023/12/26,1762,33,0,0,33,1,,,1,30,"23,267","3,153",201,6.37,0,-0.19,,,,,
2023/12/25,1762,-14,0,0,-14,-1,,,-1,30,"23,267","3,159",201,6.36,0,0.35,,,,,
2023/12/22,1762,2,0,-1,1,1,,-1,1,30,"23,267","3,148",201,6.39,-0.5,-0.13,4.82,3.9,4.74,2.14,34.72
2023/12/21,1762,-117,0,1,-116,-1,,1,-1,30,"23,267","3,152",202,6.41,0,-0.69,,,,,
2023/12/20,1762,9,0,0,9,1,,,1,30,"23,267","3,174",202,6.36,0.5,-0.38,,,,,
2023/12/19,1762,-86,0,-6,-92,-2,,-1,-2,30,"23,267","3,186",201,6.31,0,0.41,,,,,
2023/12/18,1762,-52,0,1,-51,-1,,1,-1,30,"23,267","3,173",201,6.33,3.61,1.12,,,,,
2023/12/15,1762,47,0,-1,46,1,,-1,1,30,"23,267","3,138",194,6.18,31.08,-0.6,4.77,3.88,4.74,2.14,34.72
2023/12/14,1762,-81,0,0,-81,-8,,,-8,30,"23,267","3,157",148,4.69,4.96,-0.5,,,,,
2023/12/13,1762,-117,0,0,-117,-7,,,-7,30,"23,267","3,173",141,4.44,2.17,-0.03,,,,,
2023/12/12,1762,-85,0,0,-85,-6,,,-6,30,"23,267","3,174",138,4.35,0.73,-0.47,,,,,
2023/12/11,1762,-71,0,-1,-72,-5,,-2,-5,30,"23,267","3,189",137,4.3,-7.43,0.09,,,,,
2023/12/8,1762,-65,0,-1,-66,-4,,-1,-4,30,"23,267","3,186",148,4.65,16.54,0.95,5.33,4.67,1.94,4.23,34.72
2023/12/7,1762,-103,0,0,-103,-3,,,-3,30,"23,267","3,156",127,4.02,1.6,0.86,,,,,
2023/12/6,1762,-148,0,1,-147,-2,,1,-2,30,"23,267","3,129",125,3.99,-36.22,1.03,,,,,
2023/12/5,1762,-201,0,-2,-203,-1,,-1,-1,30,"23,267","3,097",196,6.33,0,0.85,,,,,
2023/12/4,1762,113,0,1,114,2,,1,2,30,"23,267","3,071",196,6.38,41.01,-1.35,,,,,
2023/12/1,1762,25,0,-1,24,1,,-2,1,30,"23,267","3,113",139,4.47,31.13,-1.05,4.81,5.34,1.94,4.43,34.72
2023/12/29,1773,37,0,-40,-3,5,,-3,-1,43.24,"108,111","1,036",2,0.19,-33.33,-4.95,3.44,1.83,2.29,2.48,70.02
2023/12/28,1773,24,0,-4,19,4,,-2,4,43.24,"108,111","1,090",3,0.28,200,0.09,,,,,
2023/12/27,1773,26,0,-21,5,3,,-1,3,43.24,"108,111","1,089",1,0.09,0,-0.18,,,,,
2023/12/26,1773,12,0,42,54,2,,1,2,43.24,"108,111","1,091",1,0.09,0,0.09,,,,,
2023/12/25,1773,8,0,0,8,1,,,1,43.24,"108,111","1,090",1,0.09,0,-0.55,,,,,
2023/12/22,1773,-1,0,1,0,-2,,1,,43.24,"108,111","1,096",1,0.09,0,0.09,3.56,1.83,2.29,2.43,70.07
2023/12/21,1773,-6,0,0,-6,-1,,,-1,43.24,"108,111","1,095",1,0.09,0,-2.58,,,,,
2023/12/20,1773,4,0,1,5,1,,2,2,43.24,"108,111","1,124",1,0.09,0,-0.27,,,,,
2023/12/19,1773,-1,0,2,1,-2,,1,1,43.24,"108,111","1,127",1,0.09,0,0.18,,,,,
2023/12/18,1773,-1,0,-1,-2,-1,,-1,-1,43.24,"108,111","1,125",1,0.09,0,0,,,,,
2023/12/15,1773,42,0,28,70,2,,1,2,43.24,"108,111","1,125",1,0.09,0,-0.09,3.72,1.83,2.29,2.43,70.07
2023/12/14,1773,80,0,0,80,1,,,1,43.24,"108,111","1,126",1,0.09,-50,-13.98,,,,,
2023/12/13,1773,-12,0,0,-12,-1,,,-1,43.24,"108,111","1,309",2,0.15,0,0.31,,,,,
2023/12/12,1773,29,0,1,30,9,,2,7,43.24,"108,111","1,305",2,0.15,-33.33,-4.74,,,,,
2023/12/11,1773,17,0,3,20,8,,1,6,43.24,"108,111","1,370",3,0.22,0,0.15,,,,,
2023/12/8,1773,17,0,0,17,7,,,5,43.24,"108,111","1,368",3,0.22,0,0.81,3.4,2.17,2.29,2.43,70.14
2023/12/7,1773,6,0,0,6,6,,,4,43.24,"108,111","1,357",3,0.22,0,0,,,,,
2023/12/6,1773,36,0,0,36,5,,,3,43.24,"108,111","1,357",3,0.22,0,0.07,,,,,
2023/12/5,1773,85,0,1,86,4,,1,2,43.24,"108,111","1,356",3,0.22,0,0,,,,,
2023/12/4,1773,5,0,0,5,3,,,1,43.24,"108,111","1,356",3,0.22,0,-0.73,,,,,
2023/12/1,1773,1,0,-2,-1,2,,-1,-1,43.24,"108,111","1,366",3,0.22,0,-0.36,3.51,2.35,2.58,2.09,69.88
2023/12/29,1776,0,0,0,0,,,,,8.91,"5,358",268,0,0,0,0,4.37,5.1,10.57,8.94,42.83
2023/12/28,1776,4,0,0,4,1,,,1,8.91,"5,358",268,0,0,0,0,,,,,
2023/12/27,1776,0,0,0,0,,,,,8.91,"5,358",268,0,0,0,-0.37,,,,,
2023/12/26,1776,13,0,0,13,2,,,2,8.91,"5,358",269,0,0,0,0,,,,,
2023/12/25,1776,7,0,0,7,1,,,1,8.91,"5,358",269,0,0,0,0,,,,,
2023/12/22,1776,0,0,0,0,,,,,8.91,"5,358",269,0,0,0,0,4.37,5.1,10.57,8.94,42.84
2023/12/21,1776,9,0,-1,8,1,,-1,1,8.91,"5,358",269,0,0,0,-3.58,,,,,
2023/12/20,1776,-1,0,0,-1,-1,,,-1,8.91,"5,358",279,0,0,0,0.72,,,,,
2023/12/19,1776,2,0,-1,1,5,,-1,5,8.91,"5,358",277,0,0,0,-18.29,,,,,
2023/12/18,1776,8,0,0,8,4,,,4,8.91,"5,358",339,0,0,0,0.89,,,,,
2023/12/15,1776,3,0,0,3,3,,,3,8.91,"5,358",336,0,0,0,-0.59,4.37,5.1,10.57,8.94,42.84
2023/12/14,1776,1,0,0,1,2,,,2,8.91,"5,358",338,0,0,0,0.6,,,,,
2023/12/13,1776,10,0,0,10,1,,,1,8.91,"5,358",336,0,0,0,0,,,,,
2023/12/12,1776,0,0,0,0,,,,,8.91,"5,358",336,0,0,0,0,,,,,
2023/12/11,1776,2,0,0,2,1,,,1,8.91,"5,358",336,0,0,0,0,,,,,
2023/12/8,1776,0,0,0,0,,,,,8.91,"5,358",336,0,0,0,0,4.37,5.1,10.57,8.94,42.84
2023/12/7,1776,-5,0,0,-5,-1,,,-1,8.91,"5,358",336,0,0,0,0,,,,,
2023/12/6,1776,0,0,0,0,,,,,8.91,"5,358",336,0,0,0,0,,,,,
2023/12/5,1776,0,0,0,0,,,,,8.91,"5,358",336,0,0,0,-2.61,,,,,
2023/12/4,1776,-3,0,0,-3,-1,,,-1,8.91,"5,358",345,0,0,0,3.29,,,,,
2023/12/1,1776,0,0,0,0,,,,,8.91,"5,358",334,0,0,0,0,4.37,5.1,10.57,8.94,42.84
2023/12/29,1777,-11,0,0,-11,-6,,,-6,42.42,"18,914",181,1,0.55,0,0,4.22,2.19,1.47,1.99,54.65
2023/12/28,1777,-9,0,0,-9,-5,,,-5,42.42,"18,914",181,1,0.55,0,0.56,,,,,
2023/12/27,1777,-5,0,0,-5,-4,,,-4,42.42,"18,914",180,1,0.56,0,0.56,,,,,
2023/12/26,1777,-3,0,0,-3,-3,,,-3,42.42,"18,914",179,1,0.56,0,0.56,,,,,
2023/12/25,1777,-7,0,0,-7,-2,,,-2,42.42,"18,914",178,1,0.56,0,0,,,,,
2023/12/22,1777,-1,0,0,-1,-1,,,-1,42.42,"18,914",178,1,0.56,0,0.56,4.22,2.19,1.47,1.99,54.64
2023/12/21,1777,0,0,0,0,,,,,42.42,"18,914",177,1,0.56,0,0,,,,,
2023/12/20,1777,0,0,0,0,,,,,42.42,"18,914",177,1,0.56,0,-0.56,,,,,
2023/12/19,1777,-3,0,0,-3,-2,,,-2,42.42,"18,914",178,1,0.56,0,0.56,,,,,
2023/12/18,1777,-1,0,0,-1,-1,,,-1,42.42,"18,914",177,1,0.56,0,0,,,,,
2023/12/15,1777,1,0,0,1,1,,,1,42.42,"18,914",177,1,0.56,0,0,4.22,2.19,1.47,1.99,54.63
2023/12/14,1777,0,0,0,0,,,,,42.42,"18,914",177,1,0.56,0,-1.12,,,,,
2023/12/13,1777,-1,0,0,-1,-3,,,-3,42.42,"18,914",179,1,0.56,0,-0.56,,,,,
2023/12/12,1777,-1,0,0,-1,-2,,,-2,42.42,"18,914",180,1,0.56,0,-0.55,,,,,
2023/12/11,1777,-1,0,0,-1,-1,,,-1,42.42,"18,914",181,1,0.55,0,0,,,,,
2023/12/8,1777,0,0,0,0,,,,,42.42,"18,914",181,1,0.55,0,0,4.22,2.19,1.47,1.99,54.63
2023/12/7,1777,-1,0,0,-1,-1,,,-1,42.42,"18,914",181,1,0.55,0,1.12,,,,,
2023/12/6,1777,1,0,0,1,2,,,2,42.42,"18,914",179,1,0.56,0,0,,,,,
2023/12/5,1777,1,0,0,1,1,,,1,42.42,"18,914",179,1,0.56,0,0.56,,,,,
2023/12/4,1777,-3,0,0,-3,-1,,,-1,42.42,"18,914",178,1,0.56,0,-2.73,,,,,
2023/12/1,1777,0,0,0,0,,,,,42.42,"18,914",183,1,0.55,0,0,4.22,2.19,1.47,1.99,54.64
2023/12/29,1781,-17,0,0,-17,-3,,,-3,15.15,"7,184",0,0,,0,0,5.06,4.44,1.44,3.94,26.01
2023/12/28,1781,-10,0,0,-10,-2,,,-2,15.15,"7,184",0,0,,0,0,,,,,
2023/12/27,1781,-15,0,0,-15,-1,,,-1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/26,1781,24,0,0,24,1,,,1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/25,1781,-10,0,0,-10,-4,,,-4,15.15,"7,184",0,0,,0,0,,,,,
2023/12/22,1781,-27,0,0,-27,-3,,,-3,15.15,"7,184",0,0,,0,0,5.06,4.41,1.44,3.94,25.97
2023/12/21,1781,-16,0,0,-16,-2,,,-2,15.15,"7,184",0,0,,0,0,,,,,
2023/12/20,1781,-37,0,0,-37,-1,,,-1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/19,1781,43,0,0,43,2,,,2,15.15,"7,184",0,0,,0,0,,,,,
2023/12/18,1781,45,0,0,45,1,,,1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/15,1781,-37,0,0,-37,-1,,,-1,15.15,"7,184",0,0,,0,0,4.94,4.33,1.44,3.94,25.92
2023/12/14,1781,35,0,0,35,1,,,1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/13,1781,-7,0,0,-7,-1,,,-1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/12,1781,14,0,0,14,1,,,1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/11,1781,-11,0,0,-11,-1,,,-1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/8,1781,49,0,0,49,1,,,1,15.15,"7,184",0,0,,0,0,4.3,4.14,1.44,3.94,25.67
2023/12/7,1781,-79,0,0,-79,-3,,,-3,15.15,"7,184",0,0,,0,0,,,,,
2023/12/6,1781,-105,0,-1,-106,-2,,-1,-2,15.15,"7,184",0,0,,0,0,,,,,
2023/12/5,1781,-47,0,0,-47,-1,,,-1,15.15,"7,184",0,0,,0,0,,,,,
2023/12/4,1781,1,0,0,1,2,,,2,15.15,"7,184",0,0,,0,0,,,,,
2023/12/1,1781,38,0,0,38,1,,,1,15.15,"7,184",0,0,,0,0,4.18,6.17,2.81,1.83,29.59
2023/12/29,1783,-25,0,-2,-27,-2,,-2,-2,34.16,"30,384","1,821",10,0.55,0,0.28,5.41,3.16,3.13,2.15,49.68
2023/12/28,1783,-7,0,-3,-10,-1,,-1,-1,34.16,"30,384","1,816",10,0.55,0,-0.6,,,,,
2023/12/27,1783,144,0,0,144,2,,,2,34.16,"30,384","1,827",10,0.55,0,-2.14,,,,,
2023/12/26,1783,63,0,5,68,1,,1,1,34.16,"30,384","1,867",10,0.54,0,-0.64,,,,,
2023/12/25,1783,-26,0,0,-25,-2,,,-2,34.16,"30,384","1,879",10,0.53,0,0.11,,,,,
2023/12/22,1783,-12,0,1,-11,-1,,1,-1,34.16,"30,384","1,877",10,0.53,0,-0.27,5.36,3.2,3.04,2.15,49.8
2023/12/21,1783,13,0,-1,12,1,,-1,1,34.16,"30,384","1,882",10,0.53,0,0.16,,,,,
2023/12/20,1783,-21,0,0,-21,-3,,,-3,34.16,"30,384","1,879",10,0.53,0,0.05,,,,,
2023/12/19,1783,-46,0,0,-46,-2,,,-2,34.16,"30,384","1,878",10,0.53,0,0.86,,,,,
2023/12/18,1783,-16,0,-2,-18,-1,,-1,-1,34.16,"30,384","1,862",10,0.54,0,0.65,,,,,
2023/12/15,1783,98,0,1,99,2,,1,2,34.16,"30,384","1,850",10,0.54,0,-1.12,5.36,3.86,2.37,2.15,49.8
2023/12/14,1783,16,0,0,16,1,,,1,34.16,"30,384","1,871",10,0.53,0,-0.16,,,,,
2023/12/13,1783,-41,0,0,-41,-2,,,-2,34.16,"30,384","1,874",10,0.53,0,0.32,,,,,
2023/12/12,1783,-64,0,-6,-70,-1,,-1,-1,34.16,"30,384","1,868",10,0.54,0,-0.21,,,,,
2023/12/11,1783,4,0,0,4,1,,,1,34.16,"30,384","1,872",10,0.53,0,0.65,,,,,
2023/12/8,1783,-56,0,0,-56,-4,,,-4,34.16,"30,384","1,860",10,0.54,0,0.43,5.61,3.21,3.16,2.15,49.8
2023/12/7,1783,-66,0,0,-66,-3,,,-3,34.16,"30,384","1,852",10,0.54,0,0.82,,,,,
2023/12/6,1783,-54,0,0,-54,-2,,,-2,34.16,"30,384","1,837",10,0.54,0,0.44,,,,,
2023/12/5,1783,-151,0,0,-152,-1,,,-1,34.16,"30,384","1,829",10,0.55,0,-0.05,,,,,
2023/12/4,1783,111,0,0,111,4,,,4,34.16,"30,384","1,830",10,0.55,0,0.11,,,,,
2023/12/1,1783,115,0,0,115,3,,,3,34.16,"30,384","1,828",10,0.55,0,-2.82,5.63,3.21,3.16,2.15,49.8
2023/12/29,1784,13,0,0,13,1,,,1,12.09,"6,002","3,257",13,0.4,18.18,0.06,8.74,8.38,5.48,2,17.46
2023/12/28,1784,-17,0,0,-17,-1,,,-1,12.09,"6,002","3,255",11,0.34,22.22,-0.37,,,,,
2023/12/27,1784,25,0,0,25,1,,,1,12.09,"6,002","3,267",9,0.28,0,0.25,,,,,
2023/12/26,1784,0,0,0,0,,,,,12.09,"6,002","3,259",9,0.28,0,0.59,,,,,
2023/12/25,1784,-19,0,0,-19,-2,,,-2,12.09,"6,002","3,240",9,0.28,0,0.12,,,,,
2023/12/22,1784,-1,0,0,-1,-1,,,-1,12.09,"6,002","3,236",9,0.28,0,-0.06,8.4,5.13,9.31,2,17.46
2023/12/21,1784,9,0,0,9,1,,,1,12.09,"6,002","3,238",9,0.28,0,0.15,,,,,
2023/12/20,1784,-64,0,0,-64,-1,,,-1,12.09,"6,002","3,233",9,0.28,0,-0.28,,,,,
2023/12/19,1784,64,0,0,64,1,,,1,12.09,"6,002","3,242",9,0.28,0,0.37,,,,,
2023/12/18,1784,-31,0,0,-31,-3,,,-3,12.09,"6,002","3,230",9,0.28,12.5,0.03,,,,,
2023/12/15,1784,-21,0,-1,-22,-2,,-1,-2,12.09,"6,002","3,229",8,0.25,0,0.19,7.91,6.3,8.2,2,17.46
2023/12/14,1784,-40,0,0,-40,-1,,,-1,12.09,"6,002","3,223",8,0.25,14.29,0.19,,,,,
2023/12/13,1784,9,0,0,9,1,,,1,12.09,"6,002","3,217",7,0.22,0,0.59,,,,,
2023/12/12,1784,-5,0,-1,-6,-6,,-5,-6,12.09,"6,002","3,198",7,0.22,0,0.28,,,,,
2023/12/11,1784,-18,0,-1,-19,-5,,-4,-5,12.09,"6,002","3,189",7,0.22,-22.22,-0.41,,,,,
2023/12/8,1784,-72,0,-2,-74,-4,,-3,-4,12.09,"6,002","3,202",9,0.28,-35.71,-0.44,8.29,7.51,7.27,2,17.46
2023/12/7,1784,-54,0,-1,-55,-3,,-2,-3,12.09,"6,002","3,216",14,0.44,0,0.09,,,,,
2023/12/6,1784,-34,0,-2,-36,-2,,-1,-2,12.09,"6,002","3,213",14,0.44,-12.5,-0.03,,,,,
2023/12/5,1784,-33,0,0,-33,-1,,,-1,12.09,"6,002","3,214",16,0.5,0,-0.34,,,,,
2023/12/4,1784,31,0,0,31,2,,,2,12.09,"6,002","3,225",16,0.5,0,0.22,,,,,
2023/12/1,1784,55,0,0,55,1,,,1,12.09,"6,002","3,218",16,0.5,0,-0.65,8.39,5.1,8.01,3.69,17.46
2023/12/29,1785,-293,0,0,-293,-1,,,-1,9.27,"55,310","5,769",59,1.02,11.32,-0.77,5.44,2.77,2.46,2.22,37.23
2023/12/28,1785,143,-12,0,131,4,-2,,4,9.27,"55,310","5,814",53,0.91,-45.36,0.5,,,,,
2023/12/27,1785,178,-129,8,57,3,-1,1,3,9.27,"55,310","5,785",97,1.68,-5.83,-3,,,,,
2023/12/26,1785,63,0,0,63,2,,,2,9.27,"55,310","5,964",103,1.73,0,-0.1,,,,,
2023/12/25,1785,28,0,4,32,1,,1,1,9.27,"55,310","5,970",103,1.73,0,-0.43,,,,,
2023/12/22,1785,-111,0,-2,-113,-2,,-1,-2,9.27,"55,310","5,996",103,1.72,0,-0.5,5.44,2.74,2.49,2.09,37.23
2023/12/21,1785,-100,-8,1,-107,-1,-1,1,-1,9.27,"55,310","6,026",103,1.71,-2.83,-0.84,,,,,
2023/12/20,1785,92,0,0,92,1,,,1,9.27,"55,310","6,077",106,1.74,0,-0.15,,,,,
2023/12/19,1785,-337,0,1,-336,-1,,1,-1,9.27,"55,310","6,086",106,1.74,-4.5,-1.51,,,,,
2023/12/18,1785,114,0,0,114,3,,,3,9.27,"55,310","6,179",111,1.8,0,-1.64,,,,,
2023/12/15,1785,880,0,0,880,2,,,2,9.27,"55,310","6,282",111,1.77,0.91,0.51,5.28,2.8,2.38,2.41,37.08
2023/12/14,1785,809,0,0,809,1,,,1,9.27,"55,310","6,250",110,1.76,0,1.96,,,,,
2023/12/13,1785,-34,0,0,-34,-1,,,-1,9.27,"55,310","6,130",110,1.79,0,-0.65,,,,,
2023/12/12,1785,174,0,0,174,1,,,1,9.27,"55,310","6,170",110,1.78,1.85,-1.23,,,,,
2023/12/11,1785,-103,0,0,-103,-5,,,-5,9.27,"55,310","6,247",108,1.73,0.93,-0.83,,,,,
2023/12/8,1785,-204,0,-1,-205,-4,,-1,-4,9.27,"55,310","6,299",107,1.7,-3.6,-1.05,5.3,2.74,2.11,2.54,37.73
2023/12/7,1785,-95,0,1,-94,-3,,1,-3,9.27,"55,310","6,366",111,1.74,-2.63,-0.42,,,,,
2023/12/6,1785,-462,0,-1,-463,-2,,-1,-2,9.27,"55,310","6,393",114,1.78,-4.2,-0.39,,,,,
2023/12/5,1785,"-1,354",0,0,"-1,354",-1,,,-1,9.27,"55,310","6,418",119,1.85,-11.85,3.45,,,,,
2023/12/4,1785,"1,069",0,0,"1,069",1,,,1,9.27,"55,310","6,204",135,2.18,11.57,3.56,,,,,
2023/12/1,1785,-187,0,1,-186,-1,,1,-1,9.27,"55,310","5,991",121,2.02,0,-0.79,5.31,2.87,2.1,2.74,37.91
2023/12/29,1786,-3,0,-2,-5,-3,,-3,-3,12.16,"8,235","2,168",22,1.01,0,0.23,8.92,5.16,2.05,1.27,42.68
2023/12/28,1786,-22,0,-3,-25,-2,,-2,-2,12.16,"8,235","2,163",22,1.02,0,-0.14,,,,,
2023/12/27,1786,-6,0,-1,-7,-1,,-1,-1,12.16,"8,235","2,166",22,1.02,0,-0.05,,,,,
2023/12/26,1786,23,0,4,27,1,,2,1,12.16,"8,235","2,167",22,1.02,0,0.09,,,,,
2023/12/25,1786,-15,0,5,-10,-1,,1,-1,12.16,"8,235","2,165",22,1.02,-4.35,-0.18,,,,,
2023/12/22,1786,19,0,0,19,1,,,1,12.16,"8,235","2,169",23,1.06,0,1.02,9.49,4.58,2.05,1.27,42.67
2023/12/21,1786,-4,0,-3,-7,-3,,-1,-3,12.16,"8,235","2,147",23,1.07,0,0.33,,,,,
2023/12/20,1786,-20,0,1,-19,-2,,1,-2,12.16,"8,235","2,140",23,1.07,0,0.23,,,,,
2023/12/19,1786,-6,0,-6,-12,-1,,-1,-1,12.16,"8,235","2,135",23,1.08,4.55,0.66,,,,,
2023/12/18,1786,15,0,0,15,4,,,4,12.16,"8,235","2,121",22,1.04,0,-0.24,,,,,
2023/12/15,1786,64,0,1,65,3,,1,3,12.16,"8,235","2,126",22,1.03,0,-1.25,8.8,5.15,2.05,1.27,42.67
2023/12/14,1786,38,1,0,39,2,1,,2,12.16,"8,235","2,153",22,1.02,0,-0.28,,,,,
2023/12/13,1786,6,0,0,6,1,,,1,12.16,"8,235","2,159",22,1.02,0,-0.42,,,,,
2023/12/12,1786,-12,0,-1,-13,-2,,-2,-2,12.16,"8,235","2,168",22,1.01,-4.35,-1.32,,,,,
2023/12/11,1786,-21,0,-1,-22,-1,,-1,-1,12.16,"8,235","2,197",23,1.05,0,0.32,,,,,
2023/12/8,1786,6,0,0,6,1,,,1,12.16,"8,235","2,190",23,1.05,0,0.78,8.79,5.18,2.05,1.27,42.62
2023/12/7,1786,-3,0,0,-3,-4,,,-4,12.16,"8,235","2,173",23,1.06,0,0.46,,,,,
