date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/12/14,1101,"3,208",-4,214,"3,418",1,-2,3,1,7.48,"564,677","18,591",107,0.58,0.94,-0.61,,,,,
2023/12/13,1101,"-2,242",-1,5,"-2,238",-6,-1,2,-6,7.48,"564,677","18,706",106,0.57,-1.85,0.15,,,,,
2023/12/12,1101,"-1,475",0,161,"-1,314",-5,,1,-5,7.48,"564,677","18,678",108,0.58,-3.57,0.36,,,,,
2023/12/11,1101,"-1,282",-13,-151,"-1,446",-4,-3,-1,-4,7.48,"564,677","18,611",112,0.6,-17.65,-0.34,,,,,
2023/12/8,1101,"-2,870",-16,77,"-2,809",-3,-2,1,-3,7.48,"564,677","18,674",136,0.73,-97.27,0.63,2.96,1.68,1.04,1.02,53.66
2023/12/7,1101,"-1,129",-1,-133,"-1,263",-2,-1,-2,-2,7.48,"564,677","18,558","4,977",26.82,-0.04,-0.54,,,,,
2023/12/6,1101,"-4,668","2,348",-168,"-2,487",-1,12,-1,-1,7.48,"564,677","18,659","4,979",26.68,0.08,0.17,,,,,
2023/12/5,1101,"1,894","2,035",204,"4,133",1,11,1,1,7.48,"564,677","18,628","4,975",26.71,0.3,-3.5,,,,,
2023/12/4,1101,"-14,280","4,639",-67,"-9,708",-9,10,-4,-2,7.48,"564,677","19,304","4,960",25.69,-0.14,1.64,,,,,
2023/12/1,1101,"-24,322","5,373",-330,"-19,278",-8,9,-3,-1,7.48,"564,677","18,993","4,967",26.15,-0.52,4.43,2.97,1.7,1.07,0.93,54.01
2023/12/29,1102,-57,-39,-132,-227,-1,-4,-5,-1,27.36,"970,385","1,453",2,0.14,0,-5.95,1.83,1.15,0.77,0.63,78.74
2023/12/28,1102,225,-9,-121,94,1,-3,-4,1,27.36,"970,385","1,545",2,0.13,0,-0.77,,,,,
2023/12/27,1102,-188,-58,-745,-991,-3,-2,-3,-8,27.36,"970,385","1,557",2,0.13,0,0.19,,,,,
2023/12/26,1102,-35,-22,-999,"-1,056",-2,-1,-2,-7,27.36,"970,385","1,554",2,0.13,-50,-1.15,,,,,
2023/12/25,1102,-170,618,-818,-370,-1,1,-1,-6,27.36,"970,385","1,572",4,0.25,0,-1.87,,,,,
2023/12/22,1102,"5,868","-9,142",42,"-3,232",1,-5,1,-5,27.36,"970,385","1,602",4,0.25,-71.43,6.8,1.85,1.16,0.81,0.58,78.81
2023/12/21,1102,-958,-986,"-1,042","-2,986",-5,-4,-1,-4,27.36,"970,385","1,500",14,0.93,366.67,3.88,,,,,
2023/12/20,1102,"-1,624",-951,29,"-2,546",-4,-3,1,-3,27.36,"970,385","1,444",3,0.21,0,-1.1,,,,,
2023/12/19,1102,"-2,564",-950,-693,"-4,207",-3,-2,-2,-2,27.36,"970,385","1,460",3,0.21,50,1.46,,,,,
2023/12/18,1102,-681,-662,-127,"-1,470",-2,-1,-1,-1,27.36,"970,385","1,439",2,0.14,100,-2.7,,,,,
2023/12/15,1102,"-6,473","8,052",10,"1,588",-1,1,1,2,27.36,"970,385","1,479",1,0.07,0,-0.67,1.82,1.15,0.75,0.58,79.04
2023/12/14,1102,"2,606","-1,016",-630,959,1,-1,-7,1,27.36,"970,385","1,489",1,0.07,0,3.91,,,,,
2023/12/13,1102,"-1,443","1,700",-693,-436,-1,13,-6,-1,27.36,"970,385","1,433",1,0.07,0,0,,,,,
2023/12/12,1102,229,"1,953",-199,"1,983",1,12,-5,1,27.36,"970,385","1,433",1,0.07,0,0,,,,,
2023/12/11,1102,"-1,112",663,-47,-496,-1,11,-4,-1,27.36,"970,385","1,433",1,0.07,0,-0.62,,,,,
2023/12/8,1102,919,539,-126,"1,331",1,10,-3,4,27.36,"970,385","1,442",1,0.07,0,0.84,1.86,1.17,0.76,0.63,78.76
2023/12/7,1102,-101,519,-86,331,-1,9,-2,3,27.36,"970,385","1,430",1,0.07,0,-0.42,,,,,
2023/12/6,1102,136,760,-151,745,1,8,-1,2,27.36,"970,385","1,436",1,0.07,0,-0.35,,,,,
2023/12/5,1102,-863,962,33,132,-4,7,1,1,27.36,"970,385","1,441",1,0.07,0,-3.81,,,,,
2023/12/4,1102,"-1,483","1,077",-32,-438,-3,6,-4,-2,27.36,"970,385","1,498",1,0.07,0,-4.46,,,,,
2023/12/1,1102,-497,413,-93,-177,-2,5,-3,-1,27.36,"970,385","1,568",1,0.06,-66.67,3.02,1.84,1.19,0.76,0.66,78.69
2023/12/29,1103,0,0,-4,-4,,,-3,-1,17.15,"135,530","1,609",0,0,0,-1.17,3.19,1.63,1.13,0.64,74.66
2023/12/28,1103,89,0,-18,71,5,,-2,5,17.15,"135,530","1,628",0,0,0,0,,,,,
2023/12/27,1103,112,0,-3,109,4,,-1,4,17.15,"135,530","1,628",0,0,0,-0.73,,,,,
2023/12/26,1103,77,0,0,77,3,,,3,17.15,"135,530","1,640",0,0,0,-0.43,,,,,
2023/12/25,1103,37,0,0,37,2,,,2,17.15,"135,530","1,647",0,0,0,0,,,,,
2023/12/22,1103,25,0,-6,19,1,,-1,1,17.15,"135,530","1,647",0,0,0,-0.96,3.19,1.62,1.12,0.78,74.56
2023/12/21,1103,-50,0,0,-50,-1,,,-1,17.15,"135,530","1,663",0,0,0,0.18,,,,,
2023/12/20,1103,16,0,0,16,2,,,2,17.15,"135,530","1,660",0,0,0,0,,,,,
2023/12/19,1103,17,0,-9,8,1,,-2,1,17.15,"135,530","1,660",0,0,0,-0.84,,,,,
2023/12/18,1103,-9,0,-6,-15,-1,,-1,-1,17.15,"135,530","1,674",0,0,0,0.18,,,,,
2023/12/15,1103,36,0,1,37,2,,1,2,17.15,"135,530","1,671",0,0,0,0.6,3.23,1.65,1.04,0.78,74.57
2023/12/14,1103,218,0,0,218,1,,,1,17.15,"135,530","1,661",0,0,0,-0.42,,,,,
2023/12/13,1103,-28,0,-1,-29,-1,,-1,-1,17.15,"135,530","1,668",0,0,0,1.83,,,,,
2023/12/12,1103,19,0,0,19,5,,,5,17.15,"135,530","1,638",0,0,-100,0,,,,,
2023/12/11,1103,76,0,-10,66,4,,-1,4,17.15,"135,530","1,638",1,0.06,0,-0.12,,,,,
2023/12/8,1103,91,0,0,91,3,,,3,17.15,"135,530","1,640",1,0.06,0,0,3.18,1.63,1.03,0.78,74.54
2023/12/7,1103,21,0,0,21,2,,,2,17.15,"135,530","1,640",1,0.06,0,-0.06,,,,,
2023/12/6,1103,79,0,0,79,1,,,1,17.15,"135,530","1,641",0,0,0,-0.18,,,,,
2023/12/5,1103,-9,0,-5,-14,-2,,-1,-2,17.15,"135,530","1,644",0,0,0,1.23,,,,,
2023/12/4,1103,-21,0,0,-21,-1,,,-1,17.15,"135,530","1,624",0,0,0,0.12,,,,,
2023/12/1,1103,21,0,-6,15,22,,-2,15,17.15,"135,530","1,622",0,0,0,-0.06,3.12,1.67,1.03,0.66,74.61
2023/12/29,1104,33,0,-9,24,2,,-1,2,24.14,"162,493","1,298",13,1,0,-1.29,3.4,1.79,1.65,0.93,70.72
2023/12/28,1104,270,0,28,298,1,,1,1,24.14,"162,493","1,315",13,0.99,62.5,0.46,,,,,
2023/12/27,1104,-123,0,-10,-133,-1,,-7,-1,24.14,"162,493","1,309",8,0.61,-11.11,-0.91,,,,,
2023/12/26,1104,240,0,-9,231,2,,-6,1,24.14,"162,493","1,321",9,0.68,0,-1.34,,,,,
2023/12/25,1104,66,0,-113,-47,1,,-5,-2,24.14,"162,493","1,339",9,0.67,0,0.9,,,,,
2023/12/22,1104,-196,0,-23,-219,-1,,-4,-1,24.14,"162,493","1,327",9,0.68,12.5,-1.04,3.25,1.88,1.76,0.94,70.57
2023/12/21,1104,47,0,-2,45,16,,-3,16,24.14,"162,493","1,341",8,0.6,0,-4.15,,,,,
2023/12/20,1104,173,0,-2,171,15,,-2,15,24.14,"162,493","1,399",8,0.57,0,1.23,,,,,
2023/12/19,1104,694,0,-107,587,14,,-1,14,24.14,"162,493","1,382",8,0.58,14.29,-4.62,,,,,
2023/12/18,1104,175,0,46,221,13,,6,13,24.14,"162,493","1,449",7,0.48,0,3.5,,,,,
2023/12/15,1104,"1,230",0,24,"1,254",12,,5,12,24.14,"162,493","1,400",7,0.5,0,-1.48,3.37,1.89,1.79,0.89,70.1
2023/12/14,1104,447,0,6,453,11,,4,11,24.14,"162,493","1,421",7,0.49,0,-2.2,,,,,
2023/12/13,1104,92,0,34,126,10,,3,10,24.14,"162,493","1,453",7,0.48,0,-0.48,,,,,
2023/12/12,1104,"1,360",0,140,"1,500",9,,2,9,24.14,"162,493","1,460",7,0.48,0,-1.88,,,,,
2023/12/11,1104,258,0,56,314,8,,1,8,24.14,"162,493","1,488",7,0.47,0,-10.58,,,,,
2023/12/8,1104,58,0,-13,45,7,,-1,7,24.14,"162,493","1,664",7,0.42,0,19.63,3.56,1.74,1.77,1.19,69.61
2023/12/7,1104,238,0,6,244,6,,3,6,24.14,"162,493","1,391",7,0.5,-12.5,-0.93,,,,,
2023/12/6,1104,89,0,1,90,5,,2,5,24.14,"162,493","1,404",8,0.57,0,-3.17,,,,,
2023/12/5,1104,29,0,27,56,4,,1,4,24.14,"162,493","1,450",8,0.55,0,0.42,,,,,
2023/12/4,1104,336,0,-17,319,3,,-4,3,24.14,"162,493","1,444",8,0.55,14.29,-0.41,,,,,
2023/12/1,1104,208,0,-5,203,2,,-3,2,24.14,"162,493","1,450",7,0.48,0,0.49,3.49,1.83,1.8,1.06,69.56
2023/12/29,1108,33,0,0,33,1,,,1,3.95,"16,006","2,177",1,0.05,0,0.42,2.61,1.48,0.7,1.62,78.49
2023/12/28,1108,-41,0,-2,-43,-1,,-2,-1,3.95,"16,006","2,168",1,0.05,0,-3.17,,,,,
2023/12/27,1108,17,0,-5,12,10,,-1,10,3.95,"16,006","2,239",1,0.04,0,1.27,,,,,
2023/12/26,1108,73,0,0,73,9,,,9,3.95,"16,006","2,211",1,0.05,0,-0.18,,,,,
2023/12/25,1108,31,0,0,31,8,,,8,3.95,"16,006","2,215",1,0.05,0,-0.14,,,,,
2023/12/22,1108,13,0,-2,11,7,,-1,7,3.95,"16,006","2,218",1,0.05,0,8.04,2.4,1.6,0.7,1.6,78.55
2023/12/21,1108,49,0,0,49,6,,,6,3.95,"16,006","2,053",1,0.05,0,0,,,,,
2023/12/20,1108,87,0,5,92,5,,1,5,3.95,"16,006","2,053",1,0.05,0,2.34,,,,,
2023/12/19,1108,99,0,-18,81,4,,-1,4,3.95,"16,006","2,006",1,0.05,0,0,,,,,
2023/12/18,1108,89,0,0,89,3,,,3,3.95,"16,006","2,006",1,0.05,0,1.62,,,,,
2023/12/15,1108,104,0,0,104,2,,,2,3.95,"16,006","1,974",1,0.05,0,0,2.31,1.49,0.87,1.56,78.63
2023/12/14,1108,513,0,-16,497,1,,-2,1,3.95,"16,006","1,974",1,0.05,0,-3.19,,,,,
2023/12/13,1108,-625,0,-5,-630,-1,,-1,-1,3.95,"16,006","2,039",1,0.05,0,-3.78,,,,,
2023/12/12,1108,328,0,314,642,2,,1,2,3.95,"16,006","2,119",1,0.05,0,7.13,,,,,
2023/12/11,1108,135,0,-5,130,1,,-1,1,3.95,"16,006","1,978",1,0.05,0,-0.3,,,,,
2023/12/8,1108,-20,0,4,-16,-1,,1,-1,3.95,"16,006","1,984",1,0.05,0,4.59,2.17,0.85,0.89,1.8,79
2023/12/7,1108,152,0,0,152,1,,,1,3.95,"16,006","1,897",1,0.05,0,-2.42,,,,,
2023/12/6,1108,-17,0,0,-17,-1,,,-1,3.95,"16,006","1,944",1,0.05,0,0.41,,,,,
2023/12/5,1108,50,0,0,50,3,,,3,3.95,"16,006","1,936",1,0.05,-83.33,-0.05,,,,,
2023/12/4,1108,119,0,0,119,2,,,2,3.95,"16,006","1,937",6,0.31,0,-1.22,,,,,
2023/12/1,1108,9,0,0,9,1,,,1,3.95,"16,006","1,961",6,0.31,0,0.41,2.16,0.85,0.89,1.81,79.01
2023/12/29,1109,4,0,-5,-1,2,,-3,-1,36.37,"124,089","1,059",0,0,0,-0.09,2.68,3.07,2.08,2.43,73.66
2023/12/28,1109,24,0,-6,18,1,,-2,1,36.37,"124,089","1,060",0,0,0,-0.84,,,,,
2023/12/27,1109,0,0,-6,-6,,,-1,-1,36.37,"124,089","1,069",0,0,0,-0.09,,,,,
2023/12/26,1109,4,0,3,7,2,,1,2,36.37,"124,089","1,070",0,0,0,0,,,,,
2023/12/25,1109,2,0,0,2,1,,,1,36.37,"124,089","1,070",0,0,0,-3.08,,,,,
2023/12/22,1109,-8,0,-3,-11,-1,,-1,-1,36.37,"124,089","1,104",0,0,0,0,2.68,3.07,2.08,2.43,73.74
2023/12/21,1109,3,0,0,3,6,,,6,36.37,"124,089","1,104",0,0,0,-13.62,,,,,
2023/12/20,1109,81,0,-4,77,5,,-3,5,36.37,"124,089","1,278",0,0,0,-0.23,,,,,
2023/12/19,1109,8,0,-7,1,4,,-2,4,36.37,"124,089","1,281",0,0,0,28.1,,,,,
2023/12/18,1109,17,0,-2,15,3,,-1,3,36.37,"124,089","1,000",0,0,0,1.42,,,,,
2023/12/15,1109,73,0,0,73,2,,,2,36.37,"124,089",986,0,0,0,0.51,2.67,3.23,1.89,2.43,73.8
2023/12/14,1109,9,0,0,9,1,,,1,36.37,"124,089",981,0,0,0,0,,,,,
2023/12/13,1109,-9,0,0,-9,-1,,,-1,36.37,"124,089",981,0,0,0,0,,,,,
2023/12/12,1109,24,0,0,24,1,,,1,36.37,"124,089",981,0,0,0,0,,,,,
2023/12/11,1109,-41,0,-4,-45,-14,,-1,-14,36.37,"124,089",981,0,0,0,0.2,,,,,
2023/12/8,1109,-12,0,0,-12,-13,,,-13,36.37,"124,089",979,0,0,0,-0.51,2.84,3.12,1.89,2.43,73.83
2023/12/7,1109,-10,0,0,-10,-12,,,-12,36.37,"124,089",984,0,0,0,-3.91,,,,,
2023/12/6,1109,-33,0,-1,-34,-11,,-2,-11,36.37,"124,089","1,024",0,0,0,0,,,,,
2023/12/5,1109,-47,0,-2,-49,-10,,-1,-10,36.37,"124,089","1,024",0,0,0,0,,,,,
2023/12/4,1109,-6,0,0,-6,-9,,,-9,36.37,"124,089","1,024",0,0,0,0,,,,,
2023/12/1,1109,-7,0,-2,-9,-8,,-1,-8,36.37,"124,089","1,024",0,0,0,-0.87,2.83,3.12,1.68,2.69,73.85
2023/12/29,1110,18,0,0,18,5,,,3,31.4,"179,633","4,064",0,0,0,-0.12,1.26,0.54,0.75,0.46,92.7
2023/12/28,1110,18,0,-10,8,4,,-8,2,31.4,"179,633","4,069",0,0,0,0,,,,,
2023/12/27,1110,57,0,-7,50,3,,-7,1,31.4,"179,633","4,069",0,0,0,-0.29,,,,,
2023/12/26,1110,74,0,-121,-48,2,,-6,-6,31.4,"179,633","4,081",0,0,0,0.02,,,,,
2023/12/25,1110,12,0,-41,-29,1,,-5,-5,31.4,"179,633","4,080",0,0,0,-0.02,,,,,
2023/12/22,1110,-5,0,-29,-34,-3,,-4,-4,31.4,"179,633","4,081",0,0,0,-0.02,1.27,0.47,0.75,0.46,92.7
2023/12/21,1110,-30,0,-32,-62,-2,,-3,-3,31.4,"179,633","4,082",0,0,0,0,,,,,
2023/12/20,1110,-2,0,-6,-8,-1,,-2,-2,31.4,"179,633","4,082",0,0,0,0.05,,,,,
2023/12/19,1110,8,0,-10,-2,10,,-1,-1,31.4,"179,633","4,080",0,0,0,0.02,,,,,
2023/12/18,1110,8,0,0,8,9,,,3,31.4,"179,633","4,079",0,0,0,-0.12,,,,,
2023/12/15,1110,39,0,-3,36,8,,-7,2,31.4,"179,633","4,084",0,0,0,0,1.31,0.47,0.75,0.46,92.71
2023/12/14,1110,96,0,-59,37,7,,-6,1,31.4,"179,633","4,084",0,0,0,-0.1,,,,,
2023/12/13,1110,8,0,-41,-33,6,,-5,-1,31.4,"179,633","4,088",0,0,0,0,,,,,
2023/12/12,1110,24,0,-19,5,5,,-4,5,31.4,"179,633","4,088",0,0,0,0.02,,,,,
2023/12/11,1110,10,0,-2,8,4,,-3,4,31.4,"179,633","4,087",0,0,0,-0.17,,,,,
2023/12/8,1110,48,0,-28,20,3,,-2,3,31.4,"179,633","4,094",0,0,0,-1.21,1.32,0.47,0.75,0.46,92.72
2023/12/7,1110,5,0,-3,2,2,,-1,2,31.4,"179,633","4,144",0,0,0,-0.48,,,,,
2023/12/6,1110,3,0,0,3,1,,,1,31.4,"179,633","4,164",0,0,0,-0.05,,,,,
2023/12/5,1110,0,0,0,0,,,,,31.4,"179,633","4,166",0,0,0,0,,,,,
2023/12/4,1110,0,0,0,0,,,,,31.4,"179,633","4,166",0,0,0,-0.71,,,,,
2023/12/1,1110,-3,0,0,-3,-2,,,-2,31.4,"179,633","4,196",0,0,0,-0.66,1.32,0.47,0.75,0.46,92.73
2023/12/29,1201,-8,0,-10,-18,-3,,-1,-3,14.55,"73,648",806,0,0,0,0.25,4.01,1.83,1.87,0.85,58.97
2023/12/28,1201,-14,0,5,-9,-2,,1,-2,14.55,"73,648",804,0,0,0,-0.25,,,,,
2023/12/27,1201,-16,0,-12,-28,-1,,-1,-1,14.55,"73,648",806,0,0,0,0,,,,,
2023/12/26,1201,78,0,0,78,1,,,1,14.55,"73,648",806,0,0,0,-1.1,,,,,
2023/12/25,1201,-31,0,0,-31,-1,,,-3,14.55,"73,648",815,0,0,0,1.37,,,,,
2023/12/22,1201,0,0,-6,-6,,,-2,-2,14.55,"73,648",804,0,0,0,0.12,3.95,1.72,2.01,0.85,58.95
2023/12/21,1201,-59,0,-5,-64,-1,,-1,-1,14.55,"73,648",803,0,0,0,0.63,,,,,
2023/12/20,1201,45,0,3,48,1,,1,1,14.55,"73,648",798,0,0,0,0.13,,,,,
2023/12/19,1201,-69,0,-10,-79,-2,,-2,-2,14.55,"73,648",797,0,0,0,0,,,,,
2023/12/18,1201,-40,0,-3,-43,-1,,-1,-1,14.55,"73,648",797,0,0,0,-0.25,,,,,
2023/12/15,1201,22,0,1,23,2,,1,2,14.55,"73,648",799,0,0,0,-0.37,3.91,1.95,1.74,0.85,58.96
2023/12/14,1201,28,0,0,28,1,,,1,14.55,"73,648",802,0,0,0,0,,,,,
2023/12/13,1201,-131,0,0,-131,-5,,,-1,14.55,"73,648",802,0,0,0,-0.25,,,,,
2023/12/12,1201,-1,0,13,12,-4,,1,1,14.55,"73,648",804,0,0,0,-2.43,,,,,
2023/12/11,1201,-39,0,-1,-40,-3,,-1,-3,14.55,"73,648",824,0,0,0,-1.08,,,,,
2023/12/8,1201,-21,0,0,-21,-2,,,-2,14.55,"73,648",833,0,0,0,-1.88,3.95,1.96,1.76,0.85,58.96
2023/12/7,1201,-18,0,1,-17,-1,,1,-1,14.55,"73,648",849,0,0,0,-1.74,,,,,
2023/12/6,1201,105,0,0,105,20,,,20,14.55,"73,648",864,0,0,0,-1.14,,,,,
2023/12/5,1201,31,0,18,49,19,,1,19,14.55,"73,648",874,0,0,0,0.58,,,,,
2023/12/4,1201,105,0,-1,104,18,,-3,18,14.55,"73,648",869,0,0,0,0.12,,,,,
2023/12/1,1201,155,0,-2,153,17,,-2,17,14.55,"73,648",868,0,0,0,0.46,3.98,1.82,1.74,0.69,59.17
2023/12/29,1203,14,0,-2,12,6,,-4,6,28.84,"69,226",37,0,0,0,0,1.79,2.59,1.45,1.12,85.53
2023/12/28,1203,18,0,-2,16,5,,-3,5,28.84,"69,226",37,0,0,0,0,,,,,
2023/12/27,1203,22,0,-3,19,4,,-2,4,28.84,"69,226",37,0,0,0,0,,,,,
2023/12/26,1203,47,0,-2,45,3,,-1,3,28.84,"69,226",37,0,0,0,2.78,,,,,
2023/12/25,1203,13,0,0,13,2,,,2,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/22,1203,11,0,-1,10,1,,-1,1,28.84,"69,226",36,0,0,0,0,1.79,2.6,1.45,1.12,85.49
2023/12/21,1203,-10,0,1,-9,-2,,1,-2,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/20,1203,-3,0,0,-3,-1,,,-1,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/19,1203,5,0,-1,4,1,,-1,1,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/18,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/15,1203,16,0,-2,14,2,,-1,2,28.84,"69,226",36,0,0,0,0,1.79,2.61,1.45,1.12,85.48
2023/12/14,1203,79,0,4,83,1,,1,1,28.84,"69,226",36,0,0,0,0,,,,,
2023/12/13,1203,0,0,0,0,,,,,28.84,"69,226",36,0,0,0,2.86,,,,,
2023/12/12,1203,6,0,0,6,4,,,4,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/11,1203,1,0,0,1,3,,,3,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/8,1203,17,0,-1,16,2,,-1,2,28.84,"69,226",35,0,0,0,0,1.79,2.61,1.45,1.13,85.43
2023/12/7,1203,5,0,0,5,1,,,1,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/6,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/5,1203,2,0,0,2,1,,,1,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/4,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",35,0,0,0,0,,,,,
2023/12/1,1203,7,0,0,7,3,,,2,28.84,"69,226",35,0,0,0,0,1.79,2.61,1.45,1.13,85.43
2023/12/29,1210,-121,0,25,-96,-1,,1,-1,13,"116,291","1,615",19,1.18,0,-4.21,3.11,2.01,1.13,0.91,57.73
2023/12/28,1210,93,0,-12,81,1,,-1,1,13,"116,291","1,686",19,1.13,0,-0.18,,,,,
2023/12/27,1210,-261,0,15,-246,-8,,1,-1,13,"116,291","1,689",19,1.12,0,-5.27,,,,,
2023/12/26,1210,-20,70,-17,33,-7,1,-1,1,13,"116,291","1,783",19,1.07,-5,-0.67,,,,,
2023/12/25,1210,-550,0,2,-548,-6,,1,-1,13,"116,291","1,795",20,1.11,5.26,-19.11,,,,,
2023/12/22,1210,"-2,476","2,570",-34,60,-5,7,-5,2,13,"116,291","2,219",19,0.86,0,1.19,3.12,1.99,1.13,0.98,57.66
2023/12/21,1210,"-1,768","2,542",-22,752,-4,6,-4,1,13,"116,291","2,193",19,0.87,5.56,13.22,,,,,
2023/12/20,1210,"-2,597","2,608",-144,-132,-3,5,-3,-1,13,"116,291","1,937",18,0.93,-18.18,2.65,,,,,
2023/12/19,1210,"-2,559","2,625",-39,27,-2,4,-2,4,13,"116,291","1,887",22,1.17,-26.67,6.67,,,,,
2023/12/18,1210,"-1,001","2,650",-32,"1,617",-1,3,-1,3,13,"116,291","1,769",30,1.7,42.86,11.4,,,,,
2023/12/15,1210,135,3,13,151,2,2,2,2,13,"116,291","1,588",21,1.32,5,0.19,3.1,1.94,1.19,0.82,57.21
2023/12/14,1210,"1,158",1,11,"1,170",1,1,1,1,13,"116,291","1,585",20,1.26,42.86,-2.4,,,,,
2023/12/13,1210,-86,0,-82,-168,-1,,-3,-1,13,"116,291","1,624",14,0.86,-61.11,1.06,,,,,
2023/12/12,1210,436,0,-17,419,3,,-2,7,13,"116,291","1,607",36,2.24,0,-9.21,,,,,
2023/12/11,1210,131,-11,-10,110,2,-1,-1,6,13,"116,291","1,770",36,2.03,-7.69,-2.53,,,,,
2023/12/8,1210,102,0,87,188,1,,5,5,13,"116,291","1,816",39,2.15,5.41,-2.58,3.28,1.97,1.12,0.93,56.85
2023/12/7,1210,-83,0,200,118,-1,,4,4,13,"116,291","1,864",37,1.98,5.71,-11.03,,,,,
2023/12/6,1210,846,0,225,"1,071",3,,3,3,13,"116,291","2,095",35,1.67,9.38,11.08,,,,,
2023/12/5,1210,"1,197",0,119,"1,316",2,,2,2,13,"116,291","1,886",32,1.7,6.67,-0.53,,,,,
2023/12/4,1210,615,0,168,783,1,,1,1,13,"116,291","1,896",30,1.58,233.33,-3.02,,,,,
2023/12/1,1210,-141,-103,-26,-270,-1,-2,-2,-1,13,"116,291","1,955",9,0.46,0,-0.26,3.44,1.89,1.19,0.8,56.6
2023/12/29,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.19,0.89,0,1.58,71.98
2023/12/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/26,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/25,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/22,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.85,0,1.18,1.58,71.98
2023/12/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/19,1213,2,0,0,2,1,,,1,12.91,"7,308",0,0,,0,0,,,,,
2023/12/18,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/15,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.19,0,0,6.18,71.98
2023/12/14,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/12,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/11,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/12/8,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.19,0,0,6.14,71.98
