證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1102 亞泥,2023/1/31,1102,369,"-1,218",131,-718,6,-1,4,-1,27.37,"970,385",655,9,1.37,0,4.97,,,,,
1102 亞泥,2023/1/30,1102,942,334,50,"1,326",5,1,3,5,27.37,"970,385",624,9,1.44,0,-3.55,,,,,
1102 亞泥,2023/1/17,1102,194,-36,5,162,4,-1,2,4,27.37,"970,385",647,9,1.39,0,0.47,,,,,
1102 亞泥,2023/1/16,1102,751,107,59,917,3,3,1,3,27.37,"970,385",644,9,1.4,-10,17.09,,,,,
1102 亞泥,2023/1/13,1102,"1,582",79,-53,"1,608",2,2,-1,2,27.37,"970,385",550,10,1.82,-28.57,-0.36,1.88,1.33,0.76,0.54,79.63
1102 亞泥,2023/1/12,1102,"1,089",92,5,"1,186",1,1,1,1,27.37,"970,385",552,14,2.54,0,1.66,,,,,
1102 亞泥,2023/1/11,1102,-76,-16,-70,-162,-2,-2,-8,-2,27.37,"970,385",543,14,2.58,0,-3.21,,,,,
1102 亞泥,2023/1/10,1102,-88,-25,-237,-350,-1,-1,-7,-1,27.37,"970,385",561,14,2.5,0,-7.88,,,,,
1102 亞泥,2023/1/9,1102,"2,379",3,-77,"2,305",4,11,-6,4,27.37,"970,385",609,14,2.3,0,-1.77,,,,,
1102 亞泥,2023/1/6,1102,"1,441",64,-403,"1,102",3,10,-5,3,27.37,"970,385",620,14,2.26,7.69,-0.96,,,,,
1102 亞泥,2023/1/5,1102,566,53,-595,23,2,9,-4,2,27.37,"970,385",626,13,2.08,0,-0.48,,,,,
1102 亞泥,2023/1/4,1102,258,160,-340,78,1,8,-3,1,27.37,"970,385",629,13,2.07,0,-1.41,,,,,
1102 亞泥,2023/1/3,1102,"-1,037",69,-441,"-1,409",-4,7,-2,-3,27.37,"970,385",638,13,2.04,-58.06,-0.93,,,,,
1103 嘉泥,2023/1/31,1103,123,0,4,127,4,,2,4,17.15,"132,871",834,9,1.08,0,-3.58,,,,,
1103 嘉泥,2023/1/30,1103,119,0,13,132,3,,1,3,17.15,"132,871",865,9,1.04,0,0.7,,,,,
1103 嘉泥,2023/1/17,1103,5,0,0,5,2,,,2,17.15,"132,871",859,9,1.05,0,-0.23,,,,,
1103 嘉泥,2023/1/16,1103,15,0,14,29,1,,2,1,17.15,"132,871",861,9,1.05,0,0,,,,,
1103 嘉泥,2023/1/13,1103,-18,0,8,-10,-1,,1,-1,17.15,"132,871",861,9,1.05,0,-0.12,3.08,1.4,0.8,1.41,74.42
1103 嘉泥,2023/1/12,1103,7,0,0,7,7,,,5,17.15,"132,871",862,9,1.04,0,-0.35,,,,,
1103 嘉泥,2023/1/11,1103,36,0,13,49,6,,1,4,17.15,"132,871",865,9,1.04,0,0.58,,,,,
1103 嘉泥,2023/1/10,1103,27,0,0,27,5,,,3,17.15,"132,871",860,9,1.05,0,0.47,,,,,
1103 嘉泥,2023/1/9,1103,89,0,-15,74,4,,-1,2,17.15,"132,871",856,9,1.05,0,-2.51,,,,,
1103 嘉泥,2023/1/6,1103,28,0,0,28,3,,,1,17.15,"132,871",878,9,1.03,0,0,,,,,
1103 嘉泥,2023/1/5,1103,29,0,-36,-7,2,,-2,-10,17.15,"132,871",878,9,1.03,0,-1.35,,,,,
1103 嘉泥,2023/1/4,1103,9,0,-15,-6,1,,-1,-9,17.15,"132,871",890,9,1.01,0,0.56,,,,,
1103 嘉泥,2023/1/3,1103,-57,0,34,-23,-4,,1,-8,17.15,"132,871",885,9,1.02,0,-0.11,,,,,
1104 環泥,2023/1/31,1104,176,0,4,180,2,,2,2,24.16,"157,901","1,852",17,0.92,0,0.43,,,,,
1104 環泥,2023/1/30,1104,137,0,22,159,1,,1,1,24.16,"157,901","1,844",17,0.92,0,4,,,,,
1104 環泥,2023/1/17,1104,-26,0,0,-26,-4,,,-3,24.16,"157,901","1,773",17,0.96,0,1.08,,,,,
1104 環泥,2023/1/16,1104,-43,0,6,-37,-3,,5,-2,24.16,"157,901","1,754",17,0.97,0,1.86,,,,,
1104 環泥,2023/1/13,1104,-80,0,2,-78,-2,,4,-1,24.16,"157,901","1,722",17,0.99,0,-0.92,3.15,2.34,1.44,0.97,70.03
1104 環泥,2023/1/12,1104,-63,0,78,15,-1,,3,4,24.16,"157,901","1,738",17,0.98,0,0.75,,,,,
1104 環泥,2023/1/11,1104,383,0,419,802,1,,2,3,24.16,"157,901","1,725",17,0.99,21.43,45.82,,,,,
1104 環泥,2023/1/10,1104,-6,0,22,16,-1,,1,2,24.16,"157,901","1,183",14,1.18,0,0,,,,,
1104 環泥,2023/1/9,1104,29,0,0,29,1,,,1,24.16,"157,901","1,183",14,1.18,-6.67,0.08,,,,,
1104 環泥,2023/1/6,1104,-60,0,0,-60,-1,,,-1,24.16,"157,901","1,182",15,1.27,0,0.34,,,,,
1104 環泥,2023/1/5,1104,3,0,37,40,1,,3,2,24.16,"157,901","1,178",15,1.27,0,-2.56,,,,,
1104 環泥,2023/1/4,1104,-1,0,99,98,-2,,2,1,24.16,"157,901","1,209",15,1.24,0,-0.33,,,,,
1104 環泥,2023/1/3,1104,-126,0,73,-53,-1,,1,-1,24.16,"157,901","1,213",15,1.24,0,1.85,,,,,
1108 幸福,2023/1/31,1108,38,0,0,38,1,,,1,3.95,"16,006",951,0,0,0,-0.11,,,,,
1108 幸福,2023/1/30,1108,-14,0,7,-7,-5,,1,-5,3.95,"16,006",952,0,0,0,-1.96,,,,,
1108 幸福,2023/1/17,1108,-12,0,0,-12,-4,,,-4,3.95,"16,006",971,0,0,0,0.31,,,,,
1108 幸福,2023/1/16,1108,-23,0,17,-6,-3,,2,-3,3.95,"16,006",968,0,0,0,-1.02,,,,,
1108 幸福,2023/1/13,1108,-19,0,1,-18,-2,,1,-2,3.95,"16,006",978,0,0,0,-0.51,1.35,1.12,1.21,0.7,77.81
1108 幸福,2023/1/12,1108,-32,0,0,-32,-1,,,-1,3.95,"16,006",983,0,0,0,-1.5,,,,,
1108 幸福,2023/1/11,1108,51,0,0,51,1,,,1,3.95,"16,006",998,0,0,0,-0.7,,,,,
1108 幸福,2023/1/10,1108,-27,0,0,-27,-1,,,-1,3.95,"16,006","1,005",0,0,0,-0.2,,,,,
1108 幸福,2023/1/9,1108,20,0,10,30,1,,1,1,3.95,"16,006","1,007",0,0,0,-0.79,,,,,
1108 幸福,2023/1/6,1108,-14,0,0,-14,-1,,,-1,3.95,"16,006","1,015",0,0,0,0.79,,,,,
1108 幸福,2023/1/5,1108,137,0,-21,116,2,,-1,2,3.95,"16,006","1,007",0,0,0,-2.71,,,,,
1108 幸福,2023/1/4,1108,4,0,0,4,1,,,1,3.95,"16,006","1,035",0,0,0,2.07,,,,,
1108 幸福,2023/1/3,1108,-21,0,-7,-28,-4,,-1,-3,3.95,"16,006","1,014",0,0,0,-2.22,,,,,
1109 信大,2023/1/31,1109,4,0,2,6,2,,2,2,36.37,"124,089","1,363",0,0,0,0,,,,,
1109 信大,2023/1/30,1109,15,0,30,45,1,,1,1,36.37,"124,089","1,363",0,0,0,-0.29,,,,,
1109 信大,2023/1/17,1109,-34,0,0,-34,-4,,,-4,36.37,"124,089","1,367",0,0,0,-0.36,,,,,
1109 信大,2023/1/16,1109,-7,0,1,-6,-3,,1,-3,36.37,"124,089","1,372",0,0,0,1.03,,,,,
1109 信大,2023/1/13,1109,-10,0,0,-10,-2,,,-2,36.37,"124,089","1,358",0,0,0,0.37,2.51,3.24,1.42,2.93,74.46
1109 信大,2023/1/12,1109,-7,0,0,-7,-1,,,-1,36.37,"124,089","1,353",0,0,0,0,,,,,
1109 信大,2023/1/11,1109,2,0,1,3,1,,1,1,36.37,"124,089","1,353",0,0,0,-0.07,,,,,
1109 信大,2023/1/10,1109,-2,0,0,-2,-1,,,-1,36.37,"124,089","1,354",0,0,0,0.07,,,,,
1109 信大,2023/1/9,1109,16,0,0,16,1,,,1,36.37,"124,089","1,353",0,0,0,-0.44,,,,,
1109 信大,2023/1/6,1109,-16,0,0,-16,-11,,,-16,36.37,"124,089","1,359",0,0,0,-0.22,,,,,
1109 信大,2023/1/5,1109,-16,0,-15,-31,-10,,-1,-15,36.37,"124,089","1,362",0,0,0,-0.15,,,,,
1109 信大,2023/1/4,1109,-16,0,1,-15,-9,,1,-14,36.37,"124,089","1,364",0,0,0,0,,,,,
1109 信大,2023/1/3,1109,-51,0,-7,-58,-8,,-1,-13,36.37,"124,089","1,364",0,0,0,-1.16,,,,,
1110 東泥,2023/1/31,1110,34,0,0,34,2,,,4,34.67,"198,309","4,628",0,0,0,-3.06,,,,,
1110 東泥,2023/1/30,1110,14,0,50,64,1,,3,3,34.67,"198,309","4,774",0,0,0,-0.02,,,,,
1110 東泥,2023/1/17,1110,-7,0,55,48,-3,,2,2,34.67,"198,309","4,775",0,0,0,0.04,,,,,
1110 東泥,2023/1/16,1110,-4,0,22,18,-2,,1,1,34.67,"198,309","4,773",0,0,0,-10.37,,,,,
1110 東泥,2023/1/13,1110,-1,0,0,-1,-1,,,-1,34.67,"198,309","5,325",0,0,0,-0.04,0.98,0.69,0.86,0.16,92.81
1110 東泥,2023/1/12,1110,9,0,0,9,1,,,1,34.67,"198,309","5,327",0,0,0,0,,,,,
1110 東泥,2023/1/11,1110,-1,0,0,-1,-1,,,-1,34.67,"198,309","5,327",0,0,0,-0.09,,,,,
1110 東泥,2023/1/10,1110,13,0,0,13,5,,,3,34.67,"198,309","5,332",0,0,0,-0.02,,,,,
1110 東泥,2023/1/9,1110,24,0,0,24,4,,,2,34.67,"198,309","5,333",0,0,0,-0.37,,,,,
1110 東泥,2023/1/6,1110,7,0,0,7,3,,,1,34.67,"198,309","5,353",0,0,0,0.49,,,,,
1110 東泥,2023/1/5,1110,1,0,-11,-10,2,,-1,-1,34.67,"198,309","5,327",0,0,0,1.18,,,,,
1110 東泥,2023/1/4,1110,1,0,0,1,1,,,1,34.67,"198,309","5,265",0,0,0,0,,,,,
1110 東泥,2023/1/3,1110,-22,0,-7,-29,-4,,-1,-13,34.67,"198,309","5,265",0,0,-100,0.46,,,,,
1201 味全,2023/1/31,1201,75,0,5,80,3,,1,3,14.55,"73,648","1,102",0,0,0,-1.25,,,,,
1201 味全,2023/1/30,1201,3,0,0,3,2,,,2,14.55,"73,648","1,116",0,0,0,-0.89,,,,,
1201 味全,2023/1/17,1201,55,0,0,55,1,,,1,14.55,"73,648","1,126",0,0,0,-0.44,,,,,
1201 味全,2023/1/16,1201,-5,0,0,-5,-1,,,-1,14.55,"73,648","1,131",0,0,0,-0.26,,,,,
1201 味全,2023/1/13,1201,80,0,0,80,1,,,1,14.55,"73,648","1,134",0,0,0,0.71,3.67,1.93,1.85,0.5,60.67
1201 味全,2023/1/12,1201,0,0,0,0,,,,,14.55,"73,648","1,126",0,0,0,0.72,,,,,
1201 味全,2023/1/11,1201,-23,0,2,-21,-1,,1,-1,14.55,"73,648","1,118",0,0,0,0,,,,,
1201 味全,2023/1/10,1201,43,0,0,43,5,,,5,14.55,"73,648","1,118",0,0,0,-1.06,,,,,
1201 味全,2023/1/9,1201,51,0,0,51,4,,,4,14.55,"73,648","1,130",0,0,0,-0.26,,,,,
1201 味全,2023/1/6,1201,2,0,1,3,3,,1,3,14.55,"73,648","1,133",0,0,0,-0.18,,,,,
1201 味全,2023/1/5,1201,21,0,-12,9,2,,-3,2,14.55,"73,648","1,135",0,0,0,0.09,,,,,
1201 味全,2023/1/4,1201,16,0,-3,13,1,,-2,1,14.55,"73,648","1,134",0,0,0,0.18,,,,,
1201 味全,2023/1/3,1201,-95,0,-6,-101,-3,,-1,-4,14.55,"73,648","1,132",0,0,0,0.27,,,,,
1203 味王,2023/1/31,1203,23,0,1,24,4,,2,4,28.84,"69,226",57,0,0,0,0,,,,,
1203 味王,2023/1/30,1203,18,0,4,22,3,,1,3,28.84,"69,226",57,0,0,0,0,,,,,
1203 味王,2023/1/17,1203,8,0,0,8,2,,,2,28.84,"69,226",57,0,0,0,-1.72,,,,,
1203 味王,2023/1/16,1203,1,0,1,2,1,,1,1,28.84,"69,226",58,0,0,0,1.75,,,,,
1203 味王,2023/1/13,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",57,0,0,0,0,1.88,1.78,1.78,1.49,84.85
1203 味王,2023/1/12,1203,1,0,1,2,4,,1,4,28.84,"69,226",57,0,0,0,1.79,,,,,
1203 味王,2023/1/11,1203,7,0,0,7,3,,,3,28.84,"69,226",56,0,0,0,0,,,,,
1203 味王,2023/1/10,1203,12,0,-2,10,2,,-1,2,28.84,"69,226",56,0,0,0,-1.75,,,,,
1203 味王,2023/1/9,1203,37,0,2,39,1,,1,1,28.84,"69,226",57,0,0,0,1.79,,,,,
1203 味王,2023/1/6,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",56,0,0,0,0,,,,,
1203 味王,2023/1/5,1203,11,0,-2,9,1,,-3,1,28.84,"69,226",56,0,0,0,0,,,,,
1203 味王,2023/1/4,1203,-1,0,-1,-2,-1,,-2,-1,28.84,"69,226",56,0,0,0,0,,,,,
1203 味王,2023/1/3,1203,5,0,-2,3,1,,-1,1,28.84,"69,226",56,0,0,0,0,,,,,
1210 大成,2023/1/31,1210,394,1,7,401,1,2,7,1,12.98,"116,151","1,157",21,1.82,23.53,0.96,,,,,
1210 大成,2023/1/30,1210,-44,5,13,-26,-1,1,6,-1,12.98,"116,151","1,146",17,1.48,0,-3.62,,,,,
1210 大成,2023/1/17,1210,83,-1,2,84,4,-1,5,4,12.98,"116,151","1,189",17,1.43,0,-5.48,,,,,
1210 大成,2023/1/16,1210,161,0,29,190,3,,4,3,12.98,"116,151","1,258",17,1.35,0,-1.33,,,,,
1210 大成,2023/1/13,1210,33,-1,1,33,2,-1,3,2,12.98,"116,151","1,275",17,1.33,0,-1.92,2.96,1.67,0.85,0.88,55.53
1210 大成,2023/1/12,1210,153,0,26,179,1,,2,1,12.98,"116,151","1,300",17,1.31,0,-0.38,,,,,
1210 大成,2023/1/11,1210,-104,0,26,-78,-1,,1,-1,12.98,"116,151","1,305",17,1.3,0,3.16,,,,,
1210 大成,2023/1/10,1210,523,0,-6,517,4,,-2,4,12.98,"116,151","1,265",17,1.34,0,2.02,,,,,
1210 大成,2023/1/9,1210,428,0,-14,414,3,,-1,3,12.98,"116,151","1,240",17,1.37,54.55,0.32,,,,,
1210 大成,2023/1/6,1210,106,0,3,109,2,,1,2,12.98,"116,151","1,236",11,0.89,0,-0.8,,,,,
1210 大成,2023/1/5,1210,59,0,-11,48,1,,-6,1,12.98,"116,151","1,246",11,0.88,0,-0.95,,,,,
1210 大成,2023/1/4,1210,-42,0,-6,-48,-4,,-5,-4,12.98,"116,151","1,258",11,0.87,-50,-6.75,,,,,
1210 大成,2023/1/3,1210,-110,1,-4,-113,-3,1,-4,-3,12.98,"116,151","1,349",22,1.63,-38.89,-2.6,,,,,
1213 大飲,2023/1/31,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/30,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/17,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/16,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.39,0,1.32,1.58,74.63
1213 大飲,2023/1/12,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/11,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/10,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/9,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/6,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/5,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/4,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/1/3,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1215 卜蜂,2023/1/31,1215,-27,-20,3,-44,-2,-2,2,-2,10,"29,483",317,4,1.26,0,3.59,,,,,
1215 卜蜂,2023/1/30,1215,-85,-100,11,-174,-1,-1,1,-1,10,"29,483",306,4,1.31,0,0.33,,,,,
1215 卜蜂,2023/1/17,1215,59,0,0,59,2,,,2,10,"29,483",305,4,1.31,0,-4.98,,,,,
1215 卜蜂,2023/1/16,1215,18,0,4,22,1,,1,1,10,"29,483",321,4,1.25,0,-2.43,,,,,
1215 卜蜂,2023/1/13,1215,-31,0,0,-31,-2,,,-2,10,"29,483",329,4,1.22,0,-1.5,2.21,1.1,1.19,1.56,56.33
1215 卜蜂,2023/1/12,1215,-24,0,13,-11,-1,,2,-1,10,"29,483",334,4,1.2,0,2.77,,,,,
1215 卜蜂,2023/1/11,1215,72,0,177,249,3,,1,3,10,"29,483",325,4,1.23,0,-1.22,,,,,
1215 卜蜂,2023/1/10,1215,59,0,-2,57,2,,-1,2,10,"29,483",329,4,1.22,0,-1.2,,,,,
1215 卜蜂,2023/1/9,1215,18,0,38,56,1,,1,1,10,"29,483",333,4,1.2,0,-11.44,,,,,
1215 卜蜂,2023/1/6,1215,-31,-5,-1,-36,-1,-2,-1,-1,10,"29,483",376,4,1.06,0,0.27,,,,,
1215 卜蜂,2023/1/5,1215,37,-109,91,19,15,-1,2,4,10,"29,483",375,4,1.07,0,-0.53,,,,,
1215 卜蜂,2023/1/4,1215,4,0,111,115,14,,1,3,10,"29,483",377,4,1.06,0,-0.79,,,,,
1215 卜蜂,2023/1/3,1215,8,0,-6,2,13,,-1,2,10,"29,483",380,4,1.05,0,0.26,,,,,
1216 統一,2023/1/31,1216,648,"-1,268",81,-539,1,-1,3,-3,10.05,"571,120",944,38,4.03,-7.32,-5.32,,,,,
1216 統一,2023/1/30,1216,"-1,140",1,174,-965,-1,1,2,-2,10.05,"571,120",997,41,4.11,-33.87,2.15,,,,,
1216 統一,2023/1/17,1216,230,-927,96,-602,3,-1,1,-1,10.05,"571,120",976,62,6.35,3.33,-1.01,,,,,
1216 統一,2023/1/16,1216,"1,138",233,-17,"1,354",2,4,-3,2,10.05,"571,120",986,60,6.09,15.38,-1.79,,,,,
1216 統一,2023/1/13,1216,475,1,-29,447,1,3,-2,1,10.05,"571,120","1,004",52,5.18,6.12,-2.05,1.5,1.24,1.26,1.15,85.88
1216 統一,2023/1/12,1216,"-1,878","1,110",-58,-825,-3,2,-1,-1,10.05,"571,120","1,025",49,4.78,6.52,-1.44,,,,,
1216 統一,2023/1/11,1216,-149,123,162,136,-2,1,2,1,10.05,"571,120","1,040",46,4.42,-2.13,-0.86,,,,,
1216 統一,2023/1/10,1216,"-1,827",-72,99,"-1,800",-1,-2,1,-1,10.05,"571,120","1,049",47,4.48,4.44,1.94,,,,,
1216 統一,2023/1/9,1216,"3,885",-754,-78,"3,054",2,-1,-1,3,10.05,"571,120","1,029",45,4.37,9.76,-3.56,,,,,
1216 統一,2023/1/6,1216,557,729,101,"1,387",1,10,1,2,10.05,"571,120","1,067",41,3.84,7.89,-6.57,,,,,
1216 統一,2023/1/5,1216,-520,727,-80,127,-3,9,-1,1,10.05,"571,120","1,142",38,3.33,-5,12.73,,,,,
1216 統一,2023/1/4,1216,"-2,517",527,64,"-1,926",-2,8,1,-2,10.05,"571,120","1,013",40,3.95,-9.09,-0.49,,,,,
1216 統一,2023/1/3,1216,"-1,239",22,-20,"-1,237",-1,7,-1,-1,10.05,"571,120","1,018",44,4.32,-4.35,2,,,,,
1217 愛之味,2023/1/31,1217,612,3,4,619,4,2,5,4,10.34,"51,133","7,162",45,0.63,-43.75,-0.78,,,,,
1217 愛之味,2023/1/30,1217,264,14,1,279,3,1,4,3,10.34,"51,133","7,218",80,1.11,0,-1.55,,,,,
1217 愛之味,2023/1/17,1217,336,-2,4,338,2,-1,3,2,10.34,"51,133","7,332",80,1.09,0,-2.17,,,,,
1217 愛之味,2023/1/16,1217,404,0,27,431,1,,2,1,10.34,"51,133","7,495",80,1.07,1.27,-2.19,,,,,
1217 愛之味,2023/1/13,1217,-34,-3,8,-29,-3,-1,1,-3,10.34,"51,133","7,663",79,1.03,-4.82,-0.23,3.68,2.12,1.62,2.32,47.54
1217 愛之味,2023/1/12,1217,-214,1,0,-213,-2,1,,-2,10.34,"51,133","7,681",83,1.08,-3.49,-4.73,,,,,
1217 愛之味,2023/1/11,1217,-29,0,-6,-35,-1,,-1,-1,10.34,"51,133","8,062",86,1.07,-2.27,-1.51,,,,,
1217 愛之味,2023/1/10,1217,308,0,0,308,2,,,2,10.34,"51,133","8,186",88,1.08,1.15,-0.67,,,,,
1217 愛之味,2023/1/9,1217,279,1,0,280,1,1,,1,10.34,"51,133","8,241",87,1.06,-7.45,0.87,,,,,
1217 愛之味,2023/1/6,1217,-355,0,75,-280,-4,,4,-3,10.34,"51,133","8,170",94,1.15,-25.98,0.6,,,,,
1217 愛之味,2023/1/5,1217,-160,0,44,-116,-3,,3,-2,10.34,"51,133","8,121",127,1.56,-2.31,-1.3,,,,,
1217 愛之味,2023/1/4,1217,"-1,487",0,199,"-1,288",-2,,2,-1,10.34,"51,133","8,228",130,1.58,17.12,-0.41,,,,,
1217 愛之味,2023/1/3,1217,-31,1,158,128,-1,1,1,2,10.34,"51,133","8,262",111,1.34,-0.89,0.21,,,,,
1218 泰山,2023/1/31,1218,"1,833",1,132,"1,966",3,2,1,3,39.13,"195,664","3,420",691,20.2,11.27,1.24,,,,,
1218 泰山,2023/1/30,1218,373,4,-33,344,2,1,-4,2,39.13,"195,664","3,378",621,18.38,40.18,8.55,,,,,
1218 泰山,2023/1/17,1218,372,0,-43,329,1,,-3,1,39.13,"195,664","3,112",443,14.24,-15.3,-2.2,,,,,
1218 泰山,2023/1/16,1218,-552,0,-88,-640,-2,,-2,-2,39.13,"195,664","3,182",523,16.44,-20.03,2.35,,,,,
1218 泰山,2023/1/13,1218,-688,-1,-76,-765,-1,-1,-1,-1,36.46,"182,312","3,109",654,21.04,-4.25,0.84,1.47,1.57,0.97,1.42,84.39
1218 泰山,2023/1/12,1218,731,0,135,866,1,,5,1,36.46,"182,312","3,083",683,22.15,-0.15,-5.72,,,,,
1218 泰山,2023/1/11,1218,-66,0,10,-56,-2,,4,-1,36.46,"182,312","3,270",684,20.92,-6.3,0.28,,,,,
1218 泰山,2023/1/10,1218,-43,0,308,265,-1,,3,2,36.46,"182,312","3,261",730,22.39,0.41,-3.86,,,,,
1218 泰山,2023/1/9,1218,609,0,79,688,1,,2,1,36.46,"182,312","3,392",727,21.43,0.28,-3.17,,,,,
1218 泰山,2023/1/6,1218,-54,0,17,-37,-3,,1,-3,36.46,"182,312","3,503",725,20.7,-0.14,2.01,,,,,
1218 泰山,2023/1/5,1218,-37,0,-41,-78,-2,,-1,-2,36.46,"182,312","3,434",726,21.14,-2.94,-1.72,,,,,
1218 泰山,2023/1/4,1218,-754,0,15,-739,-1,,2,-1,36.46,"182,312","3,494",748,21.41,-14.32,0.87,,,,,
1218 泰山,2023/1/3,1218,64,0,50,114,1,,1,1,36.46,"182,312","3,464",873,25.2,-1.13,-2.06,,,,,
1219 福壽,2023/1/31,1219,13,0,2,15,1,,1,1,6.93,"22,309","2,570",22,0.86,-4.35,-3.71,,,,,
1219 福壽,2023/1/30,1219,-289,0,0,-289,-2,,,-2,6.93,"22,309","2,669",23,0.86,15,-10.1,,,,,
1219 福壽,2023/1/17,1219,-966,0,-17,-983,-1,,-1,-1,6.93,"22,309","2,969",20,0.67,-31.03,-5.63,,,,,
1219 福壽,2023/1/16,1219,186,0,0,186,2,,,2,6.93,"22,309","3,146",29,0.92,0,-1.41,,,,,
1219 福壽,2023/1/13,1219,56,0,0,56,1,,,1,6.91,"22,249","3,191",29,0.91,0,0.47,3.02,2.78,1.71,1.93,61.97
1219 福壽,2023/1/12,1219,-33,0,0,-33,-1,,,-1,6.91,"22,249","3,176",29,0.91,-40.82,-2.25,,,,,
1219 福壽,2023/1/11,1219,381,0,1,382,2,,1,2,6.91,"22,249","3,249",49,1.51,11.36,-15.26,,,,,
1219 福壽,2023/1/10,1219,103,0,0,103,1,,,1,6.91,"22,249","3,834",44,1.15,0,-0.75,,,,,
1219 福壽,2023/1/9,1219,-3,0,0,-3,-2,,,-2,6.91,"22,249","3,863",44,1.14,0,-1.2,,,,,
1219 福壽,2023/1/6,1219,-78,0,0,-78,-1,,,-1,6.91,"22,249","3,910",44,1.13,-4.35,-3.27,,,,,
1219 福壽,2023/1/5,1219,50,0,-5,45,3,,-1,2,6.91,"22,249","4,042",46,1.14,0,-0.64,,,,,
1219 福壽,2023/1/4,1219,77,0,0,77,2,,,1,6.91,"22,249","4,068",46,1.13,0,-2.68,,,,,
1219 福壽,2023/1/3,1219,2,0,-7,-5,1,,-1,-5,6.91,"22,249","4,180",46,1.1,0,2.2,,,,,
