證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1102 亞泥,2023/10/5,1102,-61,125,150,214,-6,8,4,1,27.36,"970,385","1,718",5,0.29,-44.44,0,,,,,
1102 亞泥,2023/10/4,1102,-854,176,285,-393,-5,7,3,-5,27.36,"970,385","1,718",9,0.52,0,-0.41,,,,,
1102 亞泥,2023/10/3,1102,-938,31,748,-159,-4,6,2,-4,27.36,"970,385","1,725",9,0.52,0,0.64,,,,,
1102 亞泥,2023/10/2,1102,"-2,115",354,16,"-1,745",-3,5,1,-3,27.36,"970,385","1,714",9,0.53,0,0.12,,,,,
1103 嘉泥,2023/10/31,1103,24,0,0,24,5,,,5,17.15,"135,530","1,641",0,0,0,-4.48,,,,,
1103 嘉泥,2023/10/30,1103,37,0,17,54,4,,1,4,17.15,"135,530","1,718",0,0,0,-1.21,,,,,
1103 嘉泥,2023/10/27,1103,21,0,0,21,3,,,3,17.15,"135,530","1,739",0,0,0,0.12,3.12,1.73,0.85,0.78,74.45
1103 嘉泥,2023/10/26,1103,45,0,-31,14,2,,-1,2,17.15,"135,530","1,737",0,0,0,-1.14,,,,,
1103 嘉泥,2023/10/25,1103,18,0,0,18,1,,,1,17.15,"135,530","1,757",0,0,0,-0.11,,,,,
1103 嘉泥,2023/10/24,1103,-72,0,0,-72,-1,,,-1,17.15,"135,530","1,759",0,0,0,0.86,,,,,
1103 嘉泥,2023/10/23,1103,74,0,-3,71,1,,-2,1,17.15,"135,530","1,744",0,0,0,0.35,,,,,
1103 嘉泥,2023/10/20,1103,-76,0,-5,-81,-5,,-1,-5,17.15,"135,530","1,738",0,0,0,2.54,3.17,1.67,0.85,0.78,74.46
1103 嘉泥,2023/10/19,1103,-59,0,0,-59,-4,,,-4,17.15,"135,530","1,695",0,0,0,1.07,,,,,
1103 嘉泥,2023/10/18,1103,-91,0,39,-52,-3,,1,-3,17.15,"135,530","1,677",0,0,0,1.15,,,,,
1103 嘉泥,2023/10/17,1103,-64,0,-14,-78,-2,,-1,-2,17.15,"135,530","1,658",0,0,0,0.85,,,,,
1103 嘉泥,2023/10/16,1103,-30,0,1,-29,-1,,1,-1,17.15,"135,530","1,644",0,0,0,0.61,,,,,
1103 嘉泥,2023/10/13,1103,76,0,0,76,1,,,1,17.15,"135,530","1,634",0,0,0,0,3.15,1.68,0.85,0.78,74.48
1103 嘉泥,2023/10/12,1103,-30,0,11,-19,-6,,2,-1,17.15,"135,530","1,634",0,0,0,1.68,,,,,
1103 嘉泥,2023/10/11,1103,-2,0,33,31,-5,,1,1,17.15,"135,530","1,607",0,0,0,1.45,,,,,
1103 嘉泥,2023/10/6,1103,-3,0,0,-3,-4,,,-4,17.15,"135,530","1,584",0,0,0,0.51,3.11,1.6,0.93,0.78,74.45
1103 嘉泥,2023/10/5,1103,-24,0,-4,-28,-3,,-3,-3,17.15,"135,530","1,576",0,0,0,1.35,,,,,
1103 嘉泥,2023/10/4,1103,-106,0,-27,-133,-2,,-2,-2,17.15,"135,530","1,555",0,0,0,0.52,,,,,
1103 嘉泥,2023/10/3,1103,-16,0,-15,-31,-1,,-1,-1,17.15,"135,530","1,547",0,0,0,-0.26,,,,,
1103 嘉泥,2023/10/2,1103,3,0,0,3,1,,,1,17.15,"135,530","1,551",0,0,0,0.13,,,,,
1104 環泥,2023/10/31,1104,-150,0,4,-146,-2,,3,-2,24.14,"162,493","1,580",11,0.7,10,0.25,,,,,
1104 環泥,2023/10/30,1104,-56,0,1,-55,-1,,2,-1,24.14,"162,493","1,576",10,0.63,0,-0.38,,,,,
1104 環泥,2023/10/27,1104,6,0,12,18,1,,1,1,24.14,"162,493","1,582",10,0.63,11.11,-0.69,3.16,2.03,1.69,0.66,69.85
1104 環泥,2023/10/26,1104,-138,0,-7,-145,-2,,-3,-2,24.14,"162,493","1,593",9,0.56,0,0.13,,,,,
1104 環泥,2023/10/25,1104,-31,0,-8,-39,-1,,-2,-1,24.14,"162,493","1,591",9,0.57,0,0.63,,,,,
1104 環泥,2023/10/24,1104,77,0,-7,70,2,,-1,2,24.14,"162,493","1,581",9,0.57,0,-3.07,,,,,
1104 環泥,2023/10/23,1104,60,0,8,68,1,,2,1,24.14,"162,493","1,631",9,0.55,0,-0.37,,,,,
1104 環泥,2023/10/20,1104,-152,0,3,-149,-2,,1,-2,24.14,"162,493","1,637",9,0.55,0,0.86,3.32,1.9,1.69,0.65,69.92
1104 環泥,2023/10/19,1104,-359,0,-26,-385,-1,,-2,-1,24.14,"162,493","1,623",9,0.55,0,4.37,,,,,
1104 環泥,2023/10/18,1104,225,0,-178,47,1,,-1,1,24.14,"162,493","1,555",9,0.58,0,0.13,,,,,
1104 環泥,2023/10/17,1104,-240,0,5,-235,-1,,1,-1,24.14,"162,493","1,553",9,0.58,-52.63,-0.13,,,,,
1104 環泥,2023/10/16,1104,28,0,-15,13,1,,-1,1,24.14,"162,493","1,555",19,1.22,-17.39,-0.51,,,,,
1104 環泥,2023/10/13,1104,-240,0,10,-230,-3,,3,-3,24.14,"162,493","1,563",23,1.47,0,-1.33,3.12,1.88,1.92,0.64,69.92
1104 環泥,2023/10/12,1104,-78,0,23,-55,-2,,2,-2,24.14,"162,493","1,584",23,1.45,-8,-1.19,,,,,
1104 環泥,2023/10/11,1104,-511,0,37,-474,-1,,1,-1,24.14,"162,493","1,603",25,1.56,0,-0.56,,,,,
1104 環泥,2023/10/6,1104,117,0,-3,114,2,,-3,2,24.14,"162,493","1,612",25,1.55,0,-0.86,3.14,1.9,1.9,0.64,69.93
1104 環泥,2023/10/5,1104,103,0,-23,80,1,,-2,1,24.14,"162,493","1,626",25,1.54,19.05,-0.91,,,,,
1104 環泥,2023/10/4,1104,-549,0,-30,-579,-4,,-1,-18,24.14,"162,493","1,641",21,1.28,0,2.95,,,,,
1104 環泥,2023/10/3,1104,-84,0,2,-82,-3,,3,-17,24.14,"162,493","1,594",21,1.32,-4.55,0.25,,,,,
1104 環泥,2023/10/2,1104,-97,0,42,-55,-2,,2,-16,24.14,"162,493","1,590",22,1.38,0,-2.51,,,,,
1108 幸福,2023/10/31,1108,-308,0,0,-308,-2,,,-2,3.95,"16,006","1,919",2,0.1,0,3.39,,,,,
1108 幸福,2023/10/30,1108,-80,0,0,-80,-1,,,-1,3.95,"16,006","1,856",2,0.11,0,0.16,,,,,
1108 幸福,2023/10/27,1108,1,0,18,19,1,,2,1,3.95,"16,006","1,853",2,0.11,0,-0.32,2.24,0.74,1.16,1.1,79.71
1108 幸福,2023/10/26,1108,-118,0,4,-114,-1,,1,-1,3.95,"16,006","1,859",2,0.11,0,0.54,,,,,
1108 幸福,2023/10/25,1108,34,0,-9,25,1,,-1,1,3.95,"16,006","1,849",2,0.11,0,-0.38,,,,,
1108 幸福,2023/10/24,1108,-49,0,14,-35,-34,,1,-34,3.95,"16,006","1,856",2,0.11,0,0.16,,,,,
1108 幸福,2023/10/23,1108,-95,0,0,-95,-33,,,-33,3.95,"16,006","1,853",2,0.11,100,0.6,,,,,
1108 幸福,2023/10/20,1108,-188,0,0,-188,-32,,,-32,3.95,"16,006","1,842",1,0.05,0,0.49,2,0.91,1.02,1.11,79.79
1108 幸福,2023/10/19,1108,-98,0,-25,-123,-31,,-1,-31,3.95,"16,006","1,833",1,0.05,0,-0.05,,,,,
1108 幸福,2023/10/18,1108,-343,0,5,-338,-30,,1,-30,3.95,"16,006","1,834",1,0.05,0,-0.11,,,,,
1108 幸福,2023/10/17,1108,-168,0,-9,-177,-29,,-1,-29,3.95,"16,006","1,836",1,0.05,0,0.11,,,,,
1108 幸福,2023/10/16,1108,-62,0,0,-62,-28,,,-28,3.95,"16,006","1,834",1,0.05,0,0,,,,,
1108 幸福,2023/10/13,1108,-161,0,0,-161,-27,,,-27,3.95,"16,006","1,834",1,0.05,0,-0.38,2.02,1.06,0.88,1.11,79.86
1108 幸福,2023/10/12,1108,-85,0,32,-53,-26,,2,-26,3.95,"16,006","1,841",1,0.05,0,0.27,,,,,
1108 幸福,2023/10/11,1108,-420,0,53,-367,-25,,1,-25,3.95,"16,006","1,836",1,0.05,-66.67,2.11,,,,,
1108 幸福,2023/10/6,1108,-52,0,-40,-92,-24,,-5,-24,3.95,"16,006","1,798",3,0.17,0,2.57,2.01,1.14,0.86,1.11,79.93
1108 幸福,2023/10/5,1108,-67,0,-39,-106,-23,,-4,-23,3.95,"16,006","1,753",3,0.17,0,2.34,,,,,
1108 幸福,2023/10/4,1108,-121,0,-38,-159,-22,,-3,-22,3.95,"16,006","1,713",3,0.18,-25,0.53,,,,,
1108 幸福,2023/10/3,1108,-76,0,-46,-122,-21,,-2,-21,3.95,"16,006","1,704",4,0.23,0,0.89,,,,,
1108 幸福,2023/10/2,1108,-108,0,-47,-155,-20,,-1,-20,3.95,"16,006","1,689",4,0.24,0,0.54,,,,,
1109 信大,2023/10/31,1109,-16,0,-2,-18,-5,,-1,-11,36.37,"124,089","1,055",6,0.57,0,0.29,,,,,
1109 信大,2023/10/30,1109,-10,0,2,-8,-4,,1,-10,36.37,"124,089","1,052",6,0.57,0,0,,,,,
1109 信大,2023/10/27,1109,-24,0,-3,-27,-3,,-2,-9,36.37,"124,089","1,052",6,0.57,0,-1.87,2.88,3.23,1.68,2.98,73.53
1109 信大,2023/10/26,1109,-12,0,-13,-25,-2,,-1,-8,36.37,"124,089","1,072",6,0.56,0,-0.37,,,,,
1109 信大,2023/10/25,1109,-41,0,0,-41,-1,,,-7,36.37,"124,089","1,076",6,0.56,0,-0.09,,,,,
1109 信大,2023/10/24,1109,3,0,-14,-11,1,,-1,-6,36.37,"124,089","1,077",6,0.56,0,0,,,,,
1109 信大,2023/10/23,1109,-50,0,0,-50,-31,,,-5,36.37,"124,089","1,077",6,0.56,0,-0.37,,,,,
1109 信大,2023/10/20,1109,-6,0,-1,-7,-30,,-1,-4,36.37,"124,089","1,081",6,0.56,0,0,2.82,3.23,1.68,2.69,73.82
1109 信大,2023/10/19,1109,-5,0,0,-5,-29,,,-3,36.37,"124,089","1,081",6,0.56,0,0,,,,,
1109 信大,2023/10/18,1109,-58,0,18,-40,-28,,1,-2,36.37,"124,089","1,081",6,0.56,0,0,,,,,
1109 信大,2023/10/17,1109,-9,0,-1,-10,-27,,-1,-1,36.37,"124,089","1,081",6,0.56,0,0,,,,,
1109 信大,2023/10/16,1109,-4,0,20,16,-26,,1,1,36.37,"124,089","1,081",6,0.56,0,0.09,,,,,
1109 信大,2023/10/13,1109,-15,0,-1,-16,-25,,-1,-1,36.37,"124,089","1,080",6,0.56,0,1.98,2.82,3.23,1.68,2.96,73.53
1109 信大,2023/10/12,1109,-1,0,2,1,-24,,3,1,36.37,"124,089","1,059",6,0.57,-14.29,0.57,,,,,
1109 信大,2023/10/11,1109,-23,0,6,-17,-23,,2,-16,36.37,"124,089","1,053",7,0.66,16.67,-1.86,,,,,
1109 信大,2023/10/6,1109,-32,0,2,-30,-22,,1,-15,36.37,"124,089","1,073",6,0.56,0,0,2.82,3.23,1.68,2.96,73.53
1109 信大,2023/10/5,1109,-6,0,0,-6,-21,,,-14,36.37,"124,089","1,073",6,0.56,0,-3.59,,,,,
1109 信大,2023/10/4,1109,-19,0,-10,-29,-20,,-1,-13,36.37,"124,089","1,113",6,0.54,0,-0.18,,,,,
1109 信大,2023/10/3,1109,-3,0,0,-3,-19,,,-12,36.37,"124,089","1,115",0,0,0,-1.5,,,,,
1109 信大,2023/10/2,1109,-8,0,2,-6,-18,,1,-11,36.37,"124,089","1,132",0,0,0,-3.82,,,,,
1110 東泥,2023/10/31,1110,27,0,-2,25,2,,-2,1,31.4,"179,633","4,254",0,0,0,0,,,,,
1110 東泥,2023/10/30,1110,1,0,-3,-2,1,,-1,-4,31.4,"179,633","4,254",0,0,0,0,,,,,
1110 東泥,2023/10/27,1110,-6,0,0,-6,-3,,,-3,31.4,"179,633","4,254",0,0,0,-0.02,1.19,0.56,0.86,0.46,92.66
1110 東泥,2023/10/26,1110,-7,0,0,-7,-2,,,-2,31.4,"179,633","4,255",0,0,0,-0.47,,,,,
1110 東泥,2023/10/25,1110,-5,0,1,-4,-1,,1,-1,31.4,"179,633","4,275",0,0,0,-0.16,,,,,
1110 東泥,2023/10/24,1110,11,0,0,11,1,,,1,31.4,"179,633","4,282",0,0,0,-0.12,,,,,
1110 東泥,2023/10/23,1110,-4,0,-111,-115,-7,,-1,-7,31.4,"179,633","4,287",0,0,0,0.12,,,,,
1110 東泥,2023/10/20,1110,-41,0,2,-39,-6,,1,-6,31.4,"179,633","4,282",0,0,0,0.23,1.24,0.47,0.86,0.46,92.64
1110 東泥,2023/10/19,1110,-8,0,0,-8,-5,,,-5,31.4,"179,633","4,272",0,0,0,0,,,,,
1110 東泥,2023/10/18,1110,-29,0,12,-17,-4,,1,-4,31.4,"179,633","4,272",0,0,0,0,,,,,
1110 東泥,2023/10/17,1110,-14,0,0,-14,-3,,,-3,31.4,"179,633","4,272",0,0,0,0,,,,,
1110 東泥,2023/10/16,1110,-6,0,1,-5,-2,,1,-2,31.4,"179,633","4,272",0,0,0,-0.16,,,,,
1110 東泥,2023/10/13,1110,-7,0,-4,-11,-1,,-3,-1,31.4,"179,633","4,279",0,0,0,0.02,1.33,0.45,0.87,0.46,92.63
1110 東泥,2023/10/12,1110,42,0,-15,27,4,,-2,4,31.4,"179,633","4,278",0,0,0,-1.16,,,,,
1110 東泥,2023/10/11,1110,47,0,-1,46,3,,-1,3,31.4,"179,633","4,328",0,0,0,-1.5,,,,,
1110 東泥,2023/10/6,1110,1,0,0,1,2,,,2,31.4,"179,633","4,394",0,0,0,0,1.31,0.45,0.87,0.46,92.64
1110 東泥,2023/10/5,1110,14,0,0,14,1,,,1,31.4,"179,633","4,394",0,0,0,-0.07,,,,,
1110 東泥,2023/10/4,1110,-4,0,-2,-6,-4,,-3,-4,31.4,"179,633","4,397",0,0,0,0,,,,,
1110 東泥,2023/10/3,1110,-1,0,-3,-4,-3,,-2,-3,31.4,"179,633","4,397",0,0,0,0,,,,,
1110 東泥,2023/10/2,1110,-36,0,-1,-37,-2,,-1,-2,31.4,"179,633","4,397",0,0,0,0.02,,,,,
1201 味全,2023/10/31,1201,23,0,0,23,2,,,2,14.55,"73,648",965,0,0,0,0.1,,,,,
1201 味全,2023/10/30,1201,1,0,3,4,1,,1,1,14.55,"73,648",964,0,0,0,0.1,,,,,
1201 味全,2023/10/27,1201,-7,0,0,-7,-3,,,-3,14.55,"73,648",963,0,0,0,-0.93,3.71,1.78,2.02,0.5,59.13
1201 味全,2023/10/26,1201,-42,0,-24,-66,-2,,-1,-2,14.55,"73,648",972,0,0,0,0,,,,,
1201 味全,2023/10/25,1201,-7,0,0,-7,-1,,,-1,14.55,"73,648",972,0,0,0,-0.51,,,,,
1201 味全,2023/10/24,1201,25,0,0,25,3,,,3,14.55,"73,648",977,0,0,0,-0.31,,,,,
1201 味全,2023/10/23,1201,12,0,-1,11,2,,-3,2,14.55,"73,648",980,0,0,0,0,,,,,
1201 味全,2023/10/20,1201,80,0,-4,76,1,,-2,1,14.55,"73,648",980,0,0,0,-0.41,3.77,1.83,1.9,0.5,59.16
1201 味全,2023/10/19,1201,-33,0,-5,-38,-1,,-1,-1,14.55,"73,648",984,0,0,0,-0.51,,,,,
1201 味全,2023/10/18,1201,84,0,25,109,5,,1,4,14.55,"73,648",989,0,0,0,-0.8,,,,,
1201 味全,2023/10/17,1201,31,0,0,31,4,,,3,14.55,"73,648",997,0,0,0,-1.38,,,,,
1201 味全,2023/10/16,1201,1,0,0,1,3,,,2,14.55,"73,648","1,011",0,0,0,-2.03,,,,,
1201 味全,2023/10/13,1201,16,0,0,16,2,,,1,14.55,"73,648","1,032",0,0,0,-2.73,3.62,2.1,1.77,0.5,59.17
1201 味全,2023/10/12,1201,92,0,-209,-117,1,,-1,-1,14.55,"73,648","1,061",0,0,0,0.19,,,,,
1201 味全,2023/10/11,1201,-11,0,26,15,-1,,1,3,14.55,"73,648","1,059",0,0,0,-0.94,,,,,
1201 味全,2023/10/6,1201,24,0,0,24,1,,,2,14.55,"73,648","1,069",0,0,-100,0,3.63,2.15,1.62,0.66,59.18
1201 味全,2023/10/5,1201,0,0,26,26,,,1,1,14.55,"73,648","1,069",5,0.47,0,-0.74,,,,,
1201 味全,2023/10/4,1201,-102,0,-31,-133,-27,,-1,-1,14.55,"73,648","1,077",0,0,0,2.28,,,,,
1201 味全,2023/10/3,1201,-3,0,28,25,-26,,2,1,14.55,"73,648","1,053",0,0,0,-1.59,,,,,
1201 味全,2023/10/2,1201,-29,0,13,-16,-25,,1,-12,14.55,"73,648","1,070",0,0,-100,-0.37,,,,,
1203 味王,2023/10/31,1203,-1,0,0,-1,-4,,,-4,28.84,"69,226",50,0,0,0,0,,,,,
1203 味王,2023/10/30,1203,-1,0,0,-1,-3,,,-3,28.84,"69,226",50,0,0,0,-3.85,,,,,
1203 味王,2023/10/27,1203,-38,0,2,-36,-2,,1,-2,28.84,"69,226",52,0,0,0,1.96,2.15,2.01,1.72,1.13,85.4
1203 味王,2023/10/26,1203,-7,0,0,-7,-1,,,-1,28.84,"69,226",51,0,0,0,4.08,,,,,
1203 味王,2023/10/25,1203,0,0,1,1,,,1,1,28.84,"69,226",49,0,0,0,0,,,,,
1203 味王,2023/10/24,1203,1,0,-3,-2,2,,-1,-1,28.84,"69,226",49,0,0,0,0,,,,,
1203 味王,2023/10/23,1203,1,0,0,1,1,,,1,28.84,"69,226",49,0,0,0,0,,,,,
1203 味王,2023/10/20,1203,-4,0,0,-4,-1,,,-1,28.84,"69,226",49,0,0,0,4.26,2.06,2.01,1.73,1.13,85.38
1203 味王,2023/10/19,1203,1,0,0,1,1,,,1,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/18,1203,-4,0,0,-4,-1,,,-1,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/17,1203,0,0,0,0,,,,,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/16,1203,1,0,0,1,1,,,1,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/13,1203,-3,0,0,-3,-1,,,-1,28.84,"69,226",47,0,0,0,0,2.04,2.01,1.73,1.13,85.38
1203 味王,2023/10/12,1203,10,0,0,10,2,,,2,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/11,1203,3,0,0,3,1,,,1,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/6,1203,-8,0,0,-8,-1,,,-1,28.84,"69,226",47,0,0,0,0,2.03,2.01,1.74,1.13,85.38
1203 味王,2023/10/5,1203,0,0,0,0,,,,,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/4,1203,-7,0,0,-7,-1,,,-1,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/3,1203,2,0,0,2,2,,,2,28.84,"69,226",47,0,0,0,0,,,,,
1203 味王,2023/10/2,1203,2,0,0,2,1,,,1,28.84,"69,226",47,0,0,0,0,,,,,
1210 大成,2023/10/31,1210,-430,0,-7,-437,-2,,-1,-2,12.98,"116,151","3,126",64,2.05,-4.48,-6.46,,,,,
1210 大成,2023/10/30,1210,-258,0,4,-254,-1,,1,-1,12.98,"116,151","3,342",67,2,0,-0.03,,,,,
1210 大成,2023/10/27,1210,47,0,-4,43,1,,-3,1,12.98,"116,151","3,343",67,2,0,-0.59,3.31,1.92,0.96,0.9,56.4
1210 大成,2023/10/26,1210,-376,0,-40,-416,-3,,-2,-2,12.98,"116,151","3,363",67,1.99,3.08,-1.44,,,,,
1210 大成,2023/10/25,1210,-6,0,-20,-25,-2,,-1,-1,12.98,"116,151","3,412",65,1.91,0,-2.23,,,,,
1210 大成,2023/10/24,1210,-11,0,11,0,-1,,2,,12.98,"116,151","3,490",65,1.86,3.17,-1.88,,,,,
1210 大成,2023/10/23,1210,503,0,14,517,1,,1,1,12.98,"116,151","3,557",63,1.77,0,-11.43,,,,,
1210 大成,2023/10/20,1210,-116,0,-14,-130,-3,,-6,-3,12.98,"116,151","4,016",63,1.57,5,-4.74,3.34,1.86,1.27,0.7,56.41
1210 大成,2023/10/19,1210,-125,1,-7,-131,-2,1,-5,-2,12.98,"116,151","4,216",60,1.42,0,-0.12,,,,,
1210 大成,2023/10/18,1210,-499,0,-203,-702,-1,,-4,-1,12.98,"116,151","4,221",60,1.42,-20,-2.25,,,,,
1210 大成,2023/10/17,1210,300,0,-12,288,1,,-3,1,12.98,"116,151","4,318",75,1.74,0,-8.63,,,,,
1210 大成,2023/10/16,1210,-323,0,-28,-351,-5,,-2,-5,12.98,"116,151","4,726",75,1.59,0,-1.99,,,,,
1210 大成,2023/10/13,1210,-540,0,-11,-551,-4,,-1,-4,12.98,"116,151","4,822",75,1.56,-5.06,-1.03,3.26,2.02,1.26,0.6,56.64
1210 大成,2023/10/12,1210,-213,0,11,-202,-3,,3,-3,12.98,"116,151","4,872",79,1.62,2.6,0.58,,,,,
1210 大成,2023/10/11,1210,-652,0,80,-572,-2,,2,-2,12.98,"116,151","4,844",77,1.59,-2.53,-1.16,,,,,
1210 大成,2023/10/6,1210,-236,75,3,-158,-1,1,1,-1,12.98,"116,151","4,901",79,1.61,-1.25,-1.92,3.16,2.22,1.12,0.6,56.73
1210 大成,2023/10/5,1210,165,0,-83,82,1,,-2,1,12.98,"116,151","4,997",80,1.6,23.08,-3.1,,,,,
