company_id,market_type,industry,company_name,industry_name
2230,OTC,5,泰茂,電機機械
2231,TSE,12,為升,汽車工業
2233,TSE,12,宇隆,汽車工業
2235,OTC,5,謚源,電機機械
2236,TSE,12,百達-KY,汽車工業
2239,TSE,12,英利-KY,汽車工業
2241,TSE,12,艾姆勒,汽車工業
2243,TSE,12,宏旭-KY,汽車工業
2247,TSE,12,汎德永業,汽車工業
2250,TSE,12,IKKA-KY,汽車工業
2301,TSE,25,光寶科,電腦及週邊
2302,TSE,24,麗正,半導體
2303,TSE,24,聯電,半導體
2305,TSE,25,全友,電腦及週邊
2308,TSE,28,台達電,電子零組件
2312,TSE,31,金寶,其他電子業
2313,TSE,28,華通,電子零組件
2314,TSE,27,台揚,通信網路業
2316,TSE,28,楠梓電,電子零組件
2317,TSE,31,鴻海,其他電子業
2321,TSE,27,東訊,通信網路業
2323,TSE,26,中環,光電業
2324,TSE,25,仁寶,電腦及週邊
2327,TSE,28,國巨,電子零組件
2328,TSE,28,廣宇,電子零組件
2329,TSE,24,華泰,半導體
2330,TSE,24,台積電,半導體
2331,TSE,25,精英,電腦及週邊
2332,TSE,27,友訊,通信網路業
2337,TSE,24,旺宏,半導體
2338,TSE,24,光罩,半導體
2340,TSE,24,台亞,半導體
2342,TSE,24,茂矽,半導體
2344,TSE,24,華邦電,半導體
2345,TSE,27,智邦,通信網路業
2347,TSE,29,聯強,電子通路業
2348,TSE,20,海悅,其他
2349,TSE,26,錸德,光電業
2351,TSE,24,順德,半導體
2352,TSE,25,佳世達,電腦及週邊
2353,TSE,25,宏碁,電腦及週邊
2354,TSE,31,鴻準,其他電子業
2355,TSE,28,敬鵬,電子零組件
2356,TSE,25,英業達,電腦及週邊
2357,TSE,25,華碩,電腦及週邊
2358,TSE,20,廷鑫,其他
2359,TSE,31,所羅門,其他電子業
2360,TSE,31,致茂,其他電子業
2362,TSE,25,藍天,電腦及週邊
2363,TSE,24,矽統,半導體
2364,TSE,25,倫飛,電腦及週邊
2365,TSE,25,昆盈,電腦及週邊
2367,TSE,28,燿華,電子零組件
2368,TSE,28,金像電,電子零組件
2369,TSE,24,菱生,半導體
2371,TSE,5,大同,電機機械
2373,TSE,31,震旦行,其他電子業
2374,TSE,26,佳能,光電業
2375,TSE,28,凱美,電子零組件
2376,TSE,25,技嘉,電腦及週邊
2377,TSE,25,微星,電腦及週邊
2379,TSE,24,瑞昱,半導體
2380,TSE,25,虹光,電腦及週邊
2382,TSE,25,廣達,電腦及週邊
2383,TSE,28,台光電,電子零組件
2385,TSE,28,群光,電子零組件
2387,TSE,25,精元,電腦及週邊
2388,TSE,24,威盛,半導體
2390,TSE,31,云辰,其他電子業
2392,TSE,28,正崴,電子零組件
2393,TSE,26,億光,光電業
2395,TSE,25,研華,電腦及週邊
2397,TSE,25,友通,電腦及週邊
2399,TSE,25,映泰,電腦及週邊
2401,TSE,24,凌陽,半導體
2402,TSE,28,毅嘉,電子零組件
2404,TSE,31,漢唐,其他電子業
2405,TSE,25,輔信,電腦及週邊
2406,TSE,26,國碩,光電業
2408,TSE,24,南亞科,半導體
2409,TSE,26,友達,光電業
2412,TSE,27,中華電,通信網路業
2413,TSE,28,環科,電子零組件
2414,TSE,29,精技,電子通路業
2415,TSE,28,錩新,電子零組件
2417,TSE,25,圓剛,電腦及週邊
2419,TSE,27,仲琦,通信網路業
2420,TSE,28,新巨,電子零組件
2421,TSE,28,建準,電子零組件
2423,TSE,31,固緯,其他電子業
2424,TSE,27,隴華,通信網路業
2425,TSE,25,承啟,電腦及週邊
2426,TSE,26,鼎元,光電業
2427,TSE,30,三商電,資訊服務業
2428,TSE,28,興勤,電子零組件
2429,TSE,26,銘旺科,光電業
2430,TSE,29,燦坤,電子通路業
2431,TSE,28,聯昌,電子零組件
2433,TSE,31,互盛電,其他電子業
2434,TSE,24,統懋,半導體
2436,TSE,24,偉詮電,半導體
2438,TSE,26,翔耀,光電業
2439,TSE,27,美律,通信網路業
2440,TSE,28,太空梭,電子零組件
2441,TSE,24,超豐,半導體
2442,TSE,14,新美齊,建材營造
2443,TSE,20,昶虹,其他
2444,TSE,27,兆勁,通信網路業
2449,TSE,24,京元電子,半導體
2450,TSE,27,神腦,通信網路業
2451,TSE,24,創見,半導體
2453,TSE,30,凌群,資訊服務業
2454,TSE,24,聯發科,半導體
2455,TSE,27,全新,通信網路業
2457,TSE,28,飛宏,電子零組件
2458,TSE,24,義隆,半導體
2459,TSE,31,敦吉,其他電子業
2460,TSE,28,建通,電子零組件
2461,TSE,31,光群雷,其他電子業
2462,TSE,28,良得電,電子零組件
2464,TSE,31,盟立,其他電子業
2465,TSE,25,麗臺,電腦及週邊
2466,TSE,26,冠西電,光電業
2467,TSE,28,志聖,電子零組件
2468,TSE,30,華經,資訊服務業
2471,TSE,30,資通,資訊服務業
2472,TSE,28,立隆電,電子零組件
2474,TSE,31,可成,其他電子業
2476,TSE,28,鉅祥,電子零組件
2477,TSE,31,美隆電,其他電子業
2478,TSE,28,大毅,電子零組件
2480,TSE,30,敦陽科,資訊服務業
2481,TSE,24,強茂,半導體
2482,TSE,31,連宇,其他電子業
2483,TSE,28,百容,電子零組件
2484,TSE,28,希華,電子零組件
2485,TSE,27,兆赫,通信網路業
2486,TSE,26,一詮,光電業
2488,TSE,31,漢平,其他電子業
2489,TSE,26,瑞軒,光電業
2491,TSE,26,吉祥全,光電業
2492,TSE,28,華新科,電子零組件
2493,TSE,28,揚博,電子零組件
2495,TSE,25,普安,電腦及週邊
2496,TSE,20,卓越,其他
2497,TSE,12,怡利電,汽車工業
2498,TSE,27,宏達電,通信網路業
2501,TSE,14,國建,建材營造
2504,TSE,14,國產,建材營造
2505,TSE,14,國揚,建材營造
2506,TSE,14,太設,建材營造
2509,TSE,14,全坤建,建材營造
2511,TSE,14,太子,建材營造
2514,TSE,20,龍邦,其他
2515,TSE,14,中工,建材營造
2516,TSE,14,新建,建材營造
2520,TSE,14,冠德,建材營造
2524,TSE,14,京城,建材營造
2527,TSE,14,宏璟,建材營造
2528,TSE,14,皇普,建材營造
2530,TSE,14,華建,建材營造
2534,TSE,14,宏盛,建材營造
2535,TSE,14,達欣工,建材營造
2536,TSE,14,宏普,建材營造
2537,TSE,14,聯上發,建材營造
2538,TSE,14,基泰,建材營造
2539,TSE,14,櫻花建,建材營造
2540,TSE,14,愛山林,建材營造
2542,TSE,14,興富發,建材營造
2543,TSE,14,皇昌,建材營造
2545,TSE,14,皇翔,建材營造
2546,TSE,14,根基,建材營造
2547,TSE,14,日勝生,建材營造
2548,TSE,14,華固,建材營造
2596,OTC,14,綠意,建材營造
2597,TSE,14,潤弘,建材營造
2601,TSE,18,益航,貿易百貨
2603,TSE,15,長榮,航運業
2605,TSE,15,新興,航運業
2606,TSE,15,裕民,航運業
2607,TSE,15,榮運,航運業
2608,TSE,15,嘉里大榮,航運業
2609,TSE,15,陽明,航運業
2610,TSE,15,華航,航運業
2611,TSE,15,志信,航運業
2612,TSE,15,中航,航運業
2613,TSE,15,中櫃,航運業
2614,TSE,20,東森,其他
2615,TSE,15,萬海,航運業
2616,TSE,23,山隆,油電燃氣業
2617,TSE,15,台航,航運業
2618,TSE,15,長榮航,航運業
2630,TSE,15,亞航,航運業
2633,TSE,15,台灣高鐵,航運業
2634,TSE,15,漢翔,航運業
2636,TSE,15,台驊投控,航運業
2637,TSE,15,慧洋-KY,航運業
2640,OTC,36,大車隊,數位雲端
2641,OTC,15,正德,航運業
2642,TSE,15,宅配通,航運業
2643,OTC,15,捷迅,航運業
2645,TSE,15,長榮航太,航運業
2701,TSE,16,萬企,觀光餐旅
