證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1108 幸福,2023/2/14,1108,-53,0,0,-53,-1,,,-1,3.95,"16,006","1,111",0,0,0,-0.18,,,,,
1108 幸福,2023/2/13,1108,37,0,-8,29,1,,-7,1,3.95,"16,006","1,113",0,0,0,-7.17,,,,,
1108 幸福,2023/2/10,1108,-42,0,-6,-48,-3,,-6,-6,3.95,"16,006","1,199",0,0,0,0.76,1.44,1.25,1.05,0.7,77.8
1108 幸福,2023/2/9,1108,-6,0,-1,-7,-2,,-5,-5,3.95,"16,006","1,190",0,0,0,0,,,,,
1108 幸福,2023/2/8,1108,-16,0,-2,-18,-1,,-4,-4,3.95,"16,006","1,190",0,0,0,17.59,,,,,
1108 幸福,2023/2/7,1108,0,0,-3,-3,,,-3,-3,3.95,"16,006","1,012",0,0,0,-2.22,,,,,
1108 幸福,2023/2/6,1108,-12,0,-3,-15,-2,,-2,-2,3.95,"16,006","1,035",0,0,0,-2.36,,,,,
1108 幸福,2023/2/3,1108,-20,0,-4,-24,-1,,-1,-1,3.95,"16,006","1,060",0,0,0,-5.69,,,,,
1108 幸福,2023/2/2,1108,11,0,34,45,3,,1,3,3.95,"16,006","1,124",0,0,0,3.12,,,,,
1108 幸福,2023/2/1,1108,178,0,0,178,2,,,2,3.95,"16,006","1,090",0,0,0,14.62,,,,,
1109 信大,2023/2/24,1109,-14,0,-5,-19,-4,,-1,-4,36.37,"124,089","1,276",0,0,0,-0.31,2.32,3.34,1.45,3.2,74.02
1109 信大,2023/2/23,1109,-33,0,0,-33,-3,,,-3,36.37,"124,089","1,280",0,0,0,1.99,,,,,
1109 信大,2023/2/22,1109,-78,0,-9,-87,-2,,-5,-2,36.37,"124,089","1,255",0,0,0,-2.41,,,,,
1109 信大,2023/2/21,1109,-23,0,-4,-27,-1,,-4,-1,36.37,"124,089","1,286",0,0,0,-0.23,,,,,
1109 信大,2023/2/20,1109,41,0,-8,33,1,,-3,1,36.37,"124,089","1,289",0,0,0,-0.54,,,,,
1109 信大,2023/2/17,1109,-19,0,-1,-20,-1,,-2,-1,36.37,"124,089","1,296",0,0,0,0.08,,,,,
1109 信大,2023/2/16,1109,9,0,-6,3,1,,-1,1,36.37,"124,089","1,295",0,0,0,-0.08,,,,,
1109 信大,2023/2/15,1109,-41,0,2,-39,-10,,1,-11,36.37,"124,089","1,296",0,0,0,-3.64,,,,,
1109 信大,2023/2/14,1109,-9,0,0,-9,-9,,,-10,36.37,"124,089","1,345",0,0,0,0.67,,,,,
1109 信大,2023/2/13,1109,-42,0,-3,-45,-8,,-4,-9,36.37,"124,089","1,336",0,0,0,0,,,,,
1109 信大,2023/2/10,1109,-92,0,-5,-97,-7,,-3,-8,36.37,"124,089","1,336",0,0,0,-0.89,2.31,3.17,1.64,3.2,74.11
1109 信大,2023/2/9,1109,-9,0,-1,-10,-6,,-2,-7,36.37,"124,089","1,348",0,0,0,0,,,,,
1109 信大,2023/2/8,1109,-66,0,-7,-73,-5,,-1,-6,36.37,"124,089","1,348",0,0,0,0.15,,,,,
1109 信大,2023/2/7,1109,-16,0,0,-16,-4,,,-5,36.37,"124,089","1,346",0,0,0,-0.07,,,,,
1109 信大,2023/2/6,1109,-4,0,-5,-9,-3,,-4,-4,36.37,"124,089","1,347",0,0,0,-0.88,,,,,
1109 信大,2023/2/3,1109,-3,0,-5,-8,-2,,-3,-3,36.37,"124,089","1,359",0,0,0,0.07,,,,,
1109 信大,2023/2/2,1109,-26,0,-8,-34,-1,,-2,-2,36.37,"124,089","1,358",0,0,0,0.07,,,,,
1109 信大,2023/2/1,1109,1,0,-2,-1,3,,-1,-1,36.37,"124,089","1,357",0,0,0,-0.44,,,,,
1110 東泥,2023/2/24,1110,7,0,-6,1,1,,-1,2,34.67,"198,309","4,136",0,0,0,-0.22,0.99,0.71,0.73,0.16,92.94
1110 東泥,2023/2/23,1110,-1,0,20,19,-5,,2,1,34.67,"198,309","4,145",0,0,0,-0.12,,,,,
1110 東泥,2023/2/22,1110,-64,0,41,-23,-4,,1,-2,34.67,"198,309","4,150",0,0,0,0.34,,,,,
1110 東泥,2023/2/21,1110,-6,0,-9,-15,-3,,-1,-1,34.67,"198,309","4,136",0,0,0,0.05,,,,,
1110 東泥,2023/2/20,1110,-2,0,64,62,-2,,1,1,34.67,"198,309","4,134",0,0,0,-0.86,,,,,
1110 東泥,2023/2/17,1110,-21,0,-1,-22,-1,,-1,-1,34.67,"198,309","4,170",0,0,0,-0.05,,,,,
1110 東泥,2023/2/16,1110,5,0,0,5,1,,,3,34.67,"198,309","4,172",0,0,0,0,,,,,
1110 東泥,2023/2/15,1110,-1,0,10,9,-6,,6,2,34.67,"198,309","4,172",0,0,0,-0.17,,,,,
1110 東泥,2023/2/14,1110,-2,0,65,64,-5,,5,1,34.67,"198,309","4,179",0,0,0,-4.63,,,,,
1110 東泥,2023/2/13,1110,-26,0,8,-18,-4,,4,-2,34.67,"198,309","4,382",0,0,0,-2.23,,,,,
1110 東泥,2023/2/10,1110,-19,0,11,-8,-3,,3,-1,34.67,"198,309","4,482",0,0,0,-0.66,1.04,0.7,0.74,0.31,92.74
1110 東泥,2023/2/9,1110,-7,0,13,6,-2,,2,3,34.67,"198,309","4,512",0,0,0,-1.31,,,,,
1110 東泥,2023/2/8,1110,-7,0,13,6,-1,,1,2,34.67,"198,309","4,572",0,0,0,-0.65,,,,,
1110 東泥,2023/2/7,1110,1,0,0,1,1,,,1,34.67,"198,309","4,602",0,0,0,-0.04,,,,,
1110 東泥,2023/2/6,1110,-1,0,0,-1,-1,,,-1,34.67,"198,309","4,604",0,0,0,-0.04,,,,,
1110 東泥,2023/2/3,1110,9,0,-1,8,2,,-2,1,34.67,"198,309","4,606",0,0,0,-0.07,,,,,
1110 東泥,2023/2/2,1110,2,0,-4,-2,1,,-1,-2,34.67,"198,309","4,609",0,0,0,-0.22,,,,,
1110 東泥,2023/2/1,1110,-7,0,0,-7,-1,,,-1,34.67,"198,309","4,619",0,0,0,-0.19,,,,,
1201 味全,2023/2/24,1201,223,0,-1,222,3,,-1,3,14.55,"73,648","1,316",1,0.08,0,-1.35,3.47,1.89,2.13,0.5,60.96
1201 味全,2023/2/23,1201,109,0,0,109,2,,,2,14.55,"73,648","1,334",1,0.07,0,0,,,,,
1201 味全,2023/2/22,1201,76,0,-11,65,1,,-4,1,14.55,"73,648","1,334",1,0.07,0,-6.06,,,,,
1201 味全,2023/2/21,1201,-5,0,-9,-14,-1,,-3,-1,14.55,"73,648","1,420",0,0,0,1.21,,,,,
1201 味全,2023/2/20,1201,97,0,-9,88,2,,-2,2,14.55,"73,648","1,403",0,0,0,1.15,,,,,
1201 味全,2023/2/17,1201,60,0,-1,59,1,,-1,1,14.55,"73,648","1,387",0,0,0,-0.29,,,,,
1201 味全,2023/2/16,1201,-51,0,1,-50,-2,,2,-2,14.55,"73,648","1,391",0,0,0,3.42,,,,,
1201 味全,2023/2/15,1201,-117,0,4,-113,-1,,1,-1,14.55,"73,648","1,345",0,0,0,4.51,,,,,
1201 味全,2023/2/14,1201,274,0,0,274,3,,,3,14.55,"73,648","1,287",0,0,0,12.11,,,,,
1201 味全,2023/2/13,1201,73,0,-12,61,2,,-2,2,14.55,"73,648","1,148",0,0,0,-1.12,,,,,
1201 味全,2023/2/10,1201,70,0,-11,59,1,,-1,1,14.55,"73,648","1,161",0,0,0,-5.3,3.55,1.69,2.25,0.86,60.52
1201 味全,2023/2/9,1201,-146,0,0,-146,-2,,,-2,14.55,"73,648","1,226",0,0,0,-0.24,,,,,
1201 味全,2023/2/8,1201,-40,0,-22,-62,-1,,-1,-1,14.55,"73,648","1,229",0,0,0,0.41,,,,,
1201 味全,2023/2/7,1201,15,0,0,15,8,,,8,14.55,"73,648","1,224",0,0,0,-2,,,,,
1201 味全,2023/2/6,1201,450,0,-6,444,7,,-1,7,14.55,"73,648","1,249",0,0,0,9.66,,,,,
1201 味全,2023/2/3,1201,373,0,1,374,6,,1,6,14.55,"73,648","1,139",0,0,0,0.44,,,,,
1201 味全,2023/2/2,1201,88,0,-4,84,5,,-1,5,14.55,"73,648","1,134",0,0,0,0.35,,,,,
1201 味全,2023/2/1,1201,33,0,7,40,4,,2,4,14.55,"73,648","1,130",0,0,0,2.54,,,,,
1203 味王,2023/2/24,1203,6,0,-7,-1,2,,-1,-1,28.84,"69,226",58,0,0,0,0,1.88,1.78,1.78,1.49,84.95
1203 味王,2023/2/23,1203,12,0,0,12,1,,,1,28.84,"69,226",58,0,0,0,-3.33,,,,,
1203 味王,2023/2/22,1203,-5,0,-3,-8,-4,,-2,-4,28.84,"69,226",60,0,0,0,0,,,,,
1203 味王,2023/2/21,1203,-1,0,-4,-5,-3,,-1,-3,28.84,"69,226",60,0,0,0,0,,,,,
1203 味王,2023/2/20,1203,-11,0,2,-9,-2,,1,-2,28.84,"69,226",60,0,0,0,1.69,,,,,
1203 味王,2023/2/17,1203,-5,0,-1,-6,-1,,-1,-1,28.84,"69,226",59,0,0,0,0,,,,,
1203 味王,2023/2/16,1203,14,0,0,14,2,,,2,28.84,"69,226",59,0,0,0,0,,,,,
1203 味王,2023/2/15,1203,9,0,0,9,1,,,1,28.84,"69,226",59,0,0,0,-4.84,,,,,
1203 味王,2023/2/14,1203,0,0,0,0,,,,,28.84,"69,226",62,0,0,0,-1.59,,,,,
1203 味王,2023/2/13,1203,-3,0,-2,-5,-7,,-3,-7,28.84,"69,226",63,0,0,0,0,,,,,
1203 味王,2023/2/10,1203,-5,0,-2,-7,-6,,-2,-6,28.84,"69,226",63,0,0,0,-3.08,1.88,1.78,1.78,1.49,84.9
1203 味王,2023/2/9,1203,-3,0,-1,-4,-5,,-1,-5,28.84,"69,226",65,0,0,0,-4.41,,,,,
1203 味王,2023/2/8,1203,-5,0,0,-5,-4,,,-4,28.84,"69,226",68,0,0,0,11.48,,,,,
1203 味王,2023/2/7,1203,-2,0,-1,-3,-3,,-3,-3,28.84,"69,226",61,0,0,0,1.67,,,,,
1203 味王,2023/2/6,1203,-1,0,-2,-3,-2,,-2,-2,28.84,"69,226",60,0,0,0,0,,,,,
1203 味王,2023/2/3,1203,-1,0,-1,-2,-1,,-1,-1,28.84,"69,226",60,0,0,0,3.45,,,,,
1203 味王,2023/2/2,1203,0,0,0,0,,,,,28.84,"69,226",58,0,0,0,1.75,,,,,
1203 味王,2023/2/1,1203,1,0,11,12,5,,3,5,28.84,"69,226",57,0,0,0,0,,,,,
1210 大成,2023/2/24,1210,-257,0,-104,-361,-1,,-1,-1,12.98,"116,151","1,201",12,1,-20,3.27,3.04,1.56,0.84,0.99,55.43
1210 大成,2023/2/23,1210,292,60,9,361,1,2,1,1,12.98,"116,151","1,163",15,1.29,0,-25.54,,,,,
1210 大成,2023/2/22,1210,-681,30,-12,-663,-1,1,-4,-1,12.98,"116,151","1,562",15,0.96,7.14,23.28,,,,,
1210 大成,2023/2/21,1210,95,0,-29,66,1,,-3,1,12.98,"116,151","1,267",14,1.1,27.27,14.04,,,,,
1210 大成,2023/2/20,1210,-27,0,-9,-36,-4,,-2,-4,12.98,"116,151","1,111",11,0.99,0,-6.32,,,,,
1210 大成,2023/2/17,1210,-66,0,-4,-70,-3,,-1,-3,12.98,"116,151","1,186",11,0.93,-47.62,-4.89,,,,,
1210 大成,2023/2/16,1210,-77,0,0,-77,-2,,,-2,12.98,"116,151","1,247",21,1.68,0,-2.2,,,,,
1210 大成,2023/2/15,1210,-149,0,-11,-160,-1,,-1,-1,12.98,"116,151","1,275",21,1.65,0,-0.39,,,,,
1210 大成,2023/2/14,1210,16,0,2,17,1,,1,1,12.98,"116,151","1,280",21,1.64,0,-2.29,,,,,
1210 大成,2023/2/13,1210,-71,0,-40,-111,-1,,-3,-1,12.98,"116,151","1,310",21,1.6,0,1.71,,,,,
1210 大成,2023/2/10,1210,111,0,-28,83,1,,-2,1,12.98,"116,151","1,288",21,1.63,-4.55,2.63,3.01,1.63,0.83,0.99,55.21
1210 大成,2023/2/9,1210,-253,0,-3,-256,-1,,-1,-1,12.98,"116,151","1,255",22,1.75,0,1.05,,,,,
1210 大成,2023/2/8,1210,55,0,0,55,2,,,2,12.98,"116,151","1,242",22,1.77,0,-1.04,,,,,
1210 大成,2023/2/7,1210,495,0,-2,493,1,,-5,1,12.98,"116,151","1,255",22,1.75,4.76,0,,,,,
1210 大成,2023/2/6,1210,-90,0,-16,-106,-1,,-4,-1,12.98,"116,151","1,255",21,1.67,0,4.24,,,,,
1210 大成,2023/2/3,1210,840,0,-1,839,2,,-3,2,12.98,"116,151","1,204",21,1.74,0,1.43,,,,,
1210 大成,2023/2/2,1210,407,1,-11,397,1,1,-2,1,12.98,"116,151","1,187",21,1.77,0,0.34,,,,,
1210 大成,2023/2/1,1210,-216,0,-9,-225,-1,,-1,-1,12.98,"116,151","1,183",21,1.78,0,2.25,,,,,
1213 大飲,2023/2/24,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.48,0,1.32,1.58,74.63
1213 大飲,2023/2/23,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/22,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/17,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/16,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/15,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/14,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/10,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.43,0,1.32,1.58,74.63
1213 大飲,2023/2/9,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/8,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/7,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/6,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/3,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/2,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1213 大飲,2023/2/1,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
1215 卜蜂,2023/2/24,1215,358,100,-91,367,2,1,-1,2,10,"29,483",258,5,1.94,0,22.27,2.24,0.95,1.17,1.55,55.53
1215 卜蜂,2023/2/23,1215,127,0,0,127,1,,,1,10,"29,483",211,5,2.37,0,-2.76,,,,,
1215 卜蜂,2023/2/22,1215,-89,50,-7,-46,-11,1,-4,-11,10,"29,483",217,5,2.3,0,4.33,,,,,
1215 卜蜂,2023/2/21,1215,-107,0,-33,-140,-10,,-3,-10,10,"29,483",208,5,2.4,0,-4.15,,,,,
1215 卜蜂,2023/2/20,1215,-130,0,-1,-131,-9,,-2,-9,10,"29,483",217,5,2.3,0,6.9,,,,,
1215 卜蜂,2023/2/17,1215,-76,0,-1,-77,-8,,-1,-8,10,"29,483",203,5,2.46,0,0.5,,,,,
1215 卜蜂,2023/2/16,1215,-46,0,6,-40,-7,,3,-7,10,"29,483",202,5,2.48,0,-2.88,,,,,
1215 卜蜂,2023/2/15,1215,-143,0,2,-140,-6,,2,-6,10,"29,483",208,5,2.4,0,2.97,,,,,
1215 卜蜂,2023/2/14,1215,-21,0,2,-19,-5,,1,-5,10,"29,483",202,5,2.48,25,-1.94,,,,,
