date,company_id,foreign_investors,investment_banks ,dealer,all_institutional_investors,foreign_investors_day,investment_banks_days,dealer_days,all_institutional_investors_days,directors_stock_ratio,directors_stock,financing_balance,margin_balance,sale_margin_purchase_ratio,margin_balance_ratio,financing_balance_ratio,200_400_ratio,400_600_ratio,600_800_ratio,800_1000_ratio,1000up_ratio
2023/9/26,1104,-140,0,-20,-160,-13,,-1,-13,24.14,"162,493","1,615",18,1.11,0,-2.12,,,,,
2023/9/25,1104,-86,0,3,-83,-12,,2,-12,24.14,"162,493","1,650",18,1.09,0,1.91,,,,,
2023/9/22,1104,-73,0,7,-66,-11,,1,-11,24.14,"162,493","1,619",18,1.11,5.88,-3.57,,,,,
2023/9/21,1104,-653,0,-15,-668,-10,,-4,-10,24.14,"162,493","1,679",17,1.01,30.77,2.25,,,,,
2023/9/20,1104,-287,0,-5,-292,-9,,-3,-9,24.14,"162,493","1,642",13,0.79,-7.14,-2.26,,,,,
2023/9/19,1104,-348,0,-8,-356,-8,,-2,-8,24.14,"162,493","1,680",14,0.83,-6.67,-0.53,,,,,
2023/9/18,1104,-195,0,-4,-199,-7,,-1,-7,24.14,"162,493","1,689",15,0.89,66.67,2.8,,,,,
2023/9/15,1104,"-1,875",0,132,"-1,742",-6,,2,-6,24.14,"162,493","1,643",9,0.55,0,1.55,3.11,1.92,1.73,0.81,70.68
2023/9/14,1104,-378,0,1,-377,-5,,1,-5,24.14,"162,493","1,618",9,0.56,-40,1.13,,,,,
2023/9/13,1104,-301,0,0,-301,-4,,,-4,24.14,"162,493","1,600",15,0.94,0,-1.11,,,,,
2023/9/12,1104,-814,0,8,-806,-3,,2,-3,24.14,"162,493","1,618",15,0.93,-16.67,-15.9,,,,,
2023/9/11,1104,-381,0,9,-372,-2,,1,-2,24.14,"162,493","1,924",18,0.94,5.88,0.1,,,,,
2023/9/8,1104,-166,0,-2,-168,-1,,-3,-1,24.14,"162,493","1,922",17,0.88,-19.05,-1.39,3.14,2.11,1.61,0.78,70.81
2023/9/7,1104,106,0,-19,87,1,,-2,1,24.14,"162,493","1,949",21,1.08,0,-0.71,,,,,
2023/9/6,1104,-794,0,-8,-802,-1,,-1,-1,24.14,"162,493","1,963",21,1.07,16.67,2.24,,,,,
2023/9/5,1104,290,0,23,313,4,,4,4,24.14,"162,493","1,920",18,0.94,0,-3.18,,,,,
2023/9/4,1104,33,0,14,47,3,,3,3,24.14,"162,493","1,983",18,0.91,-10,-0.45,,,,,
2023/9/1,1104,187,0,20,207,2,,2,2,24.14,"162,493","1,992",20,1,0,-0.6,3.04,2.03,1.49,1.28,70.48
2023/9/28,1108,-46,0,32,-14,-19,,1,-19,3.95,"16,006","1,680",4,0.24,0,1.27,1.94,1.02,1.06,1.14,79.91
2023/9/27,1108,-56,0,-3,-59,-18,,-1,-18,3.95,"16,006","1,659",4,0.24,0,1.9,,,,,
2023/9/26,1108,-408,0,3,-405,-17,,1,-17,3.95,"16,006","1,628",4,0.25,-33.33,1.12,,,,,
2023/9/25,1108,-74,0,0,-74,-16,,,-16,3.95,"16,006","1,610",6,0.37,20,0.37,,,,,
2023/9/22,1108,-159,0,0,-159,-15,,,-15,3.95,"16,006","1,604",5,0.31,150,0.82,,,,,
2023/9/21,1108,-765,0,-17,-782,-14,,-1,-14,3.95,"16,006","1,591",2,0.13,100,0.25,,,,,
2023/9/20,1108,-203,0,0,-203,-13,,,-13,3.95,"16,006","1,587",1,0.06,-66.67,-0.06,,,,,
2023/9/19,1108,-394,0,-4,-398,-12,,-2,-12,3.95,"16,006","1,588",3,0.19,-25,2.39,,,,,
2023/9/18,1108,-154,0,-5,-159,-11,,-1,-11,3.95,"16,006","1,551",4,0.26,100,-0.19,,,,,
2023/9/15,1108,-240,0,0,-240,-10,,,-10,3.95,"16,006","1,554",2,0.13,0,-1.4,2.16,0.75,0.69,1.59,80.04
2023/9/14,1108,-101,0,0,-101,-9,,,-9,3.95,"16,006","1,576",2,0.13,0,-0.25,,,,,
2023/9/13,1108,-160,0,-18,-178,-8,,-1,-8,3.95,"16,006","1,580",2,0.13,-33.33,0.45,,,,,
2023/9/12,1108,-23,0,0,-23,-7,,,-7,3.95,"16,006","1,573",3,0.19,0,0.06,,,,,
2023/9/11,1108,-714,0,3,-711,-6,,1,-6,3.95,"16,006","1,572",3,0.19,-50,1.81,,,,,
2023/9/8,1108,-179,0,-1,-180,-5,,-4,-5,3.95,"16,006","1,544",6,0.39,0,0.92,2.09,0.78,0.69,1.82,80.13
2023/9/7,1108,-187,0,-3,-190,-4,,-3,-4,3.95,"16,006","1,530",6,0.39,20,0.07,,,,,
2023/9/6,1108,-182,0,-28,-210,-3,,-2,-3,3.95,"16,006","1,529",5,0.33,150,-26.28,,,,,
2023/9/5,1108,-275,0,-3,-278,-2,,-1,-2,3.95,"16,006","2,074",2,0.1,0,-0.19,,,,,
2023/9/4,1108,-368,0,43,-325,-1,,5,-1,3.95,"16,006","2,078",2,0.1,0,33.81,,,,,
2023/9/1,1108,103,0,55,158,1,,4,1,3.95,"16,006","1,553",2,0.13,-75,0.06,2.06,0.51,0.7,2,80.3
2023/9/28,1109,-40,0,-8,-48,-17,,-3,-10,36.37,"124,089","1,177",0,0,0,-2.57,2.82,3.23,1.68,2.69,73.83
2023/9/27,1109,-38,0,-19,-57,-16,,-2,-9,36.37,"124,089","1,208",0,0,0,-1.39,,,,,
2023/9/26,1109,-55,0,-7,-62,-15,,-1,-8,36.37,"124,089","1,225",0,0,0,0.08,,,,,
2023/9/25,1109,-32,0,0,-32,-14,,,-7,36.37,"124,089","1,224",0,0,0,-2.39,,,,,
2023/9/22,1109,-108,0,0,-108,-13,,,-6,36.37,"124,089","1,254",0,0,0,-1.03,,,,,
2023/9/21,1109,-104,0,-3,-107,-12,,-1,-5,36.37,"124,089","1,267",0,0,0,2.67,,,,,
2023/9/20,1109,-10,0,2,-8,-11,,2,-4,36.37,"124,089","1,234",0,0,0,0.16,,,,,
2023/9/19,1109,-31,0,24,-7,-10,,1,-3,36.37,"124,089","1,232",0,0,0,-0.24,,,,,
2023/9/18,1109,-39,0,-2,-41,-9,,-1,-2,36.37,"124,089","1,235",0,0,0,1.23,,,,,
2023/9/15,1109,-1,0,0,-1,-8,,,-1,36.37,"124,089","1,220",0,0,0,-0.08,2.72,3.36,1.45,2.92,73.82
2023/9/14,1109,-9,0,28,19,-7,,3,2,36.37,"124,089","1,221",0,0,0,-0.49,,,,,
2023/9/13,1109,-17,0,109,92,-6,,2,1,36.37,"124,089","1,227",0,0,0,-1.52,,,,,
2023/9/12,1109,-22,0,1,-21,-5,,1,-5,36.37,"124,089","1,246",0,0,0,-0.08,,,,,
2023/9/11,1109,-12,0,-8,-20,-4,,-4,-4,36.37,"124,089","1,247",0,0,0,-0.64,,,,,
2023/9/8,1109,-7,0,-6,-13,-3,,-3,-3,36.37,"124,089","1,255",0,0,0,0.16,2.71,3.36,1.45,2.92,73.82
2023/9/7,1109,-12,0,-11,-23,-2,,-2,-2,36.37,"124,089","1,253",0,0,0,0.16,,,,,
2023/9/6,1109,-71,0,-19,-90,-1,,-1,-1,36.37,"124,089","1,251",0,0,0,0,,,,,
2023/9/5,1109,0,0,0,0,,,,,36.37,"124,089","1,251",0,0,0,0.08,,,,,
2023/9/4,1109,2,0,-2,0,2,,-2,,36.37,"124,089","1,250",0,0,0,-0.79,,,,,
2023/9/1,1109,10,0,-2,8,1,,-1,1,36.37,"124,089","1,260",0,0,0,0,2.71,3.2,1.62,2.92,73.82
2023/9/28,1110,-49,0,0,-49,-1,,,-1,31.4,"179,633","4,396",0,0,0,0,1.3,0.45,0.87,0.46,92.63
2023/9/27,1110,20,0,0,20,1,,,1,31.4,"179,633","4,396",0,0,0,-1.28,,,,,
2023/9/26,1110,-42,0,-11,-53,-2,,-2,-2,31.4,"179,633","4,453",0,0,0,-0.18,,,,,
2023/9/25,1110,-3,0,-2,-5,-1,,-1,-1,31.4,"179,633","4,461",0,0,0,0.02,,,,,
2023/9/22,1110,5,0,0,5,1,,,1,31.4,"179,633","4,460",0,0,0,-0.04,,,,,
2023/9/21,1110,-42,0,-4,-46,-4,,-1,-4,31.4,"179,633","4,462",0,0,-100,-0.84,,,,,
2023/9/20,1110,-7,0,0,-7,-3,,,-3,31.4,"179,633","4,500",2,0.04,0,0,,,,,
2023/9/19,1110,-3,0,-5,-8,-2,,-2,-2,31.4,"179,633","4,500",2,0.04,0,0,,,,,
2023/9/18,1110,-3,0,-1,-4,-1,,-1,-1,31.4,"179,633","4,500",2,0.04,0,0,,,,,
2023/9/15,1110,3,0,0,3,2,,,2,31.4,"179,633","4,500",2,0.04,0,0,1.25,0.46,0.75,0.61,92.64
2023/9/14,1110,5,0,0,5,1,,,1,31.4,"179,633","4,500",2,0.04,0,-0.27,,,,,
2023/9/13,1110,-6,0,0,-6,-7,,,-7,31.4,"179,633","4,512",2,0.04,0,0,,,,,
2023/9/12,1110,-17,0,0,-17,-6,,,-6,31.4,"179,633","4,512",2,0.04,0,-0.73,,,,,
2023/9/11,1110,-30,0,1,-29,-5,,1,-5,31.4,"179,633","4,545",2,0.04,0,0.04,,,,,
2023/9/8,1110,-27,0,-7,-34,-4,,-2,-4,31.4,"179,633","4,543",2,0.04,0,-0.15,1.25,0.56,0.51,0.75,92.63
2023/9/7,1110,-28,0,-10,-38,-3,,-1,-3,31.4,"179,633","4,550",2,0.04,0,0.04,,,,,
2023/9/6,1110,-37,0,0,-37,-2,,,-2,31.4,"179,633","4,548",2,0.04,0,-0.04,,,,,
2023/9/5,1110,-2,0,0,-2,-1,,,-1,31.4,"179,633","4,550",2,0.04,0,0,,,,,
2023/9/4,1110,8,0,3,11,1,,1,1,31.4,"179,633","4,550",2,0.04,0,-0.07,,,,,
2023/9/1,1110,-11,0,-1,-12,-1,,-1,-1,31.4,"179,633","4,553",2,0.04,0,-0.07,1.34,0.57,0.62,0.6,92.62
2023/9/28,1201,-11,0,-1,-12,-24,,-3,-11,14.55,"73,648","1,074",5,0.47,-50,-0.74,3.71,2.06,1.62,0.68,59.2
2023/9/27,1201,-52,0,-18,-70,-23,,-2,-10,14.55,"73,648","1,082",10,0.92,0,-2.35,,,,,
2023/9/26,1201,-66,0,-19,-85,-22,,-1,-9,14.55,"73,648","1,108",10,0.9,0,1,,,,,
2023/9/25,1201,-13,0,0,-13,-21,,,-8,14.55,"73,648","1,097",10,0.91,0,-0.63,,,,,
2023/9/22,1201,-96,0,0,-96,-20,,,-7,14.55,"73,648","1,104",10,0.91,-23.08,0.82,,,,,
2023/9/21,1201,-201,0,-10,-211,-19,,-1,-6,14.55,"73,648","1,095",13,1.19,8.33,0.37,,,,,
2023/9/20,1201,-115,0,0,-115,-18,,,-5,14.55,"73,648","1,091",12,1.1,500,1.3,,,,,
2023/9/19,1201,-35,0,-5,-40,-17,,-2,-4,14.55,"73,648","1,077",2,0.19,0,0.37,,,,,
2023/9/18,1201,-143,0,-3,-146,-16,,-1,-3,14.55,"73,648","1,073",2,0.19,0,-0.19,,,,,
2023/9/15,1201,-178,0,0,-178,-15,,,-2,14.55,"73,648","1,075",2,0.19,-71.43,0.37,3.74,1.8,1.46,0.5,59.88
2023/9/14,1201,-23,0,1,-22,-14,,2,-1,14.55,"73,648","1,071",7,0.65,0,0,,,,,
2023/9/13,1201,-8,0,71,63,-13,,1,1,14.55,"73,648","1,071",7,0.65,0,-0.56,,,,,
2023/9/12,1201,-83,0,-3,-86,-12,,-5,-7,14.55,"73,648","1,077",7,0.65,0,1.7,,,,,
2023/9/11,1201,-55,0,-86,-141,-11,,-4,-6,14.55,"73,648","1,059",7,0.66,0,0.76,,,,,
2023/9/8,1201,-264,0,-10,-274,-10,,-3,-5,14.55,"73,648","1,051",7,0.67,0,-9.16,3.69,1.61,1.71,0.5,59.91
2023/9/7,1201,-289,0,-29,-318,-9,,-2,-4,14.55,"73,648","1,157",7,0.61,75,0.09,,,,,
2023/9/6,1201,-148,0,-34,-182,-8,,-1,-3,14.55,"73,648","1,156",4,0.35,0,0.09,,,,,
2023/9/5,1201,-54,0,0,-54,-7,,,-2,14.55,"73,648","1,155",4,0.35,300,0.96,,,,,
2023/9/4,1201,-13,0,-5,-18,-6,,-1,-1,14.55,"73,648","1,144",1,0.09,0,0.62,,,,,
2023/9/1,1201,-11,0,52,41,-5,,3,1,14.55,"73,648","1,137",1,0.09,0,-0.61,3.54,1.65,1.87,0.5,59.95
2023/9/28,1203,-6,0,0,-6,-1,,,-1,28.84,"69,226",47,0,0,0,0,1.94,2.01,1.76,1.13,85.38
2023/9/27,1203,0,0,0,0,,,,,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/26,1203,2,0,-13,-11,2,,-1,-1,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/25,1203,3,0,0,3,1,,,1,28.84,"69,226",47,0,0,0,-2.08,,,,,
2023/9/22,1203,0,0,0,0,,,,,28.84,"69,226",48,0,0,0,0,,,,,
2023/9/21,1203,14,0,-6,8,3,,-1,2,28.84,"69,226",48,0,0,0,2.13,,,,,
2023/9/20,1203,1,0,0,1,2,,,1,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/19,1203,1,0,-2,-1,1,,-1,-1,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/18,1203,0,0,0,0,,,,,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/15,1203,-1,0,0,-1,-1,,,-1,28.84,"69,226",47,0,0,0,0,1.94,2.01,1.78,1.13,85.37
2023/9/14,1203,13,0,0,13,2,,,3,28.84,"69,226",47,0,0,0,0,,,,,
2023/9/13,1203,6,0,0,6,1,,,2,28.84,"69,226",47,0,0,0,-4.08,,,,,
2023/9/12,1203,0,0,1,1,,,1,1,28.84,"69,226",49,0,0,0,-2,,,,,
2023/9/11,1203,-1,0,0,-1,-1,,,-4,28.84,"69,226",50,0,0,0,0,,,,,
2023/9/8,1203,0,0,-1,-1,,,-3,-3,28.84,"69,226",50,0,0,0,-1.96,1.94,2.01,1.78,1.13,85.36
2023/9/7,1203,-2,0,-11,-13,-2,,-2,-2,28.84,"69,226",51,0,0,0,4.08,,,,,
2023/9/6,1203,-7,0,-3,-10,-1,,-1,-1,28.84,"69,226",49,0,0,0,0,,,,,
2023/9/5,1203,0,0,0,0,,,,,28.84,"69,226",49,0,0,0,0,,,,,
2023/9/4,1203,0,0,0,0,,,,,28.84,"69,226",49,0,0,0,0,,,,,
2023/9/1,1203,-1,0,0,-1,-2,,,-2,28.84,"69,226",49,0,0,0,0,1.94,2.01,1.78,1.13,85.36
2023/9/28,1210,-745,-140,1,-884,-1,-1,1,-3,12.98,"116,151","5,786",55,0.95,-3.51,0.33,3.14,2.23,1.35,0.69,56.83
2023/9/27,1210,35,0,-86,-51,1,,-2,-2,12.98,"116,151","5,767",57,0.99,-1.72,-0.71,,,,,
2023/9/26,1210,-420,0,-41,-461,-1,,-1,-1,12.98,"116,151","5,808",58,1,-3.33,-0.79,,,,,
2023/9/25,1210,264,0,596,861,1,,3,1,12.98,"116,151","5,854",60,1.02,9.09,-2.16,,,,,
2023/9/22,1210,-798,0,1,-797,-2,,2,-1,12.98,"116,151","5,983",55,0.92,0,0.72,,,,,
2023/9/21,1210,-227,0,251,24,-1,,1,1,12.98,"116,151","5,940",55,0.93,5.77,-0.82,,,,,
2023/9/20,1210,883,0,"-1,406",-523,1,,-2,-3,12.98,"116,151","5,989",52,0.87,0,-3.04,,,,,
2023/9/19,1210,-935,-150,-37,"-1,122",-2,-1,-1,-2,12.98,"116,151","6,177",52,0.84,6.12,0.6,,,,,
2023/9/18,1210,-430,0,3,-427,-1,,4,-1,12.98,"116,151","6,140",49,0.8,"1,533.33",-0.34,,,,,
2023/9/15,1210,429,9,81,519,2,1,3,2,12.98,"116,151","6,161",3,0.05,0,-1.58,3.1,2.24,1.28,0.79,56.95
2023/9/14,1210,294,0,73,367,1,,2,1,12.98,"116,151","6,260",3,0.05,0,-0.54,,,,,
2023/9/13,1210,"-1,137",0,25,"-1,112",-4,,1,-4,12.98,"116,151","6,294",3,0.05,-25,4.64,,,,,
2023/9/12,1210,-449,0,-36,-485,-3,,-3,-3,12.98,"116,151","6,015",4,0.07,33.33,0.43,,,,,
2023/9/11,1210,-578,0,-147,-725,-2,,-2,-2,12.98,"116,151","5,989",3,0.05,0,-0.96,,,,,
2023/9/8,1210,-37,0,-56,-93,-1,,-1,-1,12.98,"116,151","6,047",0,0,0,0.5,2.95,2.24,1.44,0.81,56.94
2023/9/7,1210,290,0,5,295,1,,8,1,12.98,"116,151","6,017",0,0,-100,-0.74,,,,,
2023/9/6,1210,-296,-300,18,-578,-6,-2,7,-3,12.98,"116,151","6,062",1,0.02,-80,-3.88,,,,,
2023/9/5,1210,-756,-1,182,-575,-5,-1,6,-2,12.98,"116,151","6,307",5,0.08,-16.67,-4.81,,,,,
2023/9/4,1210,-852,74,718,-60,-4,1,5,-1,12.98,"116,151","6,626",6,0.09,-14.29,0.02,,,,,
2023/9/1,1210,-176,-1,274,97,-3,-1,4,2,12.98,"116,151","6,625",7,0.11,-22.22,0.17,2.95,2.23,1.43,0.71,57.33
2023/9/28,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.07,0,1.38,3.01,73.91
2023/9/27,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/26,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/25,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/22,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/21,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/20,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/19,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/18,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/15,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.07,0,1.36,3.01,73.91
2023/9/14,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/13,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/12,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/11,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/8,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.07,0,2.74,1.58,73.91
2023/9/7,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/6,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/5,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/4,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,,,,,
2023/9/1,1213,0,0,0,0,,,,,12.91,"7,308",0,0,,0,0,3.55,0,2.49,1.58,73.91
